mass_kg,c_upper_m,c_lower_m,span_m,total_chord_m,wing_area_m2,Vstall_m_s
0.1,0.005,0.015,0.5,0.02,0.007853981633974483,9.796878173791775
0.1,0.005,0.015,0.525,0.02,0.008246680715673207,9.560774124471287
0.1,0.005,0.015,0.55,0.02,0.008639379797371933,9.340956830107135
0.1,0.005,0.015,0.575,0.02,0.009032078879070654,9.135636002805416
0.1,0.005,0.015,0.6,0.02,0.00942477796076938,8.943285281526288
0.1,0.005,0.015,0.625,0.02,0.009817477042468103,8.762594225552965
0.1,0.005,0.015,0.65,0.02,0.010210176124166827,8.59243056649808
0.1,0.005,0.015,0.675,0.02,0.010602875205865551,8.431810224870773
0.1,0.005,0.015,0.7,0.02,0.010995574287564275,8.27987327163706
0.1,0.005,0.015,0.725,0.02,0.011388273369263,8.135864490111699
0.1,0.005,0.015,0.75,0.02,0.011780972450961725,7.99911753266645
0.1,0.005,0.015,0.775,0.02,0.01217367153266045,7.869041912092569
0.1,0.005,0.015,0.8,0.02,0.012566370614359173,7.74511224709323
0.1,0.005,0.015,0.825,0.02,0.012959069696057897,7.626859314375967
0.1,0.005,0.015,0.8500000000000001,0.02,0.013351768777756623,7.5138625593012565
0.1,0.005,0.015,0.875,0.02,0.013744467859455345,7.405743792185619
0.1,0.005,0.015,0.9,0.02,0.01413716694115407,7.30216185462747
0.1,0.005,0.015,0.925,0.02,0.014529866022852793,7.202808084243394
0.1,0.005,0.015,0.95,0.02,0.014922565104551517,7.1074024403070775
0.1,0.005,0.015,0.9750000000000001,0.02,0.015315264186250245,7.015690179404566
0.1,0.005,0.015,1.0,0.02,0.015707963267948967,6.927438991146644
0.1,0.005,0.015,1.025,0.02,0.016100662349647687,6.842436520539916
0.1,0.005,0.015,1.05,0.02,0.016493361431346415,6.7604882168065235
0.1,0.005,0.015,1.0750000000000002,0.02,0.01688606051304514,6.681415459007821
0.1,0.005,0.015,1.1,0.02,0.017278759594743866,6.605053917339553
0.1,0.005,0.015,1.125,0.02,0.017671458676442587,6.531252115861184
0.1,0.005,0.015,1.15,0.02,0.018064157758141308,6.459870168035675
0.1,0.005,0.015,1.175,0.02,0.018456856839840035,6.390778661048914
0.1,0.005,0.015,1.2000000000000002,0.02,0.018849555921538762,6.32385766865308
0.1,0.005,0.015,1.225,0.02,0.019242255003237486,6.258995875394974
0.1,0.005,0.015,1.25,0.02,0.019634954084936207,6.196089797674585
0.1,0.005,0.015,1.275,0.02,0.02002765316663493,6.135043089230329
0.1,0.005,0.015,1.3,0.02,0.020420352248333655,6.075765920445361
0.1,0.005,0.015,1.3250000000000002,0.02,0.020813051330032382,6.018174422377405
0.1,0.005,0.015,1.35,0.02,0.021205750411731103,5.962190187684192
0.1,0.005,0.015,1.375,0.02,0.021598449493429827,5.907739821689008
0.1,0.005,0.015,1.4,0.02,0.02199114857512855,5.85475453773981
0.1,0.005,0.015,1.425,0.02,0.02238384765682728,5.803169791788105
0.1,0.005,0.015,1.4500000000000002,0.02,0.022776546738526006,5.752924951772814
0.1,0.005,0.015,1.475,0.02,0.023169245820224726,5.70396299795798
0.1,0.005,0.015,1.5,0.02,0.02356194490192345,5.656230250856651
0.1,0.0055,0.0165,0.5,0.022,0.00863937979737193,9.340956830107137
0.1,0.0055,0.0165,0.525,0.022,0.009071348787240528,9.115840451910653
0.1,0.0055,0.0165,0.55,0.022,0.009503317777109124,8.90625288526525
0.1,0.0055,0.0165,0.575,0.022,0.009935286766977719,8.710487157640106
0.1,0.0055,0.0165,0.6,0.022,0.010367255756846317,8.527087940886052
0.1,0.0055,0.0165,0.625,0.022,0.010799224746714913,8.354805778804206
0.1,0.0055,0.0165,0.65,0.022,0.01123119373658351,8.192561095846232
0.1,0.0055,0.0165,0.675,0.022,0.011663162726452106,8.039415609032748
0.1,0.0055,0.0165,0.7,0.022,0.012095131716320703,7.894549408200445
0.1,0.0055,0.0165,0.725,0.022,0.012527100706189299,7.75724242249317
0.1,0.0055,0.0165,0.75,0.022,0.012959069696057895,7.6268593143759675
0.1,0.0055,0.0165,0.775,0.022,0.013391038685926492,7.502837076385868
0.1,0.0055,0.0165,0.8,0.022,0.013823007675795088,7.38467477711126
0.1,0.0055,0.0165,0.825,0.022,0.014254976665663685,7.2719250296967735
0.1,0.0055,0.0165,0.8500000000000001,0.022,0.014686945655532285,7.164186851026888
0.1,0.0055,0.0165,0.875,0.022,0.01511891464540088,7.061099651386772
0.1,0.0055,0.0165,0.9,0.022,0.015550883635269476,6.962338149003504
0.1,0.0055,0.0165,0.925,0.022,0.015982852625138072,6.867608045841791
0.1,0.0055,0.0165,0.95,0.022,0.016414821615006667,6.776642333545627
0.1,0.0055,0.0165,0.9750000000000001,0.022,0.01684679060487527,6.689198123799952
0.1,0.0055,0.0165,1.0,0.022,0.01727875959474386,6.605053917339554
0.1,0.0055,0.0165,1.025,0.022,0.017710728584612454,6.5240072416225905
0.1,0.0055,0.0165,1.05,0.022,0.018142697574481056,6.445872599760665
0.1,0.0055,0.0165,1.0750000000000002,0.022,0.018574666564349654,6.370479683371125
0.1,0.0055,0.0165,1.1,0.022,0.01900663555421825,6.297671810133314
0.1,0.0055,0.0165,1.125,0.022,0.019438604544086843,6.227304553404759
0.1,0.0055,0.0165,1.15,0.022,0.019870573533955438,6.159244536605654
0.1,0.0055,0.0165,1.175,0.022,0.020302542523824036,6.093368369459178
0.1,0.0055,0.0165,1.2000000000000002,0.022,0.020734511513692634,6.029561706774561
0.1,0.0055,0.0165,1.225,0.022,0.021166480503561232,5.967718413431575
0.1,0.0055,0.0165,1.25,0.022,0.021598449493429827,5.907739821689008
0.1,0.0055,0.0165,1.275,0.022,0.02203041848329842,5.8495340689908275
0.1,0.0055,0.0165,1.3,0.022,0.02246238747316702,5.793015506157963
0.1,0.0055,0.0165,1.3250000000000002,0.022,0.022894356463035618,5.738104167291557
0.1,0.0055,0.0165,1.35,0.022,0.023326325452904213,5.684725293924035
0.1,0.0055,0.0165,1.375,0.022,0.023758294442772807,5.632808906976895
0.1,0.0055,0.0165,1.4,0.022,0.024190263432641405,5.58228942095078
0.1,0.0055,0.0165,1.425,0.022,0.024622232422510004,5.533105295510091
0.1,0.0055,0.0165,1.4500000000000002,0.022,0.025054201412378605,5.485198720252882
0.1,0.0055,0.0165,1.475,0.022,0.025486170402247196,5.438515328994067
0.1,0.0055,0.0165,1.5,0.022,0.02591813939211579,5.393003940351029
0.1,0.006,0.018000000000000002,0.5,0.024,0.00942477796076938,8.943285281526288
0.1,0.006,0.018000000000000002,0.525,0.024,0.009896016858807848,8.727752758641047
0.1,0.006,0.018000000000000002,0.55,0.024,0.010367255756846319,8.52708794088605
0.1,0.006,0.018000000000000002,0.575,0.024,0.010838494654884786,8.339656526488092
0.1,0.006,0.018000000000000002,0.6,0.024,0.011309733552923255,8.16406514482648
0.1,0.006,0.018000000000000002,0.625,0.024,0.011780972450961725,7.99911753266645
0.1,0.006,0.018000000000000002,0.65,0.024,0.012252211349000194,7.843780075113153
0.1,0.006,0.018000000000000002,0.675,0.024,0.012723450247038663,7.697154434607383
0.1,0.006,0.018000000000000002,0.7,0.024,0.013194689145077132,7.558455606932862
0.1,0.006,0.018000000000000002,0.725,0.024,0.0136659280431156,7.426994176732405
0.1,0.006,0.018000000000000002,0.75,0.024,0.01413716694115407,7.30216185462747
0.1,0.006,0.018000000000000002,0.775,0.024,0.014608405839192538,7.18341960201114
0.1,0.006,0.018000000000000002,0.8,0.024,0.015079644737231007,7.070287813570815
0.1,0.006,0.018000000000000002,0.825,0.024,0.015550883635269476,6.962338149003504
0.1,0.006,0.018000000000000002,0.8500000000000001,0.024,0.016022122533307946,6.859186696204661
0.1,0.006,0.018000000000000002,0.875,0.024,0.016493361431346415,6.7604882168065235
0.1,0.006,0.018000000000000002,0.9,0.024,0.016964600329384884,6.665931277222041
0.1,0.006,0.018000000000000002,0.925,0.024,0.017435839227423353,6.575234108534462
0.1,0.006,0.018000000000000002,0.95,0.024,0.01790707812546182,6.488141069705752
0.1,0.006,0.018000000000000002,0.9750000000000001,0.024,0.018378317023500294,6.404419612878911
0.1,0.006,0.018000000000000002,1.0,0.024,0.01884955592153876,6.32385766865308
0.1,0.006,0.018000000000000002,1.025,0.024,0.019320794819577224,6.246261384328121
0.1,0.006,0.018000000000000002,1.05,0.024,0.019792033717615697,6.171453160154682
0.1,0.006,0.018000000000000002,1.0750000000000002,0.024,0.02026327261565417,6.0992699382705275
0.1,0.006,0.018000000000000002,1.1,0.024,0.020734511513692638,6.02956170677456
0.1,0.006,0.018000000000000002,1.125,0.024,0.021205750411731103,5.962190187684192
0.1,0.006,0.018000000000000002,1.15,0.024,0.021676989309769572,5.897027682646378
0.1,0.006,0.018000000000000002,1.175,0.024,0.02214822820780804,5.833956054465255
0.1,0.006,0.018000000000000002,1.2000000000000002,0.024,0.022619467105846513,5.772865825955537
0.1,0.006,0.018000000000000002,1.225,0.024,0.02309070600388498,5.713655380476036
0.1,0.006,0.018000000000000002,1.25,0.024,0.02356194490192345,5.656230250856651
0.1,0.006,0.018000000000000002,1.275,0.024,0.024033183799961916,5.600502485396052
0.1,0.006,0.018000000000000002,1.3,0.024,0.024504422698000388,5.546390081248438
0.1,0.006,0.018000000000000002,1.3250000000000002,0.024,0.024975661596038857,5.493816476894548
0.1,0.006,0.018000000000000002,1.35,0.024,0.025446900494077326,5.442710096550987
0.1,0.006,0.018000000000000002,1.375,0.024,0.02591813939211579,5.393003940351029
0.1,0.006,0.018000000000000002,1.4,0.024,0.026389378290154263,5.344635214959708
0.1,0.006,0.018000000000000002,1.425,0.024,0.026860617188192736,5.297544999991505
0.1,0.006,0.018000000000000002,1.4500000000000002,0.024,0.027331856086231204,5.251677946200484
0.1,0.006,0.018000000000000002,1.475,0.024,0.027803094984269673,5.206982001927299
0.1,0.006,0.018000000000000002,1.5,0.024,0.02827433388230814,5.16340816472882
0.1,0.006500000000000001,0.019500000000000003,0.5,0.026000000000000002,0.01021017612416683,8.59243056649808
0.1,0.006500000000000001,0.019500000000000003,0.525,0.026000000000000002,0.01072068493037517,8.385353616650683
0.1,0.006500000000000001,0.019500000000000003,0.55,0.026000000000000002,0.011231193736583513,8.19256109584623
0.1,0.006500000000000001,0.019500000000000003,0.575,0.026000000000000002,0.011741702542791851,8.012482817730504
0.1,0.006500000000000001,0.019500000000000003,0.6,0.026000000000000002,0.012252211349000194,7.843780075113153
0.1,0.006500000000000001,0.019500000000000003,0.625,0.026000000000000002,0.012762720155208535,7.685303535454693
0.1,0.006500000000000001,0.019500000000000003,0.65,0.026000000000000002,0.013273228961416876,7.536060133685981
0.1,0.006500000000000001,0.019500000000000003,0.675,0.026000000000000002,0.01378373776762522,7.395186774997916
0.1,0.006500000000000001,0.019500000000000003,0.7,0.026000000000000002,0.01429424657383356,7.261929251735211
0.1,0.006500000000000001,0.019500000000000003,0.725,0.026000000000000002,0.014804755380041902,7.135625195047758
0.1,0.006500000000000001,0.019500000000000003,0.75,0.026000000000000002,0.015315264186250243,7.015690179404567
0.1,0.006500000000000001,0.019500000000000003,0.775,0.026000000000000002,0.015825772992458586,6.901606313263906
