  
       XFOIL         Version 6.99
  
 Calculated polar for: S3021-095-84                                    
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.030     Re =     0.050 e 6     Ncrit =   6.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   2.900   0.6127   0.02299   0.01199  -0.0647   0.7223   1.0000
   3.000   0.6225   0.02311   0.01212  -0.0643   0.7166   1.0000
   3.100   0.6324   0.02320   0.01222  -0.0639   0.7112   1.0000
   3.200   0.6424   0.02329   0.01232  -0.0635   0.7059   1.0000
   3.300   0.6531   0.02336   0.01241  -0.0632   0.7006   1.0000
   3.400   0.6632   0.02345   0.01251  -0.0628   0.6953   1.0000
   3.500   0.6724   0.02359   0.01267  -0.0624   0.6893   1.0000
   3.600   0.6822   0.02368   0.01279  -0.0620   0.6836   1.0000
   3.700   0.6922   0.02377   0.01289  -0.0615   0.6781   1.0000
   3.800   0.7027   0.02383   0.01297  -0.0612   0.6727   1.0000
   3.900   0.7117   0.02397   0.01314  -0.0607   0.6665   1.0000
   4.000   0.7217   0.02407   0.01326  -0.0603   0.6605   1.0000
   4.100   0.7318   0.02414   0.01335  -0.0599   0.6548   1.0000
   4.200   0.7414   0.02422   0.01346  -0.0594   0.6488   1.0000
   4.300   0.7508   0.02435   0.01362  -0.0590   0.6425   1.0000
   4.400   0.7611   0.02441   0.01372  -0.0585   0.6366   1.0000
   4.500   0.7708   0.02450   0.01384  -0.0581   0.6304   1.0000
   4.600   0.7800   0.02461   0.01399  -0.0576   0.6238   1.0000
   4.700   0.7906   0.02466   0.01406  -0.0572   0.6177   1.0000
   4.800   0.7991   0.02479   0.01423  -0.0566   0.6110   1.0000
   4.900   0.8088   0.02485   0.01433  -0.0561   0.6045   1.0000
   5.000   0.8187   0.02495   0.01447  -0.0557   0.5976   1.0000
   5.100   0.8284   0.02503   0.01459  -0.0552   0.5909   1.0000
   5.200   0.8379   0.02511   0.01472  -0.0547   0.5839   1.0000
   5.300   0.8473   0.02518   0.01482  -0.0541   0.5769   1.0000
   5.400   0.8566   0.02529   0.01498  -0.0536   0.5696   1.0000
   5.500   0.8661   0.02534   0.01506  -0.0531   0.5628   1.0000
   5.600   0.8756   0.02545   0.01522  -0.0526   0.5549   1.0000
   5.700   0.8846   0.02552   0.01534  -0.0520   0.5474   1.0000
   5.800   0.8940   0.02558   0.01543  -0.0514   0.5400   1.0000
   5.900   0.9028   0.02570   0.01559  -0.0509   0.5319   1.0000
   6.000   0.9118   0.02579   0.01573  -0.0503   0.5239   1.0000
   6.100   0.9218   0.02586   0.01585  -0.0498   0.5158   1.0000
   6.200   0.9307   0.02593   0.01595  -0.0492   0.5078   1.0000
   6.300   0.9396   0.02606   0.01612  -0.0487   0.4992   1.0000
   6.400   0.9481   0.02617   0.01628  -0.0480   0.4905   1.0000
   6.500   0.9568   0.02628   0.01644  -0.0474   0.4817   1.0000
   6.600   0.9658   0.02640   0.01660  -0.0469   0.4728   1.0000
   6.700   0.9746   0.02653   0.01677  -0.0463   0.4637   1.0000
   6.800   0.9830   0.02667   0.01694  -0.0457   0.4546   1.0000
   6.900   0.9914   0.02680   0.01711  -0.0450   0.4451   1.0000
   7.000   0.9998   0.02696   0.01729  -0.0444   0.4357   1.0000
   7.100   1.0081   0.02711   0.01748  -0.0438   0.4262   1.0000
   7.200   1.0165   0.02729   0.01768  -0.0432   0.4164   1.0000
   7.300   1.0242   0.02751   0.01793  -0.0425   0.4063   1.0000
   7.400   1.0310   0.02772   0.01817  -0.0417   0.3966   1.0000
   7.500   1.0392   0.02795   0.01843  -0.0412   0.3863   1.0000
   7.600   1.0469   0.02818   0.01867  -0.0405   0.3763   1.0000
   7.700   1.0542   0.02845   0.01898  -0.0398   0.3661   1.0000
   7.800   1.0608   0.02874   0.01929  -0.0391   0.3559   1.0000
   7.900   1.0681   0.02904   0.01961  -0.0385   0.3456   1.0000
   8.000   1.0754   0.02935   0.01993  -0.0378   0.3354   1.0000
   8.100   1.0820   0.02970   0.02029  -0.0372   0.3252   1.0000
   8.200   1.0882   0.03007   0.02069  -0.0364   0.3150   1.0000
   8.300   1.0946   0.03045   0.02108  -0.0357   0.3050   1.0000
   8.400   1.1004   0.03084   0.02147  -0.0349   0.2953   1.0000
   8.500   1.1065   0.03125   0.02189  -0.0342   0.2856   1.0000
   8.600   1.1117   0.03169   0.02235  -0.0334   0.2760   1.0000
   8.700   1.1168   0.03215   0.02284  -0.0326   0.2663   1.0000
   8.800   1.1224   0.03264   0.02335  -0.0319   0.2568   1.0000
   8.900   1.1279   0.03316   0.02388  -0.0313   0.2470   1.0000
   9.000   1.1325   0.03367   0.02442  -0.0305   0.2379   1.0000
   9.100   1.1364   0.03419   0.02496  -0.0296   0.2289   1.0000
   9.200   1.1405   0.03475   0.02553  -0.0288   0.2196   1.0000
   9.300   1.1448   0.03533   0.02613  -0.0281   0.2105   1.0000
   9.400   1.1477   0.03592   0.02673  -0.0272   0.2017   1.0000
   9.500   1.1511   0.03655   0.02738  -0.0265   0.1927   1.0000
   9.600   1.1521   0.03716   0.02800  -0.0253   0.1845   1.0000
   9.700   1.1542   0.03786   0.02871  -0.0245   0.1753   1.0000
   9.800   1.1543   0.03853   0.02938  -0.0235   0.1671   1.0000
   9.900   1.1539   0.03926   0.03011  -0.0226   0.1583   1.0000
  10.000   1.1517   0.03995   0.03080  -0.0214   0.1506   1.0000
  10.100   1.1484   0.04069   0.03152  -0.0202   0.1430   1.0000
  10.200   1.1453   0.04148   0.03230  -0.0192   0.1361   1.0000
  10.300   1.1404   0.04227   0.03308  -0.0178   0.1297   1.0000
  10.400   1.1381   0.04330   0.03410  -0.0174   0.1220   1.0000
  10.500   1.1342   0.04433   0.03512  -0.0167   0.1149   1.0000
  10.600   1.1323   0.04546   0.03625  -0.0165   0.1081   1.0000
  10.700   1.1280   0.04662   0.03738  -0.0160   0.1018   1.0000
  10.800   1.1256   0.04778   0.03857  -0.0154   0.0963   1.0000
  10.900   1.1227   0.04905   0.03982  -0.0151   0.0907   1.0000
  11.000   1.1223   0.05056   0.04132  -0.0153   0.0847   1.0000
  11.100   1.1205   0.05184   0.04261  -0.0149   0.0804   1.0000
  11.200   1.1180   0.05319   0.04396  -0.0146   0.0762   1.0000
  11.300   1.1166   0.05459   0.04536  -0.0144   0.0723   1.0000
  11.400   1.1160   0.05593   0.04671  -0.0143   0.0691   1.0000
  11.600   1.1144   0.05852   0.04937  -0.0137   0.0636   1.0000
  11.700   1.1146   0.05969   0.05052  -0.0134   0.0618   1.0000
