# source_file=Ensaio2.csv
# total_time_s=14.538000
# distance_path_m=2.157581
t_imu_s,t_imu_ms,dt_s,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg_unwrapped,ax_lin_mps2,ay_lin_mps2,az_lin_mps2,vx_mps,vy_mps,vz_mps,speed_mps,x_m,y_m,z_m,dist_m
1542.21,1542210.0,0.023000000000138243,-0.379198,0.00547,0.003028,0.925294,0.08338066224210458,-0.7115825681800672,-135.4315213645407,0.005229046511627911,0.013472930232558139,-0.007102616279069766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1542.233,1542233.0,0.02299999999991087,-0.379198,0.006143,0.002325,0.925292,-0.02041159576121665,-0.752395893758295,-135.43079677628157,0.01097304651162791,0.014308930232558139,-0.002276616279069766,0.0001202680697669759,0.0003098773953476363,-0.00016336017441797156,0.0003703713748911754,0.0,0.0,0.0,0.0
1542.258,1542258.0,0.02500000000009095,-0.379191,0.006557,0.003227,0.925289,0.057250563445795925,-0.8354902329743481,-135.4319361917574,0.01680804651162791,0.020293930232558138,0.002592383720930236,0.0003945942325586716,0.0006676006511628912,-0.00022027558139492277,0.0008061740318073726,3.006701744185336e-06,7.746934883719091e-06,-4.084004360464146e-06,9.25928437231307e-06
1542.287,1542287.0,0.028999999999996362,-0.378712,0.006638,0.003303,0.925485,0.06222850966080667,-0.847350115140314,-135.4913388055146,0.01253404651162791,0.02230093023255814,-0.003346616279069764,0.0008820275813958198,0.0012561246279070033,-0.00014509645348795535,0.0015417116189457253,1.4449934488385376e-05,2.7107353767440506e-05,-1.0471996220916106e-05,3.263833129472394e-05
1542.311,1542311.0,0.023999999999887223,-0.378722,0.005929,0.002602,0.925488,0.018642977900021587,-0.7417321155258398,-135.49007206785427,0.023710046511627912,0.02951993023255814,-0.0013636162790697653,0.001182844697673476,0.0017913469534858836,-0.00022541524418525228,0.00215843867619363,3.561859644178558e-05,5.725434483706692e-05,-1.3954311104610671e-05,6.963941014924748e-05
1542.336,1542336.0,0.02500000000009095,-0.378717,0.004916,0.002494,0.925496,0.05115840062389265,-0.6296083221432989,-135.49108924928146,0.014455046511627911,0.011446930232558139,-0.0025386162790697643,0.0017755958604663302,0.002529345209302522,-0.0002595056511621204,0.0031012370161778774,6.518971388373006e-05,0.00010203801867437693,-1.958969220926248e-05,0.00012360037705428455
1542.361,1542361.0,0.02500000000009095,-0.378223,0.004911,0.002574,0.925698,0.0601978802225611,-0.632518017963326,-135.55231417799376,0.017965046511627912,0.008688930232558139,0.004652383720930235,0.0021369720232583427,0.0028155184651175165,-0.0003229710581390954,0.003549380785433149,0.00010957961039554981,0.00016527164890717003,-2.607733348833909e-05,0.00020113130245901352
1542.383,1542383.0,0.021999999999934516,-0.378231,0.005919,0.002773,0.925688,0.03761027125007735,-0.7480728693178639,-135.5509260284931,0.01699204651162791,0.012360930232558139,0.0036643837209302324,0.0025322030465129803,0.0030066749302332264,-0.00022061861627893487,0.003937107946032395,0.00015659299490709342,0.00022721305513957103,-3.318269676737804e-05,0.00027921767973831035
1542.408,1542408.0,0.024999999999863576,-0.378245,0.005517,0.00364,0.925682,0.14699966592551267,-0.7430095058722531,-135.54990632892583,0.005694046511627911,0.02255393023255814,-0.0011316162790697658,0.00295700420930136,0.0033156981860454934,-0.00012900902325617896,0.004444589034191221,0.00021989807106957248,0.0003023799283949915,-3.8698162174321316e-05,0.00037764537838858313
1542.427,1542427.0,0.019000000000005457,-0.378269,0.005065,0.002725,0.925678,0.06950893625270625,-0.6554026203282686,-135.54663721662536,0.01615604651162791,0.005801930232558139,-0.0012516162790697644,0.0030651910930223217,0.0037442228604642213,-0.00015050973255851068,0.0048412038218981325,0.00027608115104631447,0.000365378193929874,-4.114933361618942e-05,0.00046209257003824056
1542.447,1542447.0,0.01999999999998181,-0.378289,0.005737,0.003447,0.925663,0.11695287700823867,-0.7579869243411151,-135.54420440109686,0.01954504651162791,0.02051593023255814,-0.008377616279069765,0.003388312023254586,0.0038602614651152786,-0.0001755420581398832,0.005139366883202786,0.00033738497290670516,0.0004402626511390903,-4.4159528267356896e-05,0.0005589166464761152
1542.472,1542472.0,0.02500000000009095,-0.378075,0.00584,0.003502,0.92575,0.11850061268082202,-0.7712701668343871,-135.57073211210837,-0.3030359534883721,-0.3841900697674419,0.007080383720930235,0.0038769381860470613,0.0043731597209310975,-0.00038498246511738923,0.005856909350643212,0.00042209277348837794,0.0005367691877673234,-4.8548079720869944e-05,0.0006874008185566523
1542.495,1542495.0,0.02299999999991087,-0.378196,0.005028,0.002888,0.925708,0.08845626213578837,-0.658536650753077,-135.5558267074296,0.22811104651162792,0.32557893023255813,-0.014058616279069765,-0.003092888744158487,-0.004463211883685824,-0.00022213363953662492,0.005434663233009973,0.0005112623517671147,0.0006373518613483489,-5.740267641853558e-05,0.0008221097336209241
1542.518,1542518.0,0.023000000000138243,-0.378122,0.006049,0.002971,0.925731,0.05307064648083241,-0.7704391459456754,-135.5644583651466,-0.0858739534883721,-0.03779506976744186,0.014726383720930235,0.00215366532564049,0.0030251035117080218,-0.000545481813957173,0.003753275369696763,0.00044012591065104197,0.0005346979880229579,-6.251175012790867e-05,0.0009471069879809048
1542.538,1542538.0,0.01999999999998181,-0.378133,0.005059,0.002815,0.925733,0.0794130459511282,-0.6586555782919976,-135.5634826347328,0.19856304651162793,0.13334893023255814,-0.016888616279069762,0.0004361862558746102,0.002269202116359872,-0.0002509541395388362,0.002324331016627733,0.0004831992171638126,0.0005952000582570634,-7.34213864070422e-05,0.0010221724953747718
1542.563,1542563.0,0.02500000000009095,-0.377649,0.005019,0.002935,0.92593,0.0942216567809653,-0.6595626125056059,-135.62342063263682,0.1442050465116279,0.10684593023255815,-0.018640616279069766,0.005400262418683368,0.005602925372185954,-0.0006731695465171162,0.0078108107233044064,0.0004941038735607175,0.0006519301111662666,-7.969523989553593e-05,0.0010802807707906766
