# source_file=Ens1.csv
# note=stationary-guard: a->0 and v->0 when stationary
t_imu_s,t_imu_ms,dt_s,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg_unwrapped,ax_lin_mps2_raw,ay_lin_mps2_raw,az_lin_mps2_raw,ax_lin_mps2_clean,ay_lin_mps2_clean,az_lin_mps2_clean,ax_lin_mps2_used,ay_lin_mps2_used,az_lin_mps2_used,ax_lin_mps2_int,ay_lin_mps2_int,az_lin_mps2_int,gx_rads,gy_rads,gz_rads,jerk_mag,jerk_isolated,stationary,vx_mps,vy_mps,vz_mps,speed_mps,x_m,y_m,z_m,dist_m
2.362,204197.0,0.026000000000000245,0.5799476818628271,4.9999972571922574e-05,-0.010691994134779923,-0.8145835531505395,1.001487624090226,-0.7059096610388176,-109.10778026773781,0.010851,-0.013459,0.040943,0.009500153763240166,-0.004066532120595342,0.0026033452814477227,0.010510651942578941,-0.012805898941634053,0.004025440820283195,0.0,0.0,0.0,-0.003196,0.004261,0.0,0.36251424923717634,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
2.388,204223.0,0.0259999999999998,0.5799259239238725,0.0008319998908561815,-0.0128209983181095,-0.8145678931429544,1.2522496669660574,-0.7743770549327322,-109.11106385746311,-0.034675,0.023687,0.04413,-0.015225958443080664,0.01172672143159805,0.006137472162482749,-0.014100287131728867,0.0029631511742619415,0.007498320364076105,0.0,0.0,0.0,-0.008522,0.004261,0.0,1.132117299525787,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
2.413,204248.0,0.02499999999999991,0.579937770089226,0.0018459992681712722,-0.010679995766017978,-0.8145886770641216,1.1197222684266885,-0.5374426171276125,-109.10812830363444,0.004162,-0.022979,0.021884,-0.0062105327582822195,-0.005479822077184176,-0.0038944304411620036,-0.005045236254052036,-0.014132396750001731,-0.0025138385973939394,0.0,0.0,0.0,0.0,-0.001065,0.001065,0.8713162753424133,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
2.439,204274.0,0.026000000000000245,0.579969318095859,-0.0005570003054980413,-0.010731005885636411,-0.8145674467659301,0.9647731049351588,-0.765192810999799,-109.10496286963121,0.014021,0.008737,0.02862,0.0034231589434984833,0.003091841174800167,-0.005168162428064319,0.004551279951809971,-0.005515680641382846,-0.003756883827847965,0.0,0.0,0.0,-0.008522,0.003196,0.001065,0.49834946691042503,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
2.467,204302.0,0.028000000000000025,0.5804110166154265,-0.0005780000165464067,-0.010635000304448158,-0.8142540233096504,0.9540015117962829,-0.7612896703921028,-109.04279207049572,0.017056,0.012126,0.033343,0.009747305571244372,0.009098815924287957,-0.0031763744249760115,0.010780595508533254,0.0004870101431387992,-0.0017497046190634922,0.0,0.0,0.0,-0.008522,0.001065,0.002131,0.31716505178127485,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
2.49,204325.0,0.02300000000000013,0.5803959021751496,0.001595999730996662,-0.01141599807585081,-0.814252862758913,1.1714824693398465,-0.6103549671254898,-109.04402717397878,-0.011417,-0.004351,0.020465,-0.001988791138363675,0.0032657694721094028,-0.008839141140507151,-0.0009486466003367105,-0.0053076847670547305,-0.007359295544314122,0.0,0.0,0.0,-0.008522,0.002131,0.001065,0.6188915023501418,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
2.512,204347.0,0.021999999999999797,0.5804230700863802,-0.000596000071967311,-0.01222500147617513,-0.8142230983178522,1.1011839183602856,-0.8687461567159797,-109.04162075816498,0.017375,0.023744,0.020648,0.00646491991850248,0.014246388806625404,-0.011502008938459422,0.00745354922247237,0.00563399518809605,-0.009953370583280037,0.0,0.0,0.0,-0.010653,0.006392,0.001065,0.6380602062863783,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
2.544,204379.0,0.03200000000000003,0.580426674188606,0.001643999077172613,-0.011220993701310153,-0.8142335429455994,1.1564529682187088,-0.592949120587709,-109.03961473897094,-0.001519,-0.01205,0.035039,0.0005267531233189363,-4.512327347337697e-05,-0.00469762023415767,0.001500299768945461,-0.0085713483004759,-0.0031176399437975724,0.0,0.0,0.0,-0.023436,0.012783,0.002131,0.5265974358401201,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
2.57,204405.0,0.0259999999999998,0.5810809517267019,0.0016939998592709676,-0.011126999075624592,-0.8137679323962319,1.1505382695675663,-0.5829561632588282,-108.94745644510003,0.010353,-0.025645,0.023427,0.004609412753606787,-0.012714949640835896,-0.008313236675184908,0.005537726469171153,-0.021069079458204548,-0.006678703791233105,0.0,0.0,0.0,-0.006392,0.011718,0.003196,0.5233812380844433,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
2.596,204431.0,0.026000000000000245,0.5811012455565863,0.0005580002357947674,-0.013242005595688729,-0.8137233438559597,1.2721565204207168,-0.82977366460734,-108.94595335452014,-0.003742,0.020323,0.03291,-0.0010053806933754232,0.0058974452081751155,-0.004940977839772709,-7.644258401412024e-05,-0.002436780641572405,-0.0032796562613766006,0.0,0.0,0.0,0.008522,0.002131,0.002131,0.7597833090535209,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
2.617,204452.0,0.020999999999999908,0.5811120699743236,0.001115000134262192,-0.010951001318659429,-0.8137490979871967,1.0955479360023543,-0.6252730815192612,-108.94342481179076,0.003408,-0.011693,0.032566,7.014751811272764e-05,-0.0016600408413969267,-0.0036902063257810078,0.0009925375154832166,-0.009928763219009496,-0.0020155872239524786,0.0,0.0,0.0,0.006392,0.003196,0.0,0.36536687344523994,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
2.642,204477.0,0.02499999999999991,0.5811339626935255,-0.0008579999449198374,-0.012203999216552092,-0.8137159477626927,1.081020168859106,-0.892741800061694,-108.94161939764211,0.010813,0.028017,0.03244,0.004558052139747419,0.014851257120373596,-0.003046990068576957,0.005437734272015069,0.006531238515413859,-0.0013616763854258764,0.0,0.0,0.0,0.006392,0.003196,0.001065,0.6824884241494454,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
2.669,204504.0,0.027000000000000135,0.5814041540122367,-0.0007690002037058739,-0.012190003229095712,-0.8135232154998877,1.0853475388200735,-0.8838703582064555,-108.9035347847617,0.008814,0.024587,0.033678,0.005688591828586149,0.02114102294426208,-0.0020573653701706504,0.006513028498151283,0.01271316743705723,-0.0003689223766830723,0.0,0.0,0.0,0.003196,0.004261,0.001065,0.23528887590798991,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
2.693,204528.0,0.02400000000000002,0.5814169594871584,0.0011779999179175576,-0.010668999256589493,-0.8135349433132939,1.0732159235789456,-0.6010200302160514,-108.90037949055889,-0.001517,-0.007987,0.039497,0.0008723132287224962,0.007133555671648445,0.0013587384644349189,0.0016840524420154005,-0.0012846140736290192,0.003024378183642318,0.0,0.0,0.0,-0.004261,0.007457,0.002131,0.6329650596821134,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
2.718,204553.0,0.02499999999999991,0.581387265202187,0.001923000877184742,-0.01271300579908977,-0.8135253710929368,1.3134648542300054,-0.667713734502126,-108.90453500018657,-0.014877,0.009899,0.033939,-0.008513971639282438,0.009551004396276985,0.00014281616591531603,-0.007642210643948994,0.0011240067228418574,0.0017943629911455743,0.0,0.0,0.0,-0.015979,0.006392,-0.001065,0.3884195147797548,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
2.746,204581.0,0.028000000000000025,0.5814159499735203,-2.2999998021022756e-05,-0.011159999039765825,-0.813529930001854,1.0389885388875253,-0.7457041516610827,-108.90127193871248,0.028343,-0.002126,0.033992,0.010626917885512933,0.004128072085850639,-0.0004382103791063783,0.011398413201551964,-0.004261440003480276,0.001202756447826343,0.0,0.0,0.0,-0.010653,0.003196,0.0,0.7070151320166521,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
2.772,204607.0,0.0259999999999998,0.5818607820216091,-8.999996628394895e-06,-0.011169995815463442,-0.8132116953522522,1.0404457817871242,-0.7456341042387862,-108.83860159894536,0.02095,-0.008564,0.025633,0.01497463014104249,-0.0016556736540058537,-0.005149283887917232,0.015618550932422077,-0.009963800020873492,-0.0034798928062286585,0.0,0.0,0.0,-0.001065,0.002131,0.0,0.326931394174701,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
2.796,204631.0,0.02400000000000002,0.5818331621726344,0.0017920004994789926,-0.012623003518372393,-0.813208226663121,1.295975973770962,-0.6746404482255907,-108.84180440534351,-0.026207,0.001145,0.039842,-0.007288960678980223,0.0007328241711852621,3.173997364705819e-05,-0.006595312403611875,-0.007518613187788123,0.001688400813117698,0.0,0.0,0.0,-0.006392,0.002131,0.0,0.955744621261479,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
2.822,204657.0,0.026000000000000245,0.5818588397252592,-0.0005899998374827972,-0.012482996561521622,-0.8131937760033657,1.1240978236904104,-0.8873323602115526,-108.83952214677407,0.025348,0.015746,0.031829,0.00896280274441958,0.009729327765458656,-0.0016245894756056422,0.00957821481164235,0.001465916593205299,3.181152286402195e-05,0.0,0.0,0.0,-0.002131,0.001065,0.0,0.7144421480472481,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
2.844,204679.0,0.021999999999999797,0.5818250355838385,0.0015300000935732784,-0.011299000691035604,-0.8132340497365828,1.155103533813512,-0.6107608911669415,-108.84281033574237,-0.008611,-0.019073,0.03148,-0.0007482624011430315,-0.00352472057681401,-0.0025085070896494694,-0.00013193844087975494,-0.011707217271961109,-0.000846257181422555,0.0,0.0,0.0,-0.002131,0.004261,-0.002131,0.7449409770098104,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
2.869,204704.0,0.025000000000000355,0.5822259047222319,0.0014979997548613482,-0.01124799815933274,-0.8129478669659702,1.1479152016661345,-0.6109083665394998,-108.78632884690332,0.002726,-0.02287,0.035287,-6.698488596543911e-05,-0.012686860113595625,-0.000993157590960375,0.0005450581972273663,-0.020706726558651342,0.0006638782298421634,0.0,0.0,0.0,-0.006392,0.003196,0.0,0.3660163948450077,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
2.893,204728.0,0.023999999999999577,0.5822471401145888,-0.0004950001191190705,-0.012591003029955992,-0.8129141956233538,1.1400759170381738,-0.8862255066948618,-108.78480107666083,0.011408,0.031677,0.031356,0.00470955164447178,0.01104508818561034,-0.0023040949934267736,0.005281771111690753,0.0030025827995985893,-0.0006422169707427247,0.0,0.0,0.0,0.005326,-0.002131,0.001065,1.0088787128335959,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
2.919,204754.0,0.026000000000000245,0.5822599070131002,0.0007879998741564299,-0.010549998315165402,-0.8129338701744712,1.035484933595893,-0.6305240461819358,-108.78180477986956,0.001007,-0.021305,0.030103,0.0015748416287727773,-0.005225854068917705,-0.0036350885029403836,0.0021296656865951655,-0.013160859698555296,-0.0019572236021028573,0.0,0.0,0.0,0.001065,0.003196,0.001065,0.6353979841704024,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
2.942,204777.0,0.02300000000000013,0.5822518284156517,0.0013019996163124877,-0.012794996229430323,-0.8129067604437292,1.2789643321052513,-0.7324325461447837,-108.78322573806719,-0.022032,0.019026,0.037245,-0.011389561292397335,0.007900572071409808,-0.0006288247179628108,-0.01075701069926394,-3.418653782280774e-05,0.001041514549622007,0.0,0.0,0.0,-0.004261,0.006392,0.001065,0.8103400847887413,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
2.97,204805.0,0.028000000000000025,0.5826427787417381,0.001264999519617156,-0.012728995166171368,-0.8126276914050992,1.2699940570929287,-0.7320862010824947,-108.72811778860098,-0.019112,0.003981,0.033957,-0.0168507914844847,0.006758747951220739,-0.0008033199277223221,-0.016076821780792398,-0.0011657561314958403,0.0008594591423847219,0.0,0.0,0.0,-0.006392,0.005326,0.0,0.19435261407210735,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
2.996,204831.0,0.0259999999999998,0.5826818596197206,-0.0009589997689568445,-0.011820997152073888,-0.8126138042242932,1.0369013724487908,-0.8786282079929674,-108.72338747234727,0.025021,0.005428,0.029306,0.004327587368752311,0.007036063422327417,-0.0033601349310360628,0.005060224446185914,-0.0008812425470979782,-0.0016836039466739123,0.0,0.0,0.0,-0.004261,0.003196,0.001065,0.8188992115773398,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
3.021,204856.0,0.02499999999999991,0.5826772385183938,0.0014050005751356982,-0.01210200495394464,-0.8126123326421139,1.2209101313327346,-0.6772337815290266,-108.72298469332208,-0.009476,-0.005532,0.026815,-0.0040397030700690915,0.0014232138920806173,-0.0058356440305111345,-0.0032812947638247523,-0.006443485063993386,-0.00412670200439756,0.0,0.0,0.0,-0.001065,0.001065,0.002131,0.4127725042536428,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
3.042,204877.0,0.020999999999999908,0.5826587480409321,0.003766998371037246,-0.012460994611493265,-0.8126126486019883,1.412056586986165,-0.48122110640238913,-108.72344215263905,-0.037311,-0.01899,0.026815,-0.021058436393869104,-0.007489621812615425,-0.006916636500964302,-0.020166979574385204,-0.015255673831735213,-0.005173562699057413,0.0,0.0,0.0,0.001065,0.0,0.001065,0.9083599380912294,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
3.074,204909.0,0.03200000000000003,0.5831308700530904,0.0037689991601031294,-0.012466997221811014,-0.8122738189900794,1.4124693351910567,-0.48225643181036215,-108.6568591369613,-0.064028,-0.041336,0.033808,-0.047449906290897806,0.0051981070041095395,-0.0035126148008967355,-0.04609505147119392,-0.0025423861616089716,-0.00175192869081488,0.0,0.0,0.0,0.004261,0.002131,0.001065,0.9087251624420329,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
3.097,204932.0,0.02300000000000013,0.5831701342011678,0.0016730003849967485,-0.011410002625710042,-0.8122681869220196,1.1739810465833438,-0.6067791215155128,-108.65309947614058,-0.008386,-0.000903,0.032435,-0.028898349103431323,-0.01254550760485249,-0.002986800820503589,-0.027345902008558926,-0.02014047250153451,-0.0012173187750638532,0.0,0.0,0.0,0.003196,0.0,0.001065,1.1182529719121614,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
3.121,204956.0,0.02400000000000002,0.583202688265416,-0.0006869996327836804,-0.011528993837500801,-0.8122445658375261,1.0273286429272734,-0.834456803881577,-108.64975492043824,0.030743,0.024515,0.024079,0.0006124895043592531,0.00743603665071311,-0.007010837799116155,0.0021487355151304306,-0.0001577389225125496,-0.005202132597949893,0.0,0.0,0.0,0.001065,0.001065,0.001065,1.4936916104040416,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
3.148,204983.0,0.027000000000000135,0.5831840532140893,0.0010020000914300075,-0.013083001193791204,-0.812234074114332,1.2848912510765107,-0.7810732738908841,-108.65206556327122,-0.015171,0.001463,0.037834,-0.00913561474698571,0.0051981070041095395,-0.0016132583911113666,-0.00753545078081539,-0.00237551870640158,0.0001938029155523878,0.0,0.0,0.0,-0.007457,0.001065,0.001065,0.41872844857882024,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
3.173,205008.0,0.02499999999999991,0.5835398472858913,0.0010389997280906898,-0.013061996581636757,-0.8119787875027432,1.2850678577399988,-0.7767883801135438,-108.60183420153629,-0.004724,0.013523,0.034163,-0.00796343723492447,0.010527089844669893,-0.001155407904630487,-0.006313685697245299,0.00293044844588548,0.0006465752121917304,0.0,0.0,0.0,0.001065,0.001065,0.001065,0.21854427503161752,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
3.196,205031.0,0.02300000000000013,0.5835518591950807,0.0012809996909082624,-0.010666997426165835,-0.8120048040717904,1.0783345657533643,-0.5941184085696838,-108.59933567959398,0.004973,-0.008971,0.032424,-0.002550901039566499,0.0016524782934886698,-0.0018205213752291748,-0.0008946848108604489,-0.005901520704885348,-1.8405268140052297e-05,0.0,0.0,0.0,-0.001065,0.002131,0.0,0.45144474804863605,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
3.223,205058.0,0.02699999999999969,0.5835549693432324,-0.00020799998907282486,-0.012463999345210044,-0.8119779573431452,1.1460173453651852,-0.8528585642777815,-108.60018952784796,0.000962,0.007583,0.025666,-0.0018237330445560656,0.005876535110542995,-0.005846107914486811,-0.0001661078392973866,-0.001663354813026546,-0.004009977970597279,0.0,0.0,0.0,-0.003196,0.003196,0.0,0.21730841070400855,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
3.251,205086.0,0.028000000000000025,0.5835571786808588,0.0009790002997625952,-0.010370003175217683,-0.8120052486299552,1.0304968443095812,-0.6023657991582199,-108.59869650827214,0.003296,-0.02837,0.03496,-0.00019773071353638419,-0.012001884885018957,-0.0025878042001912355,0.0014471645673172805,-0.019371375291730494,-0.0007451198398598506,0.0,0.0,0.0,-0.003196,0.001065,0.0,0.6456644415674228,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
3.279,205114.0,0.028000000000000025,0.5839126980164883,0.0009799994931713432,-0.010373994634856647,-0.8117495801855488,1.0306712115298755,-0.6029911146551731,-108.54852016650865,0.020743,-0.010062,0.037309,0.010159434180291242,-0.009910039910074865,0.00016868043071960673,0.011701398583232641,-0.017128857020918743,0.0019938261799485003,0.0,0.0,0.0,-0.002131,0.002131,0.002131,0.3874300936737636,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
3.302,205137.0,0.02300000000000013,0.5839249851274309,0.0004449999886658504,-0.012646999677880922,-0.8117089793257726,1.2063450179343433,-0.8048819007321764,-108.54771008370045,-0.002766,0.006459,0.025731,0.0025665135251685366,-0.0007477352270550304,-0.004528078497312732,0.0040790044164003315,-0.007909401666111253,-0.0026835423749590717,0.0,0.0,0.0,-0.002131,0.003196,0.002131,0.5584494914861858,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
3.328,205163.0,0.0259999999999998,0.583944898208486,0.001822999682220192,-0.010613998149799846,-0.8117218585030932,1.1093816917528516,-0.5406763680790997,-108.54348038019354,0.000779,-0.031127,0.032702,0.0004534417555825728,-0.01596727878908774,-0.003286097423043745,0.001950004733397609,-0.02294155537142034,-0.0014298818244783491,0.0,0.0,0.0,-0.001065,0.006392,0.002131,0.5859170092975367,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
3.353,205188.0,0.025000000000000355,0.5839538688232455,0.000784999823661192,-0.01271899714286204,-0.8116868176663464,1.235764134941345,-0.7781159113862113,-108.54345788689973,-0.004207,0.022445,0.035018,-0.003125499699083103,0.005118743181555373,-0.0015043945150037,-0.0016162427801566723,-0.0018410736422045575,0.00034907942020659464,0.0,0.0,0.0,0.002131,0.004261,0.001065,0.8589418174875214,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
3.38,205215.0,0.02699999999999969,0.5843047305575766,0.0008009996306323219,-0.012695994145453134,-0.8114346258203973,1.2343593338727417,-0.7756218285918544,-108.49390322125697,-0.024456,0.013485,0.026475,-0.015884863911980993,0.010665067412270635,-0.005262419081450865,-0.014254694396428102,0.0036740858891679213,-0.0033802726589091995,0.0,0.0,0.0,0.001065,0.001065,-0.001065,0.5290666664117111,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
3.406,205241.0,0.026000000000000245,0.584303003652478,0.00036700000229411697,-0.01031000006444781,-0.811470005072499,0.9833879907968596,-0.6562062367181584,-108.4937092451847,0.016259,-0.015356,0.033685,0.00010384129282607624,-0.0022294565781446323,-0.0031042678251512667,0.001719961917098618,-0.00914573445360243,-0.0012122198203162928,0.0,0.0,0.0,-0.004261,0.0,-0.002131,0.7921936914504316,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
3.431,205266.0,0.02499999999999991,0.5842581518285566,0.001602000416304693,-0.012225003176856975,-0.8114742108741789,1.244218098025042,-0.6695250996684806,-108.49980051026743,-0.021687,0.008545,0.031212,-0.012446447080365278,0.004382385115042631,-0.0034110277516689845,-0.010745928133889162,-0.0025141466984206547,-0.001507142675937419,0.0,0.0,0.0,-0.008522,0.0,-0.002131,0.5649259780307676,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
3.456,205291.0,0.02499999999999991,0.5842481027382851,-0.0003360000590846075,-0.01371500241174224,-0.8114591426926684,1.2530850372177111,-0.9495049381802705,-108.50283984668246,0.008588,0.031228,0.018693,-0.002568740236836323,0.019410839406173046,-0.010113449502263517,-0.0008614554351937081,0.01241678638052414,-0.008145589119191917,0.0,0.0,0.0,0.009587,-0.005326,-0.002131,0.763889556749293,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
3.483,205318.0,0.027000000000000135,0.5844461286211193,-0.00030500006712243965,-0.013854003048899277,-0.8113141785487705,1.2678566688909387,-0.956238681388531,-108.47491238314855,-0.011124,0.041824,0.033785,-0.008392915076311996,0.03258269033477158,-0.0052296280967063236,-0.0066293977331853705,0.02537341240886812,-0.003234333129200237,0.0,0.0,0.0,0.011718,-0.005326,0.0,0.5558810796807,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
3.509,205344.0,0.0259999999999998,0.5844400536606582,0.0008070000740951187,-0.01170400107460876,-0.8113520744946998,1.1423783835805754,-0.7088271294150443,-108.47450175475554,-0.001126,0.011369,0.034819,-0.00567561273337759,0.022252815181553965,-0.0024840017214473576,-0.003880399738441636,0.014921655074550321,-0.00048474726993983535,0.0,0.0,0.0,-0.003196,0.002131,-0.001065,0.4289046937416698,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
3.533,205368.0,0.02400000000000002,0.584486661513936,-0.0012959992494650202,-0.010714993794766736,-0.8113315301442544,0.909524735419452,-0.8381818948128825,-108.46837808885638,0.031845,0.005956,0.025262,0.012475826334100515,0.014834405936804091,-0.006158743194148969,0.01416424344944185,0.007447096048433241,-0.004128361629283242,0.0,0.0,0.0,0.004261,0.002131,0.002131,0.8278508256957428,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
3.558,205393.0,0.02499999999999991,0.5851090772311851,-0.0012450001643331849,-0.010696001411813452,-0.8108831070321173,0.910535344910625,-0.8328667006211169,-108.38043180170877,0.025533,0.011163,0.040663,0.018175762127426588,0.01388081730379446,8.372870970833196e-05,0.019709382117599313,0.006442904958212368,0.0020976354840078876,0.0,0.0,0.0,-0.001065,0.003196,0.002131,0.3359047547135565,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
3.581,205416.0,0.02300000000000013,0.5850827046541283,0.0008109995906127814,-0.011715994085843832,-0.8108885906688135,1.1431993065431025,-0.7101644421621651,-108.38371736731368,0.001823,-0.00199,0.036309,0.008859301632000972,0.006830294031373066,0.0007491710036951044,0.010318364595827677,-0.0006032593652716883,0.002743255934803759,0.0,0.0,0.0,-0.010653,0.005326,0.0,0.5112283061139211,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
3.608,205443.0,0.027000000000000135,0.5850609071932584,0.003166999497626827,-0.011196998223848306,-0.8109058713680392,1.2529231875174633,-0.4563986498621098,-108.38480710627752,-0.021836,-0.024937,0.033761,-0.00898385497475574,-0.009410351192524367,-0.00027693739772760573,-0.0074615013170783295,-0.016702231250284104,0.001702704681183424,0.0,0.0,0.0,-0.003196,0.004261,0.0,0.8891845762419254,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
3.661,205496.0,0.052999999999999936,0.5855683592132139,0.0010520006453431559,-0.012069007403656414,-0.8105324972160445,1.1917400838275667,-0.7121530981037534,-108.31502710353244,0.000399,0.01653,0.037322,-0.003938706102320777,0.010037607853956283,0.0016103581776358699,-0.0023767780419338747,0.00270075896816891,0.003531204149962899,0.0,0.0,0.0,0.003196,0.003196,0.003196,0.3800254111294823,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
3.689,205524.0,0.028000000000000025,0.5855859916211429,-0.0008439999879236263,-0.010488999849918147,-0.81054198840236,0.917721287635156,-0.7822616713078738,-108.31288453888732,0.027376,-0.002453,0.034855,0.012143563328980884,0.004165670733638044,0.0006957019405544753,0.013585982842476568,-0.0031435262510149738,0.0025937322523512806,0.0,0.0,0.0,-0.008522,0.003196,-0.001065,0.608029036395935,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
3.714,205549.0,0.02499999999999991,0.5855590212645763,0.0010790000391838874,-0.011878000431349593,-0.8105420294348343,1.175814333602945,-0.6968135458946993,-108.3162778598861,-0.007135,-0.000267,0.029037,0.0009089779036642268,0.002813400763721466,-0.0027402043015122813,0.0023330735007344302,-0.004460761482176994,-0.0008356111153622759,0.0,0.0,0.0,-0.001065,0.001065,0.0,0.47349504452125174,0,1,0.0,0.0,0.0,0.0,0.00013514880853175525,-0.000515081508748574,2.958481135466071e-05,0.0005987919844911531
