# source_file=parade.csv
# total_time_s=23.069000
# distance_path_m=1.080008
t_imu_s,t_imu_ms,dt_s,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg_unwrapped,ax_lin_mps2,ay_lin_mps2,az_lin_mps2,vx_mps,vy_mps,vz_mps,speed_mps,x_m,y_m,z_m,dist_m
271.476,271476.0,0.02400000000000091,0.322198,-0.192324,0.233704,-0.896985,-33.62521296516441,-11.211168571619346,-137.0859014475551,0.051597144578313256,-0.028151506024096384,0.05405113253012048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271.501,271501.0,0.024999999999977263,0.322426,-0.191385,0.233391,-0.897186,-33.54453947547731,-11.122846133166458,-137.10381052884566,0.21130814457831323,0.04786749397590362,0.003570132530120479,0.0012899286144566582,-0.0007037876506017695,0.001351278313251783,0.0019962930564920113,0.0,0.0,0.0,0.0
271.527,271527.0,0.02600000000001046,0.322384,-0.191295,0.2333,-0.897244,-33.52934005687006,-11.1192827718172,-137.11361836403879,0.05397814457831326,0.14126249397590362,-0.02035286746987952,0.006783940373495012,0.0005407671927722252,0.0014441017590349529,0.006956989725331082,3.35381439758866e-05,-1.8298478915653367e-05,3.5133236144560494e-05,5.1903619468813174e-05
271.549,271549.0,0.02199999999999136,0.322251,-0.191831,0.233807,-0.897045,-33.611968288882494,-11.155534273965278,-137.1007364938649,-0.13867285542168675,0.05907949397590362,-0.048769867469879526,0.007971459554217438,0.0036485420602408846,0.0009963386746977792,0.008823192015623926,0.00018278483219271826,-6.401600674669084e-06,6.690347484331698e-05,0.00020495739342603686
271.573,271573.0,0.02400000000000091,0.322082,-0.192569,0.234315,-0.896815,-33.704755450129795,-11.213194503695963,-137.0830126165515,-0.21642085542168676,0.04383649397590362,-0.013213867469879528,0.004643311024096829,0.005066449915662625,-0.00017413814457937376,0.006874560066492584,0.000374099861493944,8.116340877111546e-05,9.081560303606458e-05,0.0004167140018010191
271.599,271599.0,0.02600000000001046,0.321966,-0.192785,0.233666,-0.896979,-33.64219793337802,-11.267108666916057,-137.09301272789716,0.02751014457831325,-0.13023750602409637,0.04591913253012048,-0.0009836312168692903,0.006206198759036578,-0.0005176986987963797,0.006304954032362361,0.0004948259481205101,0.0002128911065783967,8.628801127699904e-05,0.0005954525635298982
271.626,271626.0,0.026999999999986812,0.321881,-0.192758,0.233635,-0.897024,-33.63646481914279,-11.268779019266074,-137.10461920359114,0.17506214457831323,-0.15862750602409637,0.030448132530120478,-0.00024085731325519536,0.0026897860963876934,0.0007221178795162675,0.002795427645564472,0.00046826790526505223,0.00038045847307230244,7.231014640950361e-05,0.0007656863224035988
271.65,271650.0,0.02400000000000091,0.322048,-0.191967,0.233062,-0.897283,-33.533702644586526,-11.208691155775163,-137.12557898444527,0.11519814457831326,-0.017437506024096383,-0.035044867469879525,0.003960634156624482,-0.0011172740481907636,0.0014528730602391868,0.004364145317304395,0.00046248732974692733,0.00044501333938560953,8.96409755178947e-05,0.0008327765858971487
271.669,271669.0,0.019000000000005457,0.322129,-0.191934,0.233781,-0.897074,-33.61307971608539,-11.171286311243254,-137.11083803424617,-0.027694855421686745,0.051819493975903616,-0.03440486746987952,0.006149398903613062,-0.00144858666264869,0.0007870205783112846,0.006366546283947572,0.0005377393787228141,0.0004237851324699789,0.00011724556366244718,0.0009156953469259561
271.692,271692.0,0.023000000000024556,0.322065,-0.19239,0.234417,-0.896833,-33.70676691380161,-11.191474188662593,-137.09210124770905,-0.13350985542168675,0.09372349397590361,-0.009376867469879521,0.005512417228913587,-0.00025673830120163444,-4.291373496789286e-06,0.005518394393010864,0.0006791755535060656,0.0003904676392290235,0.00013534703696362605,0.0010621259114569066
