# source_file=Ensaio3.csv
# total_time_s=16.071000
# distance_path_m=114.580700
t_imu_s,t_imu_ms,dt_s,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg_unwrapped,ax_lin_mps2,ay_lin_mps2,az_lin_mps2,vx_mps,vy_mps,vz_mps,speed_mps,x_m,y_m,z_m,dist_m
1953.79,1953790.0,0.024999999999863576,-0.085969,0.166132,-0.905183,0.381647,-133.96344644518192,1.6519398937259508,-158.498177290847,-0.02934622500000028,0.13143276249999936,-0.1370465875000022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1953.819,1953819.0,0.028999999999996362,-0.085978,0.166029,-0.905112,0.381857,-133.93763330737767,1.6526834162282749,-158.50842326604104,-0.021847225000000137,0.12480676249999956,-0.12765258750000186,-0.0008510405249999014,0.003811550112499503,-0.003974351037499565,0.0055720418523698256,0.0,0.0,0.0,0.0
1953.845,1953845.0,0.026000000000067303,-0.086013,0.166013,-0.905032,0.382045,-133.9137832780938,1.652648697503398,-158.50818387122845,-0.02995622500000028,0.11866376249999977,-0.11992358750000065,-0.0014190683750013753,0.007056525937507892,-0.007293318312508205,0.010246990063780593,-2.2127053650054712e-05,9.910030292524362e-05,-0.00010333312697525618,0.00014487308816199046
1953.872,1953872.0,0.027000000000043656,-0.086048,0.165997,-0.90495,0.382237,-133.88941080172327,1.652518178434672,-158.50792140334428,-0.01997822500000046,0.11585976249999952,-0.1149055875000009,-0.0022278864500026906,0.010260447525013067,-0.010531255175013458,0.014871032143361808,-6.04418997751538e-05,0.0002896265032382647,-0.0003002527214132961,0.0004215418198845138
1953.891,1953891.0,0.019000000000005457,-0.086094,0.165985,-0.904866,0.382434,-133.86438153896205,1.6532385260206712,-158.50682417757656,-0.015357225000000252,0.11443176249999976,-0.11340658750000188,-0.0026074727250028082,0.01246178301251369,-0.012714461337514103,0.01799312304647943,-0.00010277174232521708,0.00048457500621356894,-0.0005003465697386093,0.0007040914306084692
1953.919,1953919.0,0.02800000000002001,-0.086099,0.165888,-0.904791,0.382651,-133.8377817109309,1.6531428374193715,-158.5165894571931,-0.008707225000000207,0.10720476249999944,-0.11240558749999963,-0.0030374750250031224,0.015665872362515973,-0.015889845787516427,0.022519613907818512,-0.0001757809786253479,0.0008335049305642015,-0.0008563514871892585,0.0012078988759102534
1953.94,1953940.0,0.020999999999958163,-0.086113,0.165868,-0.90471,0.382848,-133.81337513747872,1.6509267405573809,-158.5177496521735,-0.015543225000000493,0.10970576249999997,-0.10376458749999884,-0.0032203267500027625,0.017917172375011475,-0.018250363125011715,0.025777341299820757,-0.0002395679541502864,0.0011624882501763815,-0.0011900382487264388,0.0016808107679735
1953.969,1953969.0,0.028999999999996362,-0.086135,0.165845,-0.904625,0.383053,-133.78775376384036,1.6494810754263907,-158.51882606731152,-0.0136292250000003,0.11426676249999979,-0.10909558750000059,-0.0036710802750027204,0.021098639487511076,-0.021259536162511306,0.030176104726332746,-0.0003329574299003548,0.001682086249051649,-0.0017192987793517123,0.0024283536656682083
1953.996,1953996.0,0.027000000000043656,-0.086161,0.165825,-0.904544,0.383248,-133.763340591897,1.6485486466812098,-158.51945537845617,-0.0226942250000004,0.09394276249999933,-0.10540558750000173,-0.004039069350003323,0.02418384207501606,-0.024205117025016085,0.034453736936915516,-0.0004320765973255885,0.002251749515215369,-0.0022933062557404455,0.00324310849328051
1954.023,1954023.0,0.026999999999816282,-0.086176,0.165726,-0.904463,0.383479,-133.73486538320483,1.6492647680359207,-158.52898730773242,-0.02059322500000027,0.09771176249999947,-0.09256858750000063,-0.004651813424999165,0.026720296662498783,-0.027051067887496765,0.038306316655701896,-0.0005411314697749362,0.0029047132512363596,-0.002946844415411433,0.004173359390570899
