# source_file=20251214_161105_glider_ble.csv
# total_time_s=17.213000
# distance_path_m=0.070777
# note=NO_ZUPT; drift control via HPF on accel + leaky velocity integrator
t_imu_s,t_imu_ms,dt_s,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg_unwrapped,ax_lin_mps2_raw,ay_lin_mps2_raw,az_lin_mps2_raw,ax_lin_mps2_clean,ay_lin_mps2_clean,az_lin_mps2_clean,ax_lin_mps2_used,ay_lin_mps2_used,az_lin_mps2_used,jerk_mag,jerk_isolated,vx_mps,vy_mps,vz_mps,speed_mps,x_m,y_m,z_m,dist_m
43.531,43531.0,0.025000000000005684,0.6875591960265925,-0.16012604565274274,0.13121303740949836,-0.695992198430884,-23.778528195806903,-2.4334814820106287,-90.1860357720748,-0.00019,-0.001173,0.061913,-0.0007768481012658231,0.002801620253164557,-0.0047276835443038,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.556,43556.0,0.02499999999999858,0.6879341846463755,-0.15824304247354598,0.13015903493560077,-0.696250186878449,-23.534945947729156,-2.365371598651432,-90.19562555159018,-0.014907,-0.004373,0.06398,-0.008484275608306033,0.001125750984799491,-0.003645176738769244,-0.0075882318400283715,-0.001649951884765291,0.0010657657955655763,0.3135333102840983,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.583,43583.0,0.027000000000001023,0.6875707118958996,-0.16005093293587225,0.1313529449608289,-0.6959717083757357,-23.78382551084135,-2.4159029045644926,-90.18697540062298,0.017281,0.00301,0.063483,0.005184129489060685,0.004306306980607192,-0.003380535332458232,0.005978746217291177,0.001505071180006326,0.0013082138763194724,0.5159670628077323,0,-0.0002048822596807738,-4.4548700888664545e-05,2.877567648027165e-05,0.00021163498444176233,-2.765910505690551e-06,-6.014074619969941e-07,3.88471632483682e-07,0.0
43.611,43611.0,0.027999999999998693,0.6865410790933129,-0.15995001842712292,0.1313980151377749,-0.6970020802984779,-23.77581409287074,-2.4387130121866982,-90.35295889850028,0.015003,-0.001195,0.07076,0.010279022373115995,0.0034637716185094017,0.0007584214216869215,0.010882189622301098,0.000651081395741926,0.005352995809529114,0.22905450254013998,0,-3.652347585863966e-05,-2.1992982431646115e-06,6.52716913752757e-05,7.482776821841113e-05,-6.145590803242182e-06,-1.2558794498425716e-06,1.7051347824612833e-06,5.925779564369068e-06
43.638,43638.0,0.027000000000001023,0.6868221378599836,-0.15841003179630236,0.12989702607312853,-0.6973581399747859,-23.523754185630448,-2.436076337957241,-90.36491822198394,-0.013816,-0.000368,0.068241,-0.003119820906920253,0.003541318677614918,0.0012154540291077962,-0.00247467183903946,0.0007164737637981167,0.005713107826042493,0.49488426121069784,0,0.00025745963033874873,1.5389774049431882e-05,0.00020950951550705407,0.0003322898486072938,-3.162952717760596e-06,-1.0778080264579568e-06,5.414681075372876e-06,7.946129306266246e-06
43.662,43662.0,0.02400000000000091,0.6867672034335244,-0.1588790470629994,0.1320860391264002,-0.6968942064333356,-23.743846452430326,-2.2935354469653992,-90.3564678384798,0.017928,-0.011818,0.071648,0.007387259924147783,-0.0023049305559491706,0.0031626441942520407,0.007913082518867654,-0.005053569437986209,0.0075464994603154706,0.5009715630709057,0,0.00019703972461399512,3.2523708238588436e-05,0.0003457877391136397,0.0003993139181081351,2.2910395416725373e-06,-5.028462390016912e-07,1.2078248130821454e-05,1.59210856728416e-05
43.688,43688.0,0.026000000000003354,0.686450448697796,-0.16015110468264362,0.1301650850823055,-0.697276455774207,-23.690387144173975,-2.5582715587380056,-90.35988118983805,-0.004038,0.020424,0.063512,0.0009790172622892368,0.011940931465607008,-0.00019366551663731147,0.0014806515165884915,0.009044538454636136,0.0041228379075580164,0.6103814322766926,0,0.00040192787861269416,-9.90097282972212e-05,0.0005405015534239661,0.0006808016415647885,1.0077618383620503e-05,-1.3671644997640287e-06,2.3600008933811818e-05,2.630324754365445e-05
43.713,43713.0,0.02499999999999858,0.6854078374414998,-0.16004996204087496,0.1303189690921886,-0.6982958343848474,-23.69114580763352,-2.5723650205213335,-90.52767249084812,-0.000844,0.018234,0.067623,-0.00028305127011055424,0.004306306980607192,0.00042220699823302256,0.0002152025898127545,0.0013881095951045314,0.004665426080919933,0.3111698334819116,0,0.000437272951149734,0.00012751541533624535,0.0006413250966510588,0.0007866166121752469,2.056762875565026e-05,-1.010843411776247e-06,3.837284205974879e-05,4.3323288582773196e-05
43.737,43737.0,0.02400000000000091,0.6858779988758459,-0.15784099974129862,0.13098699978531228,-0.6982119988556306,-23.563455135852095,-2.3343462367072263,-90.53417144691862,-0.011468,-0.020683,0.05846,-0.006328082560004931,-0.00015505935522408879,-0.00399553340784803,-0.005743222938521991,-0.0030276015844277002,0.00024400614880125716,0.3597604677022379,0,0.0004406922150246663,0.00016032100272192772,0.0007507351459733446,0.0008851642286585751,3.110321074974346e-05,2.443193604921961e-06,5.507756497124226e-05,6.220208727497983e-05
43.759,43759.0,0.021999999999998465,0.6854278313131471,-0.15999496062452506,0.13140196766138842,-0.6980858281979574,-23.77630683974668,-2.4786606974965917,-90.52650971297281,0.010334,0.006425,0.059759,0.0015772248964361245,0.005035408480421137,-0.00541485355852419,0.002132605495781437,0.0021333765705080334,-0.0011592891392052044,0.4327349280922827,0,0.00031272839773566956,9.31270005852844e-05,0.0007533556261577907,0.0008209850111006459,3.9390837490106575e-05,5.2311216413011e-06,7.16225634646836e-05,8.167570030546712e-05
43.785,43785.0,0.02599999999999625,0.6857220860690988,-0.15843201988575464,0.12999801631683203,-0.6984160876623992,-23.530404237872872,-2.4655061424174183,-90.53731122011251,-0.025759,-0.00137,0.062449,-0.013319230185009079,0.0037386268674943104,-0.0047623144495477455,-0.012558687330412826,0.0008231477834291621,-0.0004986046836111538,0.5678612531720645,0,0.0003668239161714229,0.00014819211418008076,0.0007199566304582984,0.0008214975580738924,4.82250175708975e-05,8.368270133250394e-06,9.077562280069e-05,0.00010302131059408082
43.808,43808.0,0.02300000000000324,0.6846611855890787,-0.15827204290233365,0.130144035277758,-0.6994651896019562,-23.52571240762133,-2.476087561124447,-90.70989055165413,-0.031848,0.016261,0.064162,-0.022932120914714825,0.012034659749081678,-0.00361391870030964,-0.021855733722610397,0.008989273737870897,0.000640534492726043,0.5402833443871131,0,7.65706409229036e-05,0.00016655753083841222,0.0007057341719139392,0.0007291537530160469,5.3324054977482974e-05,1.1987891050963573e-05,0.00010717106702797305,0.00012191575442978301
43.834,43834.0,0.026000000000003354,0.6845850429796195,-0.1588230099712265,0.13235900830976352,-0.6989990438845594,-23.755151148033423,-2.339020426639251,-90.70173872021756,0.005112,-0.002885,0.067661,-0.008284161818012127,0.006195678873695502,-0.0011416379508382129,-0.007091919038009432,0.003099656008451716,0.003062780792090332,0.6184121418450867,0,-0.0004920095240997725,0.00039955846025657336,0.0007193365038123007,0.0009587311096884217,4.792334949618298e-05,1.9347398935199334e-05,0.00012569698581241657,0.0001408737520082027
43.857,43857.0,0.022999999999996135,0.6845228554393983,-0.15886596644997386,0.13007997252912895,-0.6994778522811351,-23.5694881732997,-2.531063287797212,-90.71004006122853,-0.020001,0.020829,0.065133,-0.014471458107968507,0.015553268461916694,-0.0013257155102187025,-0.013090046791720175,0.012279786397693566,0.0028376947797728327,0.4768813983608956,0,-0.0006532412357536023,0.00046932183958392287,0.0007870282838108172,0.001125344667520814,3.475296575787138e-05,2.9339522383363364e-05,0.00014302018087007952,0.0001629245675310327
43.88,43880.0,0.02300000000000324,0.6844877671023923,-0.1592329458208402,0.13231295498039242,-0.6990097621612699,-23.785214667141474,-2.377171587500173,-90.70207857177549,0.008832,-0.006553,0.052984,-0.003047695051998452,0.006435197900777831,-0.00752673128812595,-0.0016425467567587457,0.003116675738773752,-0.0033154089420054968,0.6913843806679828,0,-0.0009518130139411775,0.000749961303489196,0.0008492840970810509,0.0014797545228157872,1.629484188637881e-05,4.33612785287062e-05,0.00016183777325033864,0.00018880749488401507
43.907,43907.0,0.026999999999993918,0.6834442200820597,-0.15909605123195955,0.13246104265497935,-0.7000332254240355,-23.782846138613998,-2.389099819786103,-90.87082048708663,0.034091,-0.007565,0.075814,0.01679490437323594,0.0009926953225548561,0.0015390857746780534,0.01789644660451396,-0.0022870283180908353,0.0056544820920374494,0.8210462262982514,0,-0.0009918882404782734,0.0008307443045513305,0.0007559548633275373,0.001498481276670521,-9.945125048277862e-06,6.47008042372485e-05,0.0001835084992158497,0.0002287608670000323
43.931,43931.0,0.02400000000000091,0.6837100429745961,-0.15767800991085162,0.13080900822200048,-0.7004050440239605,-23.528364281152278,-2.407479552448132,-90.88067143340997,-0.013139,0.000907,0.070662,0.0011219441322649869,0.0029897288448602908,0.0028137562732189238,0.002190455079136758,-0.0002856867412216409,0.006826215683176302,0.6615119696247286,0,-0.0005584138935443631,0.000772539284800961,0.0008886446536665761,0.0013032008070724729,-2.8548750656550203e-05,8.394020730947673e-05,0.00020324369341977983,0.0002647244176401262
43.951,43951.0,0.020000000000003126,0.6833387138570985,-0.15955193318883862,0.13197794473523705,-0.7001237068285101,-23.78034943586085,-2.4668241723032374,-90.8707487858627,0.021837,0.004559,0.06939,0.010541641691600632,0.005584186382953663,0.0027835994108253376,0.011466065806064739,0.0022801179891752833,0.00671171689877405,0.48123128078822264,0,-0.0005127465111717527,0.0007642547061473162,0.0010222117499184178,0.0013754675940415315,-3.9260354703713036e-05,9.93081472189619e-05,0.00022235225745563276,0.0002907884337815797
43.976,43976.0,0.02499999999999858,0.6838140957702222,-0.15732702203412294,0.13237501853951975,-0.7000880980494453,-23.629576868621474,-2.249193128325748,-90.8769330844501,-0.011545,-0.016837,0.07053,-0.0013326722929162087,-0.004076449018226798,0.00336267354051487,-0.00040193460444929525,-0.007266377422363643,0.007178038660843148,0.6095276392385182,0,-0.00022396286697277224,0.0008180798862186686,0.001185754317817692,0.0014578845524394288,-4.8469221930519073e-05,0.00011908732962353559,0.00024995183330233257,0.00032517512363261606
44.005,44005.0,0.029000000000003467,0.6827626878785225,-0.1572039281350267,0.13253093941415756,-0.7011116794903746,-23.629207859278424,-2.261516412150546,-91.04618137524066,-0.005883,-0.020323,0.051195,-0.004212231743884156,-0.010955278053774584,-0.007180041838768425,-0.00322277117674939,-0.013892075649647923,-0.0033044652722644856,0.4385413676299662,0,-0.00023453909511254864,0.0006034104284376738,0.0013882001210945144,0.001531735064719214,-5.511750038075702e-05,0.00013969893918605502,0.000287274172666564,0.00036745377565336457
44.03,44030.0,0.02499999999999858,0.6822807276639494,-0.15937693638383196,0.13202494730152667,-0.7011857201179191,-23.766263023373625,-2.4845225022015365,-91.0429044441144,0.007132,0.011484,0.070776,0.0014215084607024416,0.00287792208070021,-0.0012540852055706085,0.002373683297785846,-5.7965003034633496e-05,0.0025809498947895622,0.6416741001560262,0,-0.0003141331614065513,0.0002535995577484103,0.0012998163557457782,0.0013610712462798187,-6.197590358724538e-05,0.00015041156401338047,0.00032087437862706575,0.00040574715227134275
44.05,44050.0,0.01999999999999602,0.6827630375369473,-0.15718500864171764,0.13237500727771334,-0.701145038547553,-23.61466173544891,-2.2728007365152822,-91.04681701760798,-0.015695,-0.02235,0.067625,-0.006863395318788011,-0.007068302524857,-0.0002065469989862821,-0.005837859772212343,-0.009880033446619385,0.0035834570519781015,0.6420815538176956,0,-0.00026561412815957346,0.0002515963331508629,0.0013471098456408412,0.0013959070585663723,-6.777337648290547e-05,0.0001554635229223722,0.00034734364064092666,0.00043296857719693374
44.078,44078.0,0.028000000000005798,0.682428242231701,-0.15861905630271644,0.13056004634301477,-0.7014882489971563,-23.581831703174323,-2.5415048260808493,-91.047503159574,-0.001931,0.019784,0.059634,-0.004465210326008547,0.009944207034750668,0.0026588370821160256,-0.0033802070707075623,0.007009164451515625,0.006337348672103882,0.6174224126036217,0,-0.0004278375569324032,-2.6215984228031384e-05,0.0014411747762215705,0.0015035680857773703,-7.748170007419516e-05,0.0001586188478072925,0.0003863796253470085,0.00047205397483680026
44.104,44104.0,0.02599999999999625,0.6814315610890508,-0.1584568979377072,0.13064891584886443,-0.7024765475339478,-23.5724289482606,-2.5543998181401015,-91.20936591371395,-0.029858,0.025616,0.073677,-0.018324877819739883,0.02042521362180144,0.0019066391462915248,-0.01696276603835157,0.017209039322706367,0.005495376713694646,0.6541088525171335,0,-0.0005138729891474284,0.00015613564832585623,0.001599714262505466,0.00168746244737975,-8.972393717323121e-05,0.00016030780344056397,0.0004259111828504543,0.0005111467450670062
44.127,44127.0,0.02300000000000324,0.6816530334545092,-0.15760300773491942,0.13283300651924487,-0.7020440344552691,-23.68418570027597,-2.3037081141454525,-91.2054701379585,0.00589,-0.012491,0.071146,-0.00644277864633221,0.005871021556700627,0.0032134659057774483,-0.005008290426257087,0.002617027736099679,0.006705302952894778,0.8218428860285563,0,-0.0009020505322905358,0.0005513461784617982,0.001719987427366444,0.00201891914687258,-0.0001060070576697701,0.00016844384444862314,0.00046408775228398664,0.0005499583813567459
44.15,44150.0,0.022999999999996135,0.6814855835446278,-0.15813690336264694,0.13061492018131196,-0.7025025707011614,-23.5431947344745,-2.530935422545948,-91.21251963701647,-0.007071,0.011315,0.069684,-0.007053814603968959,0.010607460655488208,0.003127900894041188,-0.005539276492354762,0.007248713314206188,0.006525436726385575,0.20284744915825476,0,-0.0010137899708259194,0.0006094283683997261,0.0018676287311426285,0.002210703534747931,-0.00012803922345560562,0.00018179275173752844,0.000505345338106834,0.0005963935217348075
44.176,44176.0,0.026000000000003354,0.6814900406072668,-0.15833800943472892,0.13292200792029102,-0.7020200418305674,-23.752111721697034,-2.3579779571726522,-91.2043655100013,0.007979,-0.006697,0.072952,0.0006528475937525114,0.003496231572198736,0.00482619559547596,0.0021325478034996065,0.00013527435099867018,0.008091545657768248,0.40687617712618956,0,-0.0011534275743811124,0.000795259771905326,0.002029214537851507,0.002465876094774738,-0.00015621305154330068,0.00020005369756149647,0.0005560043006037643,0.000653871813638261
44.199,44199.0,0.022999999999996135,0.6804639047786097,-0.15817597786548793,0.13302398138515745,-0.7030319016205347,-23.744009931209153,-2.3709733079384057,-91.37058532350532,0.014288,-0.010869,0.067157,0.007214598516020416,-0.001729014698274081,0.0026588370821160256,0.008570444437466903,-0.005017462926001426,0.0058397943709744176,0.37165037937003437,0,-0.0010999659662027318,0.0007953284216774177,0.002207556322309601,0.002591481688397835,-0.00018212707726001054,0.00021834546178769494,0.0006047271654956089,0.0007105869638180705
44.224,44224.0,0.02499999999999858,0.6809226923922218,-0.15598692953268653,0.1328659399776259,-0.7031066823705734,-23.55084748751394,-2.2011598798256466,-91.37766478314191,-0.026891,-0.022726,0.057993,-0.010954153087200078,-0.010643782966953955,0.0026588370821160256,-0.009449868971069116,-0.013716768695851918,0.005749481723255777,0.8004176635668162,0,-0.000881131198808159,0.000666584874417523,0.002344372166468975,0.0025916806206069767,-0.00020689079182264526,0.00023661937798888065,0.0006616262716053378,0.0007753740060280127
44.247,44247.0,0.02300000000000324,0.6804491966148031,-0.15821904571716253,0.13255403830129608,-0.7031252031670021,-23.708320839796755,-2.4130386034925317,-91.37136047489432,0.008696,0.010064,0.075725,-0.001367569562688735,0.0017685411410599712,0.002946490038886043,0.00013476699168353786,-0.001285862174103405,0.005951132916944697,0.6825302456924847,0,-0.0010951069811498304,0.0003485488436895016,0.0024676406887675245,0.002722130813436681,-0.00022961753089216535,0.0002482934157471131,0.0007169644194405653,0.0008349826603019816
44.27,44270.0,0.02300000000000324,0.6805600919862097,-0.15743502127931247,0.13048301763641204,-0.7035810950977862,-23.47090393468921,-2.5180169141940207,-91.38254649618005,-0.035748,0.016787,0.064718,-0.01895196726194707,0.011319809372365512,0.0004978726934134043,-0.017201052684140822,0.008147661542432169,0.0034526206245592108,0.8649492453374839,0,-0.0010878174659699003,0.0003176404673810351,0.002595075563710517,0.0028317237660398084,-0.0002547211620340458,0.0002559545928244253,0.0007751856563440711,0.0008975916690110341
44.295,44295.0,0.02499999999999858,0.6804236244089846,-0.15832391260585765,0.1325579268285748,-0.7031256118775818,-23.71726030646925,-2.4215882232389285,-91.37155332573742,0.007522,-0.003019,0.070852,-0.005394646184481395,0.005891988735992862,0.0024426371562295537,-0.0035873811552601925,0.002677778460364413,0.0053139143164830215,0.5915621186456973,0,-0.0015133206400570365,0.0005200112574645391,0.0026706007599187846,0.0031133036290075015,-0.0002872353883593807,0.0002664252393849944,0.0008410066103894336,0.0009683847631620252
