# source_file=Ensaio5.csv
# total_time_s=11.894000
# distance_path_m=1.751178
t_imu_s,t_imu_ms,dt_s,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg_unwrapped,ax_lin_mps2,ay_lin_mps2,az_lin_mps2,vx_mps,vy_mps,vz_mps,speed_mps,x_m,y_m,z_m,dist_m
2121.497,2121497.0,0.02400000000034197,0.2505,0.005396,0.001251,0.968101,0.2936898207939693,-0.5627106096631731,150.98392014927074,0.0006810361445783134,0.002326975903614458,-0.004408397590361449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2121.522,2121522.0,0.02500000000009095,0.25051,0.006078,0.00056,0.968095,0.23661725676126166,-0.6582049937813115,150.98272066380935,-0.005096963855421686,0.012183975903614457,0.006592602409638555,1.7025903614519775e-05,5.8174397590573084e-05,-0.00011020993975943715,0.0001257790632446265,0.0,0.0,0.0,0.0
2121.542,2121542.0,0.01999999999998181,0.250524,0.006083,-0.000407,0.968091,0.12948921028319776,-0.6865185083440638,150.98161330541666,0.004397036144578313,0.014595975903614456,-0.004269397590361448,-8.491337349382123e-05,0.0003018539156626406,2.1642108433214034e-05,0.0003143158415613262,3.405180722900858e-07,1.1634879518104034e-06,-2.2041987951867386e-06,2.5155812648902425e-06
2121.562,2121562.0,0.01999999999998181,0.250544,0.005771,-0.001331,0.968087,0.018034037063399917,-0.678432734768093,150.97995381465046,-0.0019189638554216867,-0.003775024096385542,-0.005514397590361448,3.0273493976650396e-06,0.0005937734337346642,-6.374584337393728e-05,0.000597193091052537,-1.3577493975847942e-06,7.2005662650577245e-06,-1.7713566265228515e-06,8.801898096111049e-06
2121.588,2121588.0,0.026000000000294676,0.250025,0.005722,-0.00135,0.968221,0.014158158213311019,-0.6735496681760631,151.04137841453834,-0.013287963855421686,-0.020144024096385542,-0.005494397590361449,-4.686571084386429e-05,0.0004956228072275277,-0.00020712018072495988,0.0005392004554528268,-1.279038313244611e-06,2.2638675542333965e-05,-3.4287485542640054e-06,2.432891846365299e-05
2121.615,2121615.0,0.02699999999958891,0.25003,0.006023,-0.000409,0.968219,0.12719757033448134,-0.6799845471259459,151.04010883997913,-0.0006029638554216868,-0.0022180240963855426,0.005292602409638553,-0.00040564073493478726,-4.8265843366600866e-05,-0.0003554689156624603,0.0005415091388670821,-2.5444125060096807e-06,3.602049133727346e-05,-9.020993433752777e-06,3.8887330760657655e-05
2121.637,2121637.0,0.022000000000389264,0.250028,0.005129,-0.000867,0.968225,0.05076020956737979,-0.5939158025507955,151.04102858134482,-0.012190963855421687,-0.002605024096385543,0.008802602409638552,-0.0004189059397542991,-9.706237348794619e-05,-0.00023903166264835194,0.000491975026253347,-1.1468508674732902e-05,3.4958642783189454e-05,-1.6841309578465277e-05,5.080053181594425e-05
2121.654,2121654.0,0.016999999999825377,0.250028,0.006121,-0.000793,0.968219,0.08739683221215741,-0.7018611388873595,151.0405683203752,-0.0014659638554216864,0.0013509759036144575,-0.01621039759036145,-0.0006261523252943389,-0.0001413477831260455,-8.938742168603371e-05,0.0006481018758049016,-1.8589909650482836e-05,3.3308582433911315e-05,-2.0904847843445517e-05,5.916410726216524e-05
2121.679,2121679.0,0.02500000000009095,0.249478,0.006103,-0.000863,0.968361,0.07871528563258917,-0.701914541873325,151.1057192054291,-0.0037679638554216862,-0.012772024096385544,-0.015052397590361448,-0.0006628014216800144,-0.00010757338553556121,-0.0004946473614465443,0.0008339986630940478,-3.4243717782898254e-05,2.977488785574732e-05,-2.313953338560449e-05,7.536665415734672e-05
2121.707,2121707.0,0.027999999999792635,0.249484,0.005803,0.000118,0.968362,0.1790060569738384,-0.6405762148619071,151.1045808563358,0.0015980361445783135,-0.004192024096385542,0.011197602409638553,-0.0007683044096310403,-0.00046519006023170795,-0.0009161144939735435,0.0012829494238142372,-5.280215758980122e-05,2.6762833060773914e-05,-3.698965950600516e-05,9.871861672380711e-05
