# source_file=20251215_170037_glider_ble.csv
# total_time_full_s=15.983000
# cut_tail_seconds=0.000000
# cut_time_s=15.983000
# note=BOOST: LPF+Hampel + online bias + adaptive leak + soft-ZUPT damping (no z=0)
t_imu_s,t_imu_ms,dt_s,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg_unwrapped,ax_lin_mps2_raw,ay_lin_mps2_raw,az_lin_mps2_raw,ax_clean,ay_clean,az_clean,bias_x,bias_y,bias_z,ax_used,ay_used,az_used,p_stationary,jerk_mag,jerk_isolated,vx_mps,vy_mps,vz_mps,speed_mps,x_m,y_m,z_m,dist_m
0.0,261195.0,0.040000000000000036,0.2449580519886777,0.017374003687372064,0.012821002721065802,-0.9692932057179653,-0.9371648352142605,2.29027659061438,-151.65327234184164,-0.006284,-0.183596,0.088322,-0.015399285714285714,-0.1964343469387755,0.004724591836734696,0.0017772734167148313,-0.006108552651209851,0.0038265902492229786,-0.015386792150770752,-0.19627497818391676,0.0047207587376358355,0.5070674927219154,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.045,261240.0,0.045,0.25119411662719465,0.013439006239611095,0.010594004918702278,-0.9677854493341784,-0.7884495365444051,1.7956258190793928,-150.9116305942646,0.074607,-0.134839,0.092103,-0.011603243137877795,-0.16404313131662096,0.007236460620034869,0.0017772734167148313,-0.006108552651209851,0.0038265902492229786,-0.011578316037602841,-0.1637079624745371,0.007224868994226761,0.5959511399932711,0.7268773984306418,0,-0.0006924056467846837,-0.008832374018276254,0.0002124341431936126,0.00886201921932102,-1.5579127052655385e-05,-0.00019872841541121572,4.779768221856284e-06,0.0
0.088,261283.0,0.043,0.2514788811107465,0.015659992596575818,-0.0010279995140025505,-0.9677355424929691,0.5655391275039469,1.7072326891220588,-150.85782236796956,-0.041465,0.086457,0.097898,-0.01982526421820858,-0.008582023766494445,0.011857303073534308,0.0017772734167148313,-0.006108552651209851,0.0038265902492229786,-0.019766809013107872,-0.00823289044417262,0.011825652988479301,0.9844824401177525,3.6220218945823173,0,-0.0011298863465275036,-0.01510151708715659,0.0005045764553638441,0.015152130506600688,-5.4758404908867415e-05,-0.0007133070741780218,2.0195496090841603e-05,0.00038106682643080384
0.125,261320.0,0.037000000000000005,0.25914498026092764,0.012864999020073063,-0.002716999793046134,-0.9657489264389072,0.6829219324952883,1.3431661316153416,-149.95066786015752,0.013091,0.119131,0.089267,-0.005083232503994695,0.06256993028762917,0.00802471126323278,0.0017772734167148313,-0.006108552651209851,0.0038265902492229786,-0.005018020549106382,0.06283445719967752,0.007982313017372738,0.908571904095876,1.966597775695722,0,-0.0017835060710241018,-0.014366935430819112,0.0009074035979853796,0.014505623353318607,-0.00010865616463357213,-0.0012584734457605725,4.6317127077802244e-05,0.0009416956551750295
0.165,261360.0,0.04000000000000001,0.259066910419082,0.016593994262079872,0.008470997070873724,-0.9656796660844457,-0.44506594922285747,2.088210226007714,-149.97336918462076,-0.006194,-0.096854,0.072059,-0.011603243137877795,-0.04726246117722162,-0.004448502406761671,0.0017772734167148313,-0.006108552651209851,0.0038265902492229786,-0.011520618745056903,-0.046927008073314964,-0.004484123280673676,0.9432089006577137,2.7682627463821405,0,-0.0018462809873190066,-0.010742341458234186,0.0011565126675749922,0.01096102983481452,-0.0001812519058004343,-0.0017606589835416386,8.759545238900968e-05,0.001521920589307774
0.207,261402.0,0.04199999999999998,0.2593279957352215,0.01358099977665367,-0.003054999949758999,-0.965688984118762,0.7418956216941766,1.4122289731515945,-149.92749155840494,-0.001482,0.13222,0.088358,-0.010950593338852881,0.06085369276301639,0.0015262171651241087,0.0017772734167148313,-0.006108552651209851,0.0038265902492229786,-0.010851310933225113,0.06109535745249578,0.0014883115614496066,0.9123584970526659,2.578168632365156,0,-0.0021859579594273133,-0.011874331104564808,0.0008778593144012044,0.012105733697595527,-0.000265928923682107,-0.002235609107360417,0.0001303172640105098,0.0019822838423699837
0.245,261440.0,0.038000000000000006,0.26534806457856236,0.009210002241466148,-0.005095001239985887,-0.9640952346347781,0.8430526077481619,0.8626057134787599,-149.21663477048423,0.065771,0.194652,0.047382,0.031347580821732765,0.13653280684159552,-0.02208699138501532,0.0017772734167148313,-0.006108552651209851,0.0038265902492229786,0.03141506934045829,0.13663618772045977,-0.02210252793815857,0.6651547629888929,2.364623778012998,0,-0.00248601273646583,-0.008942710214744642,0.0008893185657546024,0.0093243344439249,-0.0003546963669040767,-0.0026311328924272966,0.00016389364373347012,0.0024423017228786138
0.278,261473.0,0.03300000000000003,0.26528492558414013,0.015493995653733408,0.004973998604728925,-0.9640327295763249,-0.07851084750230236,1.8631568906935727,-149.22933364494125,-0.00991,-0.032994,0.074257,0.0015231934191116715,0.02855942019314424,-0.014540090400268008,0.0017772734167148313,-0.006108552651209851,0.0038265902492229786,0.0015886356357005436,0.02862592836371844,-0.014536902147510977,0.9745687396886719,3.402141337078374,0,-0.0012832659766574257,-0.003836401177688193,0.00010053445137824522,0.004046585318379907,-0.0004168894656706105,-0.0028419882304024386,0.0001802262185161621,0.0027500047595281356
0.327,261522.0,0.04899999999999999,0.2714999741766884,0.010586998993033519,0.002522999760028674,-0.9623769084649683,0.05115354331866403,1.2461299223210505,-148.4904419072352,0.076848,0.040842,0.066444,0.046748010917500304,0.0281798000602133,-0.016325133055009003,0.0017772734167148313,-0.006108552651209851,0.0038265902492229786,0.046728602908231,0.028195111289041352,-0.016292360983708423,0.9247540752077218,0.9237066121028114,0,-0.0010875483492746288,-0.0020813378037334504,-0.0006210083525361611,0.0024290697476975895,-0.0004749744166559458,-0.0029869728354472687,0.00016747460793779318,0.002948287440128751
0.361,261556.0,0.033999999999999975,0.2715031205456475,0.0216300096035858,0.006802003020045799,-0.9621704271975104,-0.0770928932516415,2.5973647278250573,-148.485972820628,-0.112698,-0.084146,0.107467,-0.05426442590638808,-0.04682635938438062,0.007762051784640584,0.0017772734167148313,-0.006108552651209851,0.0038265902492229786,-0.054218514926630865,-0.04675472106661587,0.007785444451850049,0.8847692754435336,3.7676492195001563,0,0.0005682308984828271,-0.0009944672572487815,-0.0011366866482439343,0.0016136629189600115,-0.0004838028133194064,-0.003039261521483967,0.00013759379292453157,0.003030875811550469
