# source_file=Ens1.csv
# total_time_full_csv_imu_s=19.109000
# timebase_used=t_imu_ms(rel)
# note=NO_ZUPT + SMART_TRIM_START_STOP
t_used_s,t_imu_ms,dt_s,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg_unwrapped,ax_lin_mps2_raw,ay_lin_mps2_raw,az_lin_mps2_raw,ax_lin_mps2_clean,ay_lin_mps2_clean,az_lin_mps2_clean,ax_lin_mps2_used,ay_lin_mps2_used,az_lin_mps2_used,jerk_mag,jerk_isolated,gx_rads,gy_rads,gz_rads,vx_mps,vy_mps,vz_mps,speed_mps,x_m,y_m,z_m,dist_m
4.157,205992.0,0.030999999999999694,0.5875139846209404,0.0004859999872782215,-0.010634999721612933,-0.8091439788194429,1.018931651677757,-0.6709451421906399,-108.03966943127129,0.019095,-0.00198,0.044434,0.009514637275030529,-3.2308353187936894e-06,0.004206285996714832,0.009541343533125139,-0.004540124380255034,0.006590728343809096,0.3939680566670306,0,0.013848,-0.003196,-0.001065,0.002108393834111567,-0.013393809923755459,-0.0003055097248378383,0.013562182900454498,0.008068131754314143,-0.05747275524182346,0.006066006312848688,0.05887204041483555
4.182,206017.0,0.025000000000000355,0.5875122146402829,0.0018660006817201487,-0.008800003214971763,-0.8091652956184803,0.9416613513524008,-0.41943250212770145,-108.03874946195386,-0.001171,-0.034732,0.023549,0.0027802458181979597,-0.017221844652719767,-0.0039422610198893,0.0027635424529521783,-0.021422238462765638,-0.001533726946260118,0.7969453051622742,0,0.012783,-0.003196,0.0,0.0023381607247676814,-0.013451621596311912,-0.0001394712073704318,0.013654031322759462,0.008123713686300134,-0.057808323135824305,0.006060444051196084,0.05921109498734692
4.209,206044.0,0.026999999999999247,0.587519685575999,0.00013799992614632327,-0.010357994456692873,-0.8091435669691348,0.969810183962343,-0.6845706645437178,-108.03894072984465,-5.1e-05,-0.003473,0.0357,6.341917832256233e-05,-0.008753519396703952,-0.0013689615216899344,4.5936518401574816e-05,-0.012737821161674835,0.0010222308147230894,0.35006839612118706,0,-0.003196,0.004261,0.0,0.0024022782861423697,-0.013969625731224952,-0.0001802556245164234,0.01417582012176873,0.008187709612947418,-0.058178509974746044,0.0060561277389656115,0.05957975383306141
4.236,206071.0,0.027000000000000135,0.5875038564463877,0.002166999470504579,-0.011495997191010908,-0.8091368022914921,1.2119515576062279,-0.5730296469668268,-108.04022005105058,-0.032686,-0.004195,0.034537,-0.01889483926443568,-0.005274270147942975,-0.0008239560895991698,-0.018596834067017818,-0.009104124086438304,0.001541092233010118,0.703728914467061,0,-0.006392,0.003196,0.001065,0.0023927326064756256,-0.01425082481733497,-0.00015184606456221893,0.01445109803882684,0.008252442259997762,-0.058559486057151604,0.00605164436616305,0.05996250097634917
4.267,206102.0,0.031000000000000583,0.5878402124516635,0.0021410007737803,-0.011443004135622593,-0.808893292342582,1.205048914178452,-0.5723733662086472,-107.99259131697745,-0.015654,-0.00987,0.034895,-0.018279039917018302,-0.006857925450741726,-0.0003526696480322721,-0.017637493829143917,-0.010483581504875094,0.001973930700220662,0.05597109407067703,0,-0.004261,0.002131,0.001065,0.0018039001800012615,-0.014459613284224668,-0.00010328969057586972,0.014572067147419899,0.008317490068188155,-0.05900449784772579,0.006047689761958409,0.06041048501555281
4.296,206131.0,0.028999999999999915,0.5878739607638235,-0.00023699998418202909,-0.011415999238067697,-0.808871946013866,1.0423390277457558,-0.7910359168063436,-107.98920088125942,0.01543,0.010691,0.032503,-0.0006022511086920153,0.004016142609162351,-0.0014997135832141657,3.859178903306146e-05,0.00038349873356560547,0.0008120894896649918,0.7166171941551738,0,-0.001065,0.001065,0.001065,0.0012837150447363248,-0.014693917641526322,-4.55476713045613e-05,0.014749956425779776,0.00836226048894685,-0.059427224046149175,0.006045531620211143,0.060833074962827985
4.322,206157.0,0.0259999999999998,0.5878668731677358,0.0015509996653718583,-0.009800997885434934,-0.8088968254805287,1.0130578141134523,-0.5164806937831091,-107.98890458598495,-0.005133,-0.025864,0.039352,-0.004178789396196473,-0.010937128293927916,0.001674344393298355,-0.0034810786172172225,-0.014335582061224584,0.0039220753382168015,0.594241885868623,0,-0.003196,0.002131,0.0,0.0012791677013246963,-0.014620410791841188,-2.423639835594039e-05,0.014676282537935275,0.008395577964645642,-0.05980831031578295,0.006044624427305557,0.06121657382989826
4.35,206185.0,0.02799999999999958,0.5878610829733645,0.0009450001333815807,-0.012082001705308211,-0.8088711141677171,1.1837165645869503,-0.7263185495083211,-107.99064611660255,-0.008048,0.020363,0.023942,-0.007513531634125683,0.007357807247763892,-0.00529820105557176,-0.006697983770151867,0.0038909011718580473,-0.002997731267696339,0.705695572763821,0,0.0,0.002131,0.0,0.0011757419578431016,-0.014953737458532996,8.569455080905156e-05,0.015000132555621099,0.008429946699873991,-0.060222348391288184,0.0060454848414399,0.061627509740960436
4.38,206215.0,0.03000000000000025,0.5883952675775159,0.0009530004333846696,-0.01203100547119723,-0.8084833676643629,1.1790501828875442,-0.722920224048297,-107.91493690931563,-0.020537,0.015157,0.038193,-0.016158521553988343,0.012847236919895633,-0.00041209673218141427,-0.015059116040087946,0.009206786997620444,0.0018534365988764575,0.3677272609747224,0,-0.002131,0.004261,0.001065,0.000968938407259765,-0.014762428346655655,-4.664790577073243e-06,0.01479419325571613,0.008462116905350535,-0.06066809087836602,0.00604670028784338,0.062077513717629075
4.404,206239.0,0.02400000000000002,0.5884149413809296,0.0002969999704122704,-0.009696999033965611,-0.8085009194555254,0.918521716417669,-0.6263394972700137,-107.91187963233418,0.027356,-0.021645,0.030051,0.005070898461433913,-0.003914851570998967,-0.0026915606110638106,0.006078640240029232,-0.00744306275122871,-0.0004196983775753109,1.1251461169292918,0,-0.003196,0.002131,0.0,0.0006036516098508571,-0.014482533687444352,3.9836309689653495e-05,0.01449516347633257,0.008480987985555861,-0.06101903042277522,0.006047122346072731,0.06243257435576626
4.429,206264.0,0.025000000000000355,0.5883931534959072,0.0015640004080055316,-0.011603003026910603,-0.8084902109132943,1.180582752350654,-0.6374457165104339,-107.91472327296212,-0.020652,0.007162,0.02739,-0.009538644214983998,0.0028553571457608723,-0.005216075437773171,-0.008398971697476179,-0.0006624483205822495,-0.0028986808322462388,0.6471146216622203,0,-0.007457,0.004261,0.0,0.0007531076335716338,-0.014608391907874545,2.917821094808336e-05,0.01462782063773659,0.008497947476098644,-0.06138266699271671,0.006047985027580702,0.06279495344267458
4.457,206292.0,0.02799999999999958,0.5887278660358725,0.0015019996582222698,-0.011589997362713786,-0.8082468160846704,1.1749314698665876,-0.6427997054795815,-107.86731954229424,-0.030787,-0.014876,0.040768,-0.0224644466979518,-0.0059088017531738505,0.0008998025671370612,-0.020956095296272088,-0.009263632877945498,0.003161575825692523,0.5850916111171772,0,-0.003196,0.001065,0.0,0.0005144301115161736,-0.014558926787284598,-5.21207001145899e-05,0.014568105714351747,0.008515693004529873,-0.06179100945444893,0.006047663832732371,0.0632045324205312
4.479,206314.0,0.02200000000000024,0.5887520851482765,-0.0008540001235097768,-0.011379001645688232,-0.808233116890723,0.9964285631570362,-0.846821442083971,-107.86492457243841,0.023552,0.01447,0.037294,-0.0009037767802377965,0.005022921558321844,0.0016336132904324978,0.000596331526178235,0.0016453467922121032,0.0038422747555494846,1.098436426699412,0,0.003196,-0.001065,0.0,5.151322514677242e-05,-0.014709441727879911,1.762472734530531e-05,0.014709542487422025,0.008521918381233165,-0.062112961508115745,0.006047284377031909,0.06352503074624695
4.506,206341.0,0.027000000000000135,0.5887538246464701,0.001174999650039919,-0.00999399702340336,-0.8082497592721399,1.0050032677876615,-0.5654395440230976,-107.86348178056656,-0.000152,0.00019,0.033123,-0.0016755175193060895,0.00340391678048015,-0.00021897078770469918,-0.0001724831059343115,2.5902587328877702e-05,0.001956499446261793,0.09636624232055466,0,0.001065,0.006392,0.001065,6.738288763035123e-05,-0.01459897358666367,0.00012128701265507773,0.014599632898709736,0.008523523478755657,-0.06250862511486209,0.0060491596855219145,0.06392218839340734
4.534,206369.0,0.02799999999999958,0.5887859859403797,-0.0008329999801087938,-0.0110519997360893,-0.8082129807006825,0.9675174857936896,-0.8228534288182313,-107.86000966363548,0.014125,0.026784,0.022433,0.005844908633682802,0.017328002740100087,-0.0069794235234034024,0.007220906229659766,0.013708810555182964,-0.004720898898174577,0.6044813776595249,0,-0.010653,0.010653,0.002131,6.223963977333938e-05,-0.014530278490422155,0.00017550430972015677,0.014531471657912498,0.008525338194139307,-0.06291643464394128,0.006053314764035167,0.06433097811457121
4.563,206398.0,0.028999999999999915,0.5891408630418504,-0.0008099998116985556,-0.010944997455605792,-0.8079558121737263,0.9587996084356519,-0.8139241561174403,-107.80964836790488,0.026443,0.010091,0.034822,-0.0008563264218685539,0.014308726200634309,-0.0031120721801546005,0.0005103715725278536,0.01049824303715073,-0.000838273180309006,0.28935493807296625,0,-0.008522,0.007457,0.0,0.00027134582133161745,-0.014062662753566152,3.7752017531849074e-05,0.01406533104801016,0.00853017518332533,-0.06333103229197912,0.006056406980780322,0.06475239079265067
4.591,206426.0,0.02800000000000047,0.5891407139425012,0.0016199992134087629,-0.010877994718185508,-0.8079556076968459,1.1166337816742022,-0.5844021174314655,-107.80853282292607,-0.009188,-0.008624,0.028717,0.0009773527698247776,0.0026740783655749903,-0.00480794139278307,0.00230352503518496,-0.0011167577690905882,-0.002490330215520953,0.42386242641576394,0,-0.003196,0.007457,0.002131,0.0002843728949265769,-0.013703239077861926,1.4104602840196859e-05,0.01370619670471106,0.008537955245352944,-0.06371975491761912,0.00605713297346553,0.06514622006199497
4.618,206453.0,0.027000000000000135,0.5891601105438273,-0.00013000002439184186,-0.012400002326606454,-0.8079211515898559,1.1394275122809427,-0.8492251926652844,-107.80715995857332,0.003371,0.016379,0.037473,0.0010969206885694139,0.011118559495225857,-0.0008022032623816568,0.0023826718778065426,0.007205485184230503,0.0014901284807648514,0.34168557295805774,0,0.002131,0.005326,0.001065,0.00034529126781090373,-0.013671865499188635,-5.3197641096519214e-05,0.013676328537898949,0.0085464557115499,-0.06408931882940931,0.00605660521744907,0.06551628737302218
4.646,206481.0,0.02799999999999958,0.5891591216604875,0.0012670002616336805,-0.010473002162659461,-0.8079481668401018,1.0552869778157115,-0.5897666695293415,-107.80606246761126,-0.000269,-0.026836,0.032539,-0.0008563264218685539,-0.008806214615727757,-0.0016635699631309029,0.00042200054600381075,-0.012499388204244906,0.0006178912690547591,0.7079063925139546,0,0.003196,0.001065,0.0,0.00041039847513613104,-0.013406458515150446,-1.1226366339830816e-05,0.013412743300986013,0.008557035367951158,-0.06446841536561006,0.006055703281344961,0.06589922457208335
4.674,206509.0,0.02800000000000047,0.5895592105003851,0.0012360004413103282,-0.010552003767561963,-0.8076552883709492,1.0602136871793908,-0.5984960936902445,-107.74934737904019,-0.003837,-0.015217,0.03953,-0.0037007101263768997,-0.011322869127041928,0.0018085631318657093,-0.002380503159571966,-0.014756433970059353,0.004019312918011432,0.17684144807876168,0,0.002131,0.0,-0.001065,0.0004203037593803268,-0.013694023666418217,6.126856850566506e-06,0.013700473603673208,0.008568665199234389,-0.06484782211615203,0.006055631888212111,0.06627478138451096
4.698,206533.0,0.02400000000000002,0.5895848478661986,-0.0009709997494476264,-0.011372997065363393,-0.8076257916039018,0.9870953007868684,-0.8582714443970146,-107.74683727858046,0.018369,0.028214,0.032169,0.006516410072359582,0.009930331707501197,-0.0005236184501237187,0.007720199178255756,0.006400253318216779,0.0016620679419285804,0.9817662377068127,0,0.004261,0.001065,0.001065,0.00036149382646439286,-0.013993511393299667,0.00010256590840500567,0.013998555592151156,0.008578046770264526,-0.06518007253686865,0.006056936201395178,0.06660359275099911
4.725,206560.0,0.026999999999999247,0.5895822152420613,0.0007050002573783685,-0.009660003526631262,-0.807650294853389,0.9417549411774003,-0.5874034831091497,-107.7461707553082,-0.00395,-0.023497,0.038071,-0.00034525515926786977,-0.007211484466323886,0.0014809559743275786,0.0008442122236607193,-0.010562376362096795,0.003605476891911764,0.6817097450021362,0,0.004261,0.002131,0.0,0.000568316136699179,-0.013757875224453252,0.0001469812331731073,0.013770392783278275,0.008590599204767234,-0.0655547162562083,0.006060305087806483,0.06698155375198718
4.752,206587.0,0.027000000000000135,0.5895836486079553,-0.000762999545252025,-0.011469993163880376,-0.8076255186549305,1.0101273023080033,-0.8455718217974532,-107.74699040334127,0.001753,0.028778,0.035595,-0.00038604429564840993,0.013330433332830759,0.0010531979473112365,0.0007900207018218314,0.009813066682778902,0.0031247094184656864,0.7548587503655724,0,-0.004261,0.003196,0.0,0.0005885581897021564,-0.0139812880374936,0.0002436691796606639,0.013995791888962326,0.008606217008173652,-0.06592919496024459,0.006065578868379739,0.0673533543571357
4.779,206614.0,0.027000000000000135,0.5900021046516326,-0.0007490001328539104,-0.011522002043715293,-0.8073191431982458,1.0154480891762483,-0.8483165068265013,-107.68762009509675,0.020828,0.02064,0.033616,0.009950397219044444,0.01830312090390991,-0.00021667000435588498,0.01094085498444187,0.014539104162592376,0.0018238997367241688,0.41749624859198126,0,0.002131,-0.001065,0.001065,0.0006072461870206765,-0.013653560789329083,0.00032694228610464284,0.013670967830332977,0.008622360367259411,-0.0663022654194067,0.006073282123167571,0.06773124073813769
4.807,206642.0,0.02800000000000047,0.5900082759655204,0.000984000460248119,-0.009861004612303556,-0.8073363776167433,0.9789056030065437,-0.5756781401822683,-107.68561472387006,-0.004657,-0.024026,0.046535,0.0006895525361813003,-0.004035850313911304,0.006322821800605883,0.001650965008149483,-0.007665017032514503,0.008218798879864967,0.8894361525575892,0,0.003196,0.002131,0.001065,0.0009107629130081707,-0.013182897696867832,0.00037648930257127606,0.013219683239954916,0.008643612494659815,-0.06667797583821347,0.006083130165409034,0.06811402783738701
4.829,206664.0,0.021999999999999353,0.5899937229632025,0.0010409995111894253,-0.012223994260114827,-0.8073146209182429,1.2014251208605091,-0.7301588756806859,-107.68822783705528,-0.016953,0.022583,0.026219,-0.009055321649170814,0.009964537566201742,-0.0010565875226000651,-0.007983552470127943,0.006248990997079936,0.0008279448683881544,0.8394314652962507,0,-0.003196,-0.002131,0.0,0.0009437507940477693,-0.01330327929018369,0.0005559249449065403,0.013348294197322197,0.00866401214543743,-0.06696932378507103,0.006093386722131289,0.06840486086866601
4.861,206696.0,0.03200000000000003,0.5905279195721698,0.0010429998579470797,-0.012227998334589537,-0.8069238900997978,1.2014473705231363,-0.731039830611569,-107.61238984615727,-0.023343,0.025945,0.021265,-0.01867879099440529,0.020388913532426896,-0.00841135425910738,-0.017259989142773765,0.016344736536251344,-0.006398178849432877,0.48431775802750004,0,0.002131,-0.001065,0.001065,0.0006832571758389687,-0.013032549621679046,0.0005794621401063076,0.013063306104569343,0.008690044272955617,-0.06739069704766083,0.006111552915491494,0.06883200628298032
4.885,206720.0,0.02400000000000002,0.5905621914139344,-0.00012500004051520719,-0.010152003290483066,-0.8069282615428408,0.9303778452127265,-0.6985967170557035,-107.60752339892109,0.024733,-0.011354,0.032447,0.0024978750144693564,0.005038652491637511,-0.0053526647602093564,0.003858492174882272,0.0009797019382842562,-0.0032898791418473684,1.095869825464229,0,0.0,0.001065,0.001065,0.00026628986648565445,-0.012588249867844311,0.00042359262868186056,0.012598189383532415,0.008701438837463512,-0.06769814664153512,0.0061235895727169525,0.06914552562948999
4.911,206746.0,0.0259999999999998,0.5905369294491478,0.001386999834296527,-0.012019998563982878,-0.8069199035980918,1.2054778676014348,-0.6851655950820859,-107.61082989721366,-0.023084,0.006505,0.038313,-0.012309058822025683,0.006808167867662524,-0.0006774146579970157,-0.010772459723898375,0.002705027227251817,0.0013631029268316628,0.594217379670703,0,0.002131,-0.003196,0.0,0.00036545923683634833,-0.012508346553833937,0.0003362241742619029,0.012518200376250432,0.008709651575806698,-0.06802440239501693,0.006133467191155221,0.06947307855346183
4.938,206773.0,0.027000000000000135,0.5905502669801589,-0.0007130003223382495,-0.013274006001006906,-0.8068913647851789,1.1793536754610323,-0.9642511619888529,-107.61038120245998,0.007145,0.023317,0.035397,-0.0029280460930355672,0.016774784743539405,-4.096246234950099e-05,-0.0013682354277204762,0.012460260759346465,0.001966199336566426,0.5023507717568654,0,0.02024,-0.008522,0.0,7.296195245592654e-05,-0.012379149716457753,0.0003715183436712787,0.012384938313478451,0.008715570261862144,-0.06836038359466587,0.006143021715147319,0.06981106996362059
4.965,206800.0,0.027000000000000135,0.5909310595481259,-0.0006350000639889598,-0.01360500137097606,-0.8066070812817997,1.214784426862527,-0.980013417880308,-107.55638937493119,-0.030528,0.042933,0.026165,-0.01909085683183919,0.031979682582090704,-0.004761715447859163,-0.0172386002038281,0.02720365938886888,-0.0027086032768997687,0.8207611816803608,0,0.028762,-0.013848,0.006392,3.569200475432629e-05,-0.011987141653325198,0.00042293764919918857,0.011994653608637369,0.008717037090284482,-0.06868932852815794,0.0061537468710510706,0.0701454632980845
4.992,206827.0,0.027000000000000135,0.5910042256809167,8.200003131253793e-05,-0.011512004395974837,-0.8065863080031064,1.069743986843429,-0.7720843554429148,-107.54503680732209,-0.022413,0.049309,0.020547,-0.022074172863819824,0.04239170953198783,-0.009969549513512829,-0.019884582245300427,0.03698819637043673,-0.007784378472947217,0.4198469228327991,0,0.019175,-0.003196,0.006392,-0.0004299104539303441,-0.011198821900344925,0.00034790641712905047,0.011212469568704447,0.008711715141220605,-0.0690023390361325,0.006164153265946502,0.07046931894551772
5.017,206852.0,0.025000000000000355,0.5910700540214411,9.000000822564113e-05,-0.009172000838284226,-0.806568073717099,0.8539066845865977,-0.612928008807645,-107.53507630224382,-0.003404,0.003626,0.04348,-0.013434658052008462,0.02305891312090192,-0.0002560348198748369,-0.011071162027034887,0.01738235851035977,0.0018993020537950228,0.9430494559106432,0,0.004261,0.0,0.005326,-0.0009252374431886516,-0.010227552310285416,0.00015185036106487025,0.01027044055131319,0.008694775792506618,-0.06927016871376537,0.006170400225673926,0.07074963068473533
5.035,206870.0,0.017999999999999794,0.5912351485782983,-0.0015180003814758208,-0.011042002774872208,-0.8064222026551346,0.9176865694347794,-0.8884146093213732,-107.51248208406419,-0.101185,-0.521243,0.039135,-0.053168812423070685,0.02305891312090192,0.0017275071318606405,-0.050237147643787027,0.017187967181223743,0.0038394211750433097,2.178582815720843,0,0.022371,-0.003196,0.017044,-0.001121746806753758,-0.009884033178163998,0.000185582929593796,0.009949214481016357,0.008676352934257137,-0.06945117298316142,0.006173437125289854,0.07093449861465896
5.066,206901.0,0.030999999999999694,0.5931842525467663,-0.0013160005602840675,-0.01115700475006789,-0.8049883427218474,0.9398756957832893,-0.8798140929101183,-107.23528868377204,-0.071851,-0.693335,0.040371,-0.06520018656611032,0.031979682582090704,0.003885929400293903,-0.06107883588967754,0.02560991003011241,0.005883250234046604,0.4477351521674708,0,0.008522,0.05859,0.160855,-0.0026733176383279622,-0.009300270388269558,0.00030364861364003625,0.009681624810479102,0.008617529435358371,-0.06974852968844114,0.0061810202142099785,0.07124292426357047
5.092,206927.0,0.0259999999999998,0.5947300665030171,0.00024700002761966815,-0.009517001064195877,-0.8038690898890486,0.8935967409071787,-0.6258532126416415,-107.01425555274645,-0.039954,0.366574,0.050904,-0.05289126763545478,-0.03231159583667648,0.010349627464768522,-0.047986004074075925,-0.038059615780121715,0.012148487188384285,2.511654478397592,0,0.042611,0.003196,0.160855,-0.004249808058293517,-0.008594198749018232,0.000455300155875692,0.009598355010203752,0.008527528801302293,-0.06998115778722588,0.006190886548213683,0.07149464650864293
5.118,206953.0,0.02600000000000069,0.595460164988339,0.0016860004671520163,-0.008001002216893998,-0.803343222587961,0.8516379921880001,-0.3907420309474401,-106.90917823691264,-0.013031,0.522237,0.035007,-0.03278600042235813,0.26451730892840924,0.004884297003813941,-0.027432590334802543,0.25460990975054576,0.0065757336888555675,11.28627940986414,0,0.030893,-0.017044,0.076699,-0.005479068172703551,-0.00954658780494012,0.0007691921240261647,0.01103400123627999,0.008401053410299328,-0.07021698801242734,0.0062068049478524075,0.07174420373890823
5.145,206980.0,0.026999999999999247,0.5946627176916724,0.001123999466395992,-0.006064997120722145,-0.8039516183345111,0.6353597148151163,-0.3097409435222837,-107.02292144186177,-0.158316,0.141625,0.019682,-0.10211128665952725,0.19880837908793053,-0.006029563624966265,-0.0951438000306331,0.18574980864514257,-0.004265760025982776,3.5992796544757066,0,0.023436,-0.023436,-0.084156,-0.006195147697411466,-0.0026292571109290354,0.0009432833454684232,0.006795780412723148,0.00824345149605278,-0.07038136191879157,0.006229923366690583,0.07204212177228779
5.174,207009.0,0.029000000000000803,0.5931041460133621,0.0006930001706062681,-0.006119001506406572,-0.8051021982041091,0.6116490522790266,-0.35194373927808226,-107.24508061273826,-0.106979,-0.051575,0.011092,-0.10605806273868501,0.0594973982927931,-0.015996102043403005,-0.0973173338671556,0.04560779734766094,-0.013977609110658108,4.844653033115738,0,-0.012783,-0.024501,-0.18003,-0.008924446930752214,0.0027701647540520516,0.0008150281022220981,0.009379969967532766,0.0080242173739444,-0.0703793187579663,0.006255418882682096,0.07223919940425677
5.201,207036.0,0.026999999999999247,0.5914110793345488,0.00294900039559221,-0.007483001003803495,-0.8063301081647564,0.8913182945507001,-0.23464542450724835,-107.48469304352683,0.101691,0.02036,0.05278,0.005541104425225013,0.03925580540738102,0.0023928452366250227,0.014043589415136655,0.02494305549478616,0.004337749974719998,4.249382940528013,0,0.025566,-0.006392,-0.174703,-0.01151194515861444,0.003989137546939175,0.00043397326956954896,0.012191244091644102,0.007748326080737958,-0.07028806817690292,0.006272280401201283,0.07249245859338015
5.228,207063.0,0.027000000000000135,0.5906680767130214,0.004751000617036245,-0.006420000833797662,-0.806875104792911,0.9152133209923373,0.0047411771443109756,-107.58842404409062,0.163071,0.459999,0.031495,0.0898782068610373,0.26866579375027605,-0.0007556757419723155,0.09673954414842403,0.2501100271880641,0.0011693907494297051,8.884939290049301,0,0.009587,-0.025566,-0.075634,-0.011081080874995562,0.004644689255837911,0.0005491440265697201,0.012027678529267638,0.007443320229284222,-0.07017151151506543,0.006285552484699163,0.07282162218385455
5.257,207092.0,0.028999999999999915,0.5910579069131153,0.0046359992698672605,-0.006467998981341984,-0.8065898729685577,0.9118626209962188,-0.009581215459230855,-107.53318443519596,-0.096945,0.06124,0.016238,-0.016060730002467202,0.15343398125005203,-0.010793899610912863,-0.00903476806146157,0.13246454673589778,-0.008710123884507768,5.465954404761524,0,0.004261,-0.005326,-0.001065,-0.008222204762030068,0.01187548487813805,0.0005804085661603847,0.014455748557003465,0.007163422587547351,-0.06993196899012277,0.00630193099729375,0.0731704248612033
5.286,207121.0,0.028999999999999915,0.5910561965058265,0.002280000758021718,-0.0068270022697431,-0.8065982681661411,0.7854721502272329,-0.2516550262090544,-107.53555994050569,-0.141927,-0.203659,0.041761,-0.08783125795887173,-0.04569131287178019,-0.0008988640197909008,-0.07935927188567453,-0.06546784229010168,0.0011637075157168357,7.251246070307791,0,-0.027697,0.011718,-0.002131,-0.008444568264837957,0.015659697045617857,0.0003250164340250533,0.017794450832279915,0.006921754378657765,-0.06953270885222831,0.0063150596597964384,0.0735896415693564
5.313,207148.0,0.027000000000000135,0.5910317084860933,0.0016999991615113202,-0.009152995485478302,-0.8065946021642489,0.9612143062644242,-0.4627830902896451,-107.5397322034654,0.005939,-0.007331,0.072539,-0.03810682367128963,-0.023862363026916602,0.020020775502354315,-0.0291404809847796,-0.04291092574029015,0.021714961396600698,2.1764090810662022,0,-0.006392,-0.007457,-0.002131,-0.010549353421705362,0.013821754983948081,0.0003549772488570509,0.017391255771207162,0.00666533643588943,-0.06913470924982917,0.0063242395745153465,0.07407009174182796
5.336,207171.0,0.023000000000000576,0.590966836074687,-9.599997337105109e-05,-0.01078299700895879,-0.806623776254695,0.9903275613322085,-0.7391165156278008,-107.55021083098538,-0.011793,-0.041564,0.024421,-0.025967047235768842,-0.031833571652213954,0.004681990330312705,-0.01675852168564069,-0.05015729493484772,0.006285344658577616,0.9160363528579669,0,0.007457,-0.003196,-0.007457,-0.011179222705738935,0.012781921719685618,0.000853063219625615,0.017002360424639807,0.006415457810423814,-0.06882876696773738,0.006338132039902898,0.07447009062456574
5.363,207198.0,0.027000000000000135,0.5912732415523155,-0.0002720001111199561,-0.010845004430499721,-0.8063983294371704,0.9838538113198445,-0.7599592806239819,-107.5067539617686,-0.102255,-0.036681,0.040025,-0.06856071000356279,-0.033460451611101144,0.004921390737572857,-0.05836209484008689,-0.05092033181583952,0.006415901855113213,1.5411398030568362,0,0.0,-0.003196,-0.008522,-0.011581509309111697,0.011370285331756309,0.0010189373652426596,0.01626201032335428,0.006108187928223329,-0.0685027121725429,0.00636340404779862,0.07492915435603101
5.387,207222.0,0.023999999999999133,0.5913579709660984,-0.002066999898516508,-0.012478999387318581,-0.8063099604126007,1.0131627031025399,-1.0366745356165292,-107.4955762508279,-0.021758,-0.083976,0.029942,-0.045642745550121135,-0.05845080130860162,-0.0001528892192125958,-0.03491758560070477,-0.07478298073151754,0.0013216912636200677,1.409923909675469,0,0.007457,-0.003196,0.008522,-0.012935966076699097,0.010102807067969977,0.0011688514009455173,0.01645515550177592,0.00581397822359361,-0.0682450350637462,0.0063896575129928765,0.0753194426037915
5.41,207245.0,0.023000000000000576,0.5921362173036693,-0.004231001552703812,-0.013283004874631231,-0.8057172956842017,0.9395900122663684,-1.2920536327163346,-107.38491615430657,-0.112984,-0.18103,0.045926,-0.08060037586362026,-0.11916299613757685,0.005467755300406943,-0.06887981129217756,-0.13356498440114398,0.006843439013678557,2.9613919055153928,0,-0.001065,0.007457,0.079895,-0.013689577597643998,0.008344145216864229,0.0011947782798200032,0.01607659134704755,0.005507784471338656,-0.0680328951124706,0.006416839254321681,0.07569791118033235
5.438,207273.0,0.02799999999999958,0.5924666612463225,-0.002993998288126579,-0.011623993353768656,-0.8055055394374376,0.8698589320237468,-1.065592270575311,-107.33752513507531,0.011907,0.243827,0.060988,-0.03074759723202506,0.08218222593928866,0.016846376262080878,-0.01869807887607576,0.06660840147320234,0.017907023169701948,7.380855819025992,0,0.001065,-0.026632,0.034088,-0.015554476451051156,0.004565477026586367,0.0013808319298245517,0.016269358160819248,0.00509836771465693,-0.06785216040106229,0.006452897797256704,0.07614805573804968
5.469,207304.0,0.031000000000000583,0.5923680477655995,-0.0031160002512586903,-0.011661000940284848,-0.8055770649577092,0.8651252569682483,-1.0792622249516768,-107.35154476928378,-0.003905,0.187449,0.006996,-0.01651618130685152,0.14397714318191762,-0.008970826393513605,-0.004381324070718122,0.12595007889192256,-0.007759049690158797,2.136144387439013,0,0.0,-0.021305,-0.013848,-0.01605395935317859,0.006606810005910737,0.0019288337483517825,0.017467110493624677,0.00460843695969136,-0.06767898995205858,0.006504197615268438,0.0766524058410351
5.494,207329.0,0.024999999999999467,0.5911010129173306,-0.0025250000551788267,-0.009468000206904211,-0.8065380176252755,0.7041241905677014,-0.8747174276224616,-107.53098619802715,-0.064664,0.244521,0.028098,-0.04286985981510327,0.19760204084437913,-0.007836046221877111,-0.03025968456531814,0.17679784253794545,-0.006521824932049675,2.282705529775577,0,-0.010653,-0.019175,-0.133158,-0.016096740121577347,0.009728090874394447,0.0017268374189310805,0.018887105709279414,0.0042065532162569195,-0.06747480369105477,0.006549893504859473,0.0770890836033757
5.519,207354.0,0.025000000000000355,0.5904397579631462,-0.0009979995908936045,-0.007667996856685531,-0.8070446691710713,0.6416660812719557,-0.6111192566317276,-107.62447367281707,0.167118,0.435239,0.027654,0.06596447751431898,0.3230238501044401,-0.007528087666224916,0.07735949269443278,0.2975458130953723,-0.006117768690524905,6.469883828230424,0,-0.053263,-0.007457,-0.068177,-0.016786302019985048,0.014107587553936811,0.0015566116088281256,0.021982424838922696,0.003795515189487384,-0.06717685771070063,0.006590936617706464,0.0775612612461077
