# source_file=20251214_152109_glider_ble.csv
# total_time_s=25.974000
# distance_path_m=0.000250
t_imu_s,t_imu_ms,dt_s,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg_unwrapped,ax_lin_mps2_raw,ay_lin_mps2_raw,az_lin_mps2_raw,ax_lin_mps2_f,ay_lin_mps2_f,az_lin_mps2_f,jerk_mag,jerk_isolated,stationary,vx_mps,vy_mps,vz_mps,speed_mps,x_m,y_m,z_m,dist_m
1687.716,1687716.0,0.02500000000009095,-0.10378294739814535,0.14321192741376904,-0.7476156210748565,0.6401486755439267,-99.14541263191418,-1.6144847567622664,-159.6871621281692,0.025913,0.008462,0.039524,0.02545567088607595,0.0035589493670886083,-0.0016859873417721521,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1687.739,1687739.0,0.023000000000138243,-0.105252985452407,0.14194898038045206,-0.7483648965643788,0.6393139116369142,-99.23273476851818,-1.3732039988108145,-159.68761604764666,-0.013249,-0.011271,0.052154,0.0057618253401426865,-0.006364411394820921,0.004665406081575407,0.9977866238382694,0,0,0.0005854804303832659,8.185583544352998e-05,-3.8777708860992574e-05,0.0005924452910290033,1.3466049898896055e-05,1.8826842152125055e-06,-8.918873038081899e-07,0.0
1687.763,1687763.0,0.023999999999887223,-0.10364299657568726,0.14326999526643105,-0.7477109752960036,0.6400469788531682,-99.16396218571867,-1.627937300554272,-159.69228421628327,0.021122,0.014887,0.047467,0.013414706962682623,0.0020307685221856962,0.005482724940798304,0.47454959107144795,0,0,0.0007237642385460406,-7.089003803145436e-05,7.319203709629105e-05,0.0007309015971965965,3.0836391623919404e-05,1.813233024655957e-07,8.647215864945408e-07,1.4218686984629265e-05
1687.789,1687789.0,0.026000000000067303,-0.10254706251527204,0.14163608634492547,-0.747447455662794,0.640894390705362,-99.064128347498,-1.6188477699521535,-159.92122647445152,0.021484,0.030012,0.043132,0.017475552224086574,0.014342561151395837,0.003583149253706344,0.5039475672627682,0,0,0.0010725466195766916,-1.8090056454489586e-05,0.00021574288555741597,0.001094179370111023,5.872260373298557e-05,-2.890181653523511e-07,6.474036611001876e-06,3.322212851178996e-05
1687.813,1687813.0,0.024000000000114596,-0.10338996743392301,0.14091195561513647,-0.748508764232501,0.6396787985120848,-99.22403248489283,-1.4612115057967465,-159.91998868227262,-0.001548,-0.003496,0.041562,0.007471766146875796,0.00266433081911162,0.0019239019780533202,0.6444338345971108,0,0,0.001491959872956772,0.0003261314111806541,0.00030173846764677885,0.0015567119395474868,9.452964068411907e-05,7.5381357030207204e-06,1.3715759834559147e-05,5.9482433394579906e-05
1687.841,1687841.0,0.027999999999792635,-0.10300100649205064,0.1411610088972375,-0.7474220471092657,0.6409560403988195,-99.04380445758835,-1.5463462077876702,-159.92945264015898,0.001878,0.019655,0.046018,0.0041323372745428666,0.009335146702371365,0.003515561349005864,0.27242521276612514,0,0,0.0017011693250677448,0.00040073267411522696,0.00035560772303187284,0.0017835415894603916,0.00014216238178566315,1.875865057816398e-05,2.3672776079377845e-05,0.00010307036770158674
1687.867,1687867.0,0.026000000000067303,-0.10374598542965548,0.14051998026502407,-0.7485048948781087,0.6397119101572664,-99.21031124314666,-1.4025031986003729,-159.92818542580633,-0.002368,-0.006304,0.040583,0.0004205479297189458,-0.0016237445308677958,0.0013055864476033,0.45306103254494146,0,0,0.0018086100942061375,0.0006434464883775107,0.0004470123181062619,0.001971018485151374,0.00018918624423514447,3.5488259276022564e-05,3.529509635017074e-05,0.00014944244902767695
1687.893,1687893.0,0.026000000000067303,-0.10265296084924606,0.1389389470101546,-0.7482427146281397,0.6405397557049095,-99.11342560633715,-1.3966185430764593,-160.15190579956126,-0.004584,0.007938,0.048574,-0.002493264817459864,0.0008615845156490511,0.0045376474001482215,0.1927432881889535,0,0,0.0018195443403788583,0.0006012291305748388,0.0004809575657440356,0.0019757373950257,0.00023649439708511725,5.112021667100884e-05,4.779999305954804e-05,0.00020068892964174534
1687.918,1687918.0,0.024999999999863576,-0.10146003341845473,0.139942046093489,-0.7489782466951251,0.639651210685472,-99.27442669650273,-1.5497809769357318,-160.15057842797287,0.016751,-0.008334,0.054544,0.007345625242610485,-0.0065219996628832055,0.009144384340551934,0.5254226461439762,0,1,0.0,0.0,0.0,0.0,0.00023649439708511725,5.112021667100884e-05,4.779999305954804e-05,0.0002500823645171183
1687.938,1687938.0,0.020000000000209184,-0.10240601581451104,0.139078021477751,-0.7481391155347585,0.6406700989383707,-99.10005478474963,-1.4313038918069385,-160.15832087077067,-0.007292,0.005033,0.05179,0.00028141434211593434,-0.0034089878751583256,0.009816236733824965,0.38744452401044055,0,1,0.0,0.0,0.0,0.0,0.00023649439708511725,5.112021667100884e-05,4.779999305954804e-05,0.0002500823645171183
1687.961,1687961.0,0.02299999999991087,-0.10111198086000939,0.14017897346482372,-0.748813858253294,0.6398468788801965,-99.25377170626,-1.6020871593675998,-160.15596235268345,0.025396,-0.01049,0.039838,0.012681092651722552,-0.009435551405182329,0.00418988575897642,0.6474135182585375,0,1,0.0,0.0,0.0,0.0,0.00023649439708511725,5.112021667100884e-05,4.779999305954804e-05,0.0002500823645171183
1687.993,1687993.0,0.03199999999992542,-0.10007393848431874,0.13858591481091787,-0.7484975398968324,0.6407266061438744,-99.14715146396857,-1.5919487369186196,-160.37685308249849,0.02257,0.013286,0.038056,0.018194980864790482,0.0009814985244790166,-0.00010348851225553367,0.3919987781700267,0,1,0.0,0.0,0.0,0.0,0.00023649439708511725,5.112021667100884e-05,4.779999305954804e-05,0.0002500823645171183
1688.015,1688015.0,0.02200000000016189,-0.10154705339035752,0.1373160721966216,-0.7492703939436239,0.6398643364212407,-99.23987836299412,-1.3497219582842597,-160.3776157628352,-0.015631,-0.013654,0.047196,0.0013355001086701006,-0.008626960919082771,0.002891141465476468,0.8924990369029949,0,1,0.0,0.0,0.0,0.0,0.00023649439708511725,5.112021667100884e-05,4.779999305954804e-05,0.0002500823645171183
1688.042,1688042.0,0.026999999999816282,-0.10035101625706665,0.138275022400832,-0.7483531212347122,0.6409191038301851,-99.11187426645151,-1.5500521922361346,-160.38405638647404,0.011119,0.014029,0.047621,0.006398321452726023,0.0010104149408668144,0.0048019448839772575,0.40935953712588363,0,1,0.0,0.0,0.0,0.0,0.00023649439708511725,5.112021667100884e-05,4.779999305954804e-05,0.0002500823645171183
1688.066,1688066.0,0.024000000000114596,-0.10145201727819309,0.13732702338803002,-0.7493301276176757,0.6398071089649182,-99.25065178257864,-1.3570917981995223,-160.3836633724999,-0.011099,-0.016131,0.037111,-0.0028217174276186354,-0.010309818161535261,0.00023115466513792295,0.6374440575538727,0,1,0.0,0.0,0.0,0.0,0.00023649439708511725,5.112021667100884e-05,4.779999305954804e-05,0.0002500823645171183
1688.092,1688092.0,0.026000000000067303,-0.10031902463103219,0.1356790333128701,-0.7490881839213971,0.6406201572895647,-99.15628102506528,-1.3489735789971284,-160.61611159166233,-0.030971,0.01152,0.048443,-0.018082828052978818,-0.0012796934261494457,0.003966519432813715,0.6969901481161755,0,1,0.0,0.0,0.0,0.0,0.00023649439708511725,5.112021667100884e-05,4.779999305954804e-05,0.0002500823645171183
1688.11,1688110.0,0.01799999999980173,-0.09851096645830228,0.13717895329235769,-0.7488037450421028,0.6409137817772264,-99.15547321276111,-1.6222030723093153,-160.61906263856417,0.02352,0.008226,0.037639,9.792943302520951e-05,0.000754053510362672,0.0006359587092497642,1.03304760701377,0,1,0.0,0.0,0.0,0.0,0.00023649439708511725,5.112021667100884e-05,4.779999305954804e-05,0.0002500823645171183
