t_imu_ms,pc_timestamp_iso,pc_timestamp_s,qw,qx,qy,qz,ax_lin_mps2,ay_lin_mps2,az_lin_mps2,gx_rads,gy_rads,gz_rads,roll_deg,pitch_deg,yaw_deg
7952.0,2025-12-17T11:24:53.409657,0.080117,0.994903,-0.028293,0.031439,-0.091541,0.098291,-0.081079,0.038021,0.000206,-0.000078,-0.000265,-3.563613,3.289304,-10.616323
7993.0,2025-12-17T11:24:53.454480,0.124940,0.994248,-0.023062,0.040849,-0.096287,0.267713,-0.200293,0.029469,-0.001195,-0.000119,-0.000416,-3.088787,4.403879,-11.181820
8027.0,2025-12-17T11:24:53.479891,0.150351,0.994396,-0.029248,0.030786,-0.096814,0.074593,-0.056637,0.033489,0.000048,-0.000130,-0.001250,-3.682519,3.185196,-11.223922
8075.0,2025-12-17T11:24:53.530155,0.200615,0.994426,-0.035077,0.020486,-0.097296,-0.119149,0.083667,0.038188,-0.000436,-0.000929,0.000134,-4.231789,1.943719,-11.248007
8102.0,2025-12-17T11:24:53.559804,0.230265,0.993976,-0.029992,0.030462,-0.100913,0.068535,-0.039335,0.043725,0.001831,0.000462,-0.000315,-3.776787,3.124392,-11.697220
8143.0,2025-12-17T11:24:53.604317,0.274777,0.994077,-0.033955,0.019391,-0.101403,-0.132514,0.063244,0.038414,0.000015,0.000017,-0.001224,-4.098817,1.814624,-11.713845
8194.0,2025-12-17T11:24:53.649847,0.320307,0.993585,-0.028858,0.029162,-0.105381,0.043490,-0.061123,0.036591,-0.002037,-0.000095,-0.000657,-3.645185,2.973096,-12.203143
8226.0,2025-12-17T11:24:53.679844,0.350304,0.993445,-0.037722,0.020941,-0.105861,-0.099622,0.132874,0.031976,0.001451,-0.000124,0.000289,-4.555703,1.926714,-12.241558
8266.0,2025-12-17T11:24:53.723146,0.393606,0.993579,-0.029145,0.029096,-0.105377,0.035349,-0.046314,0.041314,0.001511,0.000666,0.000521,-3.677144,2.962136,-12.203143
8311.0,2025-12-17T11:24:53.769718,0.440178,0.992885,-0.023426,0.039849,-0.109740,0.233131,-0.184941,0.038220,-0.001739,-0.000763,-0.000235,-3.176761,4.243104,-12.731919
8352.0,2025-12-17T11:24:53.813725,0.484185,0.993024,-0.029938,0.029109,-0.110267,0.036003,-0.028731,0.035106,0.002368,0.001336,0.000399,-3.782269,2.935387,-12.769470
8397.0,2025-12-17T11:24:53.859545,0.530005,0.992328,-0.024280,0.039409,-0.114642,0.229045,-0.158652,0.031804,0.004161,0.000219,0.000551,-3.289152,4.165986,-13.299844
8433.0,2025-12-17T11:24:53.889644,0.560105,0.992458,-0.030554,0.028811,-0.115163,0.029551,-0.021074,0.043386,-0.003456,-0.001656,-0.000217,-3.862819,2.874538,-13.334767
8475.0,2025-12-17T11:24:53.929680,0.600141,0.992452,-0.036573,0.018087,-0.115645,-0.165415,0.119691,0.032865,0.001925,0.000301,0.001205,-4.405009,1.572473,-13.353251
8518.0,2025-12-17T11:24:53.976022,0.646483,0.991928,-0.031374,0.028116,-0.119597,0.014695,0.007650,0.034178,0.001629,0.000775,-0.000050,-3.959292,2.766965,-13.845602
8555.0,2025-12-17T11:24:54.009534,0.679994,0.992170,-0.030613,0.016340,-0.119981,-0.215977,0.012223,0.021524,-0.002429,-0.000701,-0.000361,-3.708971,1.436966,-13.836860
8592.0,2025-12-17T11:24:54.039452,0.709912,0.991563,-0.025916,0.026305,-0.124258,-0.035163,-0.097100,0.036053,0.002133,0.000522,0.000358,-3.324587,2.620806,-14.361645
