t_imu_ms,pc_timestamp_iso,pc_timestamp_s,qw,qx,qy,qz,ax_lin_mps2,ay_lin_mps2,az_lin_mps2,gx_rads,gy_rads,gz_rads,roll_deg,pitch_deg,yaw_deg
19231.0,2026-02-06T13:43:48.210075,0.068065,0.559894,0.035103,0.030985,-0.827240,-0.171162,-0.048032,0.180863,-0.000171,-0.000642,-0.000241,-0.688026,5.323196,-111.850057
19272.0,2026-02-06T13:43:48.238784,0.096775,0.553459,0.035423,0.034216,-0.831419,-0.132834,-0.109001,0.189455,-0.001018,-0.000499,0.000370,-1.018133,5.553603,-112.747552
19312.0,2026-02-06T13:43:48.285426,0.143417,0.553353,0.022904,0.033417,-0.831961,0.062282,0.045372,0.173385,-0.000417,0.000345,0.000519,-1.738667,4.306559,-112.808157
19356.0,2026-02-06T13:43:48.330194,0.188185,0.553526,0.034440,0.032708,-0.831477,-0.128413,-0.075652,0.139539,0.000518,-0.001042,0.000555,-0.936104,5.363944,-112.739298
19390.0,2026-02-06T13:43:48.360406,0.218397,0.547385,0.034771,0.035260,-0.835415,-0.105304,-0.122425,0.172420,0.000758,-0.000602,0.000564,-1.200174,5.549036,-113.590553
19433.0,2026-02-06T13:43:48.404706,0.262697,0.547412,0.023151,0.031282,-0.835958,0.054238,0.069280,0.176598,-0.000791,-0.000490,-0.000239,-1.548663,4.183754,-113.620470
19476.0,2026-02-06T13:43:48.449833,0.307824,0.541405,0.023949,0.033889,-0.839737,0.072223,0.015663,0.156620,0.000422,0.000330,-0.000432,-1.780777,4.411385,-114.446338
19507.0,2026-02-06T13:43:48.479728,0.337719,0.541666,0.035148,0.030788,-0.839294,-0.155697,-0.051240,0.176951,-0.000061,0.000540,0.000312,-0.782786,5.298949,-114.361212
19549.0,2026-02-06T13:43:48.525093,0.383083,0.541369,0.023237,0.034438,-0.839758,0.084613,0.020691,0.170203,-0.000187,-0.000213,-0.000303,-1.878212,4.376682,-114.454251
19596.0,2026-02-06T13:43:48.570091,0.428081,0.535401,0.024079,0.037029,-0.843442,0.104571,-0.027182,0.170965,-0.000216,0.000401,-0.000449,-2.108842,4.604080,-115.271565
19633.0,2026-02-06T13:43:48.615109,0.473100,0.535858,0.031880,0.028450,-0.843226,-0.129781,0.030847,0.172267,-0.000224,0.000558,0.000307,-0.794332,4.833171,-115.162759
19669.0,2026-02-06T13:43:48.645201,0.503192,0.529540,0.032237,0.030918,-0.847108,-0.095512,-0.021183,0.179135,-0.000226,0.000598,-0.000297,-1.049107,5.011798,-116.025738
19705.0,2026-02-06T13:43:48.674374,0.532364,0.529236,0.021336,0.034896,-0.847488,0.134946,0.025371,0.155576,-0.000226,-0.000185,0.000346,-2.101042,4.192081,-116.109317
19744.0,2026-02-06T13:43:48.720514,0.578505,0.529545,0.032561,0.031258,-0.847080,-0.090169,-0.025703,0.183710,0.000570,0.001207,0.000511,-1.062521,5.063947,-116.024566
19788.0,2026-02-06T13:43:48.765491,0.623482,0.523216,0.033043,0.034105,-0.850876,-0.064942,-0.081621,0.187012,-0.000035,-0.000055,0.000553,-1.350071,5.274016,-116.886237
19830.0,2026-02-06T13:43:48.809598,0.667588,0.523181,0.020849,0.031044,-0.851401,0.101073,0.102477,0.171701,0.000629,0.000452,0.000563,-1.783267,3.898261,-116.919688
19868.0,2026-02-06T13:43:48.839318,0.697308,0.517222,0.021701,0.033447,-0.854922,0.119540,0.049171,0.157434,-0.000008,-0.000222,-0.000227,-1.996050,4.111939,-117.724295
19908.0,2026-02-06T13:43:48.884337,0.742327,0.517457,0.033967,0.031947,-0.854438,-0.106763,-0.050039,0.172002,-0.000173,-0.000397,0.000374,-1.118590,5.227356,-117.651913
19949.0,2026-02-06T13:43:48.930341,0.788332,0.517315,0.021696,0.031799,-0.854929,0.109540,0.065969,0.176893,-0.000214,-0.000440,0.000519,-1.833967,4.013847,-117.708265
19996.0,2026-02-06T13:43:48.974102,0.832093,0.510859,0.022622,0.034187,-0.858687,0.122731,0.026850,0.171960,-0.000224,-0.000450,-0.000259,-2.045627,4.231133,-118.576213
20037.0,2026-02-06T13:43:49.019947,0.877937,0.511165,0.033574,0.030434,-0.858287,-0.107108,-0.025503,0.184958,-0.000226,-0.000452,0.000356,-1.030779,5.091424,-118.492873
