t_imu_ms,pc_timestamp_iso,pc_timestamp_s,qw,qx,qy,qz,ax_lin_mps2,ay_lin_mps2,az_lin_mps2,gx_rads,gy_rads,gz_rads,vx_mps,vy_mps,vz_mps,px_m,py_m,pz_m,roll_deg,pitch_deg,yaw_deg
264141.0,2025-12-16T03:18:12.886215,20.725484,-0.226988,-0.003300,-0.001338,-0.973891,-0.195507,-0.021067,0.060748,-0.049630,0.003291,0.004520,-0.083068,0.131137,0.040845,-66.847206,-59.474308,495.746124,0.235207,-0.333425,153.759547
264178.0,2025-12-16T03:18:12.888229,20.727498,-0.226887,-0.013960,-0.003421,-0.973815,0.022642,-0.015187,0.066402,-0.051090,0.002826,0.004202,-0.085657,0.129942,0.040286,-66.850395,-59.469372,495.747650,0.744965,-1.469022,153.760015
264221.0,2025-12-16T03:18:12.948962,20.788232,-0.226921,-0.002711,-0.005439,-0.973894,-0.180501,0.074755,0.046757,-0.058564,0.005071,0.004120,-0.087882,0.130521,0.039482,-66.853676,-59.464451,495.749146,0.677465,-0.161106,153.766777
264260.0,2025-12-16T03:18:13.002312,20.841581,-0.227112,-0.003133,-0.004165,-0.973855,-0.181348,0.039979,0.072522,-0.051638,0.003237,0.004098,-0.094473,0.132262,0.038725,-66.857544,-59.458881,495.750793,0.546373,-0.241285,153.744245
264295.0,2025-12-16T03:18:13.002312,20.841581,-0.226957,-0.014123,-0.002884,-0.973798,0.027228,-0.027038,0.058688,-0.054764,0.005177,0.004881,-0.096341,0.131880,0.038284,-66.861145,-59.453896,495.752258,0.689384,-1.501148,153.752234
264338.0,2025-12-16T03:18:13.066242,20.905511,-0.226590,-0.013668,-0.002114,-0.973892,0.002263,-0.050869,0.081959,-0.058726,0.005681,0.005084,-0.094782,0.129833,0.038024,-66.864738,-59.448975,495.753693,0.591034,-1.470643,153.797090
264376.0,2025-12-16T03:18:13.128204,20.967473,-0.226651,-0.010651,-0.012090,-0.973843,-0.011716,0.147719,0.068111,-0.050320,0.002666,0.005137,-0.093970,0.131012,0.037939,-66.868271,-59.444092,495.755127,1.626212,-0.874667,153.784210
264413.0,2025-12-16T03:18:13.128762,20.968032,-0.226440,-0.013213,-0.000171,-0.973935,-0.006471,-0.082788,0.100831,-0.051268,0.001087,0.004363,-0.093321,0.131564,0.038196,-66.871811,-59.439133,495.756561,0.362120,-1.470400,153.817884
264452.0,2025-12-16T03:18:13.246123,21.085392,-0.225683,-0.012776,0.000158,-0.974117,-0.017199,-0.090346,0.076133,-0.056244,0.004618,0.004950,-0.092778,0.127719,0.038587,-66.875320,-59.434242,495.757996,0.312842,-1.430368,153.907804
264488.0,2025-12-16T03:18:13.246123,21.085392,-0.225749,-0.013006,-0.011345,-0.974033,0.028499,0.118927,0.097049,-0.049489,0.002327,0.004298,-0.091476,0.127651,0.038922,-66.879166,-59.428917,495.759613,1.603301,-1.158294,153.885996
264532.0,2025-12-16T03:18:13.246123,21.085392,-0.225643,-0.012750,-0.010022,-0.974075,0.030192,0.112878,0.076595,-0.048687,0.000998,0.004144,-0.089447,0.131298,0.039218,-66.882591,-59.424019,495.761078,1.448773,-1.164163,153.900451
264561.0,2025-12-16T03:18:13.304170,21.143439,-0.225441,-0.011705,0.002127,-0.974184,-0.042232,-0.127092,0.080449,-0.045323,0.003020,0.004893,-0.088764,0.130302,0.039195,-66.885963,-59.419067,495.762573,0.064914,-1.361790,153.939727
264605.0,2025-12-16T03:18:13.304170,21.143439,-0.225480,-0.012711,-0.009316,-0.974120,0.029971,0.095514,0.068003,-0.044431,0.001137,0.005092,-0.088032,0.128873,0.038993,-66.889618,-59.413712,495.764191,1.368774,-1.178291,153.920380
264644.0,2025-12-16T03:18:13.419445,21.258714,-0.225080,-0.012333,-0.008087,-0.974229,0.018722,0.080873,0.079125,-0.059226,0.003848,0.005139,-0.086241,0.131413,0.038782,-66.892929,-59.408760,495.765656,1.221260,-1.168303,153.969496
264681.0,2025-12-16T03:18:13.419445,21.258714,-0.224871,-0.012678,0.004117,-0.974297,-0.033860,-0.162563,0.073108,-0.045681,0.002970,0.004362,-0.085670,0.129099,0.038666,-66.896194,-59.403816,495.767120,-0.132994,-1.521758,154.008881
264721.0,2025-12-16T03:18:13.419445,21.258714,-0.224713,-0.012409,0.004480,-0.974336,-0.037521,-0.163541,0.079978,-0.049283,0.001952,0.004951,-0.086141,0.122306,0.038564,-66.899467,-59.399025,495.768585,-0.180683,-1.501035,154.028119
264762.0,2025-12-16T03:18:13.486639,21.325909,-0.224767,-0.011910,-0.005939,-0.974322,0.003835,0.044337,0.093087,-0.050999,0.004056,0.005103,-0.085891,0.119543,0.038826,-66.902718,-59.394451,495.770050,0.970110,-1.176796,154.009354
264794.0,2025-12-16T03:18:13.545133,21.384402,-0.224553,-0.013209,0.006213,-0.974353,-0.024842,-0.199208,0.065409,-0.052233,0.004602,0.004354,-0.085403,0.116195,0.038807,-66.905952,-59.390003,495.771515,-0.353915,-1.634882,154.049103
264839.0,2025-12-16T03:18:13.545133,21.384402,-0.224021,-0.012769,0.006217,-0.974481,-0.041991,-0.209033,0.069374,-0.054130,0.006320,0.004159,-0.085756,0.108297,0.038349,-66.909180,-59.385773,495.772980,-0.366549,-1.585647,154.111838
264873.0,2025-12-16T03:18:13.600569,21.439838,-0.224075,-0.012363,-0.004879,-0.974481,-0.003118,0.011054,0.083687,-0.050626,0.003569,0.005710,-0.085685,0.104202,0.038226,-66.912628,-59.381496,495.774536,0.862557,-1.255330,154.091246
264912.0,2025-12-16T03:18:13.668162,21.507431,-0.223851,-0.010490,0.007771,-0.974536,-0.086581,-0.223175,0.086225,-0.049762,0.000501,0.005296,-0.086455,0.100032,0.038424,-66.916016,-59.377476,495.776031,-0.598900,-1.370951,154.134242
264957.0,2025-12-16T03:18:13.676478,21.515747,-0.223555,-0.010268,0.007811,-0.974606,-0.086648,-0.217980,0.080967,-0.051124,0.004468,0.004403,-0.088692,0.091929,0.038554,-66.919327,-59.373844,495.777496,-0.609444,-1.347004,154.169135
264989.0,2025-12-16T03:18:13.727696,21.566965,-0.223637,-0.011945,-0.002390,-0.974597,-0.014275,-0.023922,0.091036,-0.059386,0.008664,0.003380,-0.089532,0.087664,0.038764,-66.922729,-59.370415,495.778961,0.573179,-1.272857,154.146242
265033.0,2025-12-16T03:18:13.786679,21.625948,-0.223159,-0.011651,-0.001742,-0.974711,-0.027489,-0.048187,0.058442,-0.053640,0.003448,0.003905,-0.089243,0.086683,0.038549,-66.926071,-59.367157,495.780396,0.492688,-1.256908,154.203468
265064.0,2025-12-16T03:18:13.788800,21.628070,-0.223183,-0.015398,-0.011712,-0.974585,0.083199,0.124274,0.097587,-0.047367,0.002864,0.004043,-0.087118,0.088459,0.038450,-66.929474,-59.363781,495.781891,1.702540,-1.420274,154.181896
265100.0,2025-12-16T03:18:13.901954,21.741223,-0.223026,-0.011401,-0.000148,-0.974746,-0.036841,-0.060836,0.045611,-0.045769,0.002715,0.004078,-0.085251,0.089907,0.038115,-66.932739,-59.360401,495.783356,0.307937,-1.269825,154.221194
265145.0,2025-12-16T03:18:13.901954,21.741223,-0.222929,-0.011159,0.000525,-0.974771,-0.035868,-0.082400,0.074168,-0.047763,0.003481,0.005699,-0.085646,0.087296,0.037288,-66.936256,-59.356758,495.784912,0.226425,-1.259985,154.233591
265183.0,2025-12-16T03:18:13.901954,21.741223,-0.222963,-0.013557,-0.010164,-0.974680,0.047574,0.100874,0.074995,-0.052246,0.005267,0.004491,-0.084367,0.087956,0.037072,-66.939659,-59.353252,495.786407,1.482156,-1.254625,154.213741
265222.0,2025-12-16T03:18:13.966318,21.805588,-0.222455,-0.013127,-0.009005,-0.974813,0.034841,0.097342,0.102153,-0.054150,0.004119,0.004987,-0.081809,0.091964,0.037392,-66.942902,-59.349743,495.787872,1.340942,-1.236863,154.275648
265265.0,2025-12-16T03:18:14.028298,21.867567,-0.222268,-0.011378,0.003134,-0.974914,-0.053605,-0.137701,0.084143,-0.052265,0.003830,0.004324,-0.081250,0.091346,0.037852,-66.945969,-59.346294,495.789276,-0.060386,-1.351057,154.314377
265297.0,2025-12-16T03:18:14.030551,21.869820,-0.222324,-0.012826,-0.007078,-0.974863,0.016451,0.048074,0.074797,-0.053350,0.004543,0.004151,-0.081031,0.089829,0.037794,-66.949028,-59.342880,495.790710,1.117767,-1.252639,154.293852
265337.0,2025-12-16T03:18:14.081889,21.921158,-0.221879,-0.012483,-0.006105,-0.974975,0.009425,0.046444,0.093706,-0.054420,0.003153,0.004894,-0.079654,0.091712,0.037907,-66.952057,-59.339462,495.792145,0.999719,-1.239575,154.347862
265373.0,2025-12-16T03:18:14.081889,21.921158,-0.221638,-0.015078,0.005744,-0.974996,-0.002019,-0.214382,0.074274,-0.052336,0.004366,0.005088,-0.078646,0.088732,0.038002,-66.955032,-59.336067,495.793579,-0.258948,-1.830844,154.390267
265411.0,2025-12-16T03:18:14.147569,21.986839,-0.221713,-0.011900,-0.004554,-0.975029,-0.008162,-0.000322,0.071058,-0.045455,0.002308,0.005138,-0.077962,0.084893,0.037667,-66.958038,-59.332733,495.795044,0.811374,-1.214004,154.369918
265456.0,2025-12-16T03:18:14.198410,22.037679,-0.221501,-0.011687,-0.003808,-0.975083,-0.015752,-0.000959,0.079374,-0.044484,0.002571,0.004362,-0.077548,0.085130,0.037435,-66.960991,-59.329506,495.796478,0.722325,-1.209311,154.395934
265492.0,2025-12-16T03:18:14.209366,22.048635,-0.221267,-0.018903,0.005749,-0.975013,0.092683,-0.205610,0.074193,-0.052132,0.003429,0.004951,-0.075272,0.081557,0.037262,-66.963898,-59.326336,495.797913,-0.163211,-2.258359,154.431217
265527.0,2025-12-16T03:18:14.267362,22.106632,-0.221049,-0.018187,0.006049,-0.975074,0.068071,-0.225556,0.075541,-0.051731,0.002850,0.004301,-0.071214,0.073345,0.036998,-66.966904,-59.323158,495.799438,-0.215343,-2.185918,154.457980
265567.0,2025-12-16T03:18:14.267362,22.106632,-0.221153,-0.012000,-0.002707,-0.975162,-0.010343,-0.014013,0.081006,-0.051635,0.005865,0.004145,-0.069470,0.069519,0.036882,-66.969559,-59.320461,495.800842,0.606703,-1.272424,154.437826
265604.0,2025-12-16T03:18:14.327124,22.166393,-0.221185,-0.014674,-0.012653,-0.975039,0.078774,0.148461,0.084465,-0.059514,0.003489,0.004105,-0.067552,0.072678,0.036928,-66.972168,-59.317749,495.802246,1.786446,-1.318988,154.417309
265643.0,2025-12-16T03:18:14.387466,22.226735,-0.221311,-0.014328,-0.011200,-0.975034,0.065132,0.107125,0.077228,-0.049693,0.001296,0.004094,-0.064286,0.077971,0.036898,-66.974678,-59.314880,495.803650,1.615353,-1.316989,154.405066
265680.0,2025-12-16T03:18:14.388889,22.228158,-0.221154,-0.010783,0.000444,-0.975179,-0.041662,-0.075746,0.080665,-0.044008,-0.000058,0.004092,-0.063342,0.078942,0.036793,-66.977089,-59.311913,495.805054,0.223649,-1.216275,154.442500
