raw_line
"t_ms,qw,qx,qy,qz,ax,ay,az,gx,gy,gz,mx,my,mz"
"124075,0.647401,-0.052845,-0.074534,0.756653,0.016235,-0.182495,0.986450,-0.005326,0.004261,0.000000,0.000000,0.000000,0.000000"
"124095,0.646947,-0.052875,-0.074336,0.757059,0.015991,-0.184692,0.986572,0.003196,0.004261,0.000000,-34.000000,-26.000000,10.000000"
"124114,0.646883,-0.053533,-0.075056,0.756996,0.016113,-0.185181,0.986084,0.001065,0.003196,0.000000,0.000000,0.000000,0.000000"
"124136,0.646944,-0.052962,-0.074265,0.757062,0.015991,-0.181641,0.987183,-0.001065,0.003196,0.000000,0.000000,0.000000,0.000000"
"124155,0.646861,-0.053862,-0.074671,0.757029,0.014771,-0.184326,0.986816,0.001065,0.004261,0.000000,0.000000,0.000000,0.000000"
"124174,0.646783,-0.054691,-0.075205,0.756984,0.014771,-0.184814,0.987427,0.000000,0.003196,0.000000,0.000000,0.000000,0.000000"
"124200,0.646342,-0.054722,-0.075032,0.757376,0.015625,-0.185181,0.986694,0.000000,0.003196,-0.001065,-32.000000,-26.000000,9.000000"
"124217,0.646432,-0.053764,-0.075188,0.757352,0.016235,-0.183838,0.986694,-0.003196,0.003196,0.000000,0.000000,0.000000,0.000000"
"124235,0.646461,-0.053505,-0.074229,0.757440,0.015259,-0.182983,0.987671,0.001065,0.003196,0.001065,0.000000,0.000000,0.000000"
"124259,0.646382,-0.054350,-0.074720,0.757399,0.013916,-0.185547,0.986816,0.002131,0.003196,0.000000,0.000000,0.000000,0.000000"
"124276,0.646341,-0.054790,-0.075614,0.757314,0.014771,-0.185669,0.985718,-0.004261,0.003196,-0.001065,0.000000,0.000000,0.000000"
