mass_kg,chord_m,span_m,wing_area_m2,Vmin_theo_m_s,sink_rate_m_s,CL_at_Vmin,CD_at_Vmin,glide_at_Vmin,Vstall_m_s
0.1,0.01,0.2,0.002,24.151337033292577,1.4072802865292886,1.3729368492956535,0.07999999999999999,17.16171061619567,25.83305902860732
0.1,0.01,0.2325,0.0023250000000000002,21.572300304370053,1.165841208476563,1.480290807874885,0.07999999999999999,18.503635098436067,23.95958853606721
0.1,0.01,0.265,0.00265,19.555965835080766,0.989944292751981,1.5803689947616306,0.08000000000000002,19.75461243452038,22.442327575373838
0.1,0.01,0.2975,0.0029749999999999998,17.93074968364278,0.8566617696548416,1.6744764684309215,0.08000000000000002,20.930955855386514,21.181043352397477
0.1,0.01,0.33,0.0033000000000000004,16.5893060900955,0.7525332156180218,1.7635693145022384,0.07999999999999999,22.044616431277984,20.111009178233097
0.1,0.01,0.36250000000000004,0.0036250000000000006,15.460825095844934,0.6691647957190893,1.848372800811271,0.08000000000000003,23.10466001014088,19.188314529859916
0.1,0.01,0.395,0.00395,14.49658991509786,0.6010654004230345,1.9294525893382062,0.08000000000000004,24.118157366727562,18.381979876774203
0.1,0.01,0.4275,0.004275,13.661915221845641,0.5445000823483747,2.0072599677742073,0.08000000000000004,25.09074959717758,17.669439554326036
0.1,0.01,0.46,0.0046,12.931392730111819,0.4968448688326696,2.0821618241515036,0.08000000000000003,26.027022801893786,17.033814691544407
0.1,0.01,0.4925,0.004925,12.285957232184925,0.45620527756436885,2.1544612193490322,0.07999999999999999,26.930765241862904,16.46219405198722
0.1,0.01,0.525,0.00525,11.711005845790622,0.4211811919788011,2.22441192889355,0.07999999999999999,27.80514911116938,15.944510191530293
0.1,0.01,0.5575000000000001,0.005575000000000001,11.195152696621827,0.39071673124645073,2.2922289835723073,0.08000000000000002,28.65286229465384,15.47278170051373
0.1,0.01,0.5900000000000001,0.005900000000000001,10.729380981162906,0.3640014251790005,2.3580964774270656,0.08000000000000002,29.47620596783831,15.04058846188652
0.1,0.01,0.6225,0.0062250000000000005,10.306451371607771,0.3404034114915672,2.4221734621159854,0.08000000000000002,30.27716827644981,14.642699717889334
0.1,0.01,0.655,0.00655,9.920480329609289,0.319423212841052,2.48459847144442,0.08000000000000004,31.057480893055235,14.274804994863402
0.1,0.01,0.6875,0.006875,9.5666337662056,0.3006610850704015,2.545493046156078,0.08,31.818663076950973,13.933315875273495
0.1,0.01,0.72,0.0072,9.240900689918831,0.28379352215222975,2.6049645164097637,0.08000000000000002,32.56205645512203,13.615217576662666
0.1,0.01,0.7525,0.007525,8.93992338919329,0.26855606713682734,2.663108224514911,0.08000000000000003,33.288852806436374,13.317956192660992
0.1,0.01,0.7849999999999999,0.00785,8.660868262764373,0.2547305466953151,2.7200093196906447,0.08000000000000002,34.00011649613305,13.039351892529018
0.1,0.01,0.8175000000000001,0.008175000000000002,8.401326332372909,0.2421354609676689,2.7757442214528654,0.08000000000000002,34.696802768160815,12.777531299998799
0.1,0.01,0.8500000000000001,0.0085,8.159235738247862,0.23061865846021423,2.830381823474348,0.08000000000000002,35.379772793429346,12.530874236207524
0.1,0.01,0.8825000000000001,0.008825000000000001,7.932820726134456,0.2200516888493656,2.883984492048975,0.08000000000000003,36.04980615061217,12.297971354626302
0.1,0.01,0.915,0.00915,7.720543153385084,0.21032540362445817,2.9366089004332854,0.08000000000000003,36.707611255416055,12.077590129612336
0.1,0.01,0.9475,0.009475,7.52106360245387,0.20134649565204216,2.98830673088105,0.08000000000000002,37.35383413601312,11.868647319195341
0.1,0.01,0.98,0.0098,7.333209941767622,0.1930347528933902,3.0391252691447237,0.07999999999999999,37.989065864309055,11.670186494282285
0.1,0.01,1.0125,0.010125,7.155951713568171,0.18532086077751952,3.089107910915221,0.08000000000000002,38.61384888644025,11.48135956826992
