  
       XFOIL         Version 6.99
  
 Calculated polar for: MH60                                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.030     Re =     0.050 e 6     Ncrit =   6.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   2.600   0.4635   0.02190   0.01124  -0.0303   0.6859   1.0000
   2.700   0.4709   0.02194   0.01126  -0.0293   0.6801   1.0000
   2.800   0.4842   0.02202   0.01137  -0.0296   0.6731   1.0000
   2.900   0.4905   0.02208   0.01143  -0.0284   0.6672   1.0000
   3.000   0.4989   0.02211   0.01144  -0.0276   0.6613   1.0000
   3.100   0.5114   0.02220   0.01157  -0.0278   0.6541   1.0000
   3.200   0.5209   0.02221   0.01159  -0.0272   0.6477   1.0000
   3.300   0.5272   0.02229   0.01165  -0.0261   0.6413   1.0000
   3.400   0.5377   0.02233   0.01172  -0.0258   0.6345   1.0000
   3.500   0.5479   0.02238   0.01177  -0.0253   0.6283   1.0000
   3.600   0.5557   0.02244   0.01183  -0.0245   0.6212   1.0000
   3.700   0.5661   0.02246   0.01186  -0.0240   0.6150   1.0000
   3.800   0.5753   0.02255   0.01198  -0.0236   0.6075   1.0000
   3.900   0.5850   0.02256   0.01199  -0.0230   0.6011   1.0000
   4.000   0.5950   0.02264   0.01210  -0.0227   0.5935   1.0000
   4.100   0.6037   0.02267   0.01212  -0.0219   0.5871   1.0000
   4.200   0.6128   0.02275   0.01222  -0.0214   0.5795   1.0000
   4.300   0.6233   0.02281   0.01231  -0.0210   0.5722   1.0000
   4.400   0.6321   0.02284   0.01234  -0.0203   0.5649   1.0000
   4.500   0.6421   0.02293   0.01245  -0.0200   0.5572   1.0000
   4.600   0.6516   0.02296   0.01250  -0.0194   0.5500   1.0000
   4.700   0.6609   0.02304   0.01258  -0.0188   0.5421   1.0000
   4.800   0.6705   0.02313   0.01269  -0.0184   0.5343   1.0000
   4.900   0.6803   0.02319   0.01277  -0.0179   0.5267   1.0000
   5.000   0.6897   0.02327   0.01285  -0.0174   0.5188   1.0000
   5.100   0.6994   0.02338   0.01299  -0.0170   0.5105   1.0000
   5.200   0.7091   0.02348   0.01311  -0.0166   0.5022   1.0000
   5.300   0.7185   0.02357   0.01320  -0.0160   0.4946   1.0000
   5.400   0.7281   0.02369   0.01334  -0.0156   0.4864   1.0000
   5.500   0.7376   0.02383   0.01349  -0.0152   0.4778   1.0000
   5.600   0.7471   0.02398   0.01367  -0.0148   0.4693   1.0000
   5.700   0.7566   0.02412   0.01382  -0.0143   0.4607   1.0000
   5.800   0.7660   0.02427   0.01399  -0.0139   0.4524   1.0000
   5.900   0.7755   0.02442   0.01414  -0.0135   0.4439   1.0000
   6.000   0.7849   0.02460   0.01432  -0.0131   0.4354   1.0000
   6.100   0.7941   0.02479   0.01454  -0.0127   0.4266   1.0000
   6.200   0.8029   0.02500   0.01477  -0.0122   0.4179   1.0000
   6.300   0.8126   0.02522   0.01502  -0.0119   0.4092   1.0000
   6.400   0.8220   0.02543   0.01524  -0.0116   0.4000   1.0000
   6.500   0.8305   0.02567   0.01550  -0.0111   0.3914   1.0000
   6.600   0.8404   0.02591   0.01576  -0.0109   0.3826   1.0000
   6.700   0.8493   0.02617   0.01603  -0.0104   0.3740   1.0000
   6.800   0.8580   0.02642   0.01630  -0.0100   0.3655   1.0000
   6.900   0.8674   0.02669   0.01657  -0.0097   0.3569   1.0000
   7.000   0.8751   0.02698   0.01691  -0.0092   0.3485   1.0000
   7.100   0.8849   0.02730   0.01725  -0.0090   0.3395   1.0000
   7.200   0.8944   0.02762   0.01760  -0.0088   0.3307   1.0000
   7.300   0.9016   0.02794   0.01795  -0.0082   0.3224   1.0000
   7.400   0.9103   0.02827   0.01830  -0.0079   0.3145   1.0000
   7.500   0.9194   0.02860   0.01864  -0.0076   0.3062   1.0000
   7.600   0.9286   0.02899   0.01907  -0.0074   0.2977   1.0000
   7.700   0.9352   0.02936   0.01949  -0.0068   0.2900   1.0000
   7.800   0.9454   0.02977   0.01992  -0.0068   0.2814   1.0000
   7.900   0.9535   0.03013   0.02029  -0.0064   0.2735   1.0000
   8.000   0.9605   0.03053   0.02074  -0.0059   0.2660   1.0000
   8.100   0.9700   0.03100   0.02125  -0.0059   0.2578   1.0000
   8.200   0.9762   0.03135   0.02161  -0.0051   0.2512   1.0000
   8.300   0.9838   0.03183   0.02216  -0.0048   0.2436   1.0000
   8.400   0.9922   0.03230   0.02266  -0.0046   0.2360   1.0000
   8.500   1.0014   0.03276   0.02312  -0.0045   0.2284   1.0000
   8.600   1.0087   0.03329   0.02371  -0.0042   0.2209   1.0000
   8.700   1.0137   0.03369   0.02411  -0.0033   0.2150   1.0000
   8.800   1.0187   0.03422   0.02473  -0.0026   0.2086   1.0000
   8.900   1.0292   0.03482   0.02536  -0.0031   0.2002   1.0000
   9.000   1.0373   0.03537   0.02594  -0.0029   0.1932   1.0000
   9.100   1.0411   0.03587   0.02648  -0.0020   0.1873   1.0000
   9.200   1.0471   0.03649   0.02716  -0.0016   0.1808   1.0000
   9.300   1.0546   0.03706   0.02775  -0.0014   0.1742   1.0000
   9.400   1.0602   0.03774   0.02851  -0.0011   0.1677   1.0000
   9.500   1.0662   0.03831   0.02909  -0.0007   0.1617   1.0000
   9.600   1.0707   0.03895   0.02976  -0.0001   0.1562   1.0000
   9.700   1.0760   0.03972   0.03062   0.0002   0.1499   1.0000
   9.800   1.0813   0.04037   0.03128   0.0005   0.1442   1.0000
   9.900   1.0838   0.04097   0.03188   0.0015   0.1392   1.0000
  10.000   1.0895   0.04191   0.03294   0.0014   0.1333   1.0000
  10.100   1.0924   0.04267   0.03374   0.0019   0.1282   1.0000
  10.200   1.0989   0.04354   0.03464   0.0018   0.1226   1.0000
  10.300   1.1005   0.04431   0.03548   0.0026   0.1184   1.0000
  10.400   1.1018   0.04512   0.03634   0.0033   0.1145   1.0000
  10.500   1.1072   0.04607   0.03732   0.0033   0.1095   1.0000
  10.600   1.1046   0.04685   0.03818   0.0046   0.1068   1.0000
  10.700   1.1138   0.04810   0.03949   0.0035   0.1014   1.0000
  10.800   1.1124   0.04902   0.04048   0.0045   0.0986   1.0000
  10.900   1.1129   0.04986   0.04134   0.0051   0.0954   1.0000
  11.000   1.1131   0.05080   0.04235   0.0057   0.0929   1.0000
  11.100   1.1111   0.05198   0.04361   0.0062   0.0899   1.0000
  11.200   1.1129   0.05293   0.04457   0.0065   0.0873   1.0000
  11.300   1.1154   0.05428   0.04601   0.0061   0.0844   1.0000
  11.400   1.1123   0.05547   0.04729   0.0067   0.0827   1.0000
  11.500   1.1025   0.05613   0.04798   0.0091   0.0825   1.0000
  11.600   1.1097   0.05802   0.04997   0.0070   0.0787   1.0000
  11.700   1.1047   0.05933   0.05138   0.0077   0.0780   1.0000
  11.800   1.1084   0.06046   0.05250   0.0074   0.0754   1.0000
  11.900   1.1014   0.06227   0.05446   0.0074   0.0747   1.0000
  12.000   1.0974   0.06417   0.05650   0.0068   0.0736   1.0000
  12.100   1.0996   0.06540   0.05771   0.0064   0.0712   1.0000
  12.200   1.0914   0.06707   0.05950   0.0067   0.0710   1.0000
  12.300   1.0843   0.06928   0.06183   0.0060   0.0705   1.0000
  12.400   1.0804   0.07187   0.06456   0.0040   0.0694   1.0000
  12.500   1.0836   0.07246   0.06508   0.0047   0.0676   1.0000
  12.600   1.0753   0.07521   0.06797   0.0031   0.0673   1.0000
  12.700   1.0665   0.07731   0.07015   0.0029   0.0674   1.0000
  12.800   1.0597   0.08021   0.07317   0.0010   0.0673   1.0000
  12.900   1.0491   0.08267   0.07570   0.0002   0.0673   1.0000
  13.000   1.0402   0.08562   0.07872  -0.0014   0.0674   1.0000
  13.100   1.0301   0.08753   0.08066  -0.0014   0.0675   1.0000
  13.200   1.0206   0.09017   0.08332  -0.0024   0.0676   1.0000
