l_h [m],beta_from_VH,VH_target
0.28812709030100336,0.21209390597794545,0.9
0.28929765886287623,0.21123572254335263,0.9
0.29046822742474915,0.21038445595854924,0.9
0.29163879598662207,0.20954002293577983,0.9
0.29280936454849493,0.20870234151913197,0.9
0.29397993311036785,0.20787133105802053,0.9
0.2951505016722408,0.20704691218130317,0.9
0.2963210702341137,0.20622900677200906,0.9
0.2974916387959866,0.20541753794266443,0.9
0.29866220735785953,0.20461243001119822,0.9
0.29983277591973245,0.20381360847741217,0.9
0.3010033444816054,0.203021,0.9
0.30217391304347824,0.20223453237410075,0.9
0.30334448160535116,0.20145413450937158,0.9
0.304515050167224,0.2006797364085668,0.9
0.30568561872909694,0.19991126914660837,0.9
0.30685618729096986,0.19914866485013627,0.9
0.3080267558528428,0.19839185667752446,0.9
0.3091973244147157,0.19764077879935102,0.9
0.3103678929765886,0.19689536637931038,0.9
0.31153846153846154,0.19615555555555556,0.9
0.31270903010033446,0.1954212834224599,0.9
0.3138795986622074,0.19469248801278635,0.9
0.31505016722408025,0.1939691082802548,0.9
0.31622073578595317,0.19325108408249606,0.9
0.31739130434782603,0.1925383561643836,0.9
0.31856187290969895,0.19183086614173234,0.9
0.31973244147157187,0.19112855648535568,0.9
0.3209030100334448,0.19043137050547163,0.9
0.3220735785953177,0.18973925233644862,0.9
0.32324414715719063,0.1890521469218831,0.9
0.32441471571906355,0.18837,0.9
0.32558528428093647,0.18769275808936825,0.9
0.32675585284280934,0.18702036847492326,0.9
0.32792642140468226,0.18635277919428866,0.9
0.3290969899665552,0.18568993902439027,0.9
0.33026755852842804,0.18503179746835446,0.9
0.33143812709030096,0.18437830474268418,0.9
0.3326086956521739,0.18372941176470592,0.9
0.3337792642140468,0.18308507014028058,0.9
0.3349498327759197,0.18244523215177236,0.9
0.33612040133779264,0.18180985074626868,0.9
0.33729096989966556,0.18117887952404563,0.9
0.3384615384615385,0.18055227272727273,0.9
0.33963210702341134,0.1799299852289513,0.9
0.34080267558528426,0.1793119725220805,0.9
0.34197324414715713,0.1786981907090465,0.9
0.34314381270903005,0.1780885964912281,0.9
0.34431438127090297,0.177483147158815,0.9
0.3454849498327759,0.17688180058083255,0.9
0.3466555183946488,0.17628451519536906,0.9
0.34782608695652173,0.17569125000000002,0.9
0.34899665551839465,0.17510196454240537,0.9
0.35016722408026757,0.1745166189111748,0.9
0.3513377926421405,0.17393517372679676,0.9
0.35250836120401335,0.17335759013282734,0.9
0.3536789297658863,0.17278382978723406,0.9
0.35484949832775914,0.17221385485391144,0.9
0.35602006688963206,0.1716476279943636,0.9
0.357190635451505,0.1710851123595506,0.9
0.3583612040133779,0.17052627158189457,0.9
0.3595317725752508,0.1699710697674419,0.9
0.36070234113712374,0.16941947148817804,0.9
0.36187290969899666,0.1688714417744917,0.9
0.3630434782608696,0.16832694610778443,0.9
0.36421404682274244,0.16778595041322317,0.9
0.36538461538461536,0.1672484210526316,0.9
0.3665551839464883,0.16671432481751827,0.9
0.36772575250836115,0.16618362892223743,0.9
0.36889632107023407,0.16565630099728018,0.9
0.370066889632107,0.16513230908269322,0.9
0.3712374581939799,0.16461162162162166,0.9
0.37240802675585283,0.16409420745397396,0.9
0.37357859531772575,0.16358003581020591,0.9
0.37474916387959867,0.16306907630522088,0.9
0.3759197324414716,0.16256129893238436,0.9
0.37709030100334445,0.1620566740576497,0.9
0.3782608695652174,0.16155517241379314,0.9
0.37943143812709024,0.16105676509475544,0.9
0.38060200668896316,0.1605614235500879,0.9
0.3817725752508361,0.16006911957950068,0.9
0.382943143812709,0.15957982532751094,0.9
0.3841137123745819,0.15909351327818896,0.9
0.38528428093645484,0.15861015625000002,0.9
0.38645484949832776,0.15812972739073997,0.9
0.3876254180602007,0.15765220017256257,0.9
0.3887959866220736,0.15717754838709677,0.9
0.38996655518394646,0.15670574614065183,0.9
0.3911371237458194,0.15623676784950835,0.9
0.39230769230769225,0.15577058823529416,0.9
0.39347826086956517,0.15530718232044202,0.9
0.3946488294314381,0.15484652542372884,0.9
0.395819397993311,0.15438859315589357,0.9
0.3969899665551839,0.1539333614153328,0.9
0.39816053511705685,0.15348080638387235,0.9
0.39933110367892977,0.1530309045226131,0.9
0.4005016722408027,0.15258363256784968,0.9
0.4016722408026756,0.1521389675270608,0.9
0.4028428093645485,0.15169688667496886,0.9
0.40401337792642134,0.15125736754966893,0.9
0.40518394648829426,0.1508203879488238,0.9
0.4063545150501672,0.15038592592592595,0.9
0.4075250836120401,0.14995395978662293,0.9
0.408695652173913,0.14952446808510642,0.9
0.40986622073578594,0.14909742962056305,0.9
0.41103678929765886,0.14867282343368593,0.9
0.4122073578595318,0.14825062880324544,0.9
0.4133779264214047,0.14783082524271846,0.9
0.4145484949832776,0.14741339249697458,0.9
0.4157190635451504,0.14699831053901855,0.9
0.41688963210702334,0.14658555956678704,0.9
0.41806020066889626,0.14617512000000002,0.9
0.4192307692307692,0.14576697247706424,0.9
0.4204013377926421,0.14536109785202866,0.9
0.421571906354515,0.14495747719159066,0.9
0.42274247491638794,0.14455609177215192,0.9
0.42391304347826086,0.1441569230769231,0.9
0.4250836120401338,0.14375995279307632,0.9
0.4262541806020067,0.14336516280894468,0.9
0.4274247491638796,0.1429725352112676,0.9
0.42859531772575243,0.1425820522824815,0.9
0.42976588628762535,0.1421936964980545,0.9
0.4309364548494983,0.14180745052386498,0.9
0.4321070234113712,0.14142329721362232,0.9
0.4332775919732441,0.14104121960632962,0.9
0.43444816053511703,0.14066120092378756,0.9
0.43561872909698995,0.14028322456813822,0.9
0.4367892976588629,0.1399072741194487,0.9
0.4379598662207358,0.13953333333333334,0.9
0.4391304347826087,0.13916138613861387,0.9
0.44030100334448163,0.1387914166350171,0.9
0.44147157190635444,0.1384234090909091,0.9
0.44264214046822736,0.1380573479410654,0.9
0.4438127090301003,0.1376932177844763,0.9
0.4449832775919732,0.13733100338218718,0.9
0.4461538461538461,0.13697068965517242,0.9
0.44732441471571904,0.136612261682243,0.9
0.44849498327759196,0.1362557046979866,0.9
0.4496655518394649,0.13590100409074007,0.9
0.4508361204013378,0.13554814540059348,0.9
0.4520066889632107,0.1351971143174251,0.9
0.45317725752508353,0.13484789667896682,0.9
0.45434782608695645,0.13450047846889956,0.9
0.4555183946488294,0.134154845814978,0.9
0.4566889632107023,0.13381098498718422,0.9
0.4578595317725752,0.13346888239590946,0.9
0.45903010033444813,0.13312852459016394,0.9
0.46020066889632105,0.13278989825581397,0.9
0.461371237458194,0.1324529902138456,0.9
0.4625418060200669,0.1321177874186551,0.9
0.4637123745819398,0.13178427695636497,0.9
0.46488294314381273,0.13145244604316547,0.9
0.46605351170568554,0.1311222820236814,0.9
0.46722408026755846,0.13079377236936296,0.9
0.4683946488294314,0.13046690467690114,0.9
0.4695652173913043,0.13014166666666668,0.9
0.4707357859531772,0.12981804618117232,0.9
0.47190635451505014,0.12949603118355776,0.9
0.47307692307692306,0.12917560975609757,0.9
0.474247491638796,0.12885677009873062,0.9
0.4754180602006689,0.12853950052761168,0.9
0.4765886287625418,0.1282237894736842,0.9
0.47775919732441474,0.12790962548127408,0.9
0.47892976588628755,0.12759699720670395,0.9
0.48010033444816047,0.12728589341692792,0.9
0.4812709030100334,0.12697630298818627,0.9
0.4824414715719063,0.1266682149046794,0.9
0.48361204013377923,0.12636161825726142,0.9
0.48478260869565215,0.12605650224215248,0.9
0.48595317725752507,0.12575285615966966,0.9
0.487123745819398,0.12545066941297633,0.9
0.4882943143812709,0.12514993150684933,0.9
0.48946488294314383,0.12485063204646396,0.9
0.49063545150501664,0.12455276073619635,0.9
0.49180602006688956,0.12425630737844273,0.9
0.4929765886287625,0.12396126187245593,0.9
0.4941471571906354,0.123667614213198,0.9
0.4953177257525083,0.12337535449020934,0.9
0.49648829431438124,0.12308447288649378,0.9
0.49765886287625416,0.12279495967741937,0.9
0.4988294314381271,0.12250680522963461,0.9
0.5,0.12222000000000001,0.9
