l_h [m],beta_from_VH,VH_target
0.15,0.40740000000000004,0.9
0.15117056856187291,0.4042453539823009,0.9
0.1523411371237458,0.40113918770581786,0.9
0.15351170568561873,0.3980803921568628,0.9
0.15468227424749165,0.3950678918918919,0.9
0.15585284280936454,0.3921006437768241,0.9
0.15702341137123746,0.3891776357827476,0.9
0.15819397993311035,0.3862978858350952,0.9
0.15936454849498327,0.38346044071353624,0.9
0.1605351170568562,0.380664375,0.9
0.16170568561872908,0.37790879007238887,0.9
0.162876254180602,0.3751928131416838,0.9
0.1640468227424749,0.3725155963302753,0.9
0.16521739130434782,0.3698763157894737,0.9
0.16638795986622074,0.3672741708542714,0.9
0.16755852842809363,0.364708383233533,0.9
0.16872909698996655,0.36217819623389497,0.9
0.16989966555183947,0.35968287401574806,0.9
0.17107023411371236,0.35722170087976546,0.9
0.17224080267558528,0.3547939805825243,0.9
0.1734113712374582,0.3523990356798457,0.9
0.1745819397993311,0.3500362068965518,0.9
0.175752508361204,0.3477048525214082,0.9
0.1769230769230769,0.34540434782608703,0.9
0.17809364548494983,0.3431340845070423,0.9
0.17926421404682275,0.34089347014925375,0.9
0.18043478260869564,0.33868192771084343,0.9
0.18160535117056856,0.33649889502762437,0.9
0.18277591973244145,0.3343438243366881,0.9
0.18394648829431437,0.33221618181818185,0.9
0.1851170568561873,0.33011544715447155,0.9
0.1862876254180602,0.3280411131059246,0.9
0.1874581939799331,0.325992685102587,0.9
0.188628762541806,0.3239696808510639,0.9
0.18979933110367891,0.3219716299559472,0.9
0.19096989966555183,0.3199980735551664,0.9
0.19214046822742475,0.31804856396866843,0.9
0.19331103678929765,0.31612266435986164,0.9
0.19448160535117057,0.31421994840928635,0.9
0.19565217391304346,0.31234000000000006,0.9
0.19682274247491638,0.31048241291418865,0.9
0.1979933110367893,0.30864679054054056,0.9
0.1991638795986622,0.30683274559193957,0.9
0.2003344481605351,0.30503989983305513,0.9
0.201505016722408,0.3032678838174274,0.9
0.20267558528428092,0.3015163366336634,0.9
0.20384615384615384,0.2997849056603774,0.9
0.20501672240802676,0.2980732463295269,0.9
0.20618729096989966,0.29638102189781024,0.9
0.20735785953177255,0.29470790322580653,0.9
0.20852842809364547,0.293053568564555,0.9
0.2096989966555184,0.29141770334928235,0.9
0.2108695652173913,0.2898,0.9
0.2120401337792642,0.28820015772870666,0.9
0.21321070234113712,0.2866178823529412,0.9
0.21438127090301,0.28505288611544466,0.9
0.21555183946488293,0.2835048875096975,0.9
0.21672240802675585,0.28197361111111113,0.9
0.21789297658862875,0.2804587874136608,0.9
0.21906354515050167,0.2789601526717558,0.9
0.22023411371237456,0.2774774487471527,0.9
0.22140468227424748,0.2760104229607251,0.9
0.2225752508361204,0.2745588279489106,0.9
0.22374581939799332,0.2731224215246637,0.9
0.2249163879598662,0.27170096654275094,0.9
0.2260869565217391,0.2702942307692308,0.9
0.22725752508361202,0.2689019867549669,0.9
0.22842809364548494,0.26752401171303075,0.9
0.22959866220735786,0.26616008739985436,0.9
0.23076923076923075,0.26481000000000005,0.9
0.23193979933110367,0.26347354001441964,0.9
0.23311036789297657,0.2621505021520804,0.9
0.2342809364548495,0.26084068522483944,0.9
0.2354515050167224,0.2595438920454546,0.9
0.2366220735785953,0.25825992932862196,0.9
0.23779264214046822,0.25698860759493675,0.9
0.2389632107023411,0.25572974107767676,0.9
0.24013377926421403,0.254483147632312,0.9
0.24130434782608695,0.25324864864864866,0.9
0.24247491638795987,0.25202606896551727,0.9
0.24364548494983276,0.2508152367879204,0.9
0.24481605351170566,0.24961598360655743,0.9
0.24598662207357858,0.24842814411964653,0.9
0.2471571906354515,0.2472515561569689,0.9
0.24832775919732442,0.2460860606060606,0.9
0.2494983277591973,0.2449315013404826,0.9
0.25066889632107026,0.24378772515010005,0.9
0.2518394648829431,0.2426545816733068,0.9
0.25301003344481604,0.24153192333113024,0.9
0.25418060200668896,0.24041960526315792,0.9
0.2553511705685618,0.239317485265226,0.9
0.25652173913043474,0.2382254237288136,0.9
0.25769230769230766,0.2371432835820896,0.9
0.2588628762541806,0.23607093023255818,0.9
0.2600334448160535,0.23500823151125405,0.9
0.2612040133779264,0.2339550576184379,0.9
0.26237458193979935,0.2329112810707457,0.9
0.2635451505016722,0.23187677664974624,0.9
0.26471571906354513,0.2308514213518636,0.9
0.26588628762541805,0.22983509433962268,0.9
0.26705685618729097,0.2288276768941766,0.9
0.26822742474916383,0.22782905236907736,0.9
0.26939799331103675,0.22683910614525143,0.9
0.2705685618729097,0.22585772558714465,0.9
0.2717391304347826,0.22488480000000002,0.9
0.2729096989966555,0.22392022058823532,0.9
0.27408026755852843,0.22296388041488713,0.9
0.27525083612040135,0.2220156743620899,0.9
0.2764214046822743,0.22107549909255897,0.9
0.27759197324414714,0.22014325301204823,0.9
0.27876254180602006,0.21921883623275348,0.9
0.2799331103678929,0.21830215053763447,0.9
0.28110367892976584,0.21739309934562764,0.9
0.28227424749163876,0.21649158767772517,0.9
0.2834448160535117,0.21559752212389383,0.9
0.2846153846153846,0.21471081081081084,0.9
0.2857859531772575,0.21383136337039205,0.9
0.28695652173913044,0.21295909090909093,0.9
