t_ms,qw,qx,qy,qz,ax,ay,az,gx,gy,gz,mx,my,mz
310885,0.733015,-0.060686,-0.124892,0.665889,0.105347,-0.256348,0.968384,0.000000,0.004261,0.000000,-8.000000,-25.000000,24.000000
310898,0.733025,-0.060296,-0.125758,0.665750,0.104980,-0.257690,0.967896,0.000000,0.005326,0.000000,0.000000,0.000000,0.000000
310910,0.733125,-0.059406,-0.126109,0.665654,0.105591,-0.257080,0.967285,-0.002131,0.006392,0.001065,0.000000,0.000000,0.000000
310922,0.732991,-0.060269,-0.126553,0.665639,0.106201,-0.258179,0.967651,0.000000,0.003196,0.000000,0.000000,0.000000,0.000000
310934,0.733121,-0.059579,-0.125894,0.665684,0.106079,-0.256592,0.968262,-0.001065,0.004261,0.000000,0.000000,0.000000,0.000000
310946,0.732990,-0.060471,-0.126261,0.665677,0.105591,-0.257813,0.967529,0.002131,0.003196,-0.001065,0.000000,0.000000,0.000000
310958,0.733130,-0.059552,-0.125968,0.665662,0.106323,-0.256470,0.967773,0.000000,0.004261,0.000000,0.000000,0.000000,0.000000
310970,0.733264,-0.058754,-0.125429,0.665687,0.106201,-0.256348,0.967773,0.000000,0.002131,0.000000,0.000000,0.000000,0.000000
310982,0.732961,-0.058962,-0.125089,0.666067,0.105957,-0.255859,0.965820,-0.001065,0.004261,0.001065,-7.000000,-28.000000,18.000000
310995,0.732842,-0.059609,-0.125786,0.666008,0.105835,-0.258423,0.966919,0.001065,0.003196,0.000000,0.000000,0.000000,0.000000
311007,0.732803,-0.059549,-0.126730,0.665878,0.105713,-0.256592,0.967285,0.000000,0.004261,0.000000,0.000000,0.000000,0.000000
311019,0.732808,-0.059904,-0.125814,0.666015,0.105225,-0.256958,0.967163,0.000000,0.002131,0.000000,0.000000,0.000000,0.000000
311031,0.732927,-0.059286,-0.125093,0.666074,0.105103,-0.256226,0.966309,-0.002131,0.004261,0.001065,0.000000,0.000000,0.000000
311043,0.732799,-0.060044,-0.125694,0.666034,0.104736,-0.258179,0.966187,-0.001065,0.002131,0.000000,0.000000,0.000000,0.000000
311055,0.732907,-0.059124,-0.125987,0.665942,0.105957,-0.256714,0.968140,-0.002131,0.004261,0.000000,0.000000,0.000000,0.000000
311067,0.732856,-0.059821,-0.125283,0.666069,0.105469,-0.256348,0.968262,-0.001065,0.001065,0.000000,0.000000,0.000000,0.000000
311079,0.732560,-0.060057,-0.124877,0.666450,0.105957,-0.254883,0.968018,-0.002131,0.002131,0.001065,-6.000000,-25.000000,20.000000
311092,0.732564,-0.059690,-0.125772,0.666309,0.106079,-0.256836,0.966797,0.001065,0.001065,-0.001065,0.000000,0.000000,0.000000
311104,0.732682,-0.058735,-0.125948,0.666231,0.107178,-0.255737,0.968506,0.000000,0.004261,0.000000,0.000000,0.000000,0.000000
311116,0.732551,-0.059684,-0.126216,0.666240,0.106567,-0.256592,0.967896,-0.001065,0.003196,-0.001065,0.000000,0.000000,0.000000
311128,0.732683,-0.058722,-0.126149,0.666193,0.106812,-0.256592,0.967896,-0.002131,0.003196,0.000000,0.000000,0.000000,0.000000
311140,0.732550,-0.059691,-0.126319,0.666221,0.106079,-0.258179,0.968262,0.000000,0.002131,0.000000,0.000000,0.000000,0.000000
311152,0.732640,-0.059377,-0.125416,0.666321,0.105835,-0.256714,0.968140,-0.002131,0.004261,0.001065,0.000000,0.000000,0.000000
311164,0.732507,-0.060241,-0.125870,0.666304,0.104736,-0.257690,0.966797,-0.001065,0.003196,0.000000,0.000000,0.000000,0.000000
311176,0.732230,-0.060468,-0.125530,0.666652,0.105347,-0.256836,0.968018,-0.003196,0.004261,0.000000,-5.000000,-27.000000,19.000000
311189,0.732323,-0.059596,-0.125974,0.666545,0.106079,-0.257202,0.968872,-0.001065,0.002131,0.000000,0.000000,0.000000,0.000000
311201,0.732457,-0.058708,-0.125627,0.666541,0.106567,-0.255859,0.969482,-0.002131,0.004261,0.001065,0.000000,0.000000,0.000000
311213,0.732326,-0.059683,-0.125757,0.666574,0.105103,-0.256958,0.967163,0.001065,0.003196,0.000000,0.000000,0.000000,0.000000
311225,0.732426,-0.058769,-0.126098,0.666481,0.106567,-0.255859,0.966797,0.000000,0.003196,0.001065,0.000000,0.000000,0.000000
311237,0.732291,-0.059577,-0.126628,0.666458,0.106689,-0.256836,0.965820,0.000000,0.002131,0.001065,0.000000,0.000000,0.000000
311249,0.732371,-0.059342,-0.125693,0.666568,0.105957,-0.256348,0.965698,0.000000,0.003196,0.001065,0.000000,0.000000,0.000000
311261,0.732236,-0.060228,-0.126069,0.666565,0.104858,-0.257813,0.966064,0.002131,0.002131,0.000000,0.000000,0.000000,0.000000
311273,0.732330,-0.059340,-0.126471,0.666466,0.106689,-0.257324,0.967529,0.000000,0.003196,0.001065,0.000000,0.000000,0.000000
311285,0.732025,-0.059548,-0.126108,0.666850,0.106323,-0.257935,0.967529,0.000000,0.003196,0.001065,-8.000000,-31.000000,21.000000
311298,0.732158,-0.058597,-0.125975,0.666815,0.106689,-0.256104,0.967896,-0.001065,0.005326,0.001065,0.000000,0.000000,0.000000
311310,0.732033,-0.059358,-0.126564,0.666773,0.106934,-0.257690,0.967896,0.000000,0.003196,-0.001065,0.000000,0.000000,0.000000
311322,0.732171,-0.058439,-0.126300,0.666752,0.107666,-0.256958,0.969849,-0.002131,0.004261,0.000000,0.000000,0.000000,0.000000
311334,0.732040,-0.059418,-0.126430,0.666785,0.106689,-0.257446,0.968018,0.000000,0.003196,0.000000,0.000000,0.000000,0.000000
311346,0.732174,-0.058455,-0.126335,0.666741,0.107178,-0.256348,0.967041,0.000000,0.004261,0.000000,0.000000,0.000000,0.000000
311358,0.732052,-0.059441,-0.126298,0.666795,0.106323,-0.257324,0.967773,0.000000,0.001065,-0.001065,0.000000,0.000000,0.000000
311370,0.732164,-0.058941,-0.125497,0.666867,0.106079,-0.255859,0.969360,-0.003196,0.003196,0.000000,0.000000,0.000000,0.000000
311382,0.731876,-0.059228,-0.124957,0.667259,0.105591,-0.256714,0.967285,0.000000,0.003196,0.000000,-8.000000,-28.000000,29.000000
311395,0.731840,-0.059138,-0.125904,0.667129,0.106201,-0.256348,0.967896,0.000000,0.003196,0.000000,0.000000,0.000000,0.000000
311407,0.731710,-0.060102,-0.126091,0.667150,0.105225,-0.257935,0.968140,0.000000,0.002131,-0.001065,0.000000,0.000000,0.000000
311419,0.731816,-0.059192,-0.126416,0.667054,0.106567,-0.257324,0.968140,-0.002131,0.004261,0.000000,0.000000,0.000000,0.000000
311431,0.731700,-0.060161,-0.126224,0.667131,0.105103,-0.257935,0.966553,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
311441,0.731833,-0.059205,-0.126121,0.667089,0.106445,-0.256592,0.967896,-0.002131,0.003196,0.000000,0.000000,0.000000,0.000000
311453,0.731703,-0.060198,-0.126194,0.667130,0.105957,-0.257324,0.968140,-0.002131,0.002131,0.000000,0.000000,0.000000,0.000000
311465,0.731840,-0.059255,-0.125990,0.667103,0.105835,-0.256958,0.967651,-0.001065,0.003196,0.000000,0.000000,0.000000,0.000000
311477,0.731540,-0.059467,-0.125605,0.667485,0.106934,-0.257080,0.968018,0.000000,0.002131,-0.001065,-7.000000,-26.000000,19.000000
311490,0.731662,-0.058510,-0.125720,0.667414,0.106445,-0.255493,0.968628,-0.002131,0.004261,0.000000,0.000000,0.000000,0.000000
311502,0.731531,-0.059509,-0.125761,0.667462,0.104858,-0.257568,0.968628,-0.001065,0.004261,0.001065,0.000000,0.000000,0.000000
311514,0.731400,-0.060290,-0.126319,0.667430,0.105225,-0.258423,0.968506,0.001065,0.005326,0.001065,0.000000,0.000000,0.000000
311526,0.731351,-0.060295,-0.127264,0.667303,0.105835,-0.259521,0.968506,0.001065,0.003196,0.000000,0.000000,0.000000,0.000000
311538,0.731360,-0.060614,-0.126331,0.667442,0.104614,-0.258789,0.966187,-0.002131,0.004261,0.001065,0.000000,0.000000,0.000000
311550,0.731490,-0.059832,-0.125782,0.667473,0.104614,-0.257813,0.966431,-0.001065,0.002131,0.001065,0.000000,0.000000,0.000000
311562,0.731549,-0.059117,-0.126431,0.667350,0.105957,-0.256836,0.966797,0.000000,0.004261,0.001065,0.000000,0.000000,0.000000
311574,0.731247,-0.059375,-0.125956,0.667748,0.106445,-0.257080,0.968018,-0.001065,0.003196,0.001065,-8.000000,-28.000000,25.000000
311587,0.731378,-0.058431,-0.125819,0.667713,0.106201,-0.255615,0.967041,-0.003196,0.004261,0.001065,0.000000,0.000000,0.000000
311599,0.731254,-0.059128,-0.126493,0.667661,0.106689,-0.256226,0.967041,-0.002131,0.002131,0.000000,0.000000,0.000000,0.000000
311611,0.731383,-0.058159,-0.126493,0.667605,0.107788,-0.256104,0.967896,-0.002131,0.002131,0.000000,0.000000,0.000000,0.000000
311623,0.731248,-0.059019,-0.126940,0.667592,0.107422,-0.258423,0.967529,0.000000,0.002131,0.000000,0.000000,0.000000,0.000000
311635,0.731120,-0.060022,-0.126903,0.667651,0.106567,-0.258179,0.966187,-0.001065,0.004261,0.001065,0.000000,0.000000,0.000000
311647,0.731253,-0.059068,-0.126717,0.667625,0.107178,-0.257568,0.967896,0.000000,0.002131,0.001065,0.000000,0.000000,0.000000
311659,0.731356,-0.058620,-0.125874,0.667711,0.106812,-0.256226,0.967773,-0.001065,0.003196,0.001065,0.000000,0.000000,0.000000
311671,0.731232,-0.059331,-0.126525,0.667661,0.106567,-0.257813,0.967407,-0.001065,0.003196,0.000000,0.000000,0.000000,0.000000
311683,0.730914,-0.059574,-0.126055,0.668076,0.106323,-0.257202,0.967529,-0.002131,0.004261,0.001065,-9.000000,-26.000000,22.000000
311696,0.731044,-0.058602,-0.125942,0.668041,0.106079,-0.256836,0.968994,0.001065,0.002131,0.001065,0.000000,0.000000,0.000000
311708,0.730918,-0.059597,-0.125876,0.668103,0.105469,-0.256714,0.967773,0.000000,0.003196,0.001065,0.000000,0.000000,0.000000
311720,0.730808,-0.060137,-0.126654,0.668028,0.105225,-0.257813,0.966553,0.001065,0.003196,0.000000,0.000000,0.000000,0.000000
311732,0.730945,-0.059254,-0.126298,0.668025,0.106445,-0.256348,0.967285,-0.002131,0.005326,0.001065,0.000000,0.000000,0.000000
311744,0.731042,-0.058359,-0.126666,0.667928,0.107178,-0.256958,0.968628,-0.001065,0.004261,0.001065,0.000000,0.000000,0.000000
311756,0.730922,-0.059369,-0.126505,0.668000,0.106323,-0.257324,0.966797,-0.003196,0.006392,0.001065,0.000000,0.000000,0.000000
311768,0.731007,-0.059131,-0.125573,0.668104,0.105347,-0.255859,0.966553,-0.001065,0.004261,0.000000,0.000000,0.000000,0.000000
311780,0.730714,-0.059373,-0.125147,0.668483,0.105713,-0.255005,0.967041,-0.001065,0.003196,0.000000,-7.000000,-28.000000,23.000000
311793,0.730682,-0.059262,-0.126085,0.668352,0.105835,-0.256836,0.967285,0.001065,0.004261,0.000000,0.000000,0.000000,0.000000
311805,0.730567,-0.059842,-0.126845,0.668282,0.105713,-0.256958,0.966553,-0.001065,0.005326,0.001065,0.000000,0.000000,0.000000
311817,0.730693,-0.059197,-0.126135,0.668337,0.105957,-0.257568,0.967041,0.000000,0.003196,0.000000,0.000000,0.000000,0.000000
311829,0.730784,-0.058319,-0.126547,0.668236,0.106812,-0.256470,0.967651,0.000000,0.004261,0.001065,0.000000,0.000000,0.000000
311841,0.730663,-0.059309,-0.126463,0.668297,0.106323,-0.257324,0.967285,0.001065,0.003196,0.000000,0.000000,0.000000,0.000000
311853,0.730768,-0.058895,-0.125603,0.668381,0.105835,-0.256348,0.966431,-0.002131,0.005326,0.000000,0.000000,0.000000,0.000000
311865,0.730759,-0.058630,-0.126525,0.668240,0.106445,-0.256226,0.968384,-0.001065,0.003196,-0.001065,0.000000,0.000000,0.000000
311877,0.730470,-0.058885,-0.126093,0.668616,0.106201,-0.255737,0.968872,-0.002131,0.004261,0.000000,-7.000000,-29.000000,24.000000
311890,0.730361,-0.059860,-0.125868,0.668690,0.104736,-0.257568,0.968262,0.000000,0.003196,-0.001065,0.000000,0.000000,0.000000
311902,0.730471,-0.058928,-0.126111,0.668607,0.105225,-0.256958,0.967407,-0.001065,0.005326,0.001065,0.000000,0.000000,0.000000
311914,0.730333,-0.059840,-0.126460,0.668611,0.105957,-0.257446,0.968506,0.000000,0.003196,0.001065,0.000000,0.000000,0.000000
311926,0.730467,-0.058906,-0.126236,0.668590,0.106934,-0.256348,0.969238,-0.001065,0.004261,0.001065,0.000000,0.000000,0.000000
311938,0.730351,-0.059523,-0.126963,0.668524,0.106567,-0.257690,0.968018,0.000000,0.004261,0.000000,0.000000,0.000000,0.000000
311950,0.730494,-0.058678,-0.126504,0.668530,0.107056,-0.256592,0.967163,0.000000,0.005326,-0.001065,0.000000,0.000000,0.000000
311961,0.730373,-0.059341,-0.127200,0.668471,0.107178,-0.257202,0.968018,-0.001065,0.003196,0.000000,0.000000,0.000000,0.000000
311973,0.730066,-0.059603,-0.126671,0.668884,0.106445,-0.256958,0.966797,-0.003196,0.004261,0.000000,-9.000000,-25.000000,24.000000
311987,0.730081,-0.059178,-0.127535,0.668741,0.107300,-0.258545,0.966919,-0.001065,0.003196,-0.001065,0.000000,0.000000,0.000000
311998,0.730216,-0.058408,-0.126969,0.668769,0.108154,-0.256592,0.967896,-0.001065,0.003196,0.000000,0.000000,0.000000,0.000000
312010,0.730081,-0.059269,-0.127405,0.668757,0.108032,-0.257446,0.968262,0.001065,0.002131,0.000000,0.000000,0.000000,0.000000
312022,0.730200,-0.058673,-0.126660,0.668822,0.107178,-0.256592,0.966919,-0.001065,0.004261,0.001065,0.000000,0.000000,0.000000
312034,0.730338,-0.057833,-0.126187,0.668834,0.107422,-0.255737,0.967285,0.000000,0.003196,0.000000,0.000000,0.000000,0.000000
312046,0.730202,-0.058803,-0.126366,0.668864,0.106567,-0.256592,0.967285,0.000000,0.003196,0.001065,0.000000,0.000000,0.000000
312058,0.730063,-0.059735,-0.126668,0.668876,0.106201,-0.258057,0.968506,0.000000,0.003196,0.001065,0.000000,0.000000,0.000000
312070,0.730196,-0.058955,-0.126147,0.668898,0.106201,-0.256836,0.968506,-0.004261,0.006392,0.001065,0.000000,0.000000,0.000000
312082,0.729902,-0.059152,-0.125820,0.669263,0.107056,-0.256470,0.968994,-0.002131,0.004261,-0.001065,-8.000000,-32.000000,20.000000
312095,0.729928,-0.058671,-0.126655,0.669120,0.107178,-0.256836,0.967529,-0.004261,0.004261,-0.001065,0.000000,0.000000,0.000000
312107,0.729793,-0.059624,-0.126938,0.669130,0.106201,-0.258545,0.966919,-0.003196,0.003196,0.000000,0.000000,0.000000,0.000000
312119,0.729892,-0.059266,-0.126052,0.669220,0.105835,-0.257813,0.967163,-0.002131,0.005326,0.000000,0.000000,0.000000,0.000000
312131,0.729862,-0.059145,-0.127001,0.669084,0.106567,-0.257935,0.968384,0.000000,0.002131,-0.001065,0.000000,0.000000,0.000000
312143,0.729879,-0.059432,-0.126065,0.669218,0.106201,-0.257324,0.965820,-0.002131,0.003196,0.000000,0.000000,0.000000,0.000000
312155,0.729943,-0.058702,-0.126705,0.669092,0.106445,-0.256714,0.966309,-0.001065,0.003196,0.000000,0.000000,0.000000,0.000000
312167,0.730070,-0.057990,-0.126070,0.669135,0.107056,-0.256470,0.966675,-0.001065,0.004261,0.001065,0.000000,0.000000,0.000000
312179,0.729734,-0.058193,-0.125647,0.669563,0.106812,-0.257690,0.967163,0.000000,0.002131,0.001065,-11.000000,-28.000000,21.000000
312192,0.729601,-0.058982,-0.126212,0.669532,0.105713,-0.256470,0.965820,-0.001065,0.003196,0.001065,0.000000,0.000000,0.000000
312204,0.729473,-0.059796,-0.126722,0.669504,0.105591,-0.257690,0.966553,0.001065,0.002131,-0.001065,0.000000,0.000000,0.000000
312216,0.729615,-0.058878,-0.126416,0.669488,0.106445,-0.256592,0.967285,0.000000,0.003196,-0.001065,0.000000,0.000000,0.000000
312228,0.729481,-0.059722,-0.126890,0.669469,0.106201,-0.257568,0.967529,0.000000,0.002131,0.000000,0.000000,0.000000,0.000000
312240,0.729609,-0.058976,-0.126296,0.669509,0.105835,-0.257690,0.966187,-0.001065,0.005326,0.002131,0.000000,0.000000,0.000000
312252,0.729493,-0.059553,-0.127053,0.669441,0.106201,-0.257813,0.967163,0.000000,0.004261,0.001065,0.000000,0.000000,0.000000
312264,0.729629,-0.058852,-0.126397,0.669479,0.106323,-0.255859,0.966675,0.000000,0.006392,-0.001065,0.000000,0.000000,0.000000
312276,0.729332,-0.059087,-0.125952,0.669865,0.105835,-0.256714,0.967407,0.000000,0.004261,-0.002131,-8.000000,-27.000000,22.000000
312289,0.729465,-0.058155,-0.125719,0.669846,0.105591,-0.255859,0.967407,-0.002131,0.002131,0.001065,0.000000,0.000000,0.000000
312301,0.729361,-0.058618,-0.126552,0.669762,0.106689,-0.256348,0.968384,0.000000,0.001065,0.000000,0.000000,0.000000,0.000000
312313,0.729249,-0.059588,-0.126280,0.669850,0.106445,-0.256958,0.967529,0.000000,0.004261,0.001065,0.000000,0.000000,0.000000
312325,0.729197,-0.059622,-0.127224,0.669725,0.105713,-0.258423,0.967163,0.001065,0.003196,0.000000,0.000000,0.000000,0.000000
312337,0.729331,-0.058886,-0.126606,0.669760,0.106445,-0.257568,0.966919,0.000000,0.002131,-0.001065,0.000000,0.000000,0.000000
312349,0.729246,-0.059183,-0.127508,0.669657,0.107056,-0.258179,0.967529,0.000000,0.002131,0.000000,0.000000,0.000000,0.000000
312361,0.729248,-0.059554,-0.126591,0.669796,0.105835,-0.257935,0.965942,-0.002131,0.004261,0.001065,0.000000,0.000000,0.000000
312372,0.728954,-0.059799,-0.126151,0.670176,0.105469,-0.257568,0.967407,-0.001065,0.002131,0.000000,-7.000000,-27.000000,23.000000
312386,0.729068,-0.058851,-0.126376,0.670094,0.106812,-0.256592,0.968140,-0.002131,0.002131,0.000000,0.000000,0.000000,0.000000
312398,0.729074,-0.058475,-0.127262,0.669953,0.107056,-0.257324,0.967896,0.001065,0.002131,-0.001065,0.000000,0.000000,0.000000
312410,0.729086,-0.058805,-0.126333,0.670086,0.106567,-0.256714,0.966553,-0.002131,0.004261,0.000000,0.000000,0.000000,0.000000
312422,0.729178,-0.057944,-0.126797,0.669973,0.106934,-0.256714,0.968384,-0.002131,0.002131,-0.001065,0.000000,0.000000,0.000000
312433,0.729095,-0.058796,-0.126292,0.670085,0.106201,-0.256592,0.967407,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
312443,0.729000,-0.059193,-0.127164,0.669988,0.106567,-0.257813,0.967285,-0.002131,0.003196,0.000000,0.000000,0.000000,0.000000
312455,0.729139,-0.058342,-0.126714,0.669997,0.107056,-0.257080,0.966553,0.000000,0.004261,0.000000,0.000000,0.000000,0.000000
312467,0.729135,-0.058019,-0.127614,0.669859,0.107788,-0.257080,0.968872,0.000000,0.003196,0.000000,0.000000,0.000000,0.000000
312479,0.728830,-0.058246,-0.127205,0.670249,0.106079,-0.257568,0.968018,-0.001065,0.003196,0.000000,-8.000000,-28.000000,21.000000
312492,0.728776,-0.058962,-0.126512,0.670375,0.106567,-0.257324,0.967773,-0.001065,0.002131,0.000000,0.000000,0.000000,0.000000
312504,0.728900,-0.057988,-0.126601,0.670309,0.107178,-0.255859,0.966431,0.000000,0.002131,0.000000,0.000000,0.000000,0.000000
312516,0.728852,-0.057967,-0.127554,0.670182,0.108398,-0.256714,0.967529,0.000000,0.002131,0.000000,0.000000,0.000000,0.000000
312528,0.728840,-0.058439,-0.126680,0.670320,0.107666,-0.256592,0.966309,-0.003196,0.004261,0.001065,0.000000,0.000000,0.000000
312540,0.728978,-0.057527,-0.126375,0.670307,0.107788,-0.255249,0.968018,-0.001065,0.003196,0.000000,0.000000,0.000000,0.000000
312552,0.728846,-0.058501,-0.126535,0.670336,0.106812,-0.256470,0.967407,0.000000,0.003196,0.000000,0.000000,0.000000,0.000000
312564,0.728786,-0.058591,-0.127478,0.670215,0.107300,-0.257324,0.968018,0.000000,0.003196,0.000000,0.000000,0.000000,0.000000
312576,0.728478,-0.058810,-0.127092,0.670604,0.106445,-0.256836,0.965942,-0.002131,0.003196,0.001065,-7.000000,-25.000000,18.000000
312589,0.728614,-0.057992,-0.126583,0.670623,0.107422,-0.256470,0.968262,0.000000,0.002131,0.000000,0.000000,0.000000,0.000000
312601,0.728482,-0.058915,-0.126917,0.670623,0.106689,-0.257690,0.967407,-0.001065,0.003196,-0.001065,0.000000,0.000000,0.000000
312613,0.728347,-0.059833,-0.127269,0.670621,0.106445,-0.258301,0.967407,-0.001065,0.004261,0.000000,0.000000,0.000000,0.000000
312625,0.728486,-0.058905,-0.127013,0.670601,0.106812,-0.257690,0.966919,-0.001065,0.003196,0.000000,0.000000,0.000000,0.000000
312637,0.728619,-0.057925,-0.126995,0.670546,0.107788,-0.257446,0.969116,0.000000,0.001065,-0.001065,0.000000,0.000000,0.000000
312649,0.728509,-0.058891,-0.126741,0.670630,0.105713,-0.257813,0.967041,-0.002131,0.001065,0.000000,0.000000,0.000000,0.000000
312661,0.728436,-0.059710,-0.126163,0.670745,0.104248,-0.257935,0.967407,-0.003196,0.002131,0.000000,0.000000,0.000000,0.000000
312673,0.728118,-0.059917,-0.125758,0.671148,0.104614,-0.257446,0.967041,-0.001065,0.002131,0.000000,-9.000000,-27.000000,20.000000
312686,0.728188,-0.059126,-0.126335,0.671033,0.105957,-0.257568,0.968506,0.002131,0.002131,0.001065,0.000000,0.000000,0.000000
312698,0.728048,-0.060003,-0.126747,0.671030,0.105103,-0.257690,0.966675,0.001065,0.004261,0.002131,0.000000,0.000000,0.000000
312710,0.728175,-0.059032,-0.126810,0.670966,0.106812,-0.257568,0.968018,0.001065,0.004261,0.000000,0.000000,0.000000,0.000000
312722,0.728307,-0.058058,-0.126828,0.670904,0.107300,-0.257080,0.968384,0.000000,0.003196,-0.001065,0.000000,0.000000,0.000000
312734,0.728185,-0.059063,-0.126816,0.670952,0.106934,-0.257568,0.968628,-0.002131,0.004261,-0.001065,0.000000,0.000000,0.000000
312746,0.728083,-0.060005,-0.126439,0.671050,0.105591,-0.257935,0.966553,-0.002131,0.004261,0.001065,0.000000,0.000000,0.000000
312757,0.728181,-0.059100,-0.126803,0.670955,0.106689,-0.258057,0.968506,0.000000,0.003196,0.001065,0.000000,0.000000,0.000000
312769,0.727881,-0.059323,-0.126400,0.671337,0.106201,-0.257935,0.968628,0.000000,0.002131,0.001065,-8.000000,-31.000000,24.000000
312783,0.727984,-0.058395,-0.126714,0.671248,0.106079,-0.257935,0.969604,0.000000,0.002131,0.001065,0.000000,0.000000,0.000000
312795,0.727883,-0.059336,-0.126359,0.671341,0.105225,-0.257813,0.968018,-0.001065,0.003196,0.000000,0.000000,0.000000,0.000000
312807,0.727952,-0.058597,-0.126991,0.671212,0.106201,-0.258057,0.968994,0.001065,0.003196,-0.001065,0.000000,0.000000,0.000000
312819,0.727835,-0.059586,-0.126816,0.671284,0.105103,-0.258911,0.967163,0.000000,0.004261,0.000000,0.000000,0.000000,0.000000
