raw_line
"t_ms,qw,qx,qy,qz,ax,ay,az,gx,gy,gz,mx,my,mz"
"127270,0.182542,0.007099,0.002131,0.983170,0.010563,0.000952,1.009293,-0.007038,-0.006014,0.015220,0.000000,0.000000,0.000000"
"127312,0.183061,0.007032,0.001500,0.983075,0.010424,-0.000663,1.008556,-0.003309,0.000417,0.009386,-53.000000,-24.000000,31.000000"
"127349,0.182724,-0.001559,-0.006262,0.983143,0.010661,0.002100,1.010817,-0.007896,-0.007436,0.015807,0.000000,0.000000,0.000000"
"127394,0.182925,-0.000992,-0.005801,0.983109,0.010359,0.001810,1.009856,0.014634,-0.005493,0.006388,-52.000000,-22.000000,26.000000"
"127425,0.182784,0.007245,0.002296,0.983124,0.009375,0.001010,1.007614,0.007014,0.002919,0.009489,0.000000,0.000000,0.000000"
"127466,0.182534,0.000472,-0.007085,0.983174,0.010120,-0.000469,1.008943,0.007426,0.013023,0.010289,0.000000,0.000000,0.000000"
"127506,0.182815,0.000692,-0.007192,0.983121,0.011308,-0.001572,1.008919,-0.012264,0.003722,0.007326,-53.000000,-23.000000,29.000000"
"127545,0.182761,0.007680,0.001653,0.983126,0.011069,-0.000313,1.009185,-0.014151,0.000543,0.005774,0.000000,0.000000,0.000000"
"127579,0.182472,-0.000557,-0.007315,0.983184,0.010547,-0.000445,1.008427,0.001419,0.001322,0.011794,0.000000,0.000000,0.000000"
"127625,0.182370,-0.000240,-0.007046,0.983205,0.011066,-0.001035,1.008517,-0.002004,0.002324,0.011669,-52.000000,-21.000000,25.000000"
"127662,0.182080,0.007484,0.001415,0.983254,0.010371,-0.000447,1.009173,-0.007561,-0.003778,0.017977,0.000000,0.000000,0.000000"
"127706,0.182646,0.007368,0.000911,0.983151,0.010647,-0.001748,1.008434,-0.001860,0.001783,0.006928,-53.000000,-24.000000,25.000000"
"127744,0.182370,0.000896,-0.008891,0.983189,0.012170,-0.000357,1.010332,-0.012278,-0.002332,0.011216,0.000000,0.000000,0.000000"
"127777,0.182195,0.005868,0.001346,0.983244,0.009842,0.000633,1.008191,-0.004665,-0.003385,0.012313,0.000000,0.000000,0.000000"
"127816,0.182657,0.005770,0.001348,0.983159,0.011521,0.001712,1.010101,0.016453,0.010695,0.008612,-54.000000,-24.000000,25.000000"
"127854,0.182408,0.005316,-0.009934,0.983158,0.012393,-0.004180,1.008311,0.007485,0.011042,0.009270,0.000000,0.000000,0.000000"
"127897,0.183067,0.005339,-0.010329,0.983032,0.013734,-0.000729,1.011269,-0.027224,0.001430,0.008635,-53.000000,-25.000000,27.000000"
"127931,0.182731,0.006196,0.000620,0.983143,0.011788,0.000445,1.009430,-0.019595,-0.021364,0.021911,0.000000,0.000000,0.000000"
"127978,0.182748,-0.003375,-0.004855,0.983142,0.006930,-0.000702,1.009135,0.008498,-0.024898,-0.002346,0.000000,0.000000,0.000000"
"128015,0.183380,-0.002787,-0.004915,0.983026,0.013766,-0.006067,1.004914,0.005385,0.002309,-0.006269,-55.000000,-24.000000,25.000000"
"128055,0.183121,0.008007,-0.000212,0.983058,0.012146,0.001107,1.010542,-0.022415,-0.018919,0.015049,0.000000,0.000000,0.000000"
"128096,0.182901,0.007967,-0.000416,0.983099,0.008207,0.000467,1.006525,-0.005704,-0.010827,0.016463,-53.000000,-21.000000,28.000000"
"128129,0.182889,-0.003528,-0.003208,0.983122,0.008914,-0.001155,1.007394,0.003394,0.011915,-0.000638,0.000000,0.000000,0.000000"
"128170,0.182969,0.008633,-0.000091,0.983081,0.010124,-0.000273,1.008646,-0.005621,0.012968,-0.002659,0.000000,0.000000,0.000000"
"128212,0.183246,0.008497,-0.000437,0.983030,0.011223,0.000659,1.010210,-0.008498,-0.001893,0.006413,-54.000000,-23.000000,22.000000"
"128249,0.183101,-0.002372,-0.004163,0.983082,0.009779,-0.001551,1.008340,-0.015549,-0.006434,0.006331,0.000000,0.000000,0.000000"
"128287,0.183490,-0.001907,-0.004497,0.983009,0.009496,0.001334,1.008675,-0.018169,-0.004434,0.004722,-55.000000,-24.000000,25.000000"
"128326,0.183362,0.008090,0.001079,0.983012,0.009878,0.000796,1.009032,-0.013289,-0.004718,0.008274,0.000000,0.000000,0.000000"
"128367,0.183136,-0.002781,-0.003235,0.983078,0.009432,0.001656,1.008942,-0.031831,-0.007958,0.011559,0.000000,0.000000,0.000000"
"128405,0.183279,-0.002414,-0.003902,0.983050,0.010678,0.003964,1.008193,-0.037386,0.001504,0.017946,-55.000000,-24.000000,27.000000"
"128442,0.183188,0.007794,0.001151,0.983046,0.011269,0.002291,1.009179,-0.000864,0.003138,0.006144,0.000000,0.000000,0.000000"
"128486,0.183163,0.007526,0.001121,0.983053,0.007612,0.001677,1.010794,0.006193,0.004352,0.012594,-54.000000,-22.000000,28.000000"
"128520,0.182561,-0.001463,-0.006987,0.983169,0.008872,-0.002362,1.006138,0.010456,-0.006612,0.027174,0.000000,0.000000,0.000000"
"128564,0.182671,0.006587,0.000783,0.983152,0.009901,0.000669,1.008112,-0.025006,0.001070,-0.003435,0.000000,0.000000,0.000000"
"128605,0.182898,0.006711,0.000547,0.983109,0.010345,0.005712,1.010977,-0.003148,-0.008065,0.014114,-53.000000,-23.000000,25.000000"
"128641,0.182896,-0.004011,0.002863,0.983120,0.005932,0.003558,1.010622,0.017438,-0.023825,0.001212,0.000000,0.000000,0.000000"
"128678,0.183575,0.007521,-0.003898,0.982969,0.010046,-0.002107,1.006359,-0.028856,-0.032843,-0.033729,0.000000,0.000000,0.000000"
"128717,0.183566,0.007345,-0.004341,0.982970,0.009193,0.002962,1.011120,-0.036707,-0.006179,-0.004448,-55.000000,-21.000000,23.000000"
"128761,0.183322,0.001428,0.006483,0.983030,0.006646,0.005642,1.010365,-0.016719,-0.018971,0.014343,0.000000,0.000000,0.000000"
"128805,0.183497,0.001453,0.006291,0.982999,0.005519,0.000367,1.006025,0.016327,0.007346,0.009167,-53.000000,-22.000000,24.000000"
"128840,0.183262,0.006179,-0.005819,0.983028,0.008017,0.001952,1.009441,-0.017213,0.015143,0.008607,0.000000,0.000000,0.000000"
"128876,0.183190,0.003400,0.005089,0.983058,0.008772,0.003494,1.011043,-0.015422,0.003481,0.006895,0.000000,0.000000,0.000000"
"128920,0.183585,0.003600,0.004161,0.982988,0.007970,0.002533,1.008466,-0.015753,-0.007411,0.011985,-52.000000,-23.000000,31.000000"
"128957,0.183219,0.002911,-0.007612,0.983038,0.006309,0.003373,1.007072,-0.011877,-0.007858,0.017266,0.000000,0.000000,0.000000"
"129001,0.183466,0.003131,-0.007364,0.982993,0.008392,0.004340,1.008198,-0.003527,-0.004718,0.014586,-52.000000,-23.000000,22.000000"
"129044,0.183355,0.004476,0.004015,0.983028,0.007870,0.003109,1.007275,-0.005576,0.001550,0.008423,0.000000,0.000000,0.000000"
"129079,0.182902,0.002441,-0.008049,0.983095,0.007456,0.005287,1.009163,0.011658,-0.001661,0.019738,0.000000,0.000000,0.000000"
"129124,0.183139,0.002389,-0.008000,0.983052,0.007449,-0.002089,1.005892,-0.006421,0.007077,0.012921,-52.000000,-23.000000,28.000000"
"129159,0.183211,0.005343,0.003345,0.983053,0.009459,0.005785,1.010805,-0.007114,0.008542,-0.000814,0.000000,0.000000,0.000000"
"129202,0.183139,0.005299,0.003265,0.983067,0.008238,0.002671,1.008314,0.009306,0.001795,0.014735,-52.000000,-21.000000,27.000000"
"129235,0.183021,0.001453,-0.007741,0.983078,0.008285,0.001138,1.008577,-0.003875,0.008764,0.003707,0.000000,0.000000,0.000000"
"129277,0.182842,0.005978,0.003293,0.983119,0.009314,0.004344,1.010864,-0.025867,-0.007975,0.011321,0.000000,0.000000,0.000000"
"129317,0.183103,0.006068,0.002605,0.983072,0.007567,0.005739,1.009325,-0.020821,-0.011952,0.009179,-54.000000,-23.000000,27.000000"
"129353,0.182838,-0.004940,-0.000909,0.983130,0.007477,0.005374,1.008471,0.013839,0.002102,0.014182,0.000000,0.000000,0.000000"
"129396,0.182990,-0.004244,-0.001093,0.983105,0.008938,0.002495,1.009177,-0.003074,-0.003157,0.013051,-52.000000,-22.000000,26.000000"
"129434,0.182886,0.007573,0.003048,0.983100,0.007626,0.005129,1.009622,0.008187,-0.007630,0.004732,0.000000,0.000000,0.000000"
"129475,0.182664,-0.003305,-0.000749,0.983170,0.006586,0.004584,1.007099,0.002980,0.003954,0.012228,0.000000,0.000000,0.000000"
"129519,0.182797,-0.003205,-0.000954,0.983145,0.007808,0.002097,1.008115,-0.006577,0.018476,0.015855,-54.000000,-23.000000,26.000000"
"129557,0.182663,0.008159,0.000325,0.983142,0.009810,0.001899,1.010342,-0.007149,0.005108,0.007162,0.000000,0.000000,0.000000"
"129597,0.183040,0.008081,-0.000316,0.983072,0.008418,0.001939,1.008646,-0.022316,-0.009372,0.005734,-53.000000,-23.000000,23.000000"
"129638,0.182946,-0.004137,0.003842,0.983107,0.007955,0.003725,1.008102,-0.013306,-0.000994,0.006169,0.000000,0.000000,0.000000"
"129677,0.182669,0.006540,-0.001028,0.983152,0.008576,0.001862,1.008341,-0.011249,-0.006216,0.013402,0.000000,0.000000,0.000000"
"129718,0.182928,0.006532,-0.001416,0.983104,0.008185,0.002390,1.008311,-0.014729,-0.007569,0.008053,-54.000000,-23.000000,22.000000"
"129756,0.182769,-0.000951,0.007415,0.983127,0.008180,0.003976,1.007939,-0.006838,-0.001542,0.010721,0.000000,0.000000,0.000000"
"129800,0.183045,-0.000558,0.006806,0.983081,0.008361,0.004378,1.009026,0.001505,-0.000015,0.016153,-53.000000,-23.000000,28.000000"
"129836,0.182774,0.006955,-0.002935,0.983126,0.008685,0.002080,1.008662,0.007710,0.000383,0.011114,0.000000,0.000000,0.000000"
"129879,0.182624,-0.000964,0.005599,0.983167,0.008309,0.001623,1.009119,0.003644,0.004438,0.009913,0.000000,0.000000,0.000000"
"129916,0.182982,-0.000713,0.005051,0.983103,0.009119,0.000507,1.008602,0.001018,0.006269,0.010397,-53.000000,-23.000000,25.000000"
"129956,0.182831,0.008036,-0.003209,0.983106,0.008783,0.002490,1.010919,-0.028964,-0.012270,0.005768,0.000000,0.000000,0.000000"
"129994,0.183387,0.008035,-0.003237,0.983003,0.007028,0.006529,1.009025,-0.000437,-0.009039,0.011024,-52.000000,-24.000000,26.000000"
"130033,0.183125,-0.001279,0.003732,0.983082,0.008428,0.000769,1.007761,0.006304,0.003601,0.015433,0.000000,0.000000,0.000000"
"130069,0.182897,0.008439,-0.003140,0.983091,0.009514,0.001378,1.009980,-0.028433,-0.005835,0.010223,0.000000,0.000000,0.000000"
"130114,0.183146,0.008463,-0.003373,0.983044,0.007435,0.005521,1.009277,-0.011986,-0.013778,0.020758,-53.000000,-24.000000,23.000000"
"130147,0.183067,-0.001047,0.004784,0.983088,0.006799,0.002829,1.006882,0.010806,0.010667,0.005832,0.000000,0.000000,0.000000"
"130190,0.183395,-0.000972,0.004770,0.983027,0.007918,0.003086,1.009849,0.019505,0.018180,0.006976,-54.000000,-23.000000,27.000000"
"130225,0.182930,0.006499,-0.004256,0.983095,0.009109,-0.000927,1.007431,-0.022578,0.001897,0.023086,0.000000,0.000000,0.000000"
"130265,0.182839,0.001180,0.006473,0.983121,0.009236,0.001250,1.008365,-0.021532,0.000849,0.007179,0.000000,0.000000,0.000000"
"130311,0.183395,0.001383,0.005533,0.983023,0.009081,0.002720,1.009622,-0.012322,0.002218,0.003254,-53.000000,-23.000000,28.000000"
"130349,0.183045,0.008077,-0.003938,0.983064,0.009408,0.002966,1.009457,-0.002295,-0.005381,0.015805,0.000000,0.000000,0.000000"
"130388,0.183182,0.008021,-0.004219,0.983037,0.009957,-0.000304,1.008209,-0.011789,-0.007378,0.016678,-53.000000,-23.000000,23.000000"
"130431,0.183000,-0.001440,0.003955,0.983104,0.009070,-0.000444,1.008279,-0.004368,-0.001386,0.010415,0.000000,0.000000,0.000000"
"130475,0.182676,0.010679,-0.000439,0.983115,0.008669,0.005026,1.009322,0.006382,-0.000751,0.012971,0.000000,0.000000,0.000000"
"130516,0.183003,0.010213,-0.000501,0.983059,0.009221,0.000768,1.007905,0.005668,0.008250,0.008738,-53.000000,-23.000000,24.000000"
"130560,0.182990,-0.001536,0.000186,0.983113,0.009445,0.001559,1.009199,-0.010359,0.008832,0.001376,0.000000,0.000000,0.000000"
"130597,0.183444,-0.001136,-0.000272,0.983029,0.009780,0.002412,1.008888,-0.007269,0.002528,0.013986,-53.000000,-24.000000,26.000000"
"130635,0.183215,0.010709,0.000862,0.983014,0.009769,0.002799,1.010090,-0.012098,-0.013293,0.011431,0.000000,0.000000,0.000000"
"130673,0.182984,-0.000664,0.000629,0.983116,0.008589,0.002987,1.007312,0.006453,-0.003047,0.013160,0.000000,0.000000,0.000000"
"130717,0.183541,-0.000465,0.000344,0.983012,0.010139,0.000614,1.008346,-0.000013,0.009423,0.006301,-56.000000,-25.000000,22.000000"
"130754,0.183117,0.011805,-0.000682,0.983020,0.009950,0.001895,1.010879,-0.012720,-0.017270,0.020702,0.000000,0.000000,0.000000"
"130801,0.183301,0.011613,-0.001173,0.982988,0.008130,0.001100,1.006856,-0.013497,-0.015079,0.011326,-54.000000,-23.000000,26.000000"
"130838,0.183317,0.000366,0.002682,0.983050,0.007530,0.004192,1.008478,0.006168,0.012413,0.001233,0.000000,0.000000,0.000000"
"130878,0.182925,0.009734,-0.006171,0.983059,0.010643,-0.001260,1.008436,-0.008254,0.010641,0.016530,0.000000,0.000000,0.000000"
"130924,0.182877,0.009454,-0.006310,0.983070,0.010533,0.000996,1.009539,-0.022941,-0.004340,0.003904,-53.000000,-21.000000,27.000000"
"130962,0.182887,0.002717,0.003348,0.983124,0.008512,0.003520,1.008710,0.007632,0.013505,0.002521,0.000000,0.000000,0.000000"
"131006,0.183026,0.002619,0.003221,0.983099,0.011441,0.002627,1.010675,0.002832,0.015724,-0.000211,-53.000000,-21.000000,25.000000"
"131038,0.182674,0.011525,-0.004080,0.983098,0.011013,0.003486,1.010725,0.000023,-0.005044,0.015684,0.000000,0.000000,0.000000"
"131076,0.182229,0.001460,0.000865,0.983255,0.008820,0.000448,1.007750,-0.000702,-0.011196,0.025318,0.000000,0.000000,0.000000"
"131114,0.183119,0.001677,0.000061,0.983089,0.009796,0.000296,1.009523,-0.015954,0.000689,0.010372,-53.000000,-26.000000,23.000000"
"131158,0.183014,0.012832,0.002434,0.983024,0.009139,0.003341,1.009431,-0.015890,-0.001818,0.004975,0.000000,0.000000,0.000000"
"131196,0.183717,0.012373,0.002205,0.982899,0.009604,0.005121,1.009408,0.009451,0.007035,0.008336,-53.000000,-25.000000,27.000000"
"131231,0.183365,0.001520,-0.004066,0.983035,0.010005,-0.003308,1.006158,0.010448,0.008551,0.014880,0.000000,0.000000,0.000000"
"131277,0.183334,0.010527,0.002491,0.982991,0.010646,-0.000568,1.007938,-0.033009,0.004144,0.003717,0.000000,0.000000,0.000000"
"131316,0.183902,0.010472,0.001835,0.982887,0.010354,0.003486,1.010114,-0.012337,-0.011235,0.011186,-54.000000,-25.000000,23.000000"
"131354,0.183610,-0.000308,-0.001859,0.982997,0.009827,0.002167,1.007590,-0.015749,-0.012796,0.015469,0.000000,0.000000,0.000000"
"131383,0.183439,0.010320,0.002262,0.982974,0.009781,0.002826,1.008483,-0.027734,-0.006062,0.009438,0.000000,0.000000,0.000000"
"131430,0.183350,0.010150,0.001993,0.982993,0.009225,0.006262,1.009528,-0.010195,-0.008304,0.010275,-53.000000,-21.000000,26.000000"
"131464,0.183110,-0.000842,-0.000541,0.983092,0.009899,0.003424,1.009886,0.011707,-0.007295,0.012864,0.000000,0.000000,0.000000"
"131508,0.183688,-0.000514,-0.000909,0.982984,0.008440,0.002150,1.007802,-0.007978,-0.000708,0.004828,-53.000000,-24.000000,23.000000"
"131545,0.183862,0.010960,0.003071,0.982886,0.008983,0.003297,1.009107,0.000584,0.020422,-0.008601,0.000000,0.000000,0.000000"
"131583,0.183855,0.000788,-0.002859,0.982949,0.010834,0.001754,1.008961,-0.010059,0.009584,-0.000692,0.000000,0.000000,0.000000"
"131626,0.184043,0.000933,-0.002845,0.982914,0.009586,0.005622,1.009559,-0.010418,0.004423,-0.001036,-54.000000,-22.000000,26.000000"
"131658,0.183668,0.008045,0.007284,0.982928,0.009082,0.007441,1.009896,0.034858,-0.000092,0.020366,0.000000,0.000000,0.000000"
"131703,0.183712,0.008242,0.007303,0.982918,0.011642,-0.004613,1.007478,0.048928,-0.006110,0.025869,-53.000000,-23.000000,28.000000"
"131740,0.183449,0.003713,-0.003317,0.983017,0.008901,-0.001564,1.006552,-0.017081,-0.010665,0.012193,0.000000,0.000000,0.000000"
"131779,0.183440,0.007008,0.008358,0.982971,0.009002,0.000093,1.008071,-0.029961,-0.004582,0.002831,0.000000,0.000000,0.000000"
"131825,0.183723,0.006898,0.007312,0.982927,0.009211,0.002062,1.007782,-0.016019,-0.002332,0.009514,-52.000000,-22.000000,25.000000"
"131864,0.183543,0.003890,-0.005300,0.982990,0.010275,0.000781,1.009465,-0.032804,0.005448,0.006284,0.000000,0.000000,0.000000"
"131908,0.183745,0.003874,-0.005591,0.982950,0.009081,0.002196,1.007875,-0.023388,0.000198,0.011837,-53.000000,-23.000000,22.000000"
"131941,0.183638,0.005643,0.005749,0.982961,0.009682,0.004379,1.010465,-0.007471,0.013920,0.008508,0.000000,0.000000,0.000000"
"131980,0.183302,0.005584,-0.006096,0.983022,0.010831,0.003032,1.010399,-0.019235,-0.011838,0.014776,0.000000,0.000000,0.000000"
"132023,0.183235,0.005758,-0.006478,0.983031,0.008805,0.003793,1.007398,-0.033750,-0.017052,0.010745,-54.000000,-22.000000,27.000000"
"132063,0.183066,0.004775,0.004782,0.983077,0.008793,0.007050,1.010969,-0.007815,-0.005593,0.012193,0.000000,0.000000,0.000000"
"132100,0.183440,0.005039,0.004090,0.983009,0.008790,0.004176,1.008900,-0.007467,-0.012126,0.018094,-53.000000,-24.000000,26.000000"
"132142,0.183103,-0.000233,-0.006191,0.983074,0.006702,0.004520,1.008001,-0.005793,-0.013819,0.016456,0.000000,0.000000,0.000000"
"132179,0.183155,0.005085,0.004604,0.983060,0.006988,0.004517,1.007581,-0.011804,0.017980,-0.000899,0.000000,0.000000,0.000000"
"132225,0.183314,0.004793,0.004574,0.983032,0.008147,0.006516,1.011025,0.010548,0.017663,0.009221,-53.000000,-22.000000,28.000000"
"132259,0.183064,0.005510,-0.007011,0.983061,0.010071,0.002047,1.009005,-0.010618,0.000206,0.010217,0.000000,0.000000,0.000000"
"132296,0.183569,0.005554,-0.007689,0.982961,0.009027,0.004155,1.010387,-0.047778,-0.011445,0.000973,-54.000000,-24.000000,23.000000"
"132332,0.183366,0.005215,0.003322,0.983025,0.008851,0.009215,1.011012,-0.017043,-0.007324,0.014388,0.000000,0.000000,0.000000"
"132368,0.182912,0.004653,-0.008047,0.983085,0.009529,0.005369,1.009726,0.001994,-0.003885,0.021031,0.000000,0.000000,0.000000"
"132412,0.183020,0.004523,-0.008240,0.983064,0.011737,0.010997,1.010033,-0.040477,0.007485,0.015537,-53.000000,-23.000000,30.000000"
"132454,0.182519,0.003947,0.004430,0.983184,0.007059,0.005951,1.008149,-0.008645,-0.005986,0.026390,0.000000,0.000000,0.000000"
"132496,0.183031,0.003901,0.003492,0.983093,0.009254,0.005883,1.008625,-0.029077,0.003603,0.005897,-52.000000,-23.000000,25.000000"
"132531,0.182740,0.014919,-0.000017,0.983048,0.009271,0.008044,1.009382,-0.005000,-0.001072,0.011743,0.000000,0.000000,0.000000"
"132574,0.182538,0.003539,0.001629,0.983191,0.008369,0.004879,1.006765,-0.007534,0.000103,0.013241,0.000000,0.000000,0.000000"
"132612,0.183415,0.003568,0.001229,0.983028,0.009137,0.006792,1.008000,-0.006600,0.005964,0.000926,-53.000000,-25.000000,23.000000"
"132646,0.183208,0.013242,0.007611,0.982956,0.011058,0.008097,1.010677,-0.002399,-0.003644,0.010476,0.000000,0.000000,0.000000"
"132688,0.183015,0.012858,0.007203,0.983000,0.008993,0.007244,1.009080,-0.002913,-0.005320,0.014531,-54.000000,-21.000000,28.000000"
"132724,0.182707,0.002939,0.001581,0.983162,0.009204,0.007304,1.010225,0.008835,-0.000195,0.017125,0.000000,0.000000,0.000000"
"132766,0.182456,0.015155,0.006384,0.983076,0.009539,0.006669,1.010619,0.031396,-0.004525,0.010506,0.000000,0.000000,0.000000"
"132807,0.182531,0.014750,0.005813,0.983072,0.008983,0.004800,1.009624,-0.006827,-0.008692,0.014500,-53.000000,-22.000000,25.000000"
"132845,0.182356,0.003879,0.001912,0.983223,0.008567,0.006222,1.008732,-0.003256,0.002099,0.010785,0.000000,0.000000,0.000000"
"132882,0.182218,0.014357,0.006604,0.983131,0.008278,0.006043,1.008684,0.015106,0.015981,0.005864,0.000000,0.000000,0.000000"
"132924,0.182769,0.013839,0.006140,0.983039,0.010110,0.002820,1.009307,0.007917,0.005270,0.009358,-53.000000,-24.000000,24.000000"
"132964,0.182725,0.003748,0.000083,0.983157,0.009945,0.004987,1.009557,-0.030330,-0.006972,0.003131,0.000000,0.000000,0.000000"
"133001,0.183227,0.003794,-0.000134,0.983063,0.008793,0.007679,1.008699,-0.007302,0.002718,0.005531,-52.000000,-23.000000,24.000000"
"133037,0.182847,0.010233,0.009586,0.983041,0.009698,0.006054,1.008857,0.007714,0.001077,0.021153,0.000000,0.000000,0.000000"
"133079,0.182590,0.004177,-0.000645,0.983180,0.009932,0.004079,1.007708,0.000420,0.000652,0.011622,0.000000,0.000000,0.000000"
"133122,0.182850,0.004179,-0.000850,0.983131,0.010081,0.003769,1.008876,-0.006947,0.003719,0.007662,-54.000000,-23.000000,26.000000"
"133154,0.182649,0.011170,0.008018,0.983082,0.011026,0.004688,1.009356,-0.015954,-0.005001,0.012195,0.000000,0.000000,0.000000"
"133197,0.182932,0.010552,0.006549,0.983047,0.009698,0.005392,1.006608,-0.045014,0.006466,0.010147,-52.000000,-22.000000,24.000000"
"133236,0.182722,0.001416,-0.000329,0.983164,0.009476,0.007007,1.008135,0.000316,0.000467,0.011247,0.000000,0.000000,0.000000"
"133271,0.182651,0.011508,0.005089,0.983097,0.009964,0.005608,1.008168,-0.006969,0.001292,0.003606,0.000000,0.000000,0.000000"
"133318,0.183353,0.011326,0.004219,0.982973,0.009998,0.006522,1.008630,-0.017552,-0.008007,0.005612,-52.000000,-24.000000,26.000000"
"133351,0.183302,-0.000220,0.000757,0.983056,0.007151,0.005561,1.006263,0.001406,-0.009618,0.003722,0.000000,0.000000,0.000000"
"133396,0.183747,0.000124,0.000880,0.982973,0.008554,0.005601,1.008875,0.018710,0.004289,0.012795,-53.000000,-24.000000,27.000000"
"133435,0.183657,0.013000,0.002967,0.982900,0.010228,0.005332,1.010676,0.010189,-0.001859,0.002942,0.000000,0.000000,0.000000"
"133474,0.183312,0.001730,0.001234,0.983053,0.008789,0.005543,1.008447,-0.007676,-0.019974,0.019768,0.000000,0.000000,0.000000"
"133516,0.183559,0.001848,0.001313,0.983006,0.007064,0.002692,1.006250,0.017127,0.005558,0.012923,-53.000000,-23.000000,27.000000"
"133551,0.183346,0.013190,0.002914,0.982956,0.008350,0.004872,1.008325,0.012382,0.015298,0.009575,0.000000,0.000000,0.000000"
"133595,0.183587,0.012393,0.001998,0.982923,0.010453,0.001809,1.008772,-0.027837,0.012145,0.014390,-53.000000,-23.000000,23.000000"
"133635,0.183520,0.000747,0.002340,0.983013,0.010124,0.006726,1.009964,-0.014186,0.004287,0.006001,0.000000,0.000000,0.000000"
"133666,0.183233,0.012503,0.001539,0.982989,0.009307,0.005803,1.008901,0.008490,0.005448,0.012610,0.000000,0.000000,0.000000"
"133716,0.183419,0.012177,0.001327,0.982959,0.009920,0.004302,1.009181,0.002262,-0.001389,0.019799,-52.000000,-23.000000,24.000000"
"133748,0.182887,0.000242,0.000906,0.983133,0.010448,0.004372,1.008702,-0.004979,-0.012804,0.028093,0.000000,0.000000,0.000000"
"133795,0.183011,0.000645,-0.000120,0.983111,0.009926,0.002990,1.007369,-0.032030,-0.006698,0.025280,-52.000000,-23.000000,27.000000"
"133835,0.182926,0.012865,0.003442,0.983037,0.009804,0.004530,1.009107,-0.015609,0.000439,0.003452,0.000000,0.000000,0.000000"
"133878,0.182734,0.001533,0.000587,0.983161,0.009322,0.004701,1.009234,-0.003134,0.008409,0.011113,0.000000,0.000000,0.000000"
"133915,0.182995,0.001681,0.000441,0.983112,0.010197,0.004291,1.009084,0.000075,0.006494,0.008325,-54.000000,-23.000000,29.000000"
"133957,0.183046,0.012520,0.003444,0.983019,0.009695,0.004731,1.009953,-0.009398,0.010756,-0.003469,0.000000,0.000000,0.000000"
"133994,0.183598,0.012287,0.002723,0.982921,0.011221,0.006686,1.010732,-0.012670,-0.006606,0.013535,-52.000000,-24.000000,27.000000"
"134033,0.183266,0.001266,-0.001934,0.983061,0.010495,0.002215,1.007440,-0.020671,-0.014861,0.016904,0.000000,0.000000,0.000000"
"134075,0.183064,0.009061,0.007939,0.983027,0.008920,0.007397,1.008836,-0.000020,0.001678,0.010466,0.000000,0.000000,0.000000"
"134115,0.183030,0.008775,0.007642,0.983038,0.011113,0.003217,1.008526,0.011278,0.008001,0.014539,-52.000000,-21.000000,25.000000"
"134158,0.182761,0.003897,-0.003209,0.983144,0.010474,0.003820,1.008449,-0.023172,-0.016584,0.012375,0.000000,0.000000,0.000000"
"134194,0.182834,0.004046,-0.003311,0.983130,0.008846,0.005714,1.007789,-0.013710,-0.006171,0.010220,-53.000000,-22.000000,27.000000"
"134234,0.182726,0.006238,0.008177,0.983110,0.009440,0.005459,1.008443,0.006091,0.008316,0.008097,0.000000,0.000000,0.000000"
"134270,0.182485,0.004814,-0.003245,0.983192,0.010318,0.004213,1.009608,0.001643,0.004095,0.009932,0.000000,0.000000,0.000000"
"134310,0.183050,0.005005,-0.003428,0.983085,0.010814,0.004620,1.009362,-0.003450,-0.004105,0.014357,-53.000000,-25.000000,26.000000"
"134352,0.182812,0.006194,0.008197,0.983094,0.010398,0.005450,1.009027,0.009484,0.004073,0.015496,0.000000,0.000000,0.000000"
"134390,0.183426,0.006202,0.007530,0.982985,0.010566,0.003080,1.010233,0.009646,0.003795,0.014182,-52.000000,-24.000000,26.000000"
"134427,0.183122,0.004769,-0.004429,0.983069,0.010333,0.001873,1.007239,-0.014192,-0.007414,0.013070,0.000000,0.000000,0.000000"
"134469,0.183102,0.005882,0.006716,0.983053,0.010001,0.005842,1.009484,-0.020994,-0.002306,0.004064,0.000000,0.000000,0.000000"
"134510,0.183711,0.005835,0.005914,0.982945,0.009373,0.005220,1.008152,-0.010064,0.002160,0.006518,-53.000000,-24.000000,27.000000"
"134547,0.183499,0.005139,-0.005680,0.982990,0.010573,0.004787,1.010534,-0.002493,0.001725,0.007943,0.000000,0.000000,0.000000"
"134584,0.183488,0.004801,0.006959,0.982985,0.010055,0.001813,1.007922,0.012367,0.011280,0.003480,0.000000,0.000000,0.000000"
"134620,0.184060,0.004819,0.006292,0.982883,0.011212,0.003293,1.009214,-0.002433,0.004794,0.008798,-53.000000,-24.000000,22.000000"
"134666,0.183862,0.006748,-0.005225,0.982915,0.010954,0.004384,1.008173,-0.010043,0.003194,0.006944,0.000000,0.000000,0.000000"
"134703,0.184437,0.006930,-0.005365,0.982805,0.011991,0.005312,1.011214,-0.004798,-0.006859,0.016900,-52.000000,-25.000000,29.000000"
"134739,0.184381,0.002796,0.004895,0.982839,0.008803,0.002641,1.009145,-0.013005,-0.013242,0.005884,0.000000,0.000000,0.000000"
"134784,0.184756,0.007895,-0.007774,0.982722,0.012898,-0.003297,1.005607,-0.033110,-0.012501,-0.020670,0.000000,0.000000,0.000000"
