  
       XFOIL         Version 6.99
  
 Calculated polar for: MH60                                            
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.030     Re =     0.200 e 6     Ncrit =   6.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   3.400   0.5108   0.01003   0.00303  -0.0112   0.4892   1.0000
   3.500   0.5219   0.01011   0.00309  -0.0112   0.4815   1.0000
   3.600   0.5323   0.01019   0.00314  -0.0111   0.4739   1.0000
   3.700   0.5434   0.01027   0.00320  -0.0111   0.4659   1.0000
   3.800   0.5539   0.01036   0.00326  -0.0110   0.4580   1.0000
   3.900   0.5644   0.01045   0.00332  -0.0109   0.4504   1.0000
   4.000   0.5748   0.01054   0.00339  -0.0107   0.4426   1.0000
   4.100   0.5863   0.01063   0.00347  -0.0108   0.4347   1.0000
   4.200   0.5970   0.01073   0.00355  -0.0108   0.4270   1.0000
   4.300   0.6074   0.01083   0.00362  -0.0107   0.4194   1.0000
   4.400   0.6175   0.01093   0.00371  -0.0105   0.4117   1.0000
   4.500   0.6284   0.01103   0.00379  -0.0105   0.4041   1.0000
   4.600   0.6392   0.01114   0.00388  -0.0105   0.3963   1.0000
   4.700   0.6496   0.01125   0.00398  -0.0104   0.3887   1.0000
   4.800   0.6595   0.01136   0.00408  -0.0102   0.3813   1.0000
   4.900   0.6700   0.01148   0.00418  -0.0101   0.3737   1.0000
   5.000   0.6807   0.01160   0.00428  -0.0101   0.3658   1.0000
   5.100   0.6914   0.01172   0.00439  -0.0101   0.3583   1.0000
   5.200   0.7015   0.01184   0.00450  -0.0099   0.3511   1.0000
   5.300   0.7120   0.01197   0.00462  -0.0098   0.3434   1.0000
   5.400   0.7224   0.01210   0.00474  -0.0098   0.3359   1.0000
   5.500   0.7327   0.01223   0.00486  -0.0097   0.3284   1.0000
   5.600   0.7429   0.01236   0.00499  -0.0096   0.3209   1.0000
   5.700   0.7533   0.01250   0.00512  -0.0095   0.3134   1.0000
   5.800   0.7637   0.01265   0.00525  -0.0094   0.3059   1.0000
   5.900   0.7743   0.01279   0.00539  -0.0094   0.2981   1.0000
   6.000   0.7844   0.01294   0.00553  -0.0093   0.2909   1.0000
   6.100   0.7944   0.01309   0.00568  -0.0092   0.2835   1.0000
   6.200   0.8046   0.01324   0.00583  -0.0091   0.2758   1.0000
   6.300   0.8148   0.01340   0.00599  -0.0091   0.2681   1.0000
   6.400   0.8247   0.01357   0.00614  -0.0089   0.2605   1.0000
   6.500   0.8348   0.01374   0.00631  -0.0089   0.2528   1.0000
   6.600   0.8449   0.01391   0.00648  -0.0088   0.2455   1.0000
   6.700   0.8548   0.01410   0.00665  -0.0087   0.2381   1.0000
   6.800   0.8647   0.01428   0.00683  -0.0086   0.2306   1.0000
   6.900   0.8746   0.01446   0.00702  -0.0085   0.2236   1.0000
   7.000   0.8845   0.01466   0.00721  -0.0084   0.2163   1.0000
   7.100   0.8943   0.01486   0.00740  -0.0083   0.2092   1.0000
   7.200   0.9038   0.01506   0.00761  -0.0082   0.2022   1.0000
   7.300   0.9137   0.01527   0.00781  -0.0081   0.1952   1.0000
   7.400   0.9232   0.01549   0.00803  -0.0080   0.1885   1.0000
   7.500   0.9328   0.01570   0.00824  -0.0078   0.1816   1.0000
   7.600   0.9422   0.01593   0.00847  -0.0077   0.1753   1.0000
   7.700   0.9516   0.01615   0.00870  -0.0075   0.1689   1.0000
   7.800   0.9610   0.01640   0.00893  -0.0074   0.1626   1.0000
   7.900   0.9704   0.01663   0.00918  -0.0073   0.1563   1.0000
   8.000   0.9800   0.01688   0.00943  -0.0072   0.1501   1.0000
   8.100   0.9889   0.01713   0.00968  -0.0070   0.1443   1.0000
   8.200   0.9984   0.01738   0.00994  -0.0070   0.1381   1.0000
   8.300   1.0068   0.01764   0.01020  -0.0067   0.1324   1.0000
   8.400   1.0160   0.01791   0.01048  -0.0066   0.1266   1.0000
   8.500   1.0247   0.01818   0.01076  -0.0064   0.1210   1.0000
   8.600   1.0338   0.01847   0.01104  -0.0063   0.1152   1.0000
   8.700   1.0427   0.01875   0.01134  -0.0061   0.1096   1.0000
   8.800   1.0508   0.01903   0.01163  -0.0058   0.1042   1.0000
   8.900   1.0589   0.01933   0.01193  -0.0056   0.0990   1.0000
   9.000   1.0682   0.01966   0.01226  -0.0056   0.0936   1.0000
   9.100   1.0766   0.01997   0.01258  -0.0054   0.0880   1.0000
   9.200   1.0848   0.02029   0.01292  -0.0052   0.0829   1.0000
   9.300   1.0922   0.02064   0.01327  -0.0049   0.0782   1.0000
   9.400   1.1003   0.02099   0.01363  -0.0047   0.0734   1.0000
   9.500   1.1076   0.02134   0.01400  -0.0043   0.0687   1.0000
   9.600   1.1158   0.02173   0.01440  -0.0042   0.0640   1.0000
   9.700   1.1231   0.02213   0.01481  -0.0039   0.0598   1.0000
   9.800   1.1298   0.02255   0.01523  -0.0036   0.0555   1.0000
   9.900   1.1355   0.02298   0.01568  -0.0031   0.0520   1.0000
  10.000   1.1431   0.02346   0.01617  -0.0030   0.0480   1.0000
  10.100   1.1492   0.02393   0.01666  -0.0026   0.0448   1.0000
  10.200   1.1555   0.02444   0.01718  -0.0024   0.0414   1.0000
  10.300   1.1601   0.02493   0.01769  -0.0018   0.0388   1.0000
  10.400   1.1649   0.02548   0.01826  -0.0013   0.0363   1.0000
  10.500   1.1695   0.02603   0.01882  -0.0009   0.0341   1.0000
  10.600   1.1736   0.02657   0.01941  -0.0004   0.0322   1.0000
  10.700   1.1778   0.02718   0.02003   0.0000   0.0303   1.0000
  10.800   1.1838   0.02782   0.02071   0.0000   0.0286   1.0000
  10.900   1.1862   0.02844   0.02137   0.0006   0.0274   1.0000
  11.000   1.1886   0.02907   0.02204   0.0011   0.0260   1.0000
  11.100   1.1898   0.02975   0.02274   0.0017   0.0248   1.0000
  11.200   1.1909   0.03038   0.02343   0.0024   0.0239   1.0000
  11.300   1.1917   0.03109   0.02417   0.0029   0.0232   1.0000
  11.400   1.1973   0.03197   0.02509   0.0025   0.0216   1.0000
  11.500   1.1945   0.03269   0.02586   0.0036   0.0212   1.0000
  11.600   1.1959   0.03350   0.02669   0.0038   0.0206   1.0000
  11.700   1.1983   0.03443   0.02769   0.0037   0.0196   1.0000
  11.800   1.1994   0.03536   0.02867   0.0038   0.0191   1.0000
  11.900   1.2002   0.03630   0.02965   0.0038   0.0187   1.0000
  12.000   1.1995   0.03732   0.03069   0.0040   0.0181   1.0000
  12.100   1.1982   0.03838   0.03183   0.0043   0.0174   1.0000
  12.200   1.2020   0.03955   0.03306   0.0035   0.0169   1.0000
  12.300   1.1996   0.04064   0.03419   0.0038   0.0166   1.0000
  12.400   1.2004   0.04181   0.03540   0.0034   0.0163   1.0000
  12.500   1.1973   0.04288   0.03652   0.0039   0.0157   1.0000
  12.600   1.1973   0.04422   0.03793   0.0035   0.0154   1.0000
  12.700   1.1939   0.04528   0.03902   0.0039   0.0147   1.0000
  12.800   1.1916   0.04670   0.04049   0.0037   0.0148   1.0000
  12.900   1.1936   0.04820   0.04204   0.0026   0.0146   1.0000
  13.000   1.1913   0.04970   0.04356   0.0022   0.0142   1.0000
  13.100   1.1901   0.05117   0.04509   0.0017   0.0142   1.0000
  13.200   1.1872   0.05264   0.04666   0.0016   0.0136   1.0000
  13.300   1.1845   0.05413   0.04820   0.0013   0.0132   1.0000
  13.400   1.1844   0.05588   0.04999   0.0000   0.0128   1.0000
  13.500   1.1795   0.05748   0.05163  -0.0001   0.0128   1.0000
  13.600   1.1767   0.05920   0.05340  -0.0007   0.0126   1.0000
  13.700   1.1774   0.06101   0.05528  -0.0019   0.0125   1.0000
  13.800   1.1723   0.06271   0.05706  -0.0022   0.0120   1.0000
  13.900   1.1708   0.06473   0.05914  -0.0034   0.0119   1.0000
  14.000   1.1659   0.06627   0.06072  -0.0034   0.0118   1.0000
  14.100   1.1631   0.06812   0.06263  -0.0041   0.0118   1.0000
  14.200   1.1613   0.07022   0.06478  -0.0055   0.0115   1.0000
  14.300   1.1567   0.07210   0.06670  -0.0061   0.0114   1.0000
  14.400   1.1540   0.07424   0.06887  -0.0074   0.0112   1.0000
  14.500   1.1526   0.07612   0.07078  -0.0083   0.0112   1.0000
  14.600   1.1494   0.07814   0.07285  -0.0092   0.0112   1.0000
  14.700   1.1433   0.08052   0.07534  -0.0101   0.0108   1.0000
  14.800   1.1373   0.08263   0.07753  -0.0107   0.0106   1.0000
  14.900   1.1368   0.08507   0.08003  -0.0125   0.0105   1.0000
  15.000   1.1348   0.08738   0.08240  -0.0139   0.0105   1.0000
  15.100   1.1293   0.08929   0.08434  -0.0143   0.0104   1.0000
  15.200   1.1258   0.09155   0.08665  -0.0153   0.0103   1.0000
  15.300   1.1221   0.09364   0.08878  -0.0162   0.0103   1.0000
  15.400   1.1181   0.09564   0.09083  -0.0169   0.0103   1.0000
  15.500   1.1154   0.09841   0.09361  -0.0189   0.0100   1.0000
  15.600   1.1098   0.10029   0.09555  -0.0191   0.0100   1.0000
  15.700   1.1083   0.10267   0.09795  -0.0206   0.0099   1.0000
  15.800   1.1047   0.10515   0.10048  -0.0220   0.0098   1.0000
  15.900   1.0978   0.10845   0.10389  -0.0239   0.0096   1.0000
  16.000   1.1018   0.10924   0.10465  -0.0241   0.0099   1.0000
