t_imu_ms,pc_timestamp_iso,pc_timestamp_s,qw,qx,qy,qz,ax_raw,ay_raw,az_raw,gx_rad_s,gy_rad_s,gz_rad_s,mx_uT,my_uT,mz_uT
120007.0,2025-12-08T18:41:04.489506,103.181595,0.935639,-0.006612,0.021284,0.352255,-0.044922,0.002197,1.001831,-0.002131,0.003196,0.000000,0.000000,0.000000,0.000000
120027.0,2025-12-08T18:41:04.545389,103.237478,0.935618,-0.007209,0.022110,0.352246,-0.045288,0.002441,1.000977,-0.003196,0.003196,0.001065,0.000000,0.000000,0.000000
120054.0,2025-12-08T18:41:04.550984,103.243073,0.935455,-0.007302,0.023017,0.352620,-0.045898,0.001953,1.002197,-0.002131,0.003196,0.000000,-48.000000,-7.000000,42.000000
120082.0,2025-12-08T18:41:04.553958,103.246047,0.935480,-0.007499,0.022043,0.352612,-0.046265,0.001343,1.001465,-0.003196,0.003196,-0.001065,0.000000,0.000000,0.000000
120107.0,2025-12-08T18:41:04.553958,103.246047,0.935501,-0.007200,0.021100,0.352620,-0.045166,0.001465,1.002441,-0.003196,0.002131,0.000000,0.000000,0.000000,0.000000
120156.0,2025-12-08T18:41:04.612817,103.304906,0.935308,-0.006765,0.022766,0.353036,-0.046143,0.001709,1.000977,-0.003196,0.002131,0.001065,-47.000000,-14.000000,46.000000
120195.0,2025-12-08T18:41:04.614696,103.306785,0.935329,-0.007092,0.021824,0.353035,-0.045654,0.001953,1.001343,-0.002131,0.002131,0.001065,0.000000,0.000000,0.000000
120220.0,2025-12-08T18:41:04.615403,103.307492,0.935333,-0.008045,0.021474,0.353024,-0.046021,0.001343,1.003174,-0.003196,0.003196,0.002131,0.000000,0.000000,0.000000
120241.0,2025-12-08T18:41:04.666536,103.358625,0.935323,-0.007138,0.021883,0.353045,-0.046143,0.002441,1.002930,-0.001065,0.003196,0.000000,0.000000,0.000000,0.000000
120266.0,2025-12-08T18:41:04.668050,103.360139,0.935101,-0.007342,0.022650,0.353580,-0.045532,0.002197,1.002197,-0.001065,0.003196,0.003196,-45.000000,-22.000000,36.000000
120291.0,2025-12-08T18:41:04.726171,103.418259,0.935122,-0.007291,0.021658,0.353588,-0.046143,0.001831,1.001587,-0.003196,0.002131,0.001065,0.000000,0.000000,0.000000
