t_ms,qw,qx,qy,qz,ax_mps2,ay_mps2,az_mps2,gx_deg,gy_deg,gz_deg,roll_deg,pitch_deg,yaw_deg,ax_lin_mps2,ay_lin_mps2,az_lin_mps2
122600,0.773371,-0.073776,0.089030,0.623321,-0.865800,-0.793949,9.783655,-0.061035,0.183105,0.000000,-0.183887,13.278188,77.714813,1.387354,-0.763306,0.235960
122685,0.772874,-0.073875,0.089401,0.623872,-0.866997,-0.789159,9.776470,-0.061035,0.061035,0.000000,-0.155606,13.318792,77.803497,1.392922,-0.763233,0.230363
122761,0.772374,-0.073968,0.089781,0.624425,-0.861010,-0.785566,9.790840,-0.122070,0.061035,0.000000,-0.125883,13.359717,77.892860,1.405728,-0.764596,0.246335
122848,0.772486,-0.073811,0.088831,0.624441,-0.862207,-0.783171,9.792038,-0.183105,0.244141,-0.061035,-0.182265,13.263144,77.879700,1.388439,-0.752797,0.243751
122931,0.771981,-0.073900,0.089213,0.625000,-0.869392,-0.785566,9.781260,-0.061035,0.122070,0.000000,-0.152048,13.303895,77.969872,1.388045,-0.760232,0.234561
123002,0.771471,-0.074003,0.089501,0.625576,-0.858615,-0.783171,9.794433,-0.122070,0.061035,0.000000,-0.129713,13.337297,78.061089,1.404388,-0.761561,0.249043
123075,0.770963,-0.074106,0.089817,0.626144,-0.858615,-0.792751,9.776470,0.000000,0.122070,0.061035,-0.105438,13.373214,78.151733,1.410371,-0.775188,0.232493
123138,0.771071,-0.073927,0.088870,0.626168,-0.856220,-0.780776,9.786050,0.000000,0.122070,0.061035,-0.159560,13.275359,78.139862,1.396463,-0.754187,0.238233
123224,0.770553,-0.074025,0.089165,0.626753,-0.864602,-0.773591,9.788445,-0.122070,0.122070,0.061035,-0.136101,13.308994,78.232605,1.393685,-0.750914,0.241941
123323,0.770023,-0.074120,0.089329,0.627368,-0.870590,-0.779579,9.792038,-0.122070,0.061035,0.061035,-0.121557,13.330727,78.327873,1.391318,-0.759327,0.246388
123415,0.769509,-0.074224,0.089574,0.627951,-0.861010,-0.777184,9.787248,-0.061035,0.122070,0.000000,-0.102167,13.360343,78.419762,1.405832,-0.760165,0.242760
123481,0.768983,-0.074299,0.089872,0.628544,-0.861010,-0.779579,9.786050,0.000000,0.061035,0.061035,-0.076155,13.392481,78.514091,1.411185,-0.766894,0.242829
123553,0.768472,-0.074390,0.090188,0.629113,-0.859812,-0.777184,9.794433,-0.061035,0.061035,0.000000,-0.050483,13.427366,78.605247,1.418193,-0.768777,0.252593
123632,0.768587,-0.074211,0.089233,0.629130,-0.858615,-0.780776,9.796828,-0.061035,0.061035,-0.061035,-0.105751,13.329049,78.592010,1.403014,-0.763158,0.251106
123720,0.768071,-0.074304,0.089512,0.629709,-0.857417,-0.785566,9.783655,-0.061035,0.061035,0.000000,-0.082966,13.360838,78.684036,1.409507,-0.771746,0.239183
123805,0.767551,-0.074397,0.089840,0.630285,-0.877775,-0.803529,9.781260,0.000000,0.183105,0.061035,-0.056371,13.396999,78.776550,1.395173,-0.794140,0.238216
123888,0.767019,-0.074474,0.090101,0.630886,-0.856220,-0.821492,9.772878,0.122070,0.061035,0.122070,-0.032999,13.425899,78.871811,1.421541,-0.815996,0.230977
123979,0.766487,-0.074563,0.090389,0.631480,-0.861010,-0.840652,9.787248,0.000000,0.122070,0.122070,-0.008534,13.458116,78.966667,1.422116,-0.839231,0.246626
124060,0.765961,-0.074651,0.090643,0.632072,-0.855022,-0.810714,9.789642,0.122070,0.183105,0.061035,0.013316,13.487161,79.060593,1.432940,-0.812931,0.250182
124142,0.766068,-0.074489,0.089685,0.632098,-0.841849,-0.804727,9.796828,-0.183105,0.122070,0.061035,-0.044002,13.390049,79.048325,1.429940,-0.797397,0.253503
124228,0.765555,-0.074664,0.089932,0.632663,-0.882565,-0.899330,9.771680,-0.854492,0.183105,-0.183105,-0.030957,13.424835,79.137794,1.395019,-0.894174,0.229738
124298,0.765035,-0.074717,0.090254,0.633240,-0.901725,-0.807122,9.795630,0.732422,0.000000,0.305176,-0.001016,13.457418,79.230812,1.381284,-0.806952,0.254981
124373,0.764534,-0.074786,0.090614,0.633785,-0.844244,-0.671803,9.801618,0.061035,0.244141,-0.183105,0.029868,13.494447,79.319817,1.444930,-0.676776,0.262450
124455,0.764032,-0.074928,0.090847,0.634340,-0.844244,-0.723296,9.786050,-0.732422,0.183105,-0.305176,0.044796,13.525586,79.407867,1.450114,-0.730753,0.248128
124542,0.764148,-0.074778,0.089883,0.634356,-0.861010,-0.786764,9.784853,-0.366211,0.183105,-0.122070,-0.014557,13.428978,79.393700,1.417264,-0.784340,0.243073
124630,0.763644,-0.074886,0.090236,0.634899,-0.869392,-0.815504,9.781260,-0.366211,0.000000,-0.061035,0.012296,13.468214,79.482216,1.415415,-0.817552,0.241041
124711,0.763129,-0.074976,0.090541,0.635465,-0.858615,-0.820294,9.777668,0.000000,-0.061035,0.122070,0.037565,13.501909,79.573387,1.431803,-0.826548,0.238798
124801,0.762600,-0.075059,0.090803,0.636051,-0.856220,-0.819097,9.788445,0.122070,0.122070,0.061035,0.060778,13.531218,79.667191,1.439077,-0.829214,0.250751
124877,0.762073,-0.075139,0.091084,0.636634,-0.852627,-0.797542,9.788445,0.122070,0.183105,0.061035,0.085518,13.562035,79.760834,1.447799,-0.811775,0.251992
124960,0.761555,-0.075226,0.091378,0.637201,-0.855022,-0.755629,9.790840,0.000000,0.244141,-0.122070,0.110575,13.594365,79.852386,1.450784,-0.774031,0.255694
125030,0.761670,-0.075040,0.090423,0.637222,-0.864602,-0.765209,9.800421,-0.122070,0.061035,-0.061035,0.054716,13.496119,79.839005,1.424851,-0.774318,0.261320
125109,0.761152,-0.075140,0.090659,0.637796,-0.858615,-0.802332,9.787248,-0.061035,0.061035,0.000000,0.074100,13.524395,79.930428,1.435546,-0.814667,0.249281
125199,0.760619,-0.075221,0.090950,0.638380,-0.855022,-0.803529,9.801618,-0.061035,0.061035,0.122070,0.099798,13.555991,80.024658,1.444398,-0.820140,0.264927
125311,0.760101,-0.075312,0.091229,0.638946,-0.863405,-0.783171,9.788445,-0.122070,0.000000,0.000000,0.123295,13.587267,80.116028,1.441221,-0.803691,0.253017
125390,0.759567,-0.075400,0.091436,0.639541,-0.858615,-0.798739,9.788445,-0.061035,0.061035,0.061035,0.142210,13.612054,80.210426,1.450136,-0.822404,0.254022
125479,0.759048,-0.075488,0.091728,0.640104,-0.862207,-0.780776,9.781260,-0.061035,0.122070,-0.061035,0.167000,13.644263,80.301796,1.451903,-0.808563,0.248149
125556,0.758551,-0.075587,0.092099,0.640629,-0.859812,-0.780776,9.789642,0.000000,0.122070,0.000000,0.196387,13.684191,80.388603,1.460940,-0.813447,0.258160
125627,0.758662,-0.075416,0.091151,0.640652,-0.865800,-0.781974,9.775272,-0.122070,0.183105,0.000000,0.139219,13.587937,80.375427,1.438937,-0.805143,0.239877
125716,0.758141,-0.075514,0.091433,0.641217,-0.865800,-0.786764,9.784853,-0.061035,0.122070,0.061035,0.162453,13.619888,80.466858,1.444254,-0.813796,0.250754
125817,0.757610,-0.075597,0.091724,0.641794,-0.868195,-0.787961,9.784853,-0.061035,0.122070,0.061035,0.188096,13.651573,80.560387,1.447131,-0.819257,0.252047
125910,0.757090,-0.075703,0.092002,0.642354,-0.869392,-0.786764,9.786050,-0.122070,0.183105,0.000000,0.210421,13.683835,80.651192,1.451301,-0.821769,0.254563
125991,0.756553,-0.075775,0.092273,0.642940,-0.858615,-0.787961,9.788445,-0.122070,0.061035,0.000000,0.235704,13.712887,80.746017,1.466911,-0.827168,0.258150
126074,0.756028,-0.075875,0.092487,0.643514,-0.869392,-0.786764,9.787248,-0.061035,0.122070,0.000000,0.253961,13.738914,80.837914,1.460463,-0.829002,0.258025
126162,0.755502,-0.075965,0.092773,0.644080,-0.866997,-0.786764,9.796828,-0.061035,0.122070,0.061035,0.278646,13.770631,80.930107,1.468132,-0.833101,0.268915
126236,0.755615,-0.075781,0.091829,0.644104,-0.865800,-0.783171,9.794433,0.000000,0.122070,0.000000,0.222448,13.673938,80.916786,1.453247,-0.820179,0.262552
126315,0.755085,-0.075873,0.092063,0.644682,-0.858615,-0.779579,9.808803,-0.061035,0.183105,0.000000,0.243126,13.701208,81.009758,1.464969,-0.820021,0.278040
126422,0.754555,-0.075947,0.092367,0.645250,-0.856220,-0.774789,9.788445,0.000000,0.122070,0.061035,0.270588,13.733251,81.102730,1.472694,-0.819793,0.259004
126512,0.754027,-0.076039,0.092639,0.645817,-0.864602,-0.786764,9.792038,-0.061035,0.183105,0.000000,0.294073,13.763809,81.194923,1.469393,-0.835668,0.263861
126617,0.753489,-0.076115,0.092870,0.646402,-0.862207,-0.783171,9.793235,0.000000,0.061035,0.061035,0.316165,13.789392,81.289398,1.476042,-0.835744,0.266121
126680,0.752960,-0.076206,0.093163,0.646966,-0.865800,-0.797542,9.795630,-0.122070,0.183105,0.000000,0.341447,13.821741,81.381668,1.477828,-0.854310,0.269862
126780,0.752456,-0.076314,0.093472,0.647495,-0.862207,-0.778381,9.781260,-0.122070,0.122070,-0.061035,0.365812,13.856641,81.469032,1.487223,-0.839191,0.256946
126852,0.751940,-0.076396,0.093796,0.648037,-0.855022,-0.786764,9.783655,0.061035,0.061035,0.061035,0.394089,13.890866,81.558907,1.500097,-0.852265,0.260776
126954,0.751416,-0.076492,0.094044,0.648597,-0.857417,-0.785566,9.786050,-0.061035,0.122070,0.000000,0.415478,13.919451,81.649971,1.502453,-0.854614,0.264373
127042,0.751527,-0.076306,0.093094,0.648628,-0.861010,-0.784369,9.792038,-0.061035,0.061035,0.061035,0.358390,13.822437,81.637024,1.482734,-0.843954,0.266315
127140,0.750992,-0.076395,0.093325,0.649204,-0.859812,-0.787961,9.786050,-0.061035,0.183105,0.000000,0.379459,13.849029,81.730461,1.488353,-0.851042,0.261438
127220,0.750452,-0.076486,0.093527,0.649787,-0.859812,-0.785566,9.798025,-0.183105,0.122070,0.000000,0.398201,13.873201,81.824471,1.492371,-0.851756,0.274426
127321,0.749921,-0.076568,0.093793,0.650353,-0.862207,-0.785566,9.789642,-0.061035,0.061035,0.061035,0.422448,13.902308,81.917068,1.494814,-0.855777,0.267267
127394,0.749393,-0.076664,0.094002,0.650920,-0.865800,-0.787961,9.792038,-0.122070,0.061035,0.000000,0.441063,13.927437,82.008774,1.495397,-0.861258,0.270720
127475,0.748862,-0.076754,0.094261,0.651483,-0.863405,-0.781974,9.787248,-0.061035,0.183105,0.000000,0.464161,13.956455,82.100967,1.502614,-0.859099,0.267158
127563,0.748324,-0.076826,0.094496,0.652058,-0.858615,-0.791554,9.796828,0.061035,0.061035,0.061035,0.487268,13.982057,82.194801,1.511658,-0.872510,0.277826
127636,0.748438,-0.076640,0.093553,0.652084,-0.853824,-0.790356,9.786050,0.000000,0.122070,0.000000,0.430180,13.885926,82.181053,1.500473,-0.861857,0.263012
127714,0.747898,-0.076718,0.093810,0.652658,-0.862207,-0.789159,9.788445,-0.122070,0.061035,0.061035,0.454348,13.913828,82.274979,1.496728,-0.864668,0.266585
127827,0.747362,-0.076789,0.094073,0.653225,-0.866997,-0.784369,9.776470,0.000000,0.061035,0.000000,0.479595,13.941688,82.368248,1.496568,-0.864064,0.255791
127938,0.746852,-0.076909,0.094351,0.653755,-0.852627,-0.795147,9.799223,-0.244141,0.183105,-0.061035,0.500995,13.974597,82.455765,1.516406,-0.878385,0.279935
128017,0.746328,-0.076991,0.094628,0.654303,-0.853824,-0.783171,9.798025,0.061035,0.122070,0.000000,0.526146,14.004424,82.546501,1.520164,-0.870578,0.280009
128098,0.745788,-0.077076,0.094819,0.654880,-0.863405,-0.783171,9.781260,-0.122070,0.122070,-0.061035,0.544893,14.027108,82.640083,1.514353,-0.873683,0.264213
128199,0.745244,-0.077159,0.095021,0.655461,-0.863405,-0.791554,9.784853,-0.183105,0.061035,0.000000,0.564669,14.050446,82.734436,1.518229,-0.885341,0.268807
128283,0.744718,-0.077241,0.095309,0.656007,-0.868195,-0.786764,9.787248,0.000000,0.061035,0.061035,0.590817,14.081217,82.825302,1.518549,-0.884880,0.272527
128361,0.744182,-0.077313,0.095574,0.656567,-0.861010,-0.778381,9.788445,-0.061035,0.061035,0.000000,0.616278,14.109220,82.918045,1.530385,-0.880713,0.274936
128447,0.743646,-0.077387,0.095789,0.657135,-0.862207,-0.785566,9.787248,0.061035,0.061035,0.000000,0.637876,14.132952,83.010925,1.533128,-0.891474,0.274769
128527,0.743758,-0.077197,0.094840,0.657168,-0.861010,-0.781974,9.786050,-0.061035,0.061035,0.061035,0.579987,14.036465,82.997581,1.518302,-0.878311,0.269449
128620,0.743234,-0.077281,0.095146,0.657706,-0.856220,-0.791554,9.802815,-0.061035,0.122070,0.000000,0.607290,14.068871,83.087738,1.528474,-0.892411,0.287609
128697,0.742716,-0.077372,0.095405,0.658244,-0.846639,-0.786764,9.783655,0.000000,0.122070,-0.061035,0.630227,14.097732,83.176880,1.542847,-0.891417,0.269689
128793,0.742170,-0.077443,0.095660,0.658814,-0.859812,-0.775986,9.783655,-0.061035,0.183105,0.000000,0.655345,14.124701,83.271255,1.534153,-0.884798,0.270864
128883,0.741635,-0.077528,0.095897,0.659371,-0.861010,-0.783171,9.787248,-0.061035,0.122070,0.000000,0.677716,14.151124,83.363319,1.537342,-0.895684,0.275606
128990,0.741108,-0.077624,0.096124,0.659920,-0.856220,-0.795147,9.776470,-0.122070,0.122070,-0.061035,0.698126,14.177594,83.453758,1.546527,-0.911034,0.265976
129091,0.740586,-0.077730,0.096312,0.660465,-0.868195,-0.785566,9.782457,-0.122070,0.122070,-0.061035,0.714534,14.201402,83.543045,1.538504,-0.904165,0.272996
129197,0.740050,-0.077827,0.096485,0.661029,-0.865800,-0.783171,9.792038,-0.122070,0.122070,0.061035,0.730955,14.223178,83.635040,1.544513,-0.904483,0.283527
129252,0.739498,-0.077902,0.096698,0.661607,-0.852627,-0.779579,9.787248,-0.061035,0.183105,0.061035,0.752869,14.246636,83.730141,1.561579,-0.904515,0.279773
129318,0.739614,-0.077712,0.095750,0.661637,-0.857417,-0.786764,9.790840,-0.061035,0.061035,0.000000,0.694300,14.150494,83.715935,1.540830,-0.902030,0.279205
129368,0.739084,-0.077798,0.095978,0.662186,-0.869392,-0.781974,9.792038,-0.061035,0.061035,0.000000,0.715786,14.176232,83.806870,1.533128,-0.900793,0.281523
129467,0.738545,-0.077879,0.096194,0.662747,-0.856220,-0.779579,9.789642,-0.061035,0.122070,0.000000,0.737049,14.200399,83.899460,1.550312,-0.901915,0.280186
129552,0.738013,-0.077950,0.096468,0.663291,-0.855022,-0.787961,9.786050,-0.061035,0.061035,-0.061035,0.763488,14.228842,83.990730,1.556231,-0.914669,0.277847
129652,0.737468,-0.078027,0.096636,0.663863,-0.864602,-0.789159,9.795630,-0.122070,0.000000,0.000000,0.781565,14.248656,84.084259,1.549939,-0.918855,0.288303
129734,0.737581,-0.077839,0.095688,0.663897,-0.852627,-0.796344,9.781260,-0.061035,0.061035,0.061035,0.722539,14.152841,84.070534,1.546010,-0.916297,0.269781
129821,0.737048,-0.077923,0.095967,0.664439,-0.866997,-0.789159,9.804013,-0.061035,0.122070,0.061035,0.748340,14.182645,84.161560,1.536587,-0.913378,0.293838
129915,0.736526,-0.078014,0.096240,0.664968,-0.872985,-0.792751,9.789642,-0.061035,0.122070,-0.061035,0.772747,14.212518,84.250549,1.535559,-0.921005,0.280774
129994,0.735989,-0.078081,0.096529,0.665512,-0.869392,-0.797542,9.786050,0.122070,0.122070,0.061035,0.800977,14.241918,84.342491,1.544030,-0.930463,0.278482
130078,0.735441,-0.078148,0.096752,0.666077,-0.862207,-0.785566,9.777668,0.000000,0.061035,0.061035,0.824256,14.265510,84.436401,1.555130,-0.922336,0.271150
130154,0.734911,-0.078241,0.096952,0.666622,-0.847837,-0.786764,9.789642,0.000000,0.183105,0.000000,0.843138,14.289176,84.526627,1.573428,-0.926652,0.284169
130242,0.734374,-0.078329,0.097177,0.667171,-0.852627,-0.769999,9.789642,-0.122070,0.183105,0.000000,0.864639,14.314539,84.618187,1.572846,-0.913438,0.285295
130347,0.733835,-0.078400,0.097404,0.667721,-0.850232,-0.758024,9.798025,-0.122070,0.122070,-0.122070,0.887790,14.338856,84.710197,1.579275,-0.905287,0.294767
130459,0.733306,-0.078477,0.097689,0.668252,-0.870590,-0.779579,9.784853,-0.061035,0.122070,-0.061035,0.914831,14.368473,84.800339,1.563829,-0.931307,0.282922
130556,0.732781,-0.078564,0.097943,0.668780,-0.871787,-0.787961,9.780063,0.000000,0.122070,-0.061035,0.938432,14.396164,84.889465,1.567225,-0.943585,0.279371
130634,0.732901,-0.078374,0.097002,0.668808,-0.871787,-0.780776,9.782457,0.000000,0.122070,-0.061035,0.879355,14.301241,84.874237,1.551479,-0.926665,0.277586
130710,0.732357,-0.078449,0.097222,0.669363,-0.855022,-0.773591,9.786050,-0.061035,0.183105,-0.061035,0.901778,14.325130,84.966911,1.572208,-0.923184,0.282247
130801,0.731837,-0.078554,0.097439,0.669888,-0.859812,-0.778381,9.805210,-0.122070,0.183105,-0.061035,0.920799,14.351130,85.054840,1.571730,-0.931111,0.302558
130912,0.731297,-0.078634,0.097616,0.670442,-0.871787,-0.790356,9.787248,0.000000,0.122070,-0.061035,0.939387,14.371709,85.146675,1.563169,-0.946155,0.285520
130985,0.730762,-0.078713,0.097877,0.670977,-0.861010,-0.783171,9.778865,-0.122070,0.122070,-0.061035,0.964647,14.399347,85.237411,1.578530,-0.943139,0.278382
131078,0.730205,-0.078780,0.098027,0.671554,-0.857417,-0.780776,9.798025,-0.122070,0.061035,0.000000,0.982615,14.416559,85.332489,1.584977,-0.943711,0.298325
131183,0.729670,-0.078858,0.098267,0.672091,-0.858615,-0.783171,9.786050,0.000000,0.122070,0.000000,1.006324,14.442326,85.423141,1.588052,-0.950018,0.287519
131264,0.729150,-0.078954,0.098492,0.672611,-0.861010,-0.785566,9.793235,-0.061035,0.061035,0.000000,1.027061,14.468136,85.510956,1.589936,-0.955831,0.295869
131361,0.728611,-0.079018,0.098773,0.673146,-0.863405,-0.775986,9.788445,0.061035,0.122070,0.061035,1.055232,14.496140,85.602409,1.592184,-0.950898,0.292363
131450,0.728075,-0.079089,0.099022,0.673681,-0.862207,-0.783171,9.804013,0.000000,0.122070,-0.061035,1.080464,14.522051,85.693314,1.597676,-0.962244,0.309118
131571,0.727533,-0.079166,0.099206,0.674230,-0.853824,-0.796344,9.786050,0.000000,0.061035,0.061035,1.100030,14.542848,85.785088,1.609505,-0.978642,0.292109
131660,0.726981,-0.079240,0.099378,0.674792,-0.862207,-0.791554,9.783655,0.000000,0.122070,0.061035,1.119322,14.562242,85.878693,1.604337,-0.977032,0.290614
131743,0.726443,-0.079311,0.099668,0.675319,-0.863405,-0.781974,9.805210,-0.061035,0.183105,0.000000,1.147830,14.591516,85.969543,1.607990,-0.972150,0.313522
131814,0.726560,-0.079122,0.098730,0.675354,-0.863405,-0.778381,9.783655,-0.061035,0.183105,0.000000,1.087892,14.497529,85.954681,1.592414,-0.958705,0.287732
131897,0.726041,-0.079215,0.098984,0.675863,-0.858615,-0.775986,9.795630,-0.122070,0.061035,0.000000,1.111116,14.525468,86.041779,1.601835,-0.960136,0.300981
131996,0.725493,-0.079282,0.099199,0.676412,-0.855022,-0.790356,9.793235,-0.061035,0.061035,0.000000,1.134368,14.548013,86.134537,1.609164,-0.978340,0.299630
132104,0.724969,-0.079380,0.099420,0.676930,-0.870590,-0.789159,9.786050,-0.122070,0.122070,-0.061035,1.154732,14.573519,86.222458,1.597823,-0.980494,0.293609
132179,0.724425,-0.079465,0.099560,0.677481,-0.864602,-0.777184,9.792038,-0.061035,0.122070,0.061035,1.170410,14.591152,86.314072,1.606732,-0.971101,0.300409
132265,0.723878,-0.079540,0.099764,0.678027,-0.855022,-0.786764,9.786050,-0.061035,0.061035,0.122070,1.192101,14.613308,86.406364,1.619983,-0.984255,0.295452
132348,0.723334,-0.079616,0.099940,0.678573,-0.862207,-0.784369,9.778865,-0.061035,0.122070,-0.061035,1.211332,14.633245,86.498100,1.616101,-0.985027,0.289193
132421,0.723447,-0.079434,0.099001,0.678611,-0.871787,-0.793949,9.794433,-0.061035,0.183105,0.061035,1.150397,14.539912,86.483528,1.591056,-0.984595,0.300532
132518,0.722904,-0.079515,0.099196,0.679152,-0.866997,-0.792751,9.789642,-0.061035,0.122070,0.000000,1.170728,14.561745,86.574913,1.599464,-0.986747,0.296749
132625,0.722366,-0.079595,0.099390,0.679687,-0.863405,-0.784369,9.790840,0.000000,0.122070,0.000000,1.190988,14.583520,86.665283,1.606665,-0.981702,0.298954
132716,0.721824,-0.079677,0.099602,0.680221,-0.863405,-0.789159,9.789642,-0.122070,0.122070,0.000000,1.212491,14.606962,86.756065,1.610550,-0.990033,0.298842
132810,0.721286,-0.079753,0.099831,0.680749,-0.870590,-0.795147,9.788445,0.000000,0.061035,0.061035,1.235935,14.631265,86.846443,1.607391,-0.999881,0.298778
132897,0.720747,-0.079823,0.100079,0.681275,-0.865800,-0.792751,9.799223,0.000000,0.061035,0.061035,1.261392,14.656655,86.936920,1.616387,-1.001678,0.310744
133017,0.720200,-0.079900,0.100279,0.681816,-0.853824,-0.797542,9.782457,-0.183105,0.061035,0.000000,1.282756,14.678556,87.028732,1.631989,-1.009985,0.295007
133108,0.719667,-0.079988,0.100466,0.682340,-0.858615,-0.791554,9.774076,-0.122070,0.000000,0.061035,1.301844,14.700253,87.117790,1.630793,-1.007137,0.287639
133193,0.719120,-0.080064,0.100614,0.682885,-0.865800,-0.784369,9.790840,-0.122070,0.061035,-0.061035,1.319054,14.717644,87.209396,1.626488,-1.002784,0.305223
133286,0.718589,-0.080153,0.100811,0.683405,-0.857417,-0.790356,9.784853,-0.122070,0.122070,-0.061035,1.338803,14.740290,87.298065,1.638620,-1.012018,0.300298
133403,0.718040,-0.080224,0.100970,0.683950,-0.861010,-0.768801,9.782457,0.000000,0.183105,-0.061035,1.357476,14.758137,87.390076,1.637983,-0.993535,0.298752
133454,0.717492,-0.080296,0.101124,0.684494,-0.863405,-0.780776,9.780063,-0.122070,0.000000,0.000000,1.375726,14.775711,87.481750,1.638497,-1.008513,0.297196
133546,0.716961,-0.080395,0.101275,0.685016,-0.864602,-0.797542,9.783655,-0.183105,0.061035,0.000000,1.390984,14.795111,87.569992,1.640512,-1.027783,0.301699
133610,0.717080,-0.080193,0.100339,0.685053,-0.862207,-0.775986,9.787248,0.000000,0.122070,0.000000,1.330877,14.701064,87.554718,1.627335,-0.996375,0.300956
133688,0.716558,-0.080295,0.100488,0.685565,-0.856220,-0.780776,9.789642,-0.122070,0.183105,-0.122070,1.345498,14.720624,87.641296,1.636562,-1.003566,0.304259
133788,0.716025,-0.080379,0.100677,0.686084,-0.859812,-0.779579,9.782457,-0.061035,0.122070,-0.061035,1.365172,14.742068,87.729904,1.636520,-1.005603,0.298085
133900,0.715481,-0.080456,0.100856,0.686616,-0.861010,-0.785566,9.782457,-0.061035,0.122070,0.000000,1.384840,14.762088,87.820618,1.638637,-1.014826,0.299034
134000,0.714937,-0.080529,0.101019,0.687150,-0.868195,-0.779579,9.782457,0.000000,0.061035,0.061035,1.403578,14.780480,87.911301,1.634497,-1.011920,0.299913
134089,0.714397,-0.080609,0.101188,0.687677,-0.861010,-0.786764,9.789642,-0.122070,0.122070,-0.122070,1.422155,14.799838,88.001114,1.644887,-1.022158,0.308021
134171,0.713850,-0.080677,0.101384,0.688209,-0.863405,-0.784369,9.786050,0.000000,0.122070,0.000000,1.444158,14.820435,88.092377,1.645901,-1.023382,0.305420
134256,0.713316,-0.080757,0.101580,0.688723,-0.862207,-0.785566,9.781260,0.000000,0.122070,0.000000,1.464772,14.842095,88.181000,1.650683,-1.027966,0.301663
134327,0.713430,-0.080564,0.100645,0.688765,-0.859812,-0.785566,9.799223,-0.061035,0.183105,0.061035,1.403593,14.749022,88.166168,1.637671,-1.017944,0.315305
134403,0.712891,-0.080639,0.100848,0.689285,-0.862207,-0.778381,9.796828,-0.122070,0.061035,0.000000,1.425333,14.770899,88.255707,1.638898,-1.014333,0.313952
134491,0.712343,-0.080710,0.100986,0.689823,-0.864602,-0.767604,9.784853,-0.122070,0.061035,-0.061035,1.442460,14.786873,88.346977,1.639148,-1.006373,0.302745
134559,0.711799,-0.080779,0.101162,0.690350,-0.861010,-0.784369,9.783655,-0.061035,0.061035,-0.061035,1.462599,14.805943,88.437172,1.645897,-1.026449,0.302468
134638,0.711261,-0.080848,0.101366,0.690867,-0.859812,-0.789159,9.790840,0.000000,0.061035,0.000000,1.484985,14.827258,88.526657,1.650623,-1.034920,0.310679
134723,0.711379,-0.080649,0.100430,0.690905,-0.863405,-0.787961,9.794433,0.000000,0.122070,0.000000,1.423815,14.733842,88.511078,1.631565,-1.023702,0.309936
134826,0.710834,-0.080713,0.100611,0.691432,-0.866997,-0.778381,9.777668,-0.061035,0.061035,-0.122070,1.444883,14.752881,88.601646,1.631125,-1.017589,0.294088
134901,0.710287,-0.080785,0.100806,0.691957,-0.858615,-0.772394,9.793235,-0.061035,0.122070,0.061035,1.466528,14.773694,88.692230,1.642954,-1.015161,0.310654
134979,0.709737,-0.080853,0.100963,0.692490,-0.852627,-0.775986,9.795630,-0.122070,0.061035,0.000000,1.485423,14.791020,88.783478,1.651810,-1.021861,0.313888
135065,0.709202,-0.080930,0.101155,0.693001,-0.861010,-0.784369,9.789642,-0.061035,0.061035,0.000000,1.506078,14.811982,88.871819,1.646897,-1.033637,0.308905
135156,0.708666,-0.081014,0.101244,0.693527,-0.852627,-0.779579,9.780063,-0.122070,0.061035,0.000000,1.517860,14.824957,88.960342,1.657427,-1.030782,0.299946
135224,0.708788,-0.080816,0.100300,0.693562,-0.863405,-0.789159,9.778865,-0.061035,0.061035,-0.061035,1.455525,14.731181,88.944023,1.631125,-1.030152,0.294386
135306,0.708250,-0.080895,0.100466,0.694079,-0.856220,-0.779579,9.799223,-0.061035,0.122070,0.000000,1.473979,14.750188,89.032875,1.641457,-1.023605,0.315648
135404,0.707698,-0.080962,0.100590,0.694616,-0.857417,-0.779579,9.777668,0.000000,0.122070,0.000000,1.490322,14.764682,89.124146,1.642659,-1.026294,0.294795
135501,0.707149,-0.081029,0.100756,0.695143,-0.856220,-0.784369,9.800421,0.000000,0.122070,0.000000,1.510106,14.782599,89.214836,1.646823,-1.034338,0.318416
135564,0.706605,-0.081104,0.100930,0.695662,-0.869392,-0.787961,9.796828,-0.061035,0.183105,-0.122070,1.529676,14.801825,89.304474,1.636833,-1.041146,0.315750
135650,0.706061,-0.081169,0.101137,0.696176,-0.869392,-0.779579,9.771680,0.000000,0.061035,0.061035,1.552902,14.823037,89.394196,1.640344,-1.036582,0.291631
135728,0.706182,-0.080974,0.100199,0.696212,-0.856220,-0.778381,9.786050,-0.122070,0.183105,-0.061035,1.490389,14.730237,89.377991,1.638153,-1.025146,0.301681
135820,0.705629,-0.081051,0.100347,0.696742,-0.857417,-0.785566,9.794433,-0.122070,0.183105,0.000000,1.507919,14.747473,89.469040,1.639810,-1.035214,0.310886
135902,0.705080,-0.081123,0.100512,0.697265,-0.859812,-0.784369,9.796828,-0.122070,0.122070,-0.061035,1.527123,14.765671,89.559258,1.640428,-1.037174,0.314158
135990,0.704531,-0.081187,0.100700,0.697786,-0.858615,-0.779579,9.784853,-0.061035,0.061035,0.061035,1.549006,14.785128,89.649826,1.644846,-1.035982,0.303129
136092,0.703981,-0.081252,0.100875,0.698308,-0.861010,-0.780776,9.795630,-0.061035,0.122070,-0.061035,1.569688,14.803499,89.740318,1.645493,-1.040580,0.314805
