t_ms,qw,qx,qy,qz,ax_mps2,ay_mps2,az_mps2,gx_deg,gy_deg,gz_deg,roll_deg,pitch_deg,yaw_deg,ax_lin_mps2,ay_lin_mps2,az_lin_mps2
109875,0.831538,-0.065184,0.067829,0.547444,-0.859812,-0.786764,9.788445,-0.183105,0.183105,0.061035,-1.990588,10.612931,66.532997,0.946927,-0.451839,0.152076
109962,0.831632,-0.065058,0.066857,0.547436,-0.864602,-0.785566,9.786050,-0.122070,0.122070,-0.061035,-2.040551,10.511420,66.523430,0.925051,-0.442125,0.146791
110055,0.831191,-0.065174,0.067330,0.548034,-0.865800,-0.783171,9.788445,-0.061035,0.122070,0.000000,-2.013915,10.565746,66.610329,0.932998,-0.444271,0.150728
110145,0.830741,-0.065281,0.067783,0.548646,-0.862207,-0.785566,9.786050,-0.122070,0.061035,0.000000,-1.987346,10.617515,66.699226,0.945303,-0.451192,0.149806
110235,0.830293,-0.065388,0.068252,0.549253,-0.862207,-0.781974,9.796828,-0.122070,0.122070,0.000000,-1.959800,10.670917,66.787552,0.954289,-0.452290,0.162111
110326,0.829859,-0.065486,0.068779,0.549831,-0.856220,-0.783171,9.786050,-0.122070,0.061035,0.000000,-1.927955,10.729127,66.872658,0.970070,-0.458905,0.153002
110404,0.829413,-0.065585,0.069263,0.550432,-0.861010,-0.789159,9.796828,0.000000,0.122070,0.000000,-1.898574,10.783295,66.960487,0.974391,-0.469890,0.165345
110490,0.828951,-0.065676,0.069707,0.551061,-0.864602,-0.789159,9.789642,0.000000,0.122070,0.061035,-1.870457,10.833175,67.052139,0.979188,-0.474669,0.159603
110599,0.828505,-0.065785,0.070183,0.551658,-0.849034,-0.786764,9.792038,-0.061035,0.122070,0.000000,-1.842415,10.887146,67.139496,1.003831,-0.477043,0.163587
110693,0.828042,-0.065876,0.070607,0.552288,-0.855022,-0.780776,9.787248,0.000000,0.183105,-0.061035,-1.815488,10.935035,67.231224,1.005894,-0.475629,0.160203
110745,0.828138,-0.065745,0.069637,0.552282,-0.866997,-0.779579,9.781260,-0.122070,0.122070,-0.061035,-1.865471,10.833632,67.221382,0.976870,-0.465927,0.151208
110815,0.827683,-0.065866,0.070042,0.552898,-0.864602,-0.783171,9.788445,-0.061035,0.122070,0.000000,-1.842908,10.881592,67.310814,0.987329,-0.473362,0.159817
110886,0.827234,-0.065976,0.070484,0.553501,-0.853824,-0.784369,9.789642,0.000000,0.061035,0.000000,-1.816821,10.932352,67.398911,1.006641,-0.478995,0.162519
110971,0.826797,-0.066089,0.070971,0.554078,-0.864602,-0.786764,9.775272,0.061035,0.061035,0.000000,-1.788442,10.987499,67.484039,1.005133,-0.486215,0.149792
111077,0.826357,-0.066186,0.071494,0.554655,-0.857417,-0.780776,9.775272,-0.061035,0.122070,0.000000,-1.756108,11.045038,67.569641,1.021988,-0.485717,0.151507
111149,0.826452,-0.066042,0.070532,0.554654,-0.861010,-0.781974,9.795630,0.000000,0.122070,0.000000,-1.804704,10.943667,67.560349,1.001358,-0.478648,0.168808
111236,0.825996,-0.066152,0.070969,0.555264,-0.864602,-0.791554,9.784853,-0.122070,0.122070,-0.061035,-1.778675,10.993857,67.649567,1.006202,-0.492652,0.159528
111290,0.825549,-0.066260,0.071439,0.555854,-0.859812,-0.781974,9.801618,-0.061035,0.061035,0.000000,-1.750538,11.047049,67.736610,1.019931,-0.487852,0.177889
111337,0.825646,-0.066127,0.070475,0.555849,-0.852627,-0.784369,9.784853,-0.122070,0.183105,-0.061035,-1.800531,10.946293,67.726662,1.010182,-0.481747,0.158094
111402,0.825197,-0.066232,0.070964,0.556442,-0.869392,-0.781974,9.800421,-0.061035,0.183105,0.000000,-1.770827,11.001001,67.814224,1.002612,-0.484397,0.175288
111449,0.825291,-0.066089,0.069999,0.556442,-0.858615,-0.779579,9.787248,-0.061035,0.122070,0.000000,-1.819905,10.899558,67.804970,0.996338,-0.473653,0.159078
111519,0.824832,-0.066185,0.070444,0.557055,-0.865800,-0.772394,9.788445,-0.122070,0.122070,-0.061035,-1.791874,10.949645,67.894936,0.997573,-0.471229,0.161751
111593,0.824386,-0.066283,0.070935,0.557640,-0.866997,-0.780776,9.783655,0.000000,0.061035,0.000000,-1.761399,11.004136,67.981522,1.005534,-0.484787,0.158578
111644,0.824481,-0.066134,0.069969,0.557639,-0.859812,-0.780776,9.784853,0.000000,0.061035,0.000000,-1.810148,10.902210,67.972237,0.995586,-0.476493,0.156717
111706,0.824030,-0.066228,0.070443,0.558235,-0.853824,-0.777184,9.804013,-0.061035,0.122070,-0.061035,-1.780287,10.954928,68.060211,1.010436,-0.477972,0.177430
111790,0.823560,-0.066332,0.070804,0.558870,-0.866997,-0.791554,9.782457,-0.061035,0.000000,0.000000,-1.758073,10.997341,68.152573,1.004392,-0.496116,0.157143
111849,0.823652,-0.066195,0.069840,0.558872,-0.865800,-0.792751,9.793235,0.000000,0.122070,0.061035,-1.807948,10.896600,68.143677,0.988655,-0.488832,0.164906
111931,0.823194,-0.066311,0.070261,0.559480,-0.863405,-0.792751,9.786050,-0.122070,0.122070,-0.061035,-1.783342,10.945573,68.232689,0.999283,-0.493016,0.159177
111998,0.822731,-0.066418,0.070653,0.560098,-0.866997,-0.781974,9.787248,0.000000,0.061035,0.000000,-1.759625,10.991189,68.323105,1.003358,-0.486270,0.161736
112093,0.822245,-0.066503,0.070977,0.560761,-0.855022,-0.781974,9.784853,0.000000,0.183105,-0.061035,-1.737610,11.028959,68.419220,1.021681,-0.490005,0.160465
112196,0.821793,-0.066605,0.071458,0.561349,-0.861010,-0.777184,9.788445,-0.061035,0.122070,0.000000,-1.707673,11.082644,68.506584,1.024715,-0.490297,0.165668
112288,0.821338,-0.066712,0.071897,0.561946,-0.862207,-0.787961,9.781260,0.000000,0.122070,-0.061035,-1.680935,11.132682,68.594772,1.031924,-0.505613,0.159999
112377,0.820906,-0.066838,0.072409,0.562497,-0.869392,-0.792751,9.790840,-0.061035,0.061035,0.000000,-1.651739,11.190651,68.677238,1.034477,-0.515361,0.171358
112505,0.820447,-0.066947,0.072868,0.563095,-0.856220,-0.785566,9.795630,-0.122070,0.183105,0.000000,-1.623609,11.242639,68.765930,1.056380,-0.512948,0.177741
112593,0.819975,-0.067042,0.073278,0.563716,-0.858615,-0.795147,9.784853,0.000000,0.183105,-0.061035,-1.597015,11.288990,68.857628,1.061769,-0.527036,0.168390
112670,0.819511,-0.067139,0.073718,0.564323,-0.855022,-0.791554,9.798025,0.000000,0.061035,0.061035,-1.568630,11.338250,68.947647,1.073631,-0.528253,0.183086
112756,0.819608,-0.066998,0.072756,0.564324,-0.859812,-0.791554,9.778865,0.000000,0.122070,0.000000,-1.618805,11.237678,68.937798,1.051955,-0.519738,0.160790
112862,0.819144,-0.067080,0.073208,0.564929,-0.864602,-0.765209,9.796828,0.000000,0.061035,0.000000,-1.588361,11.287141,69.027832,1.055471,-0.498549,0.180263
112931,0.818684,-0.067185,0.073634,0.565526,-0.863405,-0.743654,9.794433,-0.244141,0.061035,-0.122070,-1.561739,11.335654,69.116440,1.064813,-0.481506,0.179374
113026,0.818224,-0.067281,0.074071,0.566123,-0.856220,-0.760419,9.794433,-0.061035,0.061035,-0.061035,-1.533507,11.384480,69.205299,1.080194,-0.503053,0.180891
113112,0.817765,-0.067397,0.074478,0.566720,-0.857417,-0.752036,9.793235,-0.183105,0.183105,-0.183105,-1.509161,11.431809,69.293663,1.086940,-0.498798,0.181189
113184,0.817292,-0.067521,0.074849,0.567339,-0.861010,-0.786764,9.793235,-0.244141,0.122070,0.000000,-1.487442,11.476261,69.384911,1.090807,-0.537209,0.182603
113261,0.817386,-0.067391,0.073877,0.567345,-0.870590,-0.798739,9.795630,-0.122070,0.061035,0.061035,-1.539694,11.375590,69.375374,1.064332,-0.540327,0.181817
113324,0.816939,-0.067504,0.074373,0.567910,-0.858615,-0.781974,9.783655,0.000000,0.183105,0.000000,-1.509453,11.431134,69.460503,1.085629,-0.528686,0.171585
113393,0.816469,-0.067611,0.074771,0.568521,-0.862207,-0.767604,9.789642,-0.061035,0.183105,-0.061035,-1.484385,11.476899,69.551109,1.089716,-0.518562,0.179018
113468,0.815987,-0.067717,0.075078,0.569160,-0.861010,-0.786764,9.792038,-0.061035,0.061035,0.000000,-1.464878,11.514073,69.644783,1.097151,-0.541026,0.182598
113543,0.816085,-0.067584,0.074113,0.569162,-0.863405,-0.801134,9.794433,-0.061035,0.122070,0.000000,-1.516627,11.414001,69.634583,1.077964,-0.546627,0.181815
113643,0.815607,-0.067669,0.074514,0.569784,-0.857417,-0.797542,9.784853,0.000000,0.061035,0.000000,-1.489101,11.458749,69.727036,1.091461,-0.547692,0.173632
113725,0.815140,-0.067768,0.074950,0.570383,-0.865800,-0.785566,9.792038,0.000000,0.122070,0.000000,-1.460773,11.507587,69.816582,1.091273,-0.540512,0.182360
113829,0.814670,-0.067868,0.075397,0.570983,-0.859812,-0.798739,9.788445,-0.061035,0.183105,0.000000,-1.431753,11.557462,69.906540,1.105627,-0.558594,0.180350
113929,0.814208,-0.067967,0.075859,0.571570,-0.863405,-0.792751,9.795630,0.000000,0.061035,0.061035,-1.401699,11.608614,69.994812,1.110615,-0.557690,0.189169
114031,0.813734,-0.068080,0.076259,0.572177,-0.864602,-0.795147,9.796828,-0.061035,0.122070,0.061035,-1.376782,11.654930,70.085342,1.117184,-0.564301,0.191864
114126,0.813256,-0.068180,0.076662,0.572791,-0.862207,-0.785566,9.788445,-0.122070,0.122070,0.000000,-1.350188,11.700590,70.177086,1.127235,-0.559216,0.184958
114222,0.812786,-0.068276,0.077110,0.573386,-0.857417,-0.793949,9.780063,-0.061035,0.122070,0.000000,-1.320350,11.750139,70.266777,1.140332,-0.572640,0.178181
114319,0.812329,-0.068398,0.077552,0.573960,-0.861010,-0.798739,9.796828,-0.122070,0.061035,0.000000,-1.293710,11.800880,70.353371,1.145244,-0.581934,0.196617
114405,0.811864,-0.068490,0.078024,0.574541,-0.866997,-0.789159,9.790840,-0.122070,0.122070,-0.061035,-1.261900,11.852412,70.441696,1.147893,-0.577724,0.192318
114514,0.811387,-0.068596,0.078423,0.575148,-0.866997,-0.777184,9.787248,-0.122070,0.122070,0.000000,-1.235978,11.897960,70.532707,1.155524,-0.570126,0.190234
114608,0.810912,-0.068695,0.078844,0.575749,-0.864602,-0.774789,9.790840,0.000000,0.183105,0.000000,-1.207878,11.945057,70.623245,1.165809,-0.572473,0.195391
114719,0.810436,-0.068784,0.079247,0.576353,-0.870590,-0.785566,9.784853,0.122070,0.061035,0.000000,-1.179819,11.989703,70.714287,1.167300,-0.587982,0.190893
114790,0.809951,-0.068883,0.079608,0.576973,-0.852627,-0.798739,9.795630,0.000000,0.122070,0.000000,-1.155334,12.031219,70.807037,1.192215,-0.605285,0.203066
114837,0.810055,-0.068734,0.078645,0.576976,-0.864602,-0.773591,9.792038,-0.122070,0.122070,-0.061035,-1.206631,11.930769,70.796013,1.163416,-0.571474,0.196081
114922,0.809569,-0.068838,0.079034,0.577592,-0.858615,-0.802332,9.787248,-0.122070,0.183105,0.000000,-1.180786,11.975148,70.888542,1.176837,-0.604575,0.192773
115019,0.809095,-0.068949,0.079407,0.578192,-0.870590,-0.792751,9.784853,-0.061035,-0.061035,0.061035,-1.156884,12.018533,70.978577,1.172128,-0.599028,0.191841
115118,0.808601,-0.069052,0.079717,0.578827,-0.870590,-0.795147,9.786050,-0.122070,0.061035,0.000000,-1.135887,12.055425,71.073074,1.178306,-0.604965,0.194285
115213,0.808116,-0.069141,0.080102,0.579441,-0.868195,-0.796344,9.778865,0.183105,0.183105,0.000000,-1.108663,12.098233,71.165642,1.187868,-0.610750,0.188542
115278,0.807636,-0.069234,0.080499,0.580043,-0.869392,-0.755629,9.798025,-0.061035,0.122070,-0.061035,-1.081159,12.142589,71.256683,1.194095,-0.574668,0.209209
115333,0.807740,-0.069106,0.079523,0.580048,-0.861010,-0.784369,9.795630,-0.366211,0.122070,-0.061035,-1.135749,12.042565,71.245407,1.185732,-0.594202,0.203403
115419,0.807268,-0.069233,0.079932,0.580635,-0.855022,-0.841849,9.763297,-0.244141,0.061035,0.000000,-1.110814,12.090245,71.334213,1.199703,-0.655890,0.172696
115491,0.806777,-0.069330,0.080306,0.581254,-0.859812,-0.808319,9.795630,0.061035,0.183105,0.061035,-1.084918,12.132554,71.427528,1.201996,-0.626723,0.206464
115582,0.806298,-0.069415,0.080731,0.581848,-0.875380,-0.777184,9.780063,0.305176,0.183105,0.061035,-1.054643,12.178902,71.518036,1.194186,-0.600685,0.192475
115670,0.805805,-0.069489,0.081099,0.582471,-0.870590,-0.766406,9.788445,0.305176,0.061035,0.183105,-1.026717,12.219100,71.612206,1.205703,-0.594607,0.202225
115737,0.805909,-0.069340,0.080130,0.582478,-0.868195,-0.756826,9.798025,-0.305176,0.122070,-0.061035,-1.079218,12.118441,71.601158,1.191251,-0.576174,0.208337
115803,0.805420,-0.069456,0.080472,0.583094,-0.852627,-0.823887,9.787248,-0.305176,0.122070,-0.122070,-1.057240,12.159009,71.693657,1.213609,-0.646940,0.198949
115879,0.804931,-0.069541,0.080875,0.583703,-0.863405,-0.796344,9.792038,0.244141,0.183105,0.122070,-1.028084,12.203220,71.786263,1.210231,-0.624305,0.205248
115956,0.805031,-0.069359,0.079934,0.583716,-0.866997,-0.749641,9.787248,0.122070,0.183105,0.061035,-1.075671,12.103027,71.776558,1.189868,-0.569572,0.196992
116017,0.804578,-0.069492,0.080380,0.584264,-0.853824,-0.768801,9.784853,-0.366211,0.122070,-0.183105,-1.048993,12.154440,71.860710,1.211647,-0.593232,0.196363
116078,0.804084,-0.069580,0.080761,0.584880,-0.869392,-0.797542,9.790840,0.122070,0.183105,0.061035,-1.021584,12.196729,71.954102,1.203157,-0.626586,0.203795
116138,0.804186,-0.069428,0.079809,0.584889,-0.869392,-0.762814,9.794433,-0.122070,0.244141,0.000000,-1.072801,12.097595,71.943527,1.186563,-0.583222,0.203975
116196,0.803686,-0.069529,0.080126,0.585521,-0.853824,-0.808319,9.780063,0.000000,0.183105,0.061035,-1.050770,12.134855,72.038368,1.208368,-0.632440,0.190873
116292,0.803194,-0.069612,0.080520,0.586132,-0.853824,-0.793949,9.801618,0.061035,0.122070,0.061035,-1.021888,12.178052,72.131340,1.215599,-0.622931,0.213899
116378,0.802717,-0.069724,0.080922,0.586716,-0.862207,-0.809517,9.778865,0.000000,0.122070,0.000000,-0.995573,12.223832,72.220482,1.214877,-0.642931,0.192725
116487,0.802237,-0.069835,0.081276,0.587310,-0.856220,-0.783171,9.777668,0.000000,0.122070,-0.061035,-0.972230,12.265111,72.310501,1.227772,-0.620517,0.192959
116573,0.801757,-0.069922,0.081680,0.587898,-0.863405,-0.787961,9.801618,0.061035,0.000000,0.000000,-0.943155,12.309381,72.400665,1.227993,-0.630197,0.218443
116657,0.801861,-0.069790,0.080723,0.587905,-0.863405,-0.811912,9.787248,-0.061035,0.183105,0.000000,-0.997182,12.211282,72.389305,1.211580,-0.645049,0.200658
116717,0.801387,-0.069893,0.081157,0.588479,-0.864602,-0.771196,9.782457,0.122070,0.183105,0.061035,-0.967705,12.259417,72.477730,1.218437,-0.609295,0.197528
116774,0.800905,-0.070001,0.081559,0.589066,-0.862207,-0.790356,9.783655,-0.305176,0.061035,-0.061035,-0.940796,12.304814,72.567635,1.228427,-0.632984,0.200306
116851,0.801006,-0.069861,0.080593,0.589079,-0.866997,-0.808319,9.781260,-0.061035,0.061035,0.061035,-0.994675,12.205499,72.556915,1.207019,-0.641872,0.194453
116936,0.800515,-0.069953,0.080969,0.589683,-0.859812,-0.781974,9.801618,0.000000,0.061035,0.061035,-0.967722,12.247382,72.649055,1.221213,-0.620062,0.216253
117020,0.800017,-0.070039,0.081313,0.590301,-0.856220,-0.781974,9.783655,-0.061035,0.061035,0.000000,-0.942159,12.286058,72.742950,1.231276,-0.624362,0.199626
117094,0.799530,-0.070150,0.081644,0.590902,-0.861010,-0.780776,9.783655,-0.061035,0.183105,-0.122070,-0.919996,12.324984,72.834106,1.232998,-0.626895,0.200984
117190,0.799022,-0.070248,0.081883,0.591545,-0.865800,-0.789159,9.801618,-0.061035,0.122070,0.000000,-0.902386,12.354641,72.930107,1.233168,-0.638240,0.219986
117269,0.798551,-0.070371,0.082281,0.592110,-0.875380,-0.780776,9.788445,-0.061035,0.061035,0.000000,-0.877114,12.400591,73.017090,1.231273,-0.634109,0.208434
117365,0.798063,-0.070485,0.082651,0.592702,-0.863405,-0.787961,9.790840,-0.183105,0.122070,0.000000,-0.852416,12.443379,73.107796,1.250403,-0.645447,0.212343
117457,0.798167,-0.070339,0.081692,0.592713,-0.861010,-0.781974,9.787248,-0.183105,0.183105,0.000000,-0.905892,12.344485,73.096687,1.236260,-0.630462,0.205255
117515,0.797672,-0.070435,0.082039,0.593319,-0.869392,-0.784369,9.783655,-0.061035,0.061035,0.000000,-0.880965,12.383968,73.189140,1.234481,-0.637048,0.203045
117592,0.797187,-0.070533,0.082445,0.593903,-0.864602,-0.769999,9.792038,-0.183105,0.122070,-0.061035,-0.852391,12.428926,73.279243,1.246788,-0.627481,0.213006
117667,0.796692,-0.070636,0.082817,0.594503,-0.862207,-0.781974,9.776470,-0.122070,0.183105,0.000000,-0.826279,12.470984,73.371353,1.256215,-0.643844,0.198928
117742,0.796797,-0.070483,0.081856,0.594514,-0.861010,-0.783171,9.771680,-0.122070,0.122070,0.000000,-0.879485,12.371652,73.360161,1.240803,-0.636091,0.190612
117808,0.796305,-0.070596,0.082225,0.595108,-0.864602,-0.780776,9.786050,-0.183105,0.183105,0.000000,-0.854601,12.414230,73.451324,1.244331,-0.637881,0.206483
117911,0.795804,-0.070680,0.082568,0.595720,-0.858615,-0.785566,9.784853,0.000000,0.061035,0.000000,-0.828542,12.452351,73.544907,1.256692,-0.647048,0.206627
117971,0.795332,-0.070823,0.082926,0.596284,-0.859812,-0.756826,9.788445,-0.366211,0.122070,-0.122070,-0.807563,12.495809,73.631577,1.262760,-0.621838,0.211776
118055,0.795441,-0.070666,0.081944,0.596292,-0.862207,-0.753234,9.787248,-0.427246,0.000000,-0.122070,-0.862104,12.394339,73.619545,1.243400,-0.609073,0.206970
118128,0.794959,-0.070775,0.082347,0.596867,-0.858615,-0.817899,9.772878,-0.122070,0.061035,0.000000,-0.834700,12.439699,73.708534,1.254577,-0.678345,0.194201
118197,0.794474,-0.070871,0.082773,0.597442,-0.872985,-0.777184,9.800421,0.061035,0.183105,0.061035,-0.804348,12.486214,73.798103,1.247983,-0.642728,0.223391
118277,0.793984,-0.070966,0.083156,0.598029,-0.865800,-0.774789,9.782457,0.000000,0.122070,0.000000,-0.776658,12.528629,73.888954,1.262258,-0.644982,0.206936
118360,0.793496,-0.071084,0.083467,0.598619,-0.863405,-0.783171,9.783655,0.000000,0.122070,0.000000,-0.756105,12.566072,73.979111,1.270911,-0.656818,0.209481
118452,0.793602,-0.070933,0.082518,0.598628,-0.861010,-0.807122,9.775272,0.061035,0.183105,0.000000,-0.809220,12.468219,73.967438,1.256950,-0.671842,0.197589
118553,0.793112,-0.071046,0.082885,0.599213,-0.861010,-0.785566,9.784853,-0.244141,0.122070,-0.061035,-0.784304,12.510415,74.057693,1.264004,-0.654473,0.208673
118635,0.792606,-0.071143,0.083186,0.599828,-0.869392,-0.758024,9.790840,-0.122070,0.061035,0.061035,-0.762019,12.545537,74.151634,1.261492,-0.630672,0.215914
118732,0.792115,-0.071237,0.083552,0.600415,-0.862207,-0.778381,9.788445,-0.061035,0.061035,-0.061035,-0.735241,12.586215,74.242424,1.275475,-0.655524,0.214975
118794,0.791617,-0.071350,0.083868,0.601014,-0.863405,-0.798739,9.790840,-0.122070,0.061035,0.061035,-0.713525,12.623713,74.334282,1.280543,-0.679528,0.218726
118890,0.791120,-0.071444,0.084204,0.601610,-0.871787,-0.780776,9.801618,0.000000,0.000000,0.061035,-0.688608,12.661755,74.426224,1.278516,-0.665745,0.230877
118986,0.790633,-0.071546,0.084577,0.602185,-0.865800,-0.784369,9.783655,-0.061035,0.061035,-0.061035,-0.662005,12.703590,74.515656,1.291491,-0.673800,0.214435
119063,0.790144,-0.071643,0.084975,0.602760,-0.866997,-0.798739,9.782457,0.000000,0.061035,0.061035,-0.633146,12.747335,74.605606,1.297600,-0.693008,0.214831
119135,0.790246,-0.071486,0.084024,0.602777,-0.858615,-0.787961,9.788445,-0.061035,0.183105,0.061035,-0.686295,12.649055,74.594627,1.289567,-0.673311,0.217223
119228,0.789753,-0.071580,0.084405,0.603359,-0.857417,-0.793949,9.794433,0.000000,0.122070,0.000000,-0.658292,12.691150,74.685318,1.297796,-0.683995,0.224737
119295,0.789260,-0.071680,0.084770,0.603941,-0.866997,-0.792751,9.789642,-0.061035,0.061035,0.000000,-0.631833,12.732131,74.775894,1.295061,-0.687233,0.221440
119368,0.788749,-0.071777,0.085068,0.604555,-0.871787,-0.774789,9.784853,-0.061035,0.183105,0.000000,-0.609351,12.766644,74.870232,1.296034,-0.673039,0.217913
119441,0.788856,-0.071612,0.084113,0.604569,-0.863405,-0.779579,9.788445,-0.061035,0.122070,0.000000,-0.662412,12.667648,74.858665,1.287883,-0.668926,0.217875
119529,0.788360,-0.071715,0.084462,0.605155,-0.858615,-0.789159,9.782457,-0.183105,0.061035,-0.061035,-0.637286,12.707265,74.949600,1.299290,-0.682720,0.213327
119616,0.787876,-0.071838,0.084797,0.605722,-0.851429,-0.793949,9.790840,-0.122070,0.061035,-0.061035,-0.615190,12.747045,75.037682,1.313119,-0.691216,0.223173
119692,0.787379,-0.071943,0.085132,0.606310,-0.862207,-0.780776,9.799223,0.000000,0.122070,0.061035,-0.591083,12.785521,75.128899,1.308766,-0.682084,0.232966
119795,0.786871,-0.072037,0.085485,0.606908,-0.864602,-0.787961,9.787248,-0.122070,0.122070,0.061035,-0.564434,12.824856,75.222031,1.312939,-0.693733,0.222442
119877,0.786352,-0.072130,0.085742,0.607533,-0.856220,-0.790356,9.789642,-0.122070,0.061035,0.061035,-0.544054,12.855282,75.317902,1.326400,-0.699541,0.225957
119957,0.785862,-0.072251,0.086087,0.608103,-0.862207,-0.780776,9.787248,-0.122070,0.122070,0.000000,-0.520718,12.895712,75.406822,1.327161,-0.693871,0.225072
120051,0.785972,-0.072099,0.085118,0.608115,-0.868195,-0.786764,9.796828,-0.244141,0.061035,-0.061035,-0.576517,12.796520,75.394363,1.304615,-0.690508,0.230966
120128,0.785481,-0.072198,0.085522,0.608682,-0.862207,-0.797542,9.795630,-0.122070,0.122070,0.000000,-0.547098,12.840804,75.483833,1.317996,-0.706213,0.231401
120216,0.784985,-0.072295,0.085910,0.609255,-0.857417,-0.774789,9.788445,-0.061035,0.122070,0.061035,-0.518351,12.883481,75.574074,1.329910,-0.688274,0.225797
120316,0.784476,-0.072354,0.086276,0.609852,-0.858615,-0.762814,9.793235,0.366211,0.183105,0.061035,-0.487303,12.921361,75.667801,1.335034,-0.681493,0.231991
120393,0.783973,-0.072461,0.086550,0.610447,-0.864602,-0.725691,9.793235,-0.183105,0.122070,-0.061035,-0.467193,12.954164,75.759743,1.334520,-0.647736,0.233220
120488,0.783475,-0.072551,0.086886,0.611027,-0.862207,-0.701741,9.789642,0.000000,0.244141,-0.122070,-0.441259,12.991564,75.850594,1.343156,-0.628124,0.231031
120556,0.782973,-0.072690,0.087165,0.611615,-0.862207,-0.801134,9.780063,-0.549316,0.183105,-0.183105,-0.423846,13.027101,75.941559,1.349084,-0.730433,0.222799
120655,0.783086,-0.072557,0.086185,0.611624,-0.857417,-0.804727,9.789642,-0.427246,0.061035,-0.122070,-0.482703,12.928487,75.928123,1.337421,-0.724176,0.228665
120728,0.782583,-0.072660,0.086530,0.612207,-0.864602,-0.822689,9.786050,-0.061035,0.061035,0.061035,-0.457142,12.967590,76.019508,1.336761,-0.746416,0.226538
120798,0.782077,-0.072745,0.086862,0.612795,-0.868195,-0.756826,9.792038,0.122070,0.122070,0.061035,-0.430883,13.004189,76.111687,1.339274,-0.684944,0.233900
120874,0.781568,-0.072842,0.087168,0.613391,-0.863405,-0.749641,9.796828,-0.061035,0.305176,-0.122070,-0.407301,13.039106,76.204590,1.349889,-0.681703,0.240005
120951,0.781678,-0.072702,0.086201,0.613402,-0.857417,-0.814307,9.787248,-0.244141,0.122070,-0.061035,-0.464863,12.941449,76.191589,1.339584,-0.736737,0.226743
121037,0.781184,-0.072805,0.086598,0.613964,-0.855022,-0.831072,9.782457,-0.061035,0.122070,0.000000,-0.435819,12.985008,76.280800,1.349247,-0.758361,0.223587
121114,0.780672,-0.072892,0.086934,0.614558,-0.870590,-0.789159,9.790840,0.061035,0.122070,0.122070,-0.409191,13.022124,76.374115,1.339871,-0.720901,0.233364
121202,0.780154,-0.072979,0.087222,0.615163,-0.859812,-0.791554,9.790840,0.122070,0.122070,0.122070,-0.385777,13.054714,76.468430,1.356085,-0.727210,0.234597
121287,0.779643,-0.073071,0.087534,0.615756,-0.872985,-0.789159,9.782457,0.061035,0.122070,0.061035,-0.361137,13.089883,76.561378,1.348778,-0.728933,0.227550
121354,0.779141,-0.073176,0.087830,0.616336,-0.864602,-0.765209,9.781260,-0.061035,0.122070,-0.061035,-0.339024,13.124392,76.652206,1.362915,-0.708679,0.227672
121428,0.779246,-0.073009,0.086880,0.616359,-0.844244,-0.827479,9.782457,0.122070,0.061035,0.122070,-0.393104,13.026481,76.640884,1.366943,-0.761906,0.225133
121522,0.778739,-0.073113,0.087252,0.616934,-0.855022,-0.821492,9.770483,-0.122070,0.183105,0.061035,-0.365482,13.067877,76.732162,1.363070,-0.760536,0.214726
121588,0.778221,-0.073178,0.087569,0.617535,-0.869392,-0.796344,9.783655,0.244141,0.061035,0.061035,-0.337927,13.101462,76.826675,1.354301,-0.739992,0.229172
121667,0.777712,-0.073277,0.087896,0.618117,-0.853824,-0.717308,9.804013,-0.305176,0.183105,-0.061035,-0.312865,13.138371,76.918480,1.376023,-0.665143,0.250944
121754,0.777216,-0.073401,0.088161,0.618688,-0.870590,-0.777184,9.793235,-0.244141,0.000000,-0.061035,-0.294689,13.171395,77.007782,1.364764,-0.728056,0.241435
121826,0.777327,-0.073271,0.087198,0.618700,-0.871787,-0.825084,9.799223,-0.244141,0.183105,-0.061035,-0.353615,13.075098,76.994347,1.347509,-0.766109,0.243735
121921,0.776810,-0.073370,0.087493,0.619296,-0.875380,-0.808319,9.781260,-0.122070,0.061035,0.061035,-0.330653,13.109135,77.087753,1.349593,-0.753181,0.227070
121998,0.776307,-0.073437,0.087895,0.619863,-0.858615,-0.798739,9.786050,0.061035,0.061035,0.000000,-0.297388,13.150428,77.178810,1.373243,-0.749157,0.233435
122069,0.775811,-0.073545,0.088223,0.620423,-0.856220,-0.783171,9.784853,0.122070,0.183105,0.000000,-0.273190,13.187980,77.267700,1.381899,-0.737630,0.233682
122172,0.775298,-0.073603,0.088603,0.621003,-0.861010,-0.789159,9.795630,0.183105,0.061035,0.061035,-0.240281,13.226575,77.360619,1.383542,-0.749110,0.245946
122257,0.774785,-0.073677,0.088931,0.621588,-0.851429,-0.774789,9.789642,0.122070,0.122070,0.000000,-0.212542,13.261616,77.453499,1.398962,-0.739369,0.241313
122337,0.774897,-0.073497,0.087986,0.621604,-0.853824,-0.765209,9.796828,-0.061035,0.183105,-0.061035,-0.266047,13.163582,77.440804,1.380226,-0.720854,0.244701
122410,0.774379,-0.073594,0.088283,0.622195,-0.872985,-0.790356,9.771680,-0.122070,0.183105,-0.061035,-0.242547,13.197535,77.534042,1.366727,-0.749925,0.220859
122504,0.773876,-0.073682,0.088654,0.622758,-0.866997,-0.781974,9.790840,-0.061035,0.122070,-0.061035,-0.213135,13.237383,77.624329,1.379356,-0.746451,0.241560
