t_imu_ms,pc_timestamp_iso,pc_timestamp_s,qw,qx,qy,qz,ax_lin_mps2,ay_lin_mps2,az_lin_mps2
320852.0,2025-12-11T18:06:20.650133,0.056087,0.519037,-0.004748,0.036293,0.853968,0.167729,-0.131025,0.044246
320875.0,2025-12-11T18:06:21.669100,1.075054,0.518947,-0.004725,0.035641,0.854050,0.248057,-0.153933,0.212171
320898.0,2025-12-11T18:06:21.669751,1.075705,0.519238,-0.004795,0.034905,0.853903,0.245520,-0.309606,0.293795
320923.0,2025-12-11T18:06:21.669751,1.075705,0.519469,-0.004675,0.034524,0.853779,0.183490,-0.347446,0.348339
320948.0,2025-12-11T18:06:21.669751,1.075705,0.519401,-0.005288,0.034116,0.853833,-0.175680,-0.074553,-0.459214
320970.0,2025-12-11T18:06:21.697426,1.103380,0.519243,-0.006002,0.034744,0.853899,-0.121487,0.003576,-0.471379
320993.0,2025-12-11T18:06:21.697426,1.103380,0.519064,-0.005275,0.034339,0.854029,0.124340,-0.007933,-0.037393
321016.0,2025-12-11T18:06:21.697426,1.103380,0.519013,-0.004673,0.033011,0.854116,0.104319,-0.054146,-0.142249
321043.0,2025-12-11T18:06:21.697426,1.103380,0.519046,-0.004702,0.033140,0.854091,0.096548,-0.094315,-0.001969
321067.0,2025-12-11T18:06:21.697426,1.103380,0.519156,-0.004165,0.032693,0.854044,0.186040,-0.095848,0.279971
321087.0,2025-12-11T18:06:21.697426,1.103380,0.519310,-0.003531,0.031795,0.853987,0.132836,-0.103966,0.287124
321111.0,2025-12-11T18:06:21.704240,1.110194,0.519471,-0.003663,0.032581,0.853859,-0.108335,0.105832,-0.033996
321135.0,2025-12-11T18:06:21.704240,1.110194,0.519559,-0.004217,0.032466,0.853807,-0.235478,0.154159,-0.320260
321157.0,2025-12-11T18:06:21.704240,1.110194,0.519529,-0.005366,0.031657,0.853849,-0.010135,-0.164282,-0.015698
321180.0,2025-12-11T18:06:21.704240,1.110194,0.519502,-0.005565,0.030652,0.853901,0.101484,-0.190955,0.107657
321204.0,2025-12-11T18:06:21.704240,1.110194,0.519463,-0.005273,0.029630,0.853963,0.004735,-0.006804,-0.191795
321229.0,2025-12-11T18:06:21.704240,1.110194,0.519288,-0.005363,0.029939,0.854058,0.091929,-0.074601,-0.082442
321252.0,2025-12-11T18:06:21.704240,1.110194,0.519279,-0.004805,0.029307,0.854089,0.255756,-0.072116,0.193338
321275.0,2025-12-11T18:06:21.704240,1.110194,0.519386,-0.004118,0.028590,0.854052,0.192692,-0.069478,0.144502
321299.0,2025-12-11T18:06:21.704240,1.110194,0.519513,-0.003113,0.028446,0.853983,0.102598,0.016147,0.163358
321323.0,2025-12-11T18:06:21.704240,1.110194,0.519514,-0.002983,0.028730,0.853973,0.094932,0.006477,0.257069
321348.0,2025-12-11T18:06:21.704240,1.110194,0.519549,-0.002050,0.029407,0.853932,-0.010779,0.002429,0.128417
321368.0,2025-12-11T18:06:21.704240,1.110194,0.519543,-0.002604,0.030089,0.853911,-0.119090,0.049345,-0.075510
321390.0,2025-12-11T18:06:21.704240,1.110194,0.519522,-0.003455,0.030525,0.853905,-0.090819,-0.018739,-0.133569
321413.0,2025-12-11T18:06:21.708776,1.114730,0.519477,-0.004277,0.030839,0.853917,-0.106206,-0.057555,-0.134263
321437.0,2025-12-11T18:06:21.708776,1.114730,0.519343,-0.004197,0.031090,0.853990,-0.090690,-0.081769,-0.167503
321460.0,2025-12-11T18:06:21.708776,1.114730,0.519248,-0.004372,0.030285,0.854076,0.039308,-0.106097,-0.063060
321485.0,2025-12-11T18:06:21.708776,1.114730,0.519128,-0.004124,0.029497,0.854178,0.143219,-0.150561,0.028180
321508.0,2025-12-11T18:06:21.708776,1.114730,0.519126,-0.003629,0.028891,0.854201,0.201796,-0.121505,0.032201
321533.0,2025-12-11T18:06:21.708776,1.114730,0.519176,-0.003617,0.029030,0.854167,0.192263,-0.018553,0.191627
321556.0,2025-12-11T18:06:21.708776,1.114730,0.519302,-0.002835,0.028658,0.854106,0.042523,0.004894,0.077344
321578.0,2025-12-11T18:06:21.708776,1.114730,0.519430,-0.003181,0.027941,0.854050,0.054244,-0.220221,0.247833
321602.0,2025-12-11T18:06:21.708776,1.114730,0.519492,-0.003268,0.026815,0.854049,0.050246,-0.249565,0.282557
321626.0,2025-12-11T18:06:21.708776,1.114730,0.519342,-0.003056,0.026349,0.854154,-0.142541,-0.066734,-0.066430
321652.0,2025-12-11T18:06:21.711902,1.117856,0.519239,-0.003844,0.026729,0.854203,-0.242864,0.046257,-0.386859
321675.0,2025-12-11T18:06:21.711902,1.117856,0.519169,-0.004820,0.027256,0.854223,-0.105026,0.001831,-0.174175
321698.0,2025-12-11T18:06:21.711902,1.117856,0.519081,-0.005876,0.027097,0.854275,-0.033896,-0.026692,-0.073532
321721.0,2025-12-11T18:06:21.711902,1.117856,0.518971,-0.006095,0.027071,0.854342,0.119147,-0.045638,0.142043
321745.0,2025-12-11T18:06:21.711902,1.117856,0.518997,-0.005348,0.026739,0.854341,0.233790,0.099633,0.596577
321769.0,2025-12-11T18:06:21.711902,1.117856,0.519059,-0.004350,0.026569,0.854314,0.240512,0.392904,1.111139
321789.0,2025-12-11T18:06:21.711902,1.117856,0.519131,-0.003516,0.026479,0.854277,-0.144387,0.982310,1.876127
321825.0,2025-12-11T18:06:21.711902,1.117856,0.518980,-0.002678,0.026157,0.854382,-0.734200,1.497630,1.699658
321844.0,2025-12-11T18:06:21.711902,1.117856,0.518621,-0.001683,0.027044,0.854575,-0.868970,1.048594,0.917329
321871.0,2025-12-11T18:06:21.715997,1.121951,0.518290,-0.000963,0.028168,0.854740,-0.625488,0.615171,0.589192
321894.0,2025-12-11T18:06:21.716563,1.122517,0.518083,0.000012,0.029141,0.854834,-0.518293,0.861913,0.434593
321919.0,2025-12-11T18:06:21.745840,1.151794,0.517250,0.001228,0.029479,0.855326,-0.420795,1.425619,0.282927
321943.0,2025-12-11T18:06:21.745840,1.151794,0.516555,0.002201,0.031157,0.855684,-0.303170,0.564703,-0.931682
321967.0,2025-12-11T18:06:21.806156,1.212110,0.516379,0.001833,0.032045,0.855758,-0.054589,-0.646421,-1.168913
321992.0,2025-12-11T18:06:21.806156,1.212110,0.516655,0.002746,0.032423,0.855575,0.429870,-0.427197,-0.585168
322012.0,2025-12-11T18:06:21.865871,1.271825,0.517085,0.003566,0.032356,0.855315,0.367820,-0.483357,-0.484558
322039.0,2025-12-11T18:06:21.867902,1.273856,0.517024,0.004226,0.032452,0.855345,-0.035117,-0.221027,-0.628038
322064.0,2025-12-11T18:06:21.867902,1.273856,0.516874,0.004095,0.031907,0.855457,-0.075680,-0.695615,-0.670660
322088.0,2025-12-11T18:06:21.922629,1.328583,0.517166,0.003867,0.031428,0.855299,0.100724,-0.691163,-0.046191
322112.0,2025-12-11T18:06:21.922629,1.328583,0.517553,0.003826,0.030472,0.855100,0.079971,-0.485419,0.025690
322138.0,2025-12-11T18:06:21.987401,1.393355,0.517485,0.004193,0.030350,0.855143,-0.049607,-0.258389,-0.136061
322162.0,2025-12-11T18:06:21.987401,1.393355,0.517572,0.003934,0.030710,0.855079,-0.326569,0.038807,-0.970336
322186.0,2025-12-11T18:06:22.047460,1.453414,0.517777,0.003368,0.031996,0.854910,-0.370924,-0.011658,-1.469393
322215.0,2025-12-11T18:06:22.049370,1.455324,0.518048,0.003095,0.032949,0.854711,-0.233131,-0.366055,-1.492163
322240.0,2025-12-11T18:06:22.051470,1.457424,0.518680,0.001889,0.033676,0.854303,-0.165564,-0.335794,-0.862639
