t_imu_ms,pc_timestamp_iso,pc_timestamp_s,qw,qx,qy,qz,ax_lin_mps2,ay_lin_mps2,az_lin_mps2
10793.0,2025-12-11T18:01:10.630080,2.074590,0.991208,-0.110526,-0.004615,-0.072584,1.532348,2.114143,-0.581396
10818.0,2025-12-11T18:01:10.630080,2.074590,0.991314,-0.110123,-0.001235,-0.071891,1.758220,2.426308,-0.300916
10843.0,2025-12-11T18:01:10.693973,2.138483,0.992017,-0.105987,-0.006069,-0.068061,2.943688,4.194717,0.095383
10867.0,2025-12-11T18:01:10.701121,2.145630,0.992430,-0.104630,-0.018215,-0.061665,1.192852,0.482446,1.124221
10887.0,2025-12-11T18:01:10.701121,2.145630,0.992583,-0.101974,-0.021968,-0.062432,-0.070121,1.306333,-0.361316
10911.0,2025-12-11T18:01:10.761152,2.205662,0.992529,-0.100143,-0.024181,-0.065374,1.629226,1.504781,0.587845
10937.0,2025-12-11T18:01:10.761152,2.205662,0.992133,-0.103076,-0.027922,-0.065332,1.910983,0.312101,1.505087
10961.0,2025-12-11T18:01:10.813573,2.258083,0.991660,-0.105336,-0.036022,-0.064948,0.119336,1.023990,-0.562769
10987.0,2025-12-11T18:01:10.821671,2.266181,0.991258,-0.105791,-0.042838,-0.066193,-0.503494,1.618645,-1.192201
11012.0,2025-12-11T18:01:10.821671,2.266181,0.990935,-0.104740,-0.049058,-0.068338,1.728304,0.422218,-2.751671
11038.0,2025-12-11T18:01:10.879386,2.323895,0.989615,-0.113862,-0.050169,-0.071972,-1.381560,-0.821507,-2.575067
11064.0,2025-12-11T18:01:10.879386,2.323895,0.988205,-0.122283,-0.049782,-0.077584,-1.542936,4.245866,0.073764
11084.0,2025-12-11T18:01:10.941083,2.385593,0.986581,-0.133842,-0.048591,-0.079889,-1.762270,5.723908,-0.555427
11109.0,2025-12-11T18:01:10.941083,2.385593,0.985191,-0.142029,-0.044106,-0.085325,-2.269854,6.927456,0.171694
11135.0,2025-12-11T18:01:10.941083,2.385593,0.985454,-0.139487,-0.041553,-0.087727,-0.904593,7.464544,2.700465
11164.0,2025-12-11T18:01:10.996358,2.440868,0.986173,-0.134791,-0.038238,-0.088499,-0.791876,5.237236,5.990700
11190.0,2025-12-11T18:01:10.996358,2.440868,0.987239,-0.126415,-0.037048,-0.089471,4.140324,3.675694,12.302397
11212.0,2025-12-11T18:01:11.121114,2.565624,0.987716,-0.121674,-0.041943,-0.088614,2.669953,2.330500,7.759123
11242.0,2025-12-11T18:01:11.121114,2.565624,0.987273,-0.122963,-0.044576,-0.090469,-0.115318,3.896591,2.242074
11267.0,2025-12-11T18:01:11.121114,2.565624,0.987077,-0.121561,-0.048916,-0.092246,-0.624870,4.847502,0.306937
11337.0,2025-12-11T18:01:11.235516,2.680026,0.987610,-0.116423,-0.056069,-0.089043,-1.810762,2.014263,-4.919872
11363.0,2025-12-11T18:01:11.235516,2.680026,0.987624,-0.115295,-0.057992,-0.089121,-2.448592,1.106427,-6.606791
11388.0,2025-12-11T18:01:11.235516,2.680026,0.987669,-0.112947,-0.058314,-0.091392,-2.956369,1.284201,-8.235601
11439.0,2025-12-11T18:01:11.298021,2.742530,0.987159,-0.115303,-0.050047,-0.098575,-2.291627,1.938817,-6.125432
11469.0,2025-12-11T18:01:11.298021,2.742530,0.986815,-0.118180,-0.042629,-0.102040,-2.259466,3.603864,-4.152243
11494.0,2025-12-11T18:01:11.298021,2.742530,0.986828,-0.119064,-0.032854,-0.104470,-0.478980,4.847291,0.391521
11520.0,2025-12-11T18:01:11.360370,2.804880,0.987321,-0.116701,-0.024109,-0.104866,2.430338,4.578506,5.316533
11545.0,2025-12-11T18:01:11.360370,2.804880,0.987496,-0.115111,-0.019257,-0.105970,2.811250,3.681107,6.591300
11570.0,2025-12-11T18:01:11.420905,2.865414,0.987475,-0.115288,-0.017206,-0.106324,2.350468,3.996397,7.250465
11594.0,2025-12-11T18:01:11.440531,2.885041,0.987592,-0.114841,-0.016406,-0.105851,3.038529,3.832929,8.204725
11614.0,2025-12-11T18:01:11.440531,2.885041,0.987805,-0.112751,-0.019255,-0.105627,3.839523,3.955922,9.785283
11641.0,2025-12-11T18:01:11.481754,2.926264,0.988025,-0.111724,-0.024733,-0.103505,3.304130,4.972813,9.429828
11661.0,2025-12-11T18:01:11.481754,2.926264,0.988297,-0.109879,-0.032569,-0.100675,1.566821,5.521071,7.237973
11690.0,2025-12-11T18:01:11.532554,2.977064,0.988852,-0.105170,-0.040653,-0.097254,1.453527,4.646488,5.355619
11715.0,2025-12-11T18:01:11.532554,2.977064,0.989168,-0.100920,-0.050877,-0.093668,0.350370,2.916510,0.930796
11740.0,2025-12-11T18:01:11.599729,3.044239,0.989398,-0.096764,-0.059439,-0.090533,-0.465895,2.969115,-1.295354
11768.0,2025-12-11T18:01:11.602836,3.047346,0.989452,-0.092945,-0.067184,-0.088503,-1.447684,2.108013,-4.517614
11791.0,2025-12-11T18:01:11.602836,3.047346,0.989528,-0.088731,-0.072726,-0.087589,-2.359577,2.244346,-6.190348
11812.0,2025-12-11T18:01:11.660583,3.105093,0.990000,-0.085059,-0.073629,-0.085110,-3.004416,0.803534,-8.750969
11839.0,2025-12-11T18:01:11.663403,3.107913,0.990561,-0.082095,-0.072071,-0.082793,-2.834544,-1.674622,-10.460821
11868.0,2025-12-11T18:01:11.719921,3.164430,0.990578,-0.085120,-0.068146,-0.082854,-1.741812,-3.235712,-9.327649
11893.0,2025-12-11T18:01:11.719921,3.164430,0.990194,-0.089315,-0.065727,-0.084959,-2.315548,-2.441125,-8.335294
11919.0,2025-12-11T18:01:11.781260,3.225770,0.989652,-0.094794,-0.061346,-0.088541,-3.572410,-0.379555,-8.700050
11946.0,2025-12-11T18:01:11.781260,3.225770,0.989351,-0.101227,-0.053034,-0.090142,-0.776180,1.296327,-4.857138
11971.0,2025-12-11T18:01:11.781260,3.225770,0.988801,-0.108440,-0.047329,-0.090958,0.324103,0.994233,-2.575409
11996.0,2025-12-11T18:01:11.832350,3.276860,0.987981,-0.115013,-0.040386,-0.095050,-1.485928,3.856975,-1.612506
12022.0,2025-12-11T18:01:11.832350,3.276860,0.987708,-0.116356,-0.029972,-0.099981,-0.652187,6.964525,2.667496
12048.0,2025-12-11T18:01:11.901860,3.346370,0.988140,-0.111553,-0.020492,-0.103519,3.263255,6.105215,9.529502
12070.0,2025-12-11T18:01:11.902645,3.347155,0.988095,-0.109821,-0.017162,-0.106362,5.614864,4.616380,13.880849
12090.0,2025-12-11T18:01:11.902645,3.347155,0.987963,-0.108058,-0.019176,-0.109020,4.975163,6.441232,16.591894
12113.0,2025-12-11T18:01:11.959941,3.404451,0.987885,-0.105909,-0.024813,-0.110685,2.909140,8.211564,14.716033
12139.0,2025-12-11T18:01:11.959941,3.404451,0.988149,-0.103628,-0.031518,-0.108765,1.161658,8.566451,10.314414
12168.0,2025-12-11T18:01:12.021021,3.465531,0.988853,-0.097243,-0.040521,-0.105223,1.810470,5.205118,4.575485
12193.0,2025-12-11T18:01:12.021021,3.465531,0.989234,-0.090919,-0.051511,-0.102451,1.280760,3.034623,0.790244
12216.0,2025-12-11T18:01:12.076816,3.521326,0.989372,-0.085547,-0.062999,-0.099277,-0.108206,2.652760,-1.348481
12246.0,2025-12-11T18:01:12.082627,3.527137,0.989348,-0.085063,-0.072057,-0.093611,-1.869884,1.164350,-5.343744
12271.0,2025-12-11T18:01:12.082627,3.527137,0.989394,-0.083243,-0.077238,-0.090576,-2.853164,-0.087693,-7.400284
12291.0,2025-12-11T18:01:12.140463,3.584973,0.989495,-0.080793,-0.080562,-0.088780,-4.032718,-0.662674,-9.024096
12319.0,2025-12-11T18:01:12.143111,3.587620,0.989676,-0.078107,-0.081080,-0.088692,-5.236942,-1.367951,-10.854636
12345.0,2025-12-11T18:01:12.255312,3.699821,0.990049,-0.076372,-0.075481,-0.090952,-4.361541,-1.806626,-10.539396
12370.0,2025-12-11T18:01:12.255312,3.699821,0.990404,-0.076343,-0.067388,-0.093439,-2.504424,-2.960679,-7.739636
12393.0,2025-12-11T18:01:12.255312,3.699821,0.990329,-0.078541,-0.059621,-0.097593,-1.586667,-2.854821,-6.493727
12419.0,2025-12-11T18:01:12.255312,3.699821,0.989923,-0.083402,-0.051152,-0.102375,-1.410084,-1.465890,-5.931466
12469.0,2025-12-11T18:01:12.316824,3.761334,0.988827,-0.094362,-0.031553,-0.111004,1.171391,1.748808,-2.901328
12489.0,2025-12-11T18:01:12.316824,3.761334,0.987920,-0.101323,-0.024950,-0.114567,1.481285,4.101697,-0.325242
12516.0,2025-12-11T18:01:12.380311,3.824821,0.987127,-0.106018,-0.015751,-0.118711,1.809510,6.615047,2.562932
12545.0,2025-12-11T18:01:12.380311,3.824821,0.986935,-0.107423,-0.006229,-0.119923,4.095731,6.540537,7.248171
12570.0,2025-12-11T18:01:12.380311,3.824821,0.986623,-0.109650,-0.001980,-0.120618,4.451504,6.939043,9.862754
12595.0,2025-12-11T18:01:12.440017,3.884527,0.986727,-0.107255,-0.000131,-0.121929,4.981183,7.866065,12.222356
12619.0,2025-12-11T18:01:12.442789,3.887299,0.987408,-0.102676,-0.002295,-0.120324,6.790427,7.834748,13.973517
12644.0,2025-12-11T18:01:12.551329,3.995838,0.988022,-0.098289,-0.008080,-0.118690,5.282297,5.759255,11.235456
12667.0,2025-12-11T18:01:12.618893,4.063403,0.988689,-0.094803,-0.017804,-0.114850,4.804667,5.367454,6.840709
12687.0,2025-12-11T18:01:12.621550,4.066059,0.989333,-0.089866,-0.029174,-0.110878,3.372013,4.381281,3.538954
12712.0,2025-12-11T18:01:12.621550,4.066059,0.989738,-0.084392,-0.040941,-0.107798,2.010682,3.431086,0.549835
12763.0,2025-12-11T18:01:12.621550,4.066059,0.989925,-0.078981,-0.060961,-0.100467,-0.778049,0.719279,-5.376713
12835.0,2025-12-11T18:01:12.680191,4.124701,0.989869,-0.069076,-0.075702,-0.098273,-3.681092,-2.208933,-10.082951
12861.0,2025-12-11T18:01:12.680191,4.124701,0.989970,-0.066946,-0.073818,-0.100139,-4.520771,-2.680344,-10.577956
12881.0,2025-12-11T18:01:12.731334,4.175844,0.990112,-0.067635,-0.069183,-0.101577,-4.227036,-2.588965,-9.156918
12907.0,2025-12-11T18:01:12.731334,4.175844,0.990159,-0.070946,-0.062385,-0.103245,-3.186648,-1.837690,-7.281784
12932.0,2025-12-11T18:01:12.743259,4.187769,0.990142,-0.075548,-0.054291,-0.104710,-1.803867,-1.299984,-6.004551
12956.0,2025-12-11T18:01:12.800569,4.245079,0.989917,-0.080535,-0.046283,-0.106946,-0.061995,-0.545961,-4.491428
12981.0,2025-12-11T18:01:12.810094,4.254604,0.989407,-0.084639,-0.037414,-0.111848,1.208770,0.820857,-2.270114
13006.0,2025-12-11T18:01:12.920817,4.365326,0.988707,-0.089794,-0.030303,-0.116089,2.015808,3.913392,1.071948
13032.0,2025-12-11T18:01:12.920817,4.365326,0.988146,-0.094471,-0.022172,-0.118960,1.731499,5.795055,2.431278
13056.0,2025-12-11T18:01:12.920817,4.365326,0.988099,-0.093921,-0.012589,-0.121165,3.240161,6.737785,6.712187
13080.0,2025-12-11T18:01:12.920817,4.365326,0.988164,-0.091867,-0.004935,-0.122750,4.445565,5.829963,9.247976
13123.0,2025-12-11T18:01:12.977316,4.421826,0.988252,-0.089553,-0.001628,-0.123836,7.844814,4.903440,14.412556
13151.0,2025-12-11T18:01:12.981409,4.425918,0.988583,-0.088619,-0.009180,-0.121515,5.582640,5.420033,12.383510
13175.0,2025-12-11T18:01:12.981409,4.425918,0.989177,-0.084692,-0.019550,-0.118214,4.381849,5.649508,7.384780
13196.0,2025-12-11T18:01:13.041877,4.486387,0.989604,-0.079864,-0.031146,-0.115478,3.546917,3.821212,3.978600
13221.0,2025-12-11T18:01:13.042600,4.487110,0.989848,-0.075184,-0.042518,-0.112875,2.603885,3.016147,1.146295
13246.0,2025-12-11T18:01:13.098567,4.543077,0.989984,-0.068237,-0.054083,-0.111135,0.037748,2.334339,-3.246196
13269.0,2025-12-11T18:01:13.098567,4.543077,0.990181,-0.060413,-0.062938,-0.109228,-1.430019,1.301048,-5.660990
13293.0,2025-12-11T18:01:13.098567,4.543077,0.990317,-0.054824,-0.070002,-0.106609,-2.606467,-0.934932,-8.548387
13321.0,2025-12-11T18:01:13.159291,4.603801,0.990291,-0.050943,-0.075176,-0.105246,-3.936906,-2.623837,-11.149876
13341.0,2025-12-11T18:01:13.160763,4.605273,0.990350,-0.049294,-0.074557,-0.105913,-4.869423,-3.534497,-11.853090
13365.0,2025-12-11T18:01:13.215203,4.659713,0.990582,-0.049252,-0.070480,-0.106560,-4.406671,-4.010114,-10.452907
13389.0,2025-12-11T18:01:13.215203,4.659713,0.990760,-0.052275,-0.065034,-0.106925,-3.312614,-4.049220,-8.521400
13414.0,2025-12-11T18:01:13.215203,4.659713,0.990743,-0.057179,-0.058550,-0.108308,-2.215244,-2.816250,-6.233360
13439.0,2025-12-11T18:01:13.279730,4.724239,0.990590,-0.061626,-0.050847,-0.111122,-1.292639,-1.564419,-5.039623
13464.0,2025-12-11T18:01:13.279730,4.724239,0.990197,-0.066143,-0.044560,-0.114670,0.604532,-0.419907,-3.092918
13484.0,2025-12-11T18:01:13.338451,4.782961,0.989548,-0.071636,-0.039577,-0.118727,0.622708,0.939370,-2.687522
13511.0,2025-12-11T18:01:13.342410,4.786920,0.988820,-0.077116,-0.032144,-0.123507,0.545094,3.556966,-0.971943
13535.0,2025-12-11T18:01:13.342410,4.786920,0.988452,-0.082327,-0.022997,-0.125126,2.728873,5.896690,4.802868
13564.0,2025-12-11T18:01:13.396705,4.841215,0.988248,-0.088053,-0.018781,-0.123531,2.705999,5.124971,6.065160
13589.0,2025-12-11T18:01:13.396705,4.841215,0.988197,-0.090884,-0.014206,-0.122495,2.754980,4.661860,5.712884
13613.0,2025-12-11T18:01:13.461329,4.905839,0.988213,-0.090062,-0.010848,-0.123312,5.657520,4.645466,10.760610
13638.0,2025-12-11T18:01:13.461329,4.905839,0.987931,-0.091965,-0.013121,-0.123946,6.214911,5.239019,11.994723
13663.0,2025-12-11T18:01:13.514946,4.959455,0.987823,-0.093108,-0.018832,-0.123217,4.080208,7.251990,10.040934
13683.0,2025-12-11T18:01:13.521931,4.966441,0.988063,-0.090928,-0.024867,-0.121845,3.476276,6.784299,8.258738
13706.0,2025-12-11T18:01:13.521931,4.966441,0.988449,-0.087155,-0.032574,-0.119631,3.701086,5.536822,6.447196
13733.0,2025-12-11T18:01:13.581668,5.026178,0.988773,-0.084943,-0.042438,-0.115373,2.541044,4.512061,2.284518
13758.0,2025-12-11T18:01:13.581668,5.026178,0.988961,-0.082133,-0.052795,-0.111463,1.114362,4.085188,-0.397345
13783.0,2025-12-11T18:01:13.642530,5.087040,0.989252,-0.077923,-0.060679,-0.107829,-0.560612,2.762381,-3.652632
13807.0,2025-12-11T18:01:13.642903,5.087412,0.989523,-0.073272,-0.067250,-0.104654,-1.706361,1.538325,-5.386327
13832.0,2025-12-11T18:01:13.644131,5.088640,0.989845,-0.069311,-0.073424,-0.100056,-3.038553,-0.849401,-7.901126
13856.0,2025-12-11T18:01:13.700213,5.144722,0.990143,-0.064944,-0.076729,-0.097531,-3.703321,-3.488414,-9.609344
13875.0,2025-12-11T18:01:13.702975,5.147485,0.990278,-0.059049,-0.075206,-0.101033,-3.684668,-4.166659,-7.940935
13899.0,2025-12-11T18:01:13.759765,5.204274,0.990200,-0.056554,-0.073608,-0.104343,-4.045010,-3.225299,-6.936970
13927.0,2025-12-11T18:01:13.759765,5.204274,0.990041,-0.057713,-0.071767,-0.106479,-5.321506,-2.819004,-7.969480
13951.0,2025-12-11T18:01:13.759765,5.204274,0.990071,-0.060632,-0.066047,-0.108264,-4.697725,-2.198179,-8.369756
13975.0,2025-12-11T18:01:13.820321,5.264830,0.990125,-0.063555,-0.057773,-0.110793,-2.679522,-1.973334,-7.046309
13998.0,2025-12-11T18:01:13.820321,5.264830,0.989709,-0.069130,-0.049827,-0.114952,-0.989344,-0.230959,-4.738573
14024.0,2025-12-11T18:01:13.880661,5.325171,0.989079,-0.076184,-0.041939,-0.118995,-1.336603,2.188806,-4.139899
14048.0,2025-12-11T18:01:13.880661,5.325171,0.988745,-0.080232,-0.030799,-0.122463,0.723406,4.653443,-0.590363
14071.0,2025-12-11T18:01:13.880661,5.325171,0.988506,-0.082587,-0.019884,-0.125061,3.635339,4.537134,3.808351
14087.0,2025-12-11T18:01:14.000987,5.445497,0.988080,-0.085299,-0.012574,-0.127530,3.972407,5.171573,5.861568
14118.0,2025-12-11T18:01:14.060604,5.505114,0.987780,-0.087819,-0.006977,-0.128570,4.166255,6.905502,7.489412
14138.0,2025-12-11T18:01:14.060604,5.505114,0.987902,-0.085444,-0.003377,-0.129375,5.943512,6.578898,10.933025
14166.0,2025-12-11T18:01:14.060604,5.505114,0.988036,-0.081715,-0.002643,-0.130768,6.930150,5.370998,12.493040
14217.0,2025-12-11T18:01:14.060604,5.505114,0.988636,-0.079476,-0.013233,-0.126917,5.354531,4.612587,8.226124
14263.0,2025-12-11T18:01:14.117562,5.562072,0.988963,-0.075996,-0.034088,-0.122534,2.767567,4.481021,1.964708
14283.0,2025-12-11T18:01:14.117562,5.562072,0.989105,-0.074203,-0.045299,-0.118800,1.366928,4.004857,-0.330716
14307.0,2025-12-11T18:01:14.122123,5.566633,0.989300,-0.073026,-0.055470,-0.113473,-0.397399,2.620792,-3.522135
14333.0,2025-12-11T18:01:14.180385,5.624895,0.989585,-0.072247,-0.062261,-0.107824,-1.746069,1.109340,-5.662989
14357.0,2025-12-11T18:01:14.180385,5.624895,0.989805,-0.069623,-0.067429,-0.104367,-2.680675,-1.585766,-7.017513
14382.0,2025-12-11T18:01:14.242162,5.686671,0.989791,-0.067211,-0.071430,-0.103414,-3.813158,-2.935199,-8.232155
14407.0,2025-12-11T18:01:14.242857,5.687367,0.989652,-0.063570,-0.072673,-0.106144,-5.218644,-3.184925,-8.988819
