t_imu_ms,pc_timestamp_iso,pc_timestamp_s,qw,qx,qy,qz,ax_raw,ay_raw,az_raw,gx_rad_s,gy_rad_s,gz_rad_s,mx_uT,my_uT,mz_uT
120023.0,2025-12-08T19:53:42.911734,113.375461,-0.721004,0.004225,-0.041054,-0.691700,-0.053223,0.033447,1.014282,-0.027697,0.008522,-0.031958,0.000000,0.000000,0.000000
120042.0,2025-12-08T19:53:42.966828,113.430555,-0.721215,0.004085,-0.040071,-0.691539,-0.060181,0.047852,0.995361,-0.013848,0.009587,-0.054328,0.000000,0.000000,0.000000
120067.0,2025-12-08T19:53:42.967829,113.431556,-0.721273,0.003435,-0.040365,-0.691465,-0.055054,0.067993,0.991577,-0.047937,0.030893,-0.028762,0.000000,0.000000,0.000000
120097.0,2025-12-08T19:53:42.968976,113.432703,-0.721048,0.003604,-0.041113,-0.691655,-0.031494,0.070190,1.006714,-0.049002,0.014914,-0.025566,-30.000000,1.000000,41.000000
120122.0,2025-12-08T19:53:42.970991,113.434718,-0.721188,0.002463,-0.041274,-0.691504,-0.040161,0.085327,0.994263,0.025566,-0.020240,-0.047937,0.000000,0.000000,0.000000
120151.0,2025-12-08T19:53:42.972004,113.435731,-0.721044,0.001728,-0.041599,-0.691637,-0.051270,0.081299,0.978760,-0.037284,0.014914,0.029827,0.000000,0.000000,0.000000
120179.0,2025-12-08T19:53:43.028189,113.491916,-0.720818,0.001071,-0.040827,-0.691920,-0.025391,0.064453,1.020386,-0.055394,-0.005326,0.063916,0.000000,0.000000,0.000000
120205.0,2025-12-08T19:53:43.029189,113.492916,-0.720353,0.001133,-0.041253,-0.692379,-0.041870,0.056519,1.009521,0.003196,-0.034088,0.029827,-30.000000,-22.000000,39.000000
120226.0,2025-12-08T19:53:43.088894,113.552621,-0.720358,0.001786,-0.040693,-0.692406,-0.063232,0.043823,0.999390,0.024501,-0.024501,0.011718,0.000000,0.000000,0.000000
120246.0,2025-12-08T19:53:43.089930,113.553657,-0.720398,0.002542,-0.040168,-0.692392,-0.063965,0.039917,1.002075,0.014914,-0.006392,0.000000,0.000000,0.000000,0.000000
120271.0,2025-12-08T19:53:43.090928,113.554655,-0.720345,0.002471,-0.039017,-0.692514,-0.061157,0.051880,1.005737,-0.036219,-0.011718,0.023436,0.000000,0.000000,0.000000
120301.0,2025-12-08T19:53:43.148013,113.611740,-0.719947,0.002761,-0.039409,-0.692904,-0.065674,0.058105,0.990967,-0.036219,-0.017044,0.013848,-30.000000,-22.000000,39.000000
120326.0,2025-12-08T19:53:43.150004,113.613731,-0.719919,0.002262,-0.040158,-0.692892,-0.062622,0.060547,0.995117,-0.019175,-0.003196,-0.003196,0.000000,0.000000,0.000000
120348.0,2025-12-08T19:53:43.208409,113.672136,-0.719970,0.001489,-0.040772,-0.692805,-0.060425,0.071289,0.992798,-0.002131,-0.015979,-0.025566,0.000000,0.000000,0.000000
120374.0,2025-12-08T19:53:43.210411,113.674138,-0.719869,0.001330,-0.041429,-0.692871,-0.069214,0.075073,0.980591,-0.069242,-0.006392,0.018109,0.000000,0.000000,0.000000
120396.0,2025-12-08T19:53:43.268702,113.732429,-0.719395,0.001712,-0.042028,-0.693326,-0.060059,0.074951,0.991943,-0.057524,0.015979,0.036219,-33.000000,-11.000000,41.000000
120421.0,2025-12-08T19:53:43.329385,113.793112,-0.719472,0.000659,-0.042502,-0.693220,-0.055054,0.073608,1.001343,0.037284,0.005326,-0.033023,0.000000,0.000000,0.000000
120441.0,2025-12-08T19:53:43.330374,113.794101,-0.719568,-0.000388,-0.043247,-0.693074,-0.059204,0.075195,0.996094,0.058590,-0.006392,-0.039415,0.000000,0.000000,0.000000
120464.0,2025-12-08T19:53:43.331374,113.795101,-0.719562,0.000327,-0.043984,-0.693034,-0.080566,0.060669,0.978638,-0.012783,0.006392,0.000000,0.000000,0.000000,0.000000
120515.0,2025-12-08T19:53:43.388540,113.852267,-0.718929,0.000409,-0.043882,-0.693697,-0.051392,0.061646,1.012207,-0.035154,0.035154,0.037284,0.000000,0.000000,0.000000
120540.0,2025-12-08T19:53:43.389540,113.853267,-0.719040,0.000350,-0.043034,-0.693635,-0.053467,0.048828,1.008911,0.039415,0.002131,-0.022371,0.000000,0.000000,0.000000
120565.0,2025-12-08T19:53:43.390656,113.854383,-0.719207,0.000968,-0.042577,-0.693490,-0.062988,0.052246,0.999146,0.047937,0.006392,-0.036219,0.000000,0.000000,0.000000
120582.0,2025-12-08T19:53:43.448413,113.912140,-0.719218,0.001210,-0.043585,-0.693415,-0.067627,0.061523,0.988525,-0.017044,0.021305,-0.012783,0.000000,0.000000,0.000000
120609.0,2025-12-08T19:53:43.449806,113.913533,-0.718851,0.001534,-0.044232,-0.693754,-0.060059,0.068604,0.996704,-0.012783,0.026632,-0.002131,-32.000000,-19.000000,38.000000
120634.0,2025-12-08T19:53:43.508282,113.972009,-0.718840,0.000613,-0.044531,-0.693747,-0.059692,0.070923,0.998169,-0.002131,0.008522,-0.008522,0.000000,0.000000,0.000000
120659.0,2025-12-08T19:53:43.509284,113.973011,-0.718917,0.000863,-0.045663,-0.693594,-0.083984,0.068848,0.978271,0.041545,0.014914,-0.028762,0.000000,0.000000,0.000000
120685.0,2025-12-08T19:53:43.511286,113.975013,-0.718634,0.001247,-0.046464,-0.693833,-0.096069,0.070312,0.959473,0.009587,0.044741,-0.018109,-32.000000,-23.000000,42.000000
120709.0,2025-12-08T19:53:43.569145,114.032872,-0.718588,0.000681,-0.046233,-0.693897,-0.058228,0.067505,1.007324,-0.020240,0.075634,0.004261,0.000000,0.000000,0.000000
120734.0,2025-12-08T19:53:43.570146,114.033873,-0.718801,0.001152,-0.045555,-0.693720,-0.064941,0.057495,0.996826,0.022371,0.045806,-0.052198,0.000000,0.000000,0.000000
120756.0,2025-12-08T19:53:43.628519,114.092246,-0.719020,0.001787,-0.046889,-0.693404,-0.091553,0.065918,0.966187,0.051133,0.084156,-0.072438,0.000000,0.000000,0.000000
120781.0,2025-12-08T19:53:43.629521,114.093248,-0.719219,0.002449,-0.048394,-0.693092,-0.089355,0.068970,0.971313,0.045806,0.120375,-0.071373,0.000000,0.000000,0.000000
120807.0,2025-12-08T19:53:43.633523,114.097250,-0.719074,0.003219,-0.049411,-0.693167,-0.090576,0.065063,0.969116,-0.083091,0.115049,-0.046872,-30.000000,2.000000,43.000000
120836.0,2025-12-08T19:53:43.688901,114.152628,-0.719199,0.004617,-0.050258,-0.692969,-0.110718,0.052124,0.970703,-0.028762,0.122505,-0.042611,0.000000,0.000000,0.000000
120856.0,2025-12-08T19:53:43.748164,114.211891,-0.719635,0.005704,-0.051595,-0.692409,-0.125122,0.051147,0.957031,0.072438,0.143811,-0.135289,0.000000,0.000000,0.000000
120877.0,2025-12-08T19:53:43.750144,114.213871,-0.719954,0.006897,-0.053169,-0.691948,-0.131836,0.063843,0.939087,0.036219,0.190682,-0.109722,0.000000,0.000000,0.000000
120903.0,2025-12-08T19:53:43.751145,114.214872,-0.719783,0.007962,-0.054640,-0.692000,-0.093384,0.058716,0.977783,-0.023436,0.223706,-0.064981,-30.000000,-8.000000,38.000000
120932.0,2025-12-08T19:53:43.752148,114.215875,-0.720058,0.007474,-0.054986,-0.691691,-0.062012,0.053589,1.000244,0.193878,0.165116,-0.082025,0.000000,0.000000,0.000000
120960.0,2025-12-08T19:53:43.808779,114.272506,-0.720319,0.009414,-0.055404,-0.691362,-0.121582,0.010498,0.939331,-0.056459,0.209857,-0.082025,0.000000,0.000000,0.000000
120989.0,2025-12-08T19:53:43.808779,114.272506,-0.721163,0.010369,-0.057578,-0.690291,-0.089111,0.063599,0.954102,0.103331,0.301470,-0.361125,-31.000000,-10.000000,43.000000
121017.0,2025-12-08T19:53:43.868322,114.332049,-0.722220,0.011503,-0.059632,-0.688992,-0.177856,0.045532,0.865112,0.159790,0.246076,-0.327036,0.000000,0.000000,0.000000
121042.0,2025-12-08T19:53:43.869309,114.333036,-0.723456,0.013251,-0.062642,-0.687395,-0.117920,0.035400,0.874634,0.307861,0.509196,-0.392017,0.000000,0.000000,0.000000
121059.0,2025-12-08T19:53:43.928638,114.392365,-0.724326,0.013951,-0.065142,-0.686231,-0.023804,0.045776,0.951660,0.303600,0.643420,-0.298274,0.000000,0.000000,0.000000
121084.0,2025-12-08T19:53:43.929635,114.393362,-0.724535,0.014871,-0.066724,-0.685840,0.108643,0.062744,1.098511,0.101200,0.551807,-0.105461,0.000000,0.000000,0.000000
121110.0,2025-12-08T19:53:43.931630,114.395357,-0.724479,0.015087,-0.068302,-0.685739,0.102905,0.000122,1.091431,0.148072,0.229032,-0.149137,-35.000000,-11.000000,37.000000
121139.0,2025-12-08T19:53:43.987513,114.451240,-0.725358,0.015819,-0.067885,-0.684834,-0.005981,-0.026855,0.934814,-0.017044,0.178964,-0.257794,0.000000,0.000000,0.000000
121164.0,2025-12-08T19:53:43.988515,114.452242,-0.725851,0.017624,-0.067323,-0.684322,0.089966,0.000366,1.015625,-0.267381,0.348341,-0.173638,0.000000,0.000000,0.000000
121190.0,2025-12-08T19:53:44.050225,114.513952,-0.726096,0.018414,-0.067686,-0.684006,0.143799,-0.010986,1.072632,-0.140615,0.165116,-0.239684,-30.000000,-3.000000,37.000000
121215.0,2025-12-08T19:53:44.050225,114.513952,-0.727119,0.018383,-0.067119,-0.682975,0.098755,0.011719,0.986694,-0.008522,0.095874,-0.298274,0.000000,0.000000,0.000000
121236.0,2025-12-08T19:53:44.107368,114.571095,-0.727954,0.018797,-0.066361,-0.682148,0.132202,0.023193,1.034058,-0.116114,0.133158,-0.251402,0.000000,0.000000,0.000000
121261.0,2025-12-08T19:53:44.108369,114.572096,-0.728780,0.018015,-0.065014,-0.681416,0.093018,0.040039,1.004395,-0.035154,-0.113983,-0.223706,0.000000,0.000000,0.000000
