t_imu_ms,pc_timestamp_iso,pc_timestamp_s,qw,qx,qy,qz,ax_lin_mps2,ay_lin_mps2,az_lin_mps2,gx_rads,gy_rads,gz_rads,roll_deg,pitch_deg,yaw_deg
1553219.0,2025-12-15T01:43:58.467026,0.067544,0.395759,0.006417,0.005625,0.918315,0.000022,0.012940,0.014535,-0.007457,0.005326,0.000000,0.883038,-0.420131,133.368360
1553242.0,2025-12-15T01:43:59.488938,1.089456,0.395764,0.004677,0.003965,0.918332,-0.037843,-0.013848,0.010812,0.000000,0.005326,0.000000,0.629423,-0.312333,133.370097
1553265.0,2025-12-15T01:43:59.489927,1.090445,0.395754,0.006781,0.005029,0.918318,0.027694,0.002058,0.029679,0.001065,0.004261,0.000000,0.836737,-0.485541,133.368724
1553290.0,2025-12-15T01:43:59.491467,1.091985,0.395753,0.004528,0.004082,0.918337,-0.031578,0.000233,0.020253,-0.004261,0.003196,0.001065,0.634943,-0.291403,133.371562
1553314.0,2025-12-15T01:43:59.491467,1.091985,0.395383,0.004420,0.004215,0.918496,-0.034695,-0.008466,0.003559,-0.006392,0.003196,0.000000,0.643939,-0.274227,133.417846
1553336.0,2025-12-15T01:43:59.492461,1.092979,0.395373,0.006417,0.005354,0.918483,0.013760,0.001575,0.008328,-0.005326,0.004261,0.000000,0.854349,-0.432865,133.416576
1553360.0,2025-12-15T01:43:59.492461,1.092979,0.395365,0.004767,0.003653,0.918504,-0.033225,-0.013596,0.021492,0.002131,0.003196,0.001065,0.600521,-0.336215,133.419825
1553387.0,2025-12-15T01:43:59.492461,1.092979,0.395342,0.007053,0.004219,0.918497,0.020730,-0.003564,0.030936,-0.002131,0.001065,0.001065,0.763681,-0.551220,133.420015
1553412.0,2025-12-15T01:43:59.492461,1.092979,0.394961,0.006962,0.004326,0.918661,0.013232,-0.023698,0.021524,-0.005326,0.000000,0.001065,0.770536,-0.537116,133.467687
1553434.0,2025-12-15T01:43:59.493453,1.093971,0.394967,0.005541,0.006179,0.918658,-0.002568,0.009922,0.021681,-0.002131,-0.003196,0.001065,0.901306,-0.303654,133.468104
1553461.0,2025-12-15T01:43:59.493453,1.093971,0.394961,0.005367,0.003821,0.918674,-0.007740,-0.015721,0.004587,0.002131,-0.002131,0.000000,0.645130,-0.392057,133.469634
1553487.0,2025-12-15T01:43:59.493453,1.093971,0.394971,0.004823,0.006178,0.918660,0.004229,0.022637,0.029720,0.003196,0.001065,0.000000,0.868641,-0.228092,133.468470
1553513.0,2025-12-15T01:43:59.493453,1.093971,0.394758,0.004742,0.006273,0.918752,0.007514,0.022228,0.017705,0.001065,0.005326,0.000000,0.875008,-0.215406,133.495101
