t_imu_ms,pc_timestamp_iso,pc_timestamp_s,qw,qx,qy,qz,ax_lin_mps2,ay_lin_mps2,az_lin_mps2
120018.0,2025-12-11T17:27:24.569257,113.166685,0.695916,-0.065131,-0.080135,0.710660,0.010375,0.004389,0.031989
120041.0,2025-12-11T17:27:24.984494,113.581922,0.695798,-0.066058,-0.081277,0.710560,0.018542,-0.136195,-0.039846
120065.0,2025-12-11T17:27:24.984494,113.581922,0.695839,-0.065670,-0.080449,0.710651,-0.083284,0.251919,0.188841
120089.0,2025-12-11T17:27:24.984494,113.581922,0.695779,-0.066290,-0.081042,0.710584,-0.000101,-0.279993,-0.108251
120115.0,2025-12-11T17:27:24.984494,113.581922,0.695291,-0.066711,-0.081238,0.711000,0.035544,0.100932,0.068307
120139.0,2025-12-11T17:27:24.989481,113.586910,0.695317,-0.066663,-0.080055,0.711113,-0.020728,0.004946,0.033302
120212.0,2025-12-11T17:27:24.989944,113.587373,0.694932,-0.066502,-0.080157,0.711492,-0.016079,0.009078,0.046379
120235.0,2025-12-11T17:27:24.989944,113.587373,0.694829,-0.067386,-0.080948,0.711421,-0.012063,-0.146511,-0.042206
120259.0,2025-12-11T17:27:24.989944,113.587373,0.694932,-0.066545,-0.080216,0.711482,0.019630,0.133812,0.106554
120283.0,2025-12-11T17:27:24.989944,113.587373,0.694892,-0.066929,-0.080934,0.711404,0.013950,-0.054687,0.005643
120309.0,2025-12-11T17:27:24.989944,113.587373,0.694443,-0.067103,-0.080800,0.711841,0.002735,-0.014575,0.026033
120329.0,2025-12-11T17:27:24.989944,113.587373,0.694516,-0.066580,-0.079880,0.711922,-0.018394,0.062682,0.070860
120353.0,2025-12-11T17:27:24.993342,113.590770,0.694490,-0.066781,-0.080761,0.711830,0.002285,-0.008679,0.021471
120374.0,2025-12-11T17:27:24.993342,113.590770,0.694580,-0.065942,-0.080299,0.711873,0.015929,0.032294,0.074108
120399.0,2025-12-11T17:27:24.993342,113.590770,0.694147,-0.065939,-0.080056,0.712322,-0.038229,-0.058403,0.023043
120422.0,2025-12-11T17:27:24.993342,113.590770,0.694055,-0.066833,-0.079532,0.712388,-0.012370,-0.006876,0.040493
120450.0,2025-12-11T17:27:24.993342,113.590770,0.694158,-0.065821,-0.079640,0.712369,0.036499,0.014497,0.035803
120470.0,2025-12-11T17:27:24.995052,113.592481,0.694071,-0.066604,-0.080191,0.712320,-0.000715,-0.016430,0.029986
120498.0,2025-12-11T17:27:24.995566,113.592994,0.693638,-0.066737,-0.079965,0.712753,-0.017284,-0.033233,0.024833
120518.0,2025-12-11T17:27:24.995566,113.592994,0.693748,-0.065744,-0.080059,0.712728,0.011655,-0.003413,0.047697
120546.0,2025-12-11T17:27:25.049488,113.646916,0.693829,-0.065053,-0.079467,0.712780,0.001608,-0.002948,0.041677
120570.0,2025-12-11T17:27:25.049488,113.646916,0.693743,-0.065988,-0.079351,0.712790,-0.003948,-0.017101,0.048504
120595.0,2025-12-11T17:27:25.049488,113.646916,0.693305,-0.066096,-0.079097,0.713234,0.013049,-0.068149,0.016862
120618.0,2025-12-11T17:27:25.105949,113.703377,0.693406,-0.065148,-0.079240,0.713207,0.010827,-0.002316,0.045999
120642.0,2025-12-11T17:27:25.110655,113.708083,0.693422,-0.064948,-0.080139,0.713109,0.035164,-0.032113,0.027942
120662.0,2025-12-11T17:27:25.110655,113.708083,0.693337,-0.065781,-0.079559,0.713181,-0.022914,-0.002546,0.027064
120685.0,2025-12-11T17:27:25.168458,113.765887,0.693372,-0.065456,-0.078731,0.713269,-0.024518,0.057073,0.078741
120710.0,2025-12-11T17:27:25.170982,113.768410,0.692950,-0.065411,-0.078427,0.713717,0.048487,-0.114101,-0.001346
120732.0,2025-12-11T17:27:25.230332,113.827760,0.693030,-0.064559,-0.078547,0.713703,-0.002345,-0.010166,0.051934
120756.0,2025-12-11T17:27:25.230332,113.827760,0.693012,-0.064879,-0.077527,0.713803,-0.005393,-0.009187,0.046032
120780.0,2025-12-11T17:27:25.230332,113.827760,0.692970,-0.065344,-0.078258,0.713722,0.021072,-0.101778,0.005146
120804.0,2025-12-11T17:27:25.283712,113.881140,0.692520,-0.065545,-0.078154,0.714151,0.033721,-0.001023,0.052047
120828.0,2025-12-11T17:27:25.283712,113.881140,0.692625,-0.064625,-0.077525,0.714202,0.005340,0.000622,0.054960
120849.0,2025-12-11T17:27:25.347503,113.944931,0.692561,-0.065221,-0.078254,0.714130,0.009771,-0.091428,0.009609
120873.0,2025-12-11T17:27:25.347503,113.944931,0.692643,-0.064339,-0.078649,0.714087,0.003845,-0.009210,0.052894
120899.0,2025-12-11T17:27:25.347503,113.944931,0.692219,-0.064343,-0.078354,0.714531,0.013922,-0.052671,0.025648
120920.0,2025-12-11T17:27:25.410165,114.007594,0.692133,-0.065158,-0.079001,0.714468,-0.002555,-0.032732,0.028519
120940.0,2025-12-11T17:27:25.410165,114.007594,0.692194,-0.064672,-0.078113,0.714552,0.002704,-0.016863,0.053281
120964.0,2025-12-11T17:27:25.410165,114.007594,0.692135,-0.065176,-0.078881,0.714479,0.010114,-0.052120,0.022204
120993.0,2025-12-11T17:27:25.468913,114.066341,0.691703,-0.065303,-0.078709,0.714904,0.014248,-0.040726,0.039962
121017.0,2025-12-11T17:27:25.470921,114.068349,0.691634,-0.065945,-0.079385,0.714836,0.000919,-0.002377,0.049697
121042.0,2025-12-11T17:27:25.526724,114.124153,0.691587,-0.066398,-0.080236,0.714745,0.007670,-0.030000,0.036774
121066.0,2025-12-11T17:27:25.529653,114.127081,0.691688,-0.065489,-0.079957,0.714763,0.005734,-0.000585,0.044324
121088.0,2025-12-11T17:27:25.645055,114.242484,0.691642,-0.065919,-0.080780,0.714675,-0.001819,-0.000169,0.044433
121114.0,2025-12-11T17:27:25.645055,114.242484,0.691219,-0.066036,-0.080550,0.715100,-0.011415,0.005496,0.028442
121138.0,2025-12-11T17:27:25.645055,114.242484,0.691300,-0.065334,-0.079851,0.715164,0.001342,-0.002834,0.045992
121156.0,2025-12-11T17:27:25.645055,114.242484,0.691251,-0.065760,-0.080682,0.715079,-0.000389,-0.003564,0.035332
121206.0,2025-12-11T17:27:25.645055,114.242484,0.690741,-0.066825,-0.080633,0.715479,0.002182,0.028107,0.053513
121234.0,2025-12-11T17:27:25.710089,114.307517,0.690845,-0.065858,-0.080664,0.715464,-0.002422,-0.010791,0.036722
121258.0,2025-12-11T17:27:25.710089,114.307517,0.690810,-0.066281,-0.079764,0.715560,0.017090,-0.012802,0.030196
121280.0,2025-12-11T17:27:25.763919,114.361348,0.690872,-0.065613,-0.080478,0.715481,-0.003357,-0.007070,0.034307
121306.0,2025-12-11T17:27:25.763919,114.361348,0.690446,-0.065715,-0.080176,0.715917,0.004598,-0.012187,0.033619
121331.0,2025-12-11T17:27:25.830015,114.427444,0.690504,-0.065288,-0.079289,0.716000,-0.001341,0.000892,0.027350
121355.0,2025-12-11T17:27:25.831533,114.428961,0.690475,-0.065558,-0.080193,0.715902,0.003285,-0.012866,0.038058
121375.0,2025-12-11T17:27:25.831533,114.428961,0.690439,-0.065885,-0.081147,0.715799,-0.002722,-0.000042,0.039526
121403.0,2025-12-11T17:27:25.880316,114.477744,0.690019,-0.065949,-0.080863,0.716231,-0.005134,0.016142,0.050763
121423.0,2025-12-11T17:27:25.880316,114.477744,0.689959,-0.066608,-0.080088,0.716314,0.012429,-0.009726,0.039252
121447.0,2025-12-11T17:27:25.946036,114.543465,0.690042,-0.065796,-0.080635,0.716248,-0.006595,-0.008246,0.032877
121475.0,2025-12-11T17:27:25.946036,114.543465,0.690119,-0.065180,-0.079927,0.716309,0.001463,-0.022740,0.036254
121500.0,2025-12-11T17:27:25.946036,114.543465,0.689699,-0.065254,-0.079647,0.716738,-0.006864,-0.024334,0.041554
121523.0,2025-12-11T17:27:26.010224,114.607653,0.689613,-0.066067,-0.080166,0.716689,0.002403,-0.001443,0.038090
121548.0,2025-12-11T17:27:26.068394,114.665823,0.689640,-0.065763,-0.081087,0.716587,0.003458,-0.009494,0.039020
121569.0,2025-12-11T17:27:26.070910,114.668339,0.689681,-0.065444,-0.080166,0.716681,-0.001676,-0.002618,0.046061
121594.0,2025-12-11T17:27:26.070910,114.668339,0.689249,-0.065491,-0.079937,0.717117,0.002106,-0.020638,0.043070
121614.0,2025-12-11T17:27:26.070910,114.668339,0.689318,-0.064788,-0.080619,0.717038,-0.004025,-0.006213,0.029050
121636.0,2025-12-11T17:27:26.127532,114.724960,0.689224,-0.065685,-0.080999,0.717004,-0.004826,-0.020037,0.026564
121660.0,2025-12-11T17:27:26.127532,114.724960,0.689200,-0.066006,-0.080065,0.717103,0.004095,-0.010765,0.044797
121684.0,2025-12-11T17:27:26.181314,114.778743,0.689297,-0.065154,-0.079635,0.717135,0.001402,-0.005406,0.036469
121710.0,2025-12-11T17:27:26.192110,114.789538,0.688875,-0.065175,-0.079417,0.717563,0.014232,-0.035596,0.039434
121735.0,2025-12-11T17:27:26.192110,114.789538,0.688800,-0.065868,-0.080139,0.717491,0.001095,-0.033040,0.017131
121759.0,2025-12-11T17:27:26.248041,114.845470,0.688820,-0.065654,-0.081094,0.717385,-0.012592,-0.001086,0.048341
121783.0,2025-12-11T17:27:26.251322,114.848750,0.688900,-0.065054,-0.080310,0.717451,0.001477,-0.012829,0.032346
121809.0,2025-12-11T17:27:26.310128,114.907556,0.688487,-0.065163,-0.080063,0.717865,0.009928,-0.026684,0.021069
121829.0,2025-12-11T17:27:26.310128,114.907556,0.688587,-0.064210,-0.080103,0.717850,0.001774,-0.008958,0.048713
121853.0,2025-12-11T17:27:26.310128,114.907556,0.688532,-0.064730,-0.080849,0.717772,0.002590,-0.019165,0.039211
