t_imu_ms,pc_timestamp_iso,pc_timestamp_s,qw,qx,qy,qz,ax_lin_mps2,ay_lin_mps2,az_lin_mps2
120018.0,2025-12-11T17:57:33.799477,110.972070,0.623848,-0.052287,-0.082678,0.775400,-0.012927,0.000940,0.040460
120041.0,2025-12-11T17:57:34.208221,111.380815,0.623815,-0.052748,-0.081790,0.775489,0.002698,-0.009225,0.044532
120060.0,2025-12-11T17:57:34.209866,111.382459,0.623861,-0.052199,-0.082604,0.775403,-0.008600,-0.004840,0.040041
120084.0,2025-12-11T17:57:34.209866,111.382459,0.623845,-0.052489,-0.081648,0.775498,0.007639,-0.012108,0.037554
120108.0,2025-12-11T17:57:34.211506,111.384099,0.623361,-0.052511,-0.081437,0.775907,0.002169,-0.023271,0.038125
120152.0,2025-12-11T17:57:34.226397,111.398990,0.623317,-0.052843,-0.082353,0.775823,-0.001596,-0.000653,0.042952
120226.0,2025-12-11T17:57:34.229311,111.401905,0.622876,-0.052424,-0.082004,0.776242,0.008211,-0.012079,0.048143
120272.0,2025-12-11T17:57:34.229624,111.402217,0.622776,-0.053442,-0.082053,0.776248,0.010114,-0.000186,0.043231
120297.0,2025-12-11T17:57:34.229624,111.402217,0.622874,-0.052476,-0.081937,0.776248,0.003848,-0.006469,0.046836
120327.0,2025-12-11T17:57:34.229624,111.402217,0.622381,-0.052480,-0.081706,0.776668,0.005550,-0.010961,0.029340
120356.0,2025-12-11T17:57:34.230629,111.403223,0.622326,-0.052925,-0.082579,0.776589,0.001690,-0.011562,0.048642
120377.0,2025-12-11T17:57:34.231224,111.403818,0.622381,-0.052458,-0.081732,0.776666,0.002510,-0.016822,0.034170
120401.0,2025-12-11T17:57:34.231224,111.403818,0.621885,-0.052463,-0.081537,0.777084,0.015768,-0.012404,0.037146
120426.0,2025-12-11T17:57:34.232364,111.404957,0.621877,-0.052524,-0.082501,0.776984,0.002453,-0.010292,0.045166
120452.0,2025-12-11T17:57:34.232674,111.405267,0.621790,-0.053386,-0.082971,0.776945,0.007570,0.012022,0.025728
120471.0,2025-12-11T17:57:34.233159,111.405752,0.621825,-0.053082,-0.082052,0.777035,-0.001385,-0.003119,0.050859
120491.0,2025-12-11T17:57:34.233755,111.406349,0.621915,-0.052116,-0.082201,0.777013,0.002265,-0.005393,0.032580
120516.0,2025-12-11T17:57:34.233755,111.406349,0.621427,-0.052125,-0.081979,0.777426,-0.000874,-0.010887,0.043861
120540.0,2025-12-11T17:57:34.233755,111.406349,0.621332,-0.053113,-0.081983,0.777435,0.009512,-0.002464,0.047111
120563.0,2025-12-11T17:57:34.235699,111.408293,0.621417,-0.052192,-0.082293,0.777396,-0.000101,-0.007731,0.039023
120587.0,2025-12-11T17:57:34.235699,111.408293,0.621320,-0.053126,-0.082653,0.777372,0.006295,0.001810,0.038524
120612.0,2025-12-11T17:57:34.271440,111.444033,0.620817,-0.053138,-0.082382,0.777802,0.007453,-0.006792,0.035276
120635.0,2025-12-11T17:57:34.277916,111.450510,0.620911,-0.052154,-0.082379,0.777794,-0.006501,-0.015147,0.045207
120654.0,2025-12-11T17:57:34.277916,111.450510,0.620813,-0.053157,-0.082231,0.777820,0.010807,-0.002856,0.044406
120676.0,2025-12-11T17:57:34.336659,111.509252,0.620904,-0.052222,-0.082515,0.777780,0.001273,-0.008678,0.044591
120700.0,2025-12-11T17:57:34.336659,111.509252,0.620412,-0.052236,-0.082336,0.778191,0.000083,-0.001514,0.048828
120724.0,2025-12-11T17:57:34.336659,111.509252,0.620354,-0.052756,-0.083160,0.778114,-0.000802,0.007642,0.038206
120751.0,2025-12-11T17:57:34.389893,111.562486,0.620435,-0.052025,-0.082506,0.778168,0.000724,-0.011068,0.041762
