t_imu_ms,pc_timestamp_iso,pc_timestamp_s,qw,qx,qy,qz,ax_raw,ay_raw,az_raw,gx_rad_s,gy_rad_s,gz_rad_s,mx_uT,my_uT,mz_uT
25506.0,2025-12-11T04:57:26.698749,0.062824,0.996255,-0.037059,-0.077110,-0.012553,0.176880,-0.083374,0.994019,-0.060720,-0.033023,-0.031958,0.000000,0.000000,0.000000
25525.0,2025-12-11T04:57:26.713395,0.077471,0.996163,-0.037682,-0.077968,-0.012700,0.184448,-0.092285,0.992432,-0.012783,-0.010653,-0.031958,0.000000,0.000000,0.000000
25547.0,2025-12-11T04:57:26.731771,0.095847,0.996066,-0.038011,-0.079018,-0.012829,0.193237,-0.080811,0.999878,-0.028762,-0.017044,-0.020240,0.000000,0.000000,0.000000
25576.0,2025-12-11T04:57:26.780134,0.144210,0.996090,-0.037830,-0.078642,-0.013741,0.189819,-0.073242,0.997803,0.007457,-0.029827,-0.018109,-28.000000,23.000000,16.000000
25596.0,2025-12-11T04:57:26.781725,0.145800,0.996004,-0.038415,-0.079436,-0.013769,0.170044,-0.085449,0.989258,0.025566,-0.023436,-0.014914,0.000000,0.000000,0.000000
25618.0,2025-12-11T04:57:26.798882,0.162957,0.995923,-0.038857,-0.080230,-0.013824,0.168457,-0.083130,0.982544,0.047937,-0.017044,-0.021305,0.000000,0.000000,0.000000
25639.0,2025-12-11T04:57:26.833982,0.198057,0.995822,-0.039284,-0.081280,-0.013761,0.174438,-0.080566,0.978271,-0.008522,-0.029827,0.012783,0.000000,0.000000,0.000000
25662.0,2025-12-11T04:57:26.853863,0.217939,0.995828,-0.039930,-0.080806,-0.014233,0.167725,-0.084229,0.978638,-0.154463,-0.045806,0.057524,-27.000000,22.000000,19.000000
25685.0,2025-12-11T04:57:26.875631,0.239706,0.995746,-0.039931,-0.081813,-0.014246,0.172729,-0.064697,0.979126,-0.141680,-0.067112,0.023436,0.000000,0.000000,0.000000
25714.0,2025-12-11T04:57:26.903978,0.268054,0.995784,-0.038915,-0.081749,-0.014718,0.164917,-0.067383,0.995117,-0.001065,0.000000,-0.078830,0.000000,0.000000,0.000000
25738.0,2025-12-11T04:57:26.931213,0.295289,0.995675,-0.039816,-0.082584,-0.015016,0.176392,-0.086304,0.978638,-0.053263,-0.020240,-0.061785,0.000000,0.000000,0.000000
25762.0,2025-12-11T04:57:26.954123,0.318199,0.995648,-0.039933,-0.082716,-0.015767,0.183105,-0.070068,0.993286,-0.054328,-0.152333,-0.001065,-29.000000,22.000000,18.000000
25783.0,2025-12-11T04:57:26.975281,0.339357,0.995495,-0.040649,-0.084218,-0.015617,0.182251,-0.083008,1.007324,-0.072438,-0.119310,0.033023,0.000000,0.000000,0.000000
25805.0,2025-12-11T04:57:26.999198,0.363274,0.995486,-0.039750,-0.084779,-0.015524,0.181641,-0.046875,1.012573,-0.009587,-0.067112,0.035154,0.000000,0.000000,0.000000
25826.0,2025-12-11T04:57:27.020192,0.384268,0.995518,-0.038359,-0.085007,-0.015677,0.180542,-0.057007,1.013062,0.084156,0.006392,-0.019175,0.000000,0.000000,0.000000
25848.0,2025-12-11T04:57:27.037027,0.401102,0.995447,-0.038307,-0.085889,-0.015544,0.180420,-0.078857,0.984741,0.105461,-0.003196,0.015979,0.000000,0.000000,0.000000
