t_imu_ms,pc_timestamp_iso,pc_timestamp_s,qw,qx,qy,qz,ax_lin_mps2,ay_lin_mps2,az_lin_mps2,gx_rads,gy_rads,gz_rads,roll_deg,pitch_deg,yaw_deg
321610.0,2025-12-14T18:17:13.610364,0.059352,0.976561,0.015382,-0.016508,-0.214057,-0.008932,0.027462,0.009085,-0.002131,-0.001065,0.000000,2.127490,-1.470155,-24.754104
321633.0,2025-12-14T18:17:14.780542,1.229530,0.976573,0.016008,-0.014238,-0.214120,0.010694,-0.005662,0.015234,0.000000,-0.002131,-0.001065,2.141770,-1.200602,-24.756000
321662.0,2025-12-14T18:17:14.780542,1.229530,0.976793,0.013817,-0.014542,-0.213245,0.028061,0.056938,0.004058,-0.002131,0.003196,0.001065,1.902745,-1.290236,-24.651672
321684.0,2025-12-14T18:17:14.813820,1.262809,0.976744,0.015915,-0.015585,-0.213248,0.008130,0.006978,0.023405,-0.001065,0.007457,0.000000,2.163300,-1.355582,-24.657381
321711.0,2025-12-14T18:17:14.813820,1.262809,0.976700,0.018293,-0.015704,-0.213249,-0.010169,-0.037569,0.012331,0.000000,0.001065,0.002131,2.432476,-1.310763,-24.660688
321732.0,2025-12-14T18:17:14.814734,1.263722,0.976756,0.016217,-0.014441,-0.213252,0.010827,0.011443,0.018322,-0.004261,0.001065,0.000000,2.169027,-1.220174,-24.654944
321763.0,2025-12-14T18:17:14.814734,1.263722,0.976917,0.013918,-0.014800,-0.212651,0.011959,0.047837,0.007124,-0.004261,0.004261,0.000000,1.919609,-1.317795,-24.582785
321782.0,2025-12-14T18:17:14.814734,1.263722,0.976872,0.016170,-0.015464,-0.212652,0.009218,0.013504,0.027295,-0.002131,0.005326,0.001065,2.188082,-1.337124,-24.587372
321807.0,2025-12-14T18:17:14.815750,1.264738,0.976837,0.016730,-0.017758,-0.212591,-0.025075,-0.000053,0.003449,-0.005326,-0.001065,0.002131,2.306820,-1.580418,-24.587718
321837.0,2025-12-14T18:17:14.815750,1.264738,0.977030,0.014485,-0.017468,-0.211890,-0.042241,0.051669,0.027472,-0.001065,0.008522,0.000000,2.047111,-1.604164,-24.501342
321858.0,2025-12-14T18:17:14.815750,1.264738,0.977045,0.015457,-0.015179,-0.211928,0.002720,-0.000816,0.017685,-0.002131,0.009587,0.001065,2.100241,-1.324175,-24.500862
321887.0,2025-12-14T18:17:14.815750,1.264738,0.977001,0.017793,-0.015029,-0.211957,-0.003870,-0.028187,0.021698,-0.004261,0.003196,0.000000,2.358239,-1.250527,-24.506631
