t_imu_ms,pc_timestamp_iso,pc_timestamp_s,qw,qx,qy,qz,ax_raw,ay_raw,az_raw,gx_rad_s,gy_rad_s,gz_rad_s,mx_uT,my_uT,mz_uT
133761.0,2025-12-11T04:45:30.925399,0.069101,0.479229,-0.271472,0.494553,-0.672354,-0.108276,-0.928101,0.364746,0.000000,0.002131,0.001065,0.000000,0.000000,0.000000
133784.0,2025-12-11T04:45:30.946229,0.089930,0.479473,-0.271036,0.495189,-0.671887,-0.110352,-0.928833,0.364380,-0.001065,0.001065,0.002131,0.000000,0.000000,0.000000
133810.0,2025-12-11T04:45:30.971954,0.115655,0.479176,-0.270766,0.495417,-0.672040,-0.110107,-0.928467,0.363403,-0.001065,0.002131,0.002131,-35.000000,3.000000,25.000000
133833.0,2025-12-11T04:45:30.987665,0.131367,0.478797,-0.271373,0.494895,-0.672450,-0.109741,-0.928833,0.364136,-0.001065,0.002131,0.000000,0.000000,0.000000,0.000000
133859.0,2025-12-11T04:45:31.023643,0.167345,0.478834,-0.271374,0.494265,-0.672886,-0.108521,-0.928101,0.365234,-0.001065,0.003196,0.001065,0.000000,0.000000,0.000000
133883.0,2025-12-11T04:45:31.044805,0.188506,0.479122,-0.270879,0.494868,-0.672438,-0.109619,-0.928345,0.364990,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
133907.0,2025-12-11T04:45:31.072508,0.216210,0.478806,-0.270603,0.495085,-0.672614,-0.110229,-0.927979,0.365356,0.000000,0.001065,0.001065,-36.000000,4.000000,23.000000
133936.0,2025-12-11T04:45:31.097311,0.241012,0.478405,-0.271231,0.494588,-0.673012,-0.108643,-0.928101,0.364746,-0.001065,0.003196,0.000000,0.000000,0.000000,0.000000
133965.0,2025-12-11T04:45:31.125354,0.269056,0.478351,-0.271225,0.495241,-0.672572,-0.109253,-0.929077,0.363892,-0.002131,0.002131,0.001065,0.000000,0.000000,0.000000
133983.0,2025-12-11T04:45:31.138438,0.282140,0.478413,-0.271194,0.494620,-0.672997,-0.108643,-0.928711,0.364990,-0.002131,0.002131,0.000000,0.000000,0.000000,0.000000
134011.0,2025-12-11T04:45:31.181660,0.325361,0.478055,-0.270892,0.494888,-0.673177,-0.109131,-0.927612,0.364136,-0.001065,0.002131,0.000000,-36.000000,1.000000,18.000000
134030.0,2025-12-11T04:45:31.197691,0.341393,0.478217,-0.270578,0.495540,-0.672708,-0.109863,-0.928467,0.363892,0.001065,0.000000,0.001065,0.000000,0.000000,0.000000
134055.0,2025-12-11T04:45:31.218633,0.362335,0.477862,-0.271161,0.494999,-0.673124,-0.109253,-0.929443,0.364258,-0.001065,0.001065,0.001065,0.000000,0.000000,0.000000
