t_imu_ms,pc_timestamp_iso,pc_timestamp_s,qw,qx,qy,qz,ax_raw,ay_raw,az_raw,gx_rad_s,gy_rad_s,gz_rad_s,mx_uT,my_uT,mz_uT
120025.0,2025-12-08T05:06:50.730699,112.667019,0.991468,-0.005826,0.026566,-0.127483,-0.050415,-0.015869,1.002563,-0.001065,0.002131,0.001065,1.000000,-1.000000,45.000000
120049.0,2025-12-08T05:06:50.790662,112.726982,0.991478,-0.004837,0.026529,-0.127452,-0.051514,-0.016479,1.001831,-0.002131,0.002131,0.001065,0.000000,0.000000,0.000000
120074.0,2025-12-08T05:06:50.792651,112.728971,0.991467,-0.004075,0.027171,-0.127427,-0.052490,-0.015503,1.001587,-0.002131,0.001065,0.000000,0.000000,0.000000,0.000000
120094.0,2025-12-08T05:06:50.793667,112.729987,0.991493,-0.004185,0.026190,-0.127431,-0.051392,-0.015015,1.002075,-0.002131,0.002131,0.001065,0.000000,0.000000,0.000000
120119.0,2025-12-08T05:06:50.794651,112.730971,0.991489,-0.005170,0.026414,-0.127380,-0.051880,-0.016113,1.001953,-0.002131,0.002131,0.001065,1.000000,-2.000000,47.000000
120169.0,2025-12-08T05:06:50.851183,112.787503,0.991491,-0.004828,0.026459,-0.127370,-0.050659,-0.016357,1.002808,-0.002131,0.002131,-0.001065,0.000000,0.000000,0.000000
120194.0,2025-12-08T05:06:50.852851,112.789171,0.991513,-0.005033,0.025486,-0.127388,-0.050049,-0.016479,1.002808,-0.002131,0.001065,-0.001065,0.000000,0.000000,0.000000
120220.0,2025-12-08T05:06:50.908225,112.844545,0.991501,-0.004118,0.025880,-0.127431,-0.051514,-0.015625,1.002075,-0.002131,0.003196,0.000000,1.000000,1.000000,44.000000
120240.0,2025-12-08T05:06:50.908225,112.844545,0.991488,-0.005107,0.026117,-0.127453,-0.050659,-0.016968,1.002319,-0.003196,0.003196,0.000000,0.000000,0.000000,0.000000
120265.0,2025-12-08T05:06:50.908225,112.844545,0.991489,-0.004149,0.026377,-0.127421,-0.051270,-0.015503,1.003174,-0.002131,0.001065,0.001065,0.000000,0.000000,0.000000
120290.0,2025-12-08T05:06:50.969814,112.906134,0.991503,-0.004816,0.025637,-0.127443,-0.050415,-0.015747,1.003418,-0.002131,0.002131,0.000000,0.000000,0.000000,0.000000
120316.0,2025-12-08T05:06:50.969814,112.906134,0.991490,-0.004003,0.026222,-0.127450,-0.051025,-0.016357,1.003418,-0.001065,0.002131,0.002131,-1.000000,1.000000,35.000000
120340.0,2025-12-08T05:06:50.969814,112.906134,0.991470,-0.004863,0.026754,-0.127468,-0.052368,-0.017334,1.002197,-0.002131,0.001065,0.000000,0.000000,0.000000,0.000000
120369.0,2025-12-08T05:06:51.031930,112.968250,0.991489,-0.004010,0.026264,-0.127450,-0.050903,-0.014038,1.001465,-0.002131,0.003196,0.000000,0.000000,0.000000,0.000000
120389.0,2025-12-08T05:06:51.033035,112.969355,0.991475,-0.004981,0.026527,-0.127472,-0.051514,-0.017090,1.001465,-0.001065,0.002131,0.000000,0.000000,0.000000,0.000000
120417.0,2025-12-08T05:06:51.087998,113.024318,0.991460,-0.004142,0.027057,-0.127509,-0.050415,-0.017334,1.003052,-0.003196,0.002131,0.000000,-1.000000,2.000000,45.000000
120437.0,2025-12-08T05:06:51.087998,113.024318,0.991455,-0.005150,0.026951,-0.127530,-0.052490,-0.016357,1.002075,-0.003196,0.001065,0.001065,0.000000,0.000000,0.000000
120461.0,2025-12-08T05:06:51.087998,113.024318,0.991480,-0.004557,0.026162,-0.127521,-0.051514,-0.016357,1.002563,-0.001065,0.002131,0.000000,0.000000,0.000000,0.000000
120490.0,2025-12-08T05:06:51.152451,113.088771,0.991464,-0.005507,0.026498,-0.127538,-0.051147,-0.017090,1.001831,-0.001065,0.003196,0.001065,0.000000,0.000000,0.000000
120516.0,2025-12-08T05:06:51.153449,113.089769,0.991463,-0.004561,0.026792,-0.127528,-0.052124,-0.015991,1.001465,-0.002131,0.001065,0.001065,-1.000000,0.000000,43.000000
120537.0,2025-12-08T05:06:51.212230,113.148550,0.991484,-0.003768,0.026209,-0.127507,-0.051147,-0.014160,1.001953,-0.002131,0.002131,0.001065,0.000000,0.000000,0.000000
120561.0,2025-12-08T05:06:51.212230,113.148550,0.991471,-0.004739,0.026451,-0.127530,-0.051514,-0.016968,1.002686,0.000000,0.002131,0.000000,0.000000,0.000000,0.000000
120586.0,2025-12-08T05:06:51.269380,113.205700,0.991460,-0.005746,0.026516,-0.127555,-0.051270,-0.017822,1.001465,-0.002131,0.002131,0.000000,0.000000,0.000000,0.000000
120616.0,2025-12-08T05:06:51.269380,113.205700,0.991463,-0.006764,0.026497,-0.127487,-0.050903,-0.016113,1.002563,-0.004261,0.001065,0.001065,1.000000,-1.000000,43.000000
120641.0,2025-12-08T05:06:51.325150,113.261470,0.991475,-0.005772,0.026424,-0.127457,-0.051270,-0.014404,1.002441,-0.001065,0.002131,0.001065,0.000000,0.000000,0.000000
120670.0,2025-12-08T05:06:51.325150,113.261470,0.991474,-0.004852,0.026813,-0.127424,-0.051880,-0.016968,1.003052,-0.002131,0.003196,0.001065,0.000000,0.000000,0.000000
120695.0,2025-12-08T05:06:51.325150,113.261470,0.991499,-0.004227,0.026059,-0.127408,-0.051392,-0.015747,1.001709,-0.003196,0.002131,0.001065,0.000000,0.000000,0.000000
120719.0,2025-12-08T05:06:51.386995,113.323315,0.991471,-0.004206,0.027033,-0.127420,-0.052368,-0.016113,1.003906,-0.002131,0.001065,0.001065,0.000000,0.000000,41.000000
120744.0,2025-12-08T05:06:51.386995,113.323315,0.991483,-0.004960,0.026374,-0.127444,-0.051636,-0.016235,1.002563,-0.003196,0.002131,0.000000,0.000000,0.000000,0.000000
120764.0,2025-12-08T05:06:51.453306,113.389626,0.991456,-0.005168,0.027358,-0.127436,-0.052246,-0.016968,1.001709,-0.002131,0.001065,0.001065,0.000000,0.000000,0.000000
120793.0,2025-12-08T05:06:51.453306,113.389626,0.991481,-0.004520,0.026624,-0.127419,-0.051147,-0.015015,1.002197,-0.003196,0.002131,0.001065,0.000000,0.000000,0.000000
120819.0,2025-12-08T05:06:51.454308,113.390627,0.991469,-0.003576,0.026920,-0.127481,-0.050781,-0.015381,1.001587,-0.002131,0.001065,0.001065,1.000000,2.000000,43.000000
120842.0,2025-12-08T05:06:51.501908,113.438228,0.991465,-0.004572,0.026805,-0.127502,-0.052124,-0.016235,1.002930,-0.001065,0.002131,0.001065,0.000000,0.000000,0.000000
120867.0,2025-12-08T05:06:51.501908,113.438228,0.991492,-0.004419,0.025827,-0.127500,-0.050659,-0.015503,1.001221,-0.002131,0.001065,0.001065,0.000000,0.000000,0.000000
120888.0,2025-12-08T05:06:51.570679,113.506999,0.991514,-0.003663,0.025183,-0.127486,-0.050171,-0.015259,1.002197,0.000000,0.002131,0.000000,0.000000,0.000000,0.000000
120914.0,2025-12-08T05:06:51.570679,113.506999,0.991508,-0.004632,0.025476,-0.127441,-0.051392,-0.016602,1.001587,-0.002131,0.003196,0.000000,1.000000,-2.000000,43.000000
120939.0,2025-12-08T05:06:51.570679,113.506999,0.991483,-0.005216,0.026299,-0.127443,-0.050903,-0.016968,1.003418,-0.002131,0.001065,0.001065,0.000000,0.000000,0.000000
120957.0,2025-12-08T05:06:51.630799,113.567119,0.991495,-0.004245,0.026181,-0.127413,-0.051025,-0.015503,1.002563,-0.004261,0.001065,0.001065,0.000000,0.000000,0.000000
120983.0,2025-12-08T05:06:51.630799,113.567119,0.991481,-0.005230,0.026430,-0.127436,-0.051147,-0.015869,1.003174,-0.003196,0.002131,0.000000,0.000000,0.000000,0.000000
121007.0,2025-12-08T05:06:51.687307,113.623626,0.991490,-0.004231,0.026376,-0.127416,-0.051392,-0.015503,1.002808,0.000000,0.003196,-0.001065,0.000000,0.000000,0.000000
121033.0,2025-12-08T05:06:51.687307,113.623626,0.991490,-0.005227,0.026349,-0.127383,-0.051392,-0.016113,1.002563,-0.001065,0.003196,0.001065,1.000000,0.000000,41.000000
121058.0,2025-12-08T05:06:51.687307,113.623626,0.991476,-0.004561,0.027097,-0.127359,-0.052368,-0.016235,1.001953,-0.002131,0.002131,0.000000,0.000000,0.000000,0.000000
