t_imu_ms,pc_timestamp_iso,pc_timestamp_s,qw,qx,qy,qz,ax_lin_mps2,ay_lin_mps2,az_lin_mps2
120011.0,2025-12-11T17:35:00.102027,111.922579,0.664662,-0.056591,-0.074149,0.741299,0.011803,0.010588,0.043772
120036.0,2025-12-11T17:35:00.514462,112.335014,0.664756,-0.055669,-0.073749,0.741324,0.008286,0.007248,0.039380
120058.0,2025-12-11T17:35:00.514462,112.335014,0.664670,-0.056680,-0.073618,0.741338,-0.001515,-0.007885,0.036441
120083.0,2025-12-11T17:35:00.514462,112.335014,0.664736,-0.055998,-0.072872,0.741404,0.001869,0.016842,0.059136
120105.0,2025-12-11T17:35:00.514462,112.335014,0.664283,-0.056001,-0.072665,0.741830,0.024894,-0.049485,0.031010
120130.0,2025-12-11T17:35:00.531233,112.351785,0.664282,-0.055922,-0.073698,0.741735,0.003005,-0.005684,0.030208
120172.0,2025-12-11T17:35:00.532746,112.353298,0.664400,-0.054797,-0.072033,0.741876,0.001118,-0.011918,0.043361
120222.0,2025-12-11T17:35:00.532746,112.353298,0.663908,-0.055253,-0.072725,0.742216,0.017778,-0.053426,0.033139
120248.0,2025-12-11T17:35:00.532746,112.353298,0.663945,-0.054795,-0.073591,0.742131,-0.012302,-0.002572,0.040621
120273.0,2025-12-11T17:35:00.533641,112.354193,0.663858,-0.055759,-0.073666,0.742130,-0.005098,-0.014161,0.034548
120299.0,2025-12-11T17:35:00.533641,112.354193,0.663383,-0.055807,-0.073549,0.742562,0.009047,-0.028296,0.025932
120324.0,2025-12-11T17:35:00.534279,112.354831,0.663464,-0.054876,-0.073895,0.742525,-0.009182,-0.013789,0.051257
120344.0,2025-12-11T17:35:00.534279,112.354831,0.663378,-0.055888,-0.073779,0.742538,-0.013125,-0.013162,0.021983
120369.0,2025-12-11T17:35:00.535538,112.356090,0.663416,-0.055622,-0.072830,0.742618,0.006150,-0.015929,0.022266
120395.0,2025-12-11T17:35:00.535841,112.356393,0.662951,-0.055674,-0.072596,0.743052,0.011085,-0.024529,0.034884
120418.0,2025-12-11T17:35:00.536609,112.357161,0.663034,-0.054693,-0.072677,0.743043,0.005193,-0.006101,0.048558
120443.0,2025-12-11T17:35:00.536609,112.357161,0.662977,-0.055218,-0.073465,0.742977,0.006193,-0.043029,0.025603
120465.0,2025-12-11T17:35:00.537625,112.358177,0.663007,-0.055044,-0.072537,0.743055,0.002606,-0.009573,0.040533
120490.0,2025-12-11T17:35:00.537625,112.358177,0.662923,-0.056012,-0.072267,0.743084,0.010796,-0.002154,0.038283
120516.0,2025-12-11T17:35:00.537625,112.358177,0.662473,-0.056036,-0.072099,0.743500,0.019218,-0.022174,0.028278
