t_imu_ms,pc_timestamp_iso,pc_timestamp_s,qw,qx,qy,qz,ax_raw,ay_raw,az_raw,gx_rad_s,gy_rad_s,gz_rad_s,mx_uT,my_uT,mz_uT
22898.0,2025-12-11T04:47:22.760415,0.058116,0.818245,-0.553283,0.125949,-0.092138,-0.104126,-0.932495,0.356201,0.000000,0.003196,0.001065,-35.000000,2.000000,21.000000
22919.0,2025-12-11T04:47:22.783122,0.080823,0.818070,-0.553616,0.125230,-0.092672,-0.103516,-0.932373,0.357178,0.000000,0.003196,0.001065,0.000000,0.000000,0.000000
22939.0,2025-12-11T04:47:22.797721,0.095422,0.818454,-0.553022,0.125517,-0.092439,-0.103027,-0.931030,0.357178,-0.002131,0.002131,0.001065,0.000000,0.000000,0.000000
22961.0,2025-12-11T04:47:22.827524,0.125225,0.818042,-0.553599,0.125726,-0.092350,-0.103760,-0.931641,0.356323,-0.002131,0.002131,0.000000,0.000000,0.000000,0.000000
22978.0,2025-12-11T04:47:22.834383,0.132084,0.818053,-0.553667,0.124931,-0.092922,-0.103271,-0.932983,0.357056,-0.002131,0.004261,0.000000,0.000000,0.000000,0.000000
23004.0,2025-12-11T04:47:22.864485,0.162185,0.818029,-0.553432,0.125835,-0.093313,-0.102905,-0.931396,0.358643,-0.001065,0.004261,0.001065,-37.000000,1.000000,22.000000
23024.0,2025-12-11T04:47:22.887261,0.184962,0.818423,-0.552884,0.125564,-0.093465,-0.102539,-0.931030,0.357666,0.001065,0.002131,0.002131,0.000000,0.000000,0.000000
23043.0,2025-12-11T04:47:22.902389,0.200089,0.818031,-0.553483,0.125347,-0.093655,-0.102295,-0.932129,0.358032,0.002131,0.000000,0.002131,0.000000,0.000000,0.000000
23066.0,2025-12-11T04:47:22.924556,0.222257,0.818441,-0.552906,0.125140,-0.093753,-0.101562,-0.932495,0.359009,0.002131,0.000000,0.001065,0.000000,0.000000,0.000000
23087.0,2025-12-11T04:47:22.947526,0.245227,0.818176,-0.553226,0.125759,-0.093353,-0.103149,-0.932983,0.357666,0.003196,0.000000,0.001065,0.000000,0.000000,0.000000
23107.0,2025-12-11T04:47:22.962738,0.260439,0.818140,-0.553004,0.126582,-0.093863,-0.103271,-0.933594,0.356567,0.002131,0.001065,0.000000,-37.000000,4.000000,22.000000
23130.0,2025-12-11T04:47:22.992546,0.290247,0.817757,-0.553527,0.126883,-0.093709,-0.104126,-0.933228,0.356934,0.003196,0.002131,0.001065,0.000000,0.000000,0.000000
23152.0,2025-12-11T04:47:23.016070,0.313771,0.817479,-0.553842,0.127548,-0.093372,-0.107300,-0.932739,0.353516,0.005326,0.015979,-0.001065,0.000000,0.000000,0.000000
23173.0,2025-12-11T04:47:23.031220,0.328921,0.817785,-0.553452,0.126994,-0.093759,-0.098877,-0.931030,0.361206,0.005326,0.006392,0.001065,0.000000,0.000000,0.000000
23199.0,2025-12-11T04:47:23.061199,0.358900,0.817760,-0.553222,0.127873,-0.094141,-0.102539,-0.932373,0.357300,0.001065,-0.001065,0.000000,-38.000000,1.000000,20.000000
23218.0,2025-12-11T04:47:23.083071,0.380771,0.817484,-0.553690,0.127283,-0.094589,-0.102417,-0.932495,0.354980,0.000000,0.002131,0.002131,0.000000,0.000000,0.000000
23240.0,2025-12-11T04:47:23.104975,0.402676,0.817785,-0.553310,0.126728,-0.094950,-0.103149,-0.932617,0.356323,0.000000,0.002131,0.001065,0.000000,0.000000,0.000000
23261.0,2025-12-11T04:47:23.120533,0.418234,0.817976,-0.553109,0.126019,-0.095422,-0.102539,-0.933350,0.357300,-0.003196,0.001065,0.001065,0.000000,0.000000,0.000000
23286.0,2025-12-11T04:47:23.149927,0.447628,0.817572,-0.553669,0.126267,-0.095303,-0.101318,-0.933228,0.356567,-0.001065,0.002131,0.001065,0.000000,0.000000,0.000000
23308.0,2025-12-11T04:47:23.172574,0.470275,0.817540,-0.553444,0.127137,-0.095728,-0.103271,-0.932861,0.357300,-0.002131,0.001065,0.001065,-36.000000,2.000000,22.000000
23328.0,2025-12-11T04:47:23.188143,0.485843,0.817760,-0.553044,0.127832,-0.095234,-0.103638,-0.932495,0.356812,0.000000,0.002131,0.000000,0.000000,0.000000,0.000000
23347.0,2025-12-11T04:47:23.202194,0.499895,0.817513,-0.553475,0.127180,-0.095724,-0.103516,-0.932373,0.356689,-0.002131,0.002131,0.000000,0.000000,0.000000,0.000000
23370.0,2025-12-11T04:47:23.225920,0.523621,0.817850,-0.553031,0.126725,-0.096013,-0.102173,-0.932251,0.356323,-0.002131,0.002131,0.000000,0.000000,0.000000,0.000000
23394.0,2025-12-11T04:47:23.255495,0.553196,0.817823,-0.552800,0.127586,-0.096439,-0.103516,-0.932007,0.356934,-0.003196,0.000000,0.000000,-35.000000,2.000000,25.000000
23415.0,2025-12-11T04:47:23.278200,0.575901,0.817429,-0.553332,0.127953,-0.096242,-0.102783,-0.932251,0.356689,-0.005326,0.003196,0.000000,0.000000,0.000000,0.000000
23436.0,2025-12-11T04:47:23.293198,0.590899,0.817816,-0.552787,0.127753,-0.096346,-0.103027,-0.932861,0.356689,-0.005326,0.002131,0.000000,0.000000,0.000000,0.000000
23459.0,2025-12-11T04:47:23.321799,0.619499,0.817514,-0.553157,0.128361,-0.095973,-0.103882,-0.932129,0.356445,-0.004261,0.003196,0.000000,0.000000,0.000000,0.000000
23483.0,2025-12-11T04:47:23.345625,0.643326,0.817879,-0.552660,0.128028,-0.096176,-0.103760,-0.933105,0.357666,-0.004261,0.003196,0.001065,0.000000,0.000000,0.000000
23505.0,2025-12-11T04:47:23.367659,0.665360,0.817834,-0.552446,0.128914,-0.096605,-0.103149,-0.930542,0.357300,-0.005326,0.004261,0.001065,-38.000000,2.000000,23.000000
23524.0,2025-12-11T04:47:23.383393,0.681093,0.817584,-0.552880,0.128262,-0.097102,-0.101807,-0.932495,0.356812,-0.006392,0.004261,0.001065,0.000000,0.000000,0.000000
23548.0,2025-12-11T04:47:23.412320,0.710021,0.817981,-0.552286,0.128389,-0.096972,-0.103271,-0.931763,0.358276,-0.005326,0.001065,0.000000,0.000000,0.000000,0.000000
23569.0,2025-12-11T04:47:23.426941,0.724642,0.817833,-0.552583,0.127633,-0.097522,-0.101929,-0.931763,0.358032,-0.003196,0.002131,0.000000,0.000000,0.000000,0.000000
23595.0,2025-12-11T04:47:23.457870,0.755571,0.817795,-0.552362,0.128502,-0.097957,-0.102661,-0.931519,0.357788,-0.003196,0.002131,0.000000,-35.000000,2.000000,22.000000
23616.0,2025-12-11T04:47:23.479712,0.777412,0.817384,-0.552931,0.128755,-0.097839,-0.102417,-0.932007,0.357544,-0.003196,0.003196,0.002131,0.000000,0.000000,0.000000
23633.0,2025-12-11T04:47:23.495021,0.792722,0.817785,-0.552364,0.128569,-0.097938,-0.102417,-0.932007,0.358276,-0.001065,0.003196,0.001065,0.000000,0.000000,0.000000
23655.0,2025-12-11T04:47:23.510001,0.807702,0.817409,-0.552868,0.128959,-0.097714,-0.102783,-0.932007,0.357300,-0.002131,0.001065,0.000000,0.000000,0.000000,0.000000
23679.0,2025-12-11T04:47:23.540403,0.838104,0.817819,-0.552256,0.129094,-0.097575,-0.103760,-0.931519,0.358032,-0.001065,0.001065,0.002131,0.000000,0.000000,0.000000
23704.0,2025-12-11T04:47:23.569973,0.867674,0.817770,-0.552046,0.129938,-0.098051,-0.102539,-0.930420,0.357910,-0.001065,0.001065,0.001065,-37.000000,3.000000,19.000000
23723.0,2025-12-11T04:47:23.585654,0.883354,0.817522,-0.552481,0.129279,-0.098536,-0.102539,-0.932861,0.357544,-0.004261,0.001065,0.001065,0.000000,0.000000,0.000000
23745.0,2025-12-11T04:47:23.599943,0.897644,0.817345,-0.552656,0.130031,-0.098037,-0.104248,-0.932617,0.356934,-0.002131,0.001065,0.001065,0.000000,0.000000,0.000000
23767.0,2025-12-11T04:47:23.626120,0.923821,0.817298,-0.552808,0.129239,-0.098607,-0.102173,-0.933105,0.356934,0.000000,0.003196,0.001065,0.000000,0.000000,0.000000
23792.0,2025-12-11T04:47:23.658844,0.956545,0.817301,-0.552532,0.130150,-0.098933,-0.102661,-0.932129,0.357422,0.002131,0.002131,0.001065,-36.000000,-1.000000,26.000000
23812.0,2025-12-11T04:47:23.668921,0.966622,0.817675,-0.552028,0.129766,-0.099164,-0.102905,-0.931030,0.358032,0.002131,0.001065,0.000000,0.000000,0.000000,0.000000
23835.0,2025-12-11T04:47:23.696994,0.994695,0.817920,-0.551748,0.129069,-0.099612,-0.102173,-0.932129,0.358887,0.006392,-0.002131,0.000000,0.000000,0.000000,0.000000
