t_imu_ms,pc_timestamp_iso,pc_timestamp_s,qw,qx,qy,qz,ax_raw,ay_raw,az_raw,gx_rad_s,gy_rad_s,gz_rad_s,mx_uT,my_uT,mz_uT
28769.0,2025-12-11T10:06:06.691240,0.036884,-0.899779,-0.283665,-0.174686,0.281809,0.001221,-0.162109,0.995728,0.320645,0.105461,0.046872,0.000000,0.000000,0.000000
28791.0,2025-12-11T10:06:06.726416,0.072060,-0.900207,-0.282388,-0.174553,0.281806,0.018433,-0.192139,0.998047,-0.102265,-0.028762,-0.013848,19.000000,14.000000,49.000000
28816.0,2025-12-11T10:06:06.740310,0.085954,-0.900975,-0.279972,-0.174279,0.281932,-0.001953,-0.103516,0.998413,-0.340885,-0.106526,-0.036219,0.000000,0.000000,0.000000
28841.0,2025-12-11T10:06:06.768733,0.114377,-0.901385,-0.279191,-0.173902,0.281629,-0.005615,-0.057495,0.998535,-0.039415,0.008522,0.078830,0.000000,0.000000,0.000000
28862.0,2025-12-11T10:06:06.796359,0.142003,-0.901494,-0.279115,-0.173619,0.281532,-0.024292,-0.134888,1.000000,0.115049,0.054328,0.054328,0.000000,0.000000,0.000000
28887.0,2025-12-11T10:06:06.816445,0.162089,-0.901734,-0.278399,-0.173435,0.281584,0.003784,-0.160645,0.998657,0.011718,0.005326,-0.010653,18.000000,19.000000,46.000000
28913.0,2025-12-11T10:06:06.846661,0.192305,-0.902193,-0.276995,-0.173130,0.281686,-0.006958,-0.093140,0.999390,-0.140615,-0.041545,-0.012783,0.000000,0.000000,0.000000
28939.0,2025-12-11T10:06:06.875285,0.220928,-0.902413,-0.276393,-0.172798,0.281778,-0.013428,-0.081177,1.000977,0.018109,0.008522,0.004261,0.000000,0.000000,0.000000
28959.0,2025-12-11T10:06:06.890801,0.236445,-0.902530,-0.276102,-0.172499,0.281871,-0.005371,-0.123047,0.999146,0.080960,0.031958,0.010653,0.000000,0.000000,0.000000
28988.0,2025-12-11T10:06:06.921365,0.267009,-0.902825,-0.275268,-0.172261,0.281889,-0.001465,-0.132324,0.997803,-0.014914,-0.001065,-0.001065,19.000000,28.000000,49.000000
29013.0,2025-12-11T10:06:06.945438,0.291081,-0.903148,-0.274289,-0.171959,0.281993,-0.005737,-0.101807,0.999390,-0.055394,-0.012783,-0.005326,0.000000,0.000000,0.000000
29035.0,2025-12-11T10:06:06.966234,0.311878,-0.903315,-0.273832,-0.171645,0.282093,-0.008057,-0.099976,0.999023,0.047937,0.020240,0.005326,0.000000,0.000000,0.000000
29060.0,2025-12-11T10:06:06.991402,0.337046,-0.903549,-0.273140,-0.171341,0.282199,-0.005859,-0.120361,0.999023,0.003196,0.004261,0.001065,0.000000,0.000000,0.000000
29084.0,2025-12-11T10:06:07.004136,0.349780,-0.903872,-0.272205,-0.171081,0.282226,-0.008179,-0.112549,0.999146,-0.035154,-0.007457,-0.003196,20.000000,32.000000,49.000000
29105.0,2025-12-11T10:06:07.040740,0.386384,-0.904133,-0.271432,-0.170762,0.282325,-0.004150,-0.101807,0.996826,-0.013848,-0.001065,0.000000,0.000000,0.000000,0.000000
29129.0,2025-12-11T10:06:07.054063,0.399707,-0.904302,-0.270963,-0.170452,0.282423,-0.004639,-0.117188,0.997070,0.046872,0.019175,0.006392,0.000000,0.000000,0.000000
29154.0,2025-12-11T10:06:07.085921,0.431564,-0.904622,-0.269968,-0.170147,0.282536,-0.009033,-0.118164,0.999878,-0.055394,-0.015979,-0.005326,0.000000,0.000000,0.000000
29172.0,2025-12-11T10:06:07.099077,0.444721,-0.904912,-0.269076,-0.169825,0.282651,-0.015259,-0.098267,0.998047,-0.035154,-0.010653,-0.004261,0.000000,0.000000,0.000000
29199.0,2025-12-11T10:06:07.131492,0.477135,-0.905172,-0.268363,-0.169597,0.282634,-0.010620,-0.102173,0.999268,0.010653,0.005326,0.001065,18.000000,19.000000,47.000000
29219.0,2025-12-11T10:06:07.146633,0.492277,-0.905351,-0.267841,-0.169302,0.282732,-0.002197,-0.118530,0.994141,0.036219,0.019175,0.004261,0.000000,0.000000,0.000000
29246.0,2025-12-11T10:06:07.176438,0.522082,-0.905609,-0.267046,-0.168992,0.282843,-0.000854,-0.119629,1.001343,-0.015979,-0.002131,-0.002131,0.000000,0.000000,0.000000
29270.0,2025-12-11T10:06:07.206501,0.552145,-0.905895,-0.266149,-0.168682,0.282959,-0.003662,-0.111084,0.998779,-0.036219,-0.008522,-0.005326,0.000000,0.000000,0.000000
29296.0,2025-12-11T10:06:07.222513,0.568157,-0.906210,-0.265252,-0.168500,0.282900,-0.005615,-0.099365,0.999146,-0.026632,-0.005326,-0.004261,20.000000,11.000000,43.000000
