  
       XFOIL         Version 6.99
  
 Calculated polar for: NACA 0010                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.030     Re =     0.050 e 6     Ncrit =   6.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
   1.300   0.1600   0.00476  -0.00434  -0.0107   0.9377   1.0000
   1.400   0.1826   0.00477  -0.00429  -0.0130   0.9283   1.0000
   1.500   0.2024   0.00478  -0.00423  -0.0147   0.9180   1.0000
   1.600   0.2246   0.00475  -0.00420  -0.0167   0.9087   1.0000
   1.700   0.2421   0.00475  -0.00414  -0.0178   0.8972   1.0000
   1.800   0.2583   0.00476  -0.00409  -0.0186   0.8853   1.0000
   1.900   0.2746   0.00476  -0.00406  -0.0194   0.8734   1.0000
   2.000   0.2909   0.00474  -0.00403  -0.0201   0.8616   1.0000
   2.100   0.3054   0.00474  -0.00400  -0.0204   0.8491   1.0000
   2.200   0.3173   0.00476  -0.00396  -0.0202   0.8354   1.0000
   2.300   0.3288   0.00479  -0.00391  -0.0200   0.8215   1.0000
   2.400   0.3397   0.00482  -0.00385  -0.0196   0.8074   1.0000
   2.500   0.3502   0.00486  -0.00380  -0.0190   0.7931   1.0000
   2.600   0.3601   0.00490  -0.00376  -0.0184   0.7784   1.0000
   2.700   0.3696   0.00495  -0.00371  -0.0177   0.7635   1.0000
   2.800   0.3787   0.00501  -0.00365  -0.0168   0.7482   1.0000
   2.900   0.3875   0.00508  -0.00360  -0.0160   0.7326   1.0000
   3.000   0.3961   0.00516  -0.00353  -0.0151   0.7165   1.0000
   3.100   0.4044   0.00525  -0.00347  -0.0141   0.7001   1.0000
   3.200   0.4126   0.00535  -0.00338  -0.0132   0.6832   1.0000
   3.300   0.4207   0.00546  -0.00331  -0.0122   0.6660   1.0000
   3.400   0.4287   0.00558  -0.00324  -0.0112   0.6485   1.0000
   3.500   0.4363   0.00571  -0.00315  -0.0102   0.6297   1.0000
   3.600   0.4438   0.00586  -0.00304  -0.0092   0.6104   1.0000
   3.700   0.4512   0.00601  -0.00295  -0.0081   0.5910   1.0000
   3.800   0.4587   0.00617  -0.00286  -0.0071   0.5715   1.0000
   3.900   0.4659   0.00635  -0.00273  -0.0062   0.5508   1.0000
   4.000   0.4731   0.00654  -0.00260  -0.0052   0.5295   1.0000
   4.100   0.4802   0.00675  -0.00249  -0.0042   0.5086   1.0000
   4.200   0.4871   0.00696  -0.00231  -0.0032   0.4859   1.0000
   4.300   0.4941   0.00721  -0.00217  -0.0023   0.4636   1.0000
   4.400   0.5010   0.00746  -0.00199  -0.0014   0.4391   1.0000
   4.500   0.5078   0.00774  -0.00183  -0.0005   0.4147   1.0000
   4.600   0.5144   0.00803  -0.00164   0.0004   0.3891   1.0000
   4.700   0.5208   0.00835  -0.00144   0.0012   0.3624   1.0000
   4.800   0.5271   0.00871  -0.00123   0.0020   0.3358   1.0000
   4.900   0.5333   0.00910  -0.00100   0.0028   0.3102   1.0000
   5.000   0.5397   0.00951  -0.00071   0.0035   0.2839   1.0000
   5.100   0.5462   0.00997  -0.00039   0.0042   0.2600   1.0000
   5.200   0.5528   0.01046  -0.00002   0.0048   0.2384   1.0000
   5.300   0.5595   0.01099   0.00035   0.0054   0.2196   1.0000
   5.400   0.5667   0.01153   0.00081   0.0060   0.2023   1.0000
   5.500   0.5739   0.01209   0.00127   0.0065   0.1879   1.0000
   5.600   0.5811   0.01266   0.00174   0.0071   0.1759   1.0000
   5.700   0.5893   0.01323   0.00231   0.0076   0.1650   1.0000
   5.800   0.5974   0.01384   0.00287   0.0081   0.1566   1.0000
   5.900   0.6053   0.01442   0.00340   0.0086   0.1488   1.0000
   6.000   0.6137   0.01501   0.00400   0.0090   0.1419   1.0000
   6.100   0.6219   0.01557   0.00455   0.0095   0.1357   1.0000
   6.200   0.6302   0.01620   0.00512   0.0099   0.1310   1.0000
   6.300   0.6394   0.01682   0.00585   0.0103   0.1262   1.0000
   6.400   0.6483   0.01746   0.00651   0.0107   0.1226   1.0000
   6.500   0.6572   0.01812   0.00711   0.0111   0.1195   1.0000
