PLA_total_kg,reserved_mass_kg,chord_m,span_m,wing_area_m2,wing_mass_kg,feasible,total_mass_kg,Vmin_m_s,sink_rate_m_s,glide_ratio
0.8,0.36,0.026000000000000002,0.47000000000000003,0.012220000000000002,0.06061120000000001,True,0.4206112,20.551208308183757,1.2595909441464632,16.315779661396242
0.8,0.36,0.026000000000000002,0.48,0.01248,0.061900800000000006,True,0.42190079999999996,20.26023995747413,1.2287543358497746,16.488438222651457
0.8,0.36,0.026000000000000002,0.49,0.012740000000000001,0.06319040000000001,True,0.42319039999999997,19.979802086354645,1.1993176888620705,16.659307431137584
0.8,0.36,0.026000000000000002,0.5,0.013000000000000001,0.06448000000000001,True,0.42447999999999997,19.709311406459946,1.1711905148450068,16.828441792041186
0.8,0.36,0.026000000000000002,0.51,0.013260000000000001,0.06576960000000001,True,0.42576959999999997,19.448227719243974,1.144289835590569,16.995893098365876
0.8,0.36,0.026000000000000002,0.52,0.013520000000000003,0.06705920000000001,True,0.42705919999999997,19.19604996530408,1.118539427368539,17.16171061619567
0.8,0.36,0.026000000000000002,0.53,0.013780000000000002,0.06834880000000002,True,0.4283488,18.95231270369739,1.0938691541115324,17.32594125399845
0.8,0.36,0.026000000000000002,0.54,0.014040000000000002,0.06963840000000002,True,0.4296384,18.716582967342195,1.0702143775442086,17.48862971761847
0.8,0.36,0.026000000000000002,0.55,0.014300000000000002,0.070928,True,0.430928,18.4884574482142,1.0475154341424677,17.649818652409156
0.8,0.36,0.026000000000000002,0.56,0.014560000000000003,0.07221760000000002,True,0.4322176,18.26755997247116,1.0257171702945358,17.80954877378684
0.8,0.36,0.026000000000000002,0.57,0.01482,0.07350720000000001,True,0.4335072,18.05353923107447,1.0047685282813648,17.967858987337777
0.8,0.36,0.026000000000000002,0.58,0.01508,0.0747968,True,0.4347968,17.846066736089078,0.984622176741159,18.124786499482344
0.8,0.36,0.026000000000000002,0.59,0.015340000000000001,0.07608640000000001,True,0.4360864,17.64483497677053,0.9652341801664382,18.28036691958834
0.8,0.36,0.026000000000000002,0.6,0.015600000000000001,0.077376,True,0.437376,17.449555752900825,0.9465637027297381,18.434634354327237
0.8,0.36,0.026000000000000002,0.61,0.015860000000000003,0.07866560000000002,True,0.4386656,17.259958665705426,0.9285727423686412,18.587621494981665
0.8,0.36,0.026000000000000002,0.62,0.016120000000000002,0.0799552,True,0.4399552,17.075789749148854,0.9112258916009806,18.73935969833726
0.8,0.36,0.026000000000000002,0.63,0.016380000000000002,0.0812448,True,0.4412448,16.896810226527467,0.8944901220020676,18.88987906172586
0.8,0.36,0.026000000000000002,0.64,0.016640000000000002,0.08253440000000002,True,0.4425344,16.722795379109154,0.878334589670354,19.03920849272867
0.8,0.36,0.026000000000000002,0.6499999999999999,0.0169,0.08382399999999998,True,0.443824,16.553533515153166,0.8627304593464543,19.18737577399666
0.8,0.36,0.026000000000000002,0.6599999999999999,0.017159999999999998,0.0851136,True,0.4451136,16.388825029016868,0.8476507451416527,19.334407623599855
0.8,0.36,0.026000000000000002,0.6699999999999999,0.017419999999999998,0.0864032,True,0.4464032,16.228481541249515,0.8330701660830911,19.480329751276763
0.8,0.36,0.026000000000000002,0.6799999999999999,0.01768,0.0876928,True,0.4476928,16.072325111613065,0.818965014899851,19.625166910919273
0.8,0.36,0.026000000000000002,0.69,0.01794,0.0889824,True,0.4489824,15.92018751787704,0.8053130386620869,19.768942949596553
0.8,0.36,0.026000000000000002,0.7,0.0182,0.090272,True,0.450272,15.771909594028907,0.7920933300486064,19.911680853392706
0.8,0.36,0.026000000000000002,0.71,0.01846,0.09156159999999999,True,0.4515616,15.627340622236472,0.7792862281602105,20.05340279030788
0.8,0.36,0.026000000000000002,0.72,0.01872,0.0928512,True,0.4528512,15.486337773510366,0.7668732279199318,20.19413015044942
0.8,0.36,0.026000000000000002,0.73,0.01898,0.09414080000000001,True,0.4541408,15.348765592552004,0.7548368972094054,20.333883583719384
0.8,0.36,0.026000000000000002,0.74,0.01924,0.09543040000000001,True,0.4554304,15.214495522746352,0.7431608009852488,20.472683035186552
0.8,0.36,0.026000000000000002,0.75,0.019500000000000003,0.09672000000000001,True,0.45672,15.083405467677395,0.7318294317023254,20.61054777831432
0.8,0.36,0.026000000000000002,0.76,0.019760000000000003,0.09800960000000002,True,0.4580096,14.955379385914343,0.7208281454436629,20.747496446201403
0.8,0.36,0.026000000000000002,0.77,0.020020000000000003,0.09929920000000002,True,0.4592992,14.830306916144703,0.710143103220984,20.88354706097846
0.8,0.36,0.026000000000000002,0.78,0.020280000000000003,0.1005888,True,0.4605888,14.70808303002148,0.699761216966364,21.01871706149223
0.8,0.36,0.026000000000000002,0.79,0.020540000000000003,0.10187840000000002,True,0.4618784,14.588607710350635,0.6896700997855085,21.153023329397314
0.8,0.36,0.026000000000000002,0.7999999999999999,0.0208,0.10316800000000001,True,0.463168,14.471785652475472,0.6798580200873368,21.28648221376631
0.8,0.36,0.026000000000000002,0.8099999999999999,0.02106,0.1044576,True,0.46445759999999997,14.357525986920027,0.6703138592437162,21.41910955431975
0.8,0.36,0.026000000000000002,0.82,0.021320000000000002,0.10574720000000001,True,0.46574720000000003,14.245742021537243,0.661027072467953,21.550920703369357
0.8,0.36,0.026000000000000002,0.83,0.021580000000000002,0.10703680000000002,True,0.46703680000000003,14.136351001571715,0.6519876526315218,21.68193054656057
0.8,0.36,0.026000000000000002,0.84,0.021840000000000002,0.1083264,True,0.4683264,14.029273886194035,0.6431860967660225,21.8121535224938
0.8,0.36,0.026000000000000002,0.85,0.0221,0.109616,True,0.469616,13.924435140195369,0.6346133750218421,21.941603641297537
0.8,0.36,0.028,0.45,0.0126,0.062495999999999996,True,0.422496,20.889405623026153,1.3578545910490303,15.384125635196137
0.8,0.36,0.028,0.46,0.01288,0.0638848,True,0.4238848,20.58162758154682,1.3232266486690494,15.554121134311034
0.8,0.36,0.028,0.47000000000000003,0.013160000000000002,0.0652736,True,0.4252736,20.285465859503223,1.2902370114080668,15.722278682243973
0.8,0.36,0.028,0.48,0.01344,0.0666624,True,0.4266624,20.000250051613314,1.2587753962543422,15.888656634953929
0.8,0.36,0.028,0.49,0.01372,0.06805119999999999,True,0.42805119999999997,19.725361308548884,1.2287410453172398,16.053310324191322
0.8,0.36,0.028,0.5,0.014,0.06944,True,0.42944,19.460227420274514,1.200041729225237,16.21629227246814
0.8,0.36,0.028,0.51,0.014280000000000001,0.0708288,True,0.4308288,19.204318455570718,1.172592872268873,16.377652388771477
0.8,0.36,0.028,0.52,0.01456,0.07221759999999999,True,0.4322176,18.957142885323904,1.1463167823646387,16.537438147087787
0.8,0.36,0.028,0.53,0.01484,0.07360640000000002,True,0.4336064,18.71824412778529,1.1211419715428326,16.695694749547755
0.8,0.36,0.028,0.54,0.015120000000000001,0.07499520000000001,True,0.4349952,18.48719746289505,1.0970025548406581,16.852465275780833
0.8,0.36,0.028,0.55,0.015400000000000002,0.07638400000000001,True,0.436384,18.263607270243522,1.073837717294709,17.007790819877837
0.8,0.36,0.028,0.56,0.015680000000000003,0.07777280000000002,True,0.4377728,18.04710455154559,1.0515912402411896,17.161710616195666
0.8,0.36,0.028,0.57,0.01596,0.0791616,True,0.4391616,17.83734470383805,1.030211079401314,17.3142621550953
0.8,0.36,0.028,0.58,0.016239999999999997,0.08055039999999998,True,0.44055039999999995,17.634005514137453,1.0096489882965585,17.465481289580527
0.8,0.36,0.028,0.59,0.01652,0.0819392,True,0.4419392,17.436785350149613,0.9898601814387469,17.61540233369677
0.8,0.36,0.028,0.6,0.0168,0.08332799999999999,True,0.44332799999999994,17.245401524912698,0.9708030325018133,17.76405815345502
0.8,0.36,0.028,0.61,0.01708,0.08471680000000001,True,0.4447168,17.05958881607338,0.9524388033287056,17.911480250963457
0.8,0.36,0.028,0.62,0.01736,0.0861056,True,0.4461056,16.879098122914105,0.9347314001772574,18.057698842376798
0.8,0.36,0.028,0.63,0.01764,0.0874944,True,0.44749439999999996,16.703695246331815,0.9176471540786298,18.20274293020968
0.8,0.36,0.028,0.64,0.017920000000000002,0.08888320000000001,True,0.4488832,16.533159778765018,0.9011546225839336,18.346640370504364
0.8,0.36,0.028,0.6499999999999999,0.018199999999999997,0.09027199999999999,True,0.450272,16.367284092620434,0.885224410519598,18.48941793529323
0.8,0.36,0.028,0.6599999999999999,0.018479999999999996,0.09166079999999997,True,0.4516608,16.20587241709818,0.869829007668773,18.63110137075275
0.8,0.36,0.028,0.6699999999999999,0.01876,0.0930496,True,0.4530496,16.048739994485725,0.8549426415518641,18.771715451406862
0.8,0.36,0.028,0.6799999999999999,0.019039999999999998,0.09443839999999999,True,0.45443839999999996,15.895712308011035,0.8405411437004588,18.911284030702657
0.8,0.36,0.028,0.69,0.01932,0.0958272,True,0.4558272,15.74662437423604,0.8266018280104146,19.04983008825096
0.8,0.36,0.028,0.7,0.0196,0.097216,True,0.45721599999999996,15.601320093750369,0.813103379926179,19.187375773996656
0.8,0.36,0.028,0.71,0.01988,0.09860479999999999,True,0.4586048,15.45965165460812,0.8000257553530836,19.3239424495592
0.8,0.36,0.028,0.72,0.02016,0.0999936,True,0.4599936,15.321478983550096,0.7873500883204742,19.45955072696177
0.8,0.36,0.028,0.73,0.02044,0.1013824,True,0.46138239999999997,15.18666924058144,0.7750586065287227,19.594220504947895
0.8,0.36,0.028,0.74,0.02072,0.1027712,True,0.4627712,15.055096352939653,0.7631345540095994,19.727971003066752
0.8,0.36,0.028,0.75,0.021,0.10416000000000002,True,0.46416,14.926640584898733,0.7515621202140487,19.86082079369241
0.8,0.36,0.028,0.76,0.02128,0.1055488,True,0.4655488,14.801188140218352,0.7403263749157142,19.99278783212804
0.8,0.36,0.028,0.77,0.02156,0.10693760000000001,True,0.4669376,14.678630794369019,0.729413208383939,20.123889484933308
0.8,0.36,0.028,0.78,0.021840000000000002,0.1083264,True,0.4683264,14.558865553949863,0.7188092763376311,20.25414255660139
0.8,0.36,0.028,0.79,0.02212,0.10971520000000001,True,0.4697152,14.441794340969595,0.7085019492422798,20.38356331470172
0.8,0.36,0.028,0.7999999999999999,0.0224,0.111104,True,0.47110399999999997,14.3273236998876,0.6984792655574736,20.51216751359485
0.8,0.36,0.028,0.8099999999999999,0.02268,0.1124928,True,0.4724928,14.21536452551354,0.6887298885821505,20.639970416817416
0.8,0.36,0.028,0.82,0.022959999999999998,0.11388159999999999,True,0.47388159999999996,14.105831810044178,0.679243066580247,20.766986818227153
0.8,0.36,0.028,0.83,0.02324,0.11527040000000001,True,0.4752704,13.998644407677096,0.6700085959008755,20.893231061990925
0.8,0.36,0.028,0.84,0.02352,0.11665919999999999,True,0.47665919999999995,13.893724815385355,0.6610167868351793,21.01871706149223
0.8,0.36,0.028,0.85,0.023799999999999998,0.118048,True,0.478048,13.790998968566424,0.6522584319769896,21.14345831722869
0.8,0.36,0.03,0.45,0.0135,0.06695999999999999,True,0.42696,20.640374420006356,1.3887573324210942,14.862477366022542
0.8,0.36,0.03,0.46,0.0138,0.068448,True,0.428448,20.33827184134745,1.3534748263561673,15.026708620877908
0.8,0.36,0.03,0.47000000000000003,0.0141,0.069936,True,0.429936,20.047576250546392,1.3198603903149966,15.189164246198686
0.8,0.36,0.03,0.48,0.0144,0.071424,True,0.431424,19.767629116582793,1.2878017654303535,15.349900619197326
0.8,0.36,0.03,0.49,0.0147,0.072912,True,0.43291199999999996,19.497822559718262,1.257196387434914,15.508971195423262
