# source_file=aaa.csv
# total_time_s=22.317000
# distance_path_m=964.054597
t_imu_s,t_imu_ms,dt_s,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg_unwrapped,ax_lin_mps2,ay_lin_mps2,az_lin_mps2,vx_mps,vy_mps,vz_mps,speed_mps,x_m,y_m,z_m,dist_m
11.514,11514.0,0.02400000000000091,0.942646,-0.009337,-0.33217,0.031541,-2.833014112083372,-38.72979758118594,4.828702152777461,0.43513340963855374,-0.11449438554216868,-0.38595677108433746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.54,11540.0,0.0259999999999998,0.942343,-0.009226,-0.333018,0.03167,-2.831557914305371,-38.8328097678424,4.8479482606636175,0.5176674096385536,-0.09997538554216873,-0.3210507710843373,0.01131346865060231,-0.0029768540240963626,-0.010034876048192698,0.015412818369510863,0.0,0.0,0.0,0.0
11.564,11564.0,0.02400000000000091,0.942077,-0.009322,-0.333768,0.031682,-2.8522368609286106,-38.92331072682862,4.860323741856012,0.37234840963855387,-0.060265385542168703,-0.26717677108433735,0.02373748648192807,-0.005376263277108503,-0.017740094554217087,0.03011782571994642,0.00027152324761446574,-7.144449657831542e-05,-0.00024083702515663387,0.00036990764086827473
11.584,11584.0,0.019999999999999574,0.941838,-0.009451,-0.334438,0.031669,-2.8755912698426336,-39.003969188998674,4.870251981116068,0.422725409638554,-0.1014203855421687,-0.3965677710843374,0.031184454674698988,-0.0065815709879518515,-0.02308362997590372,0.03935277960820869,0.000746272977253017,-0.00017896976212048316,-0.000595638916240968,0.0009722641552671903
11.607,11607.0,0.022999999999999687,0.941572,-0.009533,-0.335183,0.031677,-2.8941872013899257,-39.09395312810532,4.8814599268595815,0.4385574096385536,-0.030470385542168688,-0.5270667710843377,0.040907139096385596,-0.0089142398554217,-0.03220468871084336,0.05282044752000261,0.001463515434771084,-0.00033034589484337367,-0.0011265624056867464,0.001877378086255978
11.633,11633.0,0.0259999999999998,0.94128,-0.00938,-0.335989,0.031852,-2.888979489742274,-39.19206021190585,4.904868976263387,0.3938224096385543,0.053019614457831266,-0.5028327710843374,0.052309631746987904,-0.009706469879518079,-0.04590842475903603,0.07027159166322867,0.0025271010512771014,-0.0005621161310843361,-0.001963884312168667,0.0032507097217760353
11.655,11655.0,0.02200000000000024,0.940992,-0.009416,-0.336803,0.031765,-2.8971822922212795,-39.29102579206396,4.901216790988667,0.3664694096385537,-0.049255385542168684,-0.3785217710843374,0.060973724759036195,-0.008540038361445778,-0.056970745722891576,0.08388321187477288,0.003677912949710848,-0.0007756584684337362,-0.0029738696568674707,0.0047966847383670835
11.68,11680.0,0.025000000000000355,0.940725,-0.009437,-0.337549,0.031761,-2.9068164630508635,-39.381584030719445,4.907861740819539,0.46273840963855406,-0.08985038554216868,-0.3242907710843377,0.07013546000000016,-0.009771423000000012,-0.06643379000000015,0.09709743513924902,0.005202256068686775,-0.0009891594274698836,-0.004398138299939781,0.006893765035236435
11.699,11699.0,0.019000000000000128,0.940443,-0.00945,-0.338328,0.031808,-2.9182261380733223,-39.476020804091,4.9215377612524795,0.4874084096385536,-0.061682385542168705,-0.3694227710843374,0.07892748978313274,-0.011478580325301227,-0.07259531465060261,0.10784890430120704,0.006534829808686787,-0.001174816464469885,-0.005660380309939792,0.008738616302882179
11.717,11717.0,0.018000000000000682,0.940144,-0.00944,-0.339151,0.031895,-2.9288971947570412,-39.575865891505714,4.940076060361994,0.4085584096385535,-0.042041385542168686,-0.3825987710843375,0.08770084115662705,-0.012588863265060306,-0.07924492453012093,0.11886830982928492,0.00795552462478323,-0.001381430910325315,-0.006967095973650689,0.01067989658030398
11.741,11741.0,0.023999999999999133,0.93984,-0.009258,-0.339976,0.032116,-2.922357640358146,-39.67644305737171,4.968788984357443,0.3188294096385542,0.05290961445783132,-0.4169917710843376,0.09750624298795198,-0.013597856518072318,-0.0884272950361447,0.1323319902023732,0.010060344812542204,-0.0016835636286867514,-0.008868974162373523,0.013532736016206715
11.764,11764.0,0.022999999999999687,0.939533,-0.009201,-0.340833,0.032034,-2.91832352866473,-39.781247561351265,4.961639680174411,0.18108140963855401,0.0758346144578313,-0.3604907710843377,0.10483931940963863,-0.012380935385542214,-0.09801810577108433,0.144055959662378,0.012302988401265069,-0.0019963143286024104,-0.010902801948204824,0.016576371790861258
