# source_file=salto4.csv
# total_time_s=18.341000
# distance_path_m=0.331552
# note=NO_ZUPT; drift control via HPF on accel + leaky velocity integrator
t_imu_s,t_imu_ms,dt_s,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg_unwrapped,ax_lin_mps2_raw,ay_lin_mps2_raw,az_lin_mps2_raw,ax_lin_mps2_clean,ay_lin_mps2_clean,az_lin_mps2_clean,ax_lin_mps2_used,ay_lin_mps2_used,az_lin_mps2_used,jerk_mag,jerk_isolated,vx_mps,vy_mps,vz_mps,speed_mps,x_m,y_m,z_m,dist_m
1999.883,1999883.0,0.02500000000009095,0.6596659735615777,0.008003999679211705,-0.018071999275701394,-0.7512989698890649,2.161567115601306,-0.6770325733537561,-97.44431298176332,-0.005109,0.023688,0.026268,-0.018560088607594935,0.017303506329113923,-0.008775139240506331,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999.904,1999904.0,0.020999999999958163,0.6596221528005,0.010093002338029122,-0.01985900460030916,-0.7512671740299341,2.473459215534572,-0.6322027737669157,-97.4465583830285,-0.031087,0.001653,0.06597,-0.031033400197569186,0.006723422377882782,0.010287737684012789,-0.012310873441805564,-0.010442301035113772,0.018814623811939508,1.1805196259660506,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999.927,1999927.0,0.02299999999991087,0.6601078375458309,0.008116998002386744,-0.0202559950149496,-0.7508538152130216,2.3577637198711785,-0.8338505767594454,-97.3769773291178,-0.043661,0.053382,0.024577,-0.04414789030494478,0.026976514376136136,-0.00014900320329581072,-0.0250631675393036,0.00967103172887265,0.008258536125099289,1.132605062901169,0,-0.0002831500891604307,-0.00024017292380668605,0.0004327363476729317,0.0005701909793382569,-3.2562260253323343e-06,-2.761988623766186e-06,4.97646799821943e-06,0.0
1999.959,1999959.0,0.032000000000152795,0.6601569555704482,0.007796999475250258,-0.017980998789851852,-0.7508719494651932,2.137630850886487,-0.6893688811564007,-97.36982350295963,-0.029204,0.025509,0.04323,-0.04327516874350892,0.022386074309401503,0.0047243086548281535,-0.02371365466092136,0.004980453698924199,0.012873020547813875,0.20990179472484335,0,-0.0010836653364869856,7.057760405076294e-05,0.0006947077200355595,0.0012891588637456608,-2.5125272835795414e-05,-5.475513739873912e-06,2.3015573081641423e-05,1.8246111338911345e-05
1999.983,1999983.0,0.023999999999887223,0.6602027783702945,0.007562997461105959,-0.01552999478658939,-0.750888747927065,1.9088878164948155,-0.5241463528745024,-97.36302143308083,-0.014269,0.013992,0.015998,-0.035287352823229416,0.014797011472025275,-0.00748173417205766,-0.015492221543575364,-0.0025698566136921107,0.0006570693485837411,0.6894903160129148,0,-0.001648467044775641,0.00018982674627693715,0.0010008869325604604,0.0019378473735265406,-5.791086141079287e-05,-2.350661535956195e-06,4.336270891269805e-05,4.918592406866182e-05
2000.008,2000008.0,0.02500000000009095,0.660177965742376,0.009452999509469689,-0.013906999278344965,-0.750920961033586,1.9121849353821885,-0.23865354192204807,-97.36284539728535,-0.000299,-0.02621,0.039311,-0.02400809056582192,-0.010022353231321557,-0.0013283638403203289,-0.004147805706487535,-0.026965645941098113,0.006705115965034587,1.1030352128277143,0,-0.002028918260435835,0.0001247910316736295,0.0010131519802562584,0.002271246143466912,-0.00010387817772610354,1.5820606884401952e-06,6.853819532299862e-05,9.763210840700159e-05
2000.034,2000034.0,0.026000000000067303,0.660612076137528,0.007259000836621672,-0.013930001605474567,-0.7505630865046524,1.7479251400740912,-0.4301795175309167,-97.30097949132728,0.06597,-0.024473,0.03581,0.016817682703605494,-0.02113752431938605,-0.00021059936148675948,0.036088417012947044,-0.03746871750142313,0.00769713783121394,1.5998577221796497,0,-0.002127988251478468,-0.0005768553539754096,0.001183104168745971,0.0025021653766177363,-0.00015791796238112936,-4.294775501498159e-06,9.708952526010152e-05,0.00015668450813729416
2000.055,2000055.0,0.020999999999958163,0.6605868863592478,0.008126998601912551,-0.016288997197804054,-0.7505288708865295,2.016622256070966,-0.5340904416151946,-97.30339360943198,0.029992,-0.015065,0.044871,0.016684791226056466,-0.021287316101962925,0.004609357562545865,0.035487281882357516,-0.03712860883207261,0.012354086425195024,0.22418513344397908,0,-0.0013626965540630173,-0.001361682956885353,0.0013406104366766995,0.0023469892876734123,-0.00019457015283924194,-2.4649427765495613e-05,0.00012358852861698677,0.00020922998104616194
2000.079,2000079.0,0.023999999999887223,0.6606511689727892,0.0064680016543015905,-0.014496003707599856,-0.7505251919596013,1.7367159098158622,-0.5411556379912579,-97.29638698535044,0.028597,-0.002933,0.029773,0.015894548506171214,-0.01514059507304832,-0.0004639433242537034,0.03418159288521301,-0.030521632429325592,0.0071726249030249324,0.3540551404063198,0,-0.000505561889725739,-0.0022473337159769425,0.0016317567797312423,0.002822894231725423,-0.00021698925416460167,-6.795762783963965e-05,0.00015925693521371445,0.00026555772395005917
2000.104,2000104.0,0.02500000000009095,0.6606507110416822,0.0077859965945265164,-0.015945993025471335,-0.7504836717501462,1.9612490844234667,-0.5376105573779746,-97.2942821543598,0.002205,-0.002324,0.055415,0.0016807486115183786,-0.011772044738388783,0.010447957846274109,0.019658990293149294,-0.026733158621009456,0.017804848172467202,0.7357202636786581,0,0.00035108005781236506,-0.00300103011726837,0.0018042875606281415,0.0035192176081030838,-0.00021892027706352587,-0.00013356217575544472,0.00020220748946836301,0.0003361300797434515
