# source_file=ens.csv
# total_time_s=22.066000
# distance_path_m=1010.120127
t_imu_s,t_imu_ms,dt_s,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg_unwrapped,ax_lin_mps2,ay_lin_mps2,az_lin_mps2,vx_mps,vy_mps,vz_mps,speed_mps,x_m,y_m,z_m,dist_m
1706.339,1706339.0,0.024000000000114596,0.000229,-0.111899,-0.720229,0.684652,-93.62615090807806,8.794668769356456,170.59448580480188,0.06800925301204863,0.011837313253012294,-0.6017043614457833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1706.357,1706357.0,0.018000000000029104,0.000728,-0.111473,-0.720317,0.684628,-93.62908620252276,8.718865729864524,170.59116204151331,0.0533152530120482,0.03886231325301237,-0.5681323614457838,0.0012241665542188547,0.0002130716385545658,-0.010830678506041611,0.010901723725028815,0.0,0.0,0.0,0.0
1706.382,1706382.0,0.02500000000009095,0.001197,-0.111032,-0.7204,0.684613,-93.63085069060674,8.644501532782773,170.59159466587485,0.04708225301204827,0.01937331325301228,-0.5594493614457843,0.0025570478795249084,0.0011846294698834095,-0.02503398754223788,0.025192109342094014,3.06041638555827e-05,5.326790963883524e-06,-0.00027076696265202534,0.0002725430931267119
1706.405,1706405.0,0.02299999999991087,0.001663,-0.110569,-0.720491,0.684591,-93.63343413470862,8.568558396314604,170.5940213261971,0.023075253012049046,-0.04478068674698776,-0.5550403614457835,0.003639939698797822,0.0016302156747009652,-0.03790132285544105,0.03811058958280891,8.941626508442767e-05,3.2573268771096357e-05,-0.0008465486761212653,0.0008519616079926287
1706.43,1706430.0,0.02500000000009095,0.00214,-0.110118,-0.720582,0.684567,-93.63637830535548,8.492630858121501,170.59455883918898,0.03994425301204885,-0.06322268674698761,-0.5435833614457835,0.004216821024101147,0.0005106985060221983,-0.05177733189163612,0.05195127034375573,0.0001804147575547043,7.332866063876876e-05,-0.0017940817475107387,0.0018047263475663177
1706.455,1706455.0,0.024999999999863576,0.00271,-0.109537,-0.720674,0.684561,-93.63607304426753,8.398866846257164,170.59901528728537,0.037757253012049574,-0.06666768674698775,-0.5181133614457831,0.005215427349396919,-0.001069868662643867,-0.06536691592770655,0.06558337441220909,0.0002858352831566577,8.609612328925405e-05,-0.003088515044794578,0.0031035081061531237
1706.473,1706473.0,0.018000000000029104,0.003246,-0.109097,-0.720787,0.68451,-93.64306153996813,8.31855375488885,170.5936930266002,0.008344253012049663,-0.02333368674698777,-0.48893936144578376,0.005895057903614911,-0.0022698870240915867,-0.07469295643374572,0.07495960135701463,0.00037971297544595403,6.683848736163331e-05,-0.004265119531495198,0.004284008845574796
1706.495,1706495.0,0.021999999999934516,0.003746,-0.108652,-0.720892,0.684467,-93.64866686268351,8.240961093120157,170.59170236460028,-0.019008746987951852,0.026527313253012386,-0.42438536144578265,0.006078631469879457,-0.0027832281325237897,-0.08544962238552095,0.08571075828163233,0.000509404249325096,1.6900972831767038e-05,-0.005908364573032713,0.005933120075424209
1706.522,1706522.0,0.027000000000043656,0.004192,-0.108172,-0.720988,0.684439,-93.65195722065907,8.165302169200045,170.59707855263218,0.0020282530120496745,0.011602313253012309,-0.4534353614457842,0.005565395301203927,-0.002066990674691297,-0.09690802714457561,0.09708971006425823,0.0006735272990121067,-5.824618674649679e-05,-0.008215504377445509,0.008247310549032024
1706.552,1706552.0,0.029999999999972715,0.00471,-0.1076,-0.721058,0.684453,-93.64854002474227,8.076891182251936,170.60508948031264,0.022221253012048692,-0.03447668674698767,-0.45263136144578375,0.005626242891565362,-0.0017189212771012443,-0.11051108798793677,0.11066756465970172,0.0008404891580480726,-0.00012025590698717931,-0.011122745191780133,0.011160001850957122
1706.576,1706576.0,0.024000000000114596,0.005244,-0.107151,-0.721144,0.684429,-93.65101626861218,7.996415331212955,170.6010085373725,0.046688253012048264,-0.03345868674698771,-0.42781336144578397,0.006159552963857078,-0.0025463617590328995,-0.12137424066268745,0.12155710735027549,0.0009755189874462861,-0.00016151001763780616,-0.01377501130350328,0.013816023402802646
1706.594,1706594.0,0.018000000000029104,0.005753,-0.106687,-0.721255,0.68438,-93.65736458343399,7.916520333702151,170.59987582510502,-0.028130746987951483,-0.0247176867469876,-0.38476636144578436,0.006999941518075306,-0.003148618120479652,-0.129074881168724,0.1293028921797394,0.0010863909407958928,-0.00020734452930047247,-0.015959747635435187,0.016004051335111142
1706.617,1706617.0,0.02299999999991087,0.006252,-0.106242,-0.721356,0.684339,-93.66258203062128,7.839076982756617,170.59802822033691,-0.044853746987950416,-0.030991686746987712,-0.38010936144578267,0.006352934337354929,-0.0037171249156581635,-0.13792450748194277,0.13812076801288733,0.001247389595711001,-0.0002797627460712238,-0.018928469902304335,0.018978017855233623
1706.643,1706643.0,0.026000000000067303,0.00678,-0.105721,-0.721423,0.684344,-93.66023949516824,7.753795459388823,170.6008255884227,-0.03101974698795118,0.030196313253012308,-0.337729361445783,0.005186736915665199,-0.00452290877108193,-0.1478073508795587,0.1479674691194549,0.0014125658884826565,-0.00037640799387858625,-0.02251450709684413,0.02256915782357799
1706.667,1706667.0,0.023999999999887223,0.007224,-0.10529,-0.721502,0.684322,-93.66229335034576,7.682312985893359,170.60228699128993,-0.010059746987950646,0.017185313253012202,-0.34827036144578294,0.004442262987957869,-0.00379819725301304,-0.1559128555542194,0.1560223654797538,0.0015370475744580364,-0.0004849578043840425,-0.026061883517936868,0.02612037708242822
