# source_file=20251214_175416_glider_ble.csv
# total_time_s=21.819000
# distance_path_m=0.631574
# note=NO_ZUPT; drift control via HPF on accel + leaky velocity integrator
t_imu_s,t_imu_ms,dt_s,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg_unwrapped,ax_lin_mps2_raw,ay_lin_mps2_raw,az_lin_mps2_raw,ax_lin_mps2_clean,ay_lin_mps2_clean,az_lin_mps2_clean,ax_lin_mps2_used,ay_lin_mps2_used,az_lin_mps2_used,jerk_mag,jerk_isolated,vx_mps,vy_mps,vz_mps,speed_mps,x_m,y_m,z_m,dist_m
1922.835,1922835.0,0.02500000000009095,-0.01855300348315048,0.0036500006852530184,0.00023700004449451104,0.9998211877069474,0.019393900881702234,-0.4186920717098761,-177.87391705694776,-0.00105,-0.002688,0.029014,-0.005698164556962026,-0.005099759493670887,-0.002710316455696197,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1922.855,1922855.0,0.01999999999998181,-0.018546989962093544,0.00167299909454804,0.0015039991860133007,0.9998254588796106,0.1687610776036278,-0.1948749809933167,-177.87483125460977,-0.03559,0.021727,0.039666,-0.021862363450082925,0.006326092155881711,0.0022746588369941265,-0.015963594448938394,0.011284052069219192,0.004923109671977178,1.007972206553932,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1922.88,1922880.0,0.02500000000009095,-0.018577001282825578,0.004000000276218029,0.0008510000587653855,0.9998190690420082,0.08898761374445992,-0.4600998613197892,-177.87144949502306,-0.014459,0.001577,0.02918,-0.020419440589700775,0.0025758886512480847,-0.0002490825998947713,-0.014296108836083624,0.007417337302688521,0.002362261911749115,0.19713927099661233,0,-0.00039908986122491174,0.0002821013017315061,0.0001230777417998772,0.0005039861032783412,-4.988623265329545e-06,3.5262662716566544e-06,1.538471772504062e-06,0.0
1922.906,1922906.0,0.02599999999983993,-0.01858800578497865,0.006283001955402457,0.001533000477102016,0.9998063111607685,0.16226505600879762,-0.7231240695672287,-177.87082818460442,0.019752,0.005831,0.025703,-0.001468414468416137,0.0030258016328195154,-0.0033284651005020143,0.004580095553573476,0.0077407944842209295,-0.0007055938095499952,0.7356390928374194,0,-0.0007690630431660406,0.0004737322774221951,0.00018396436851974874,0.0009218042763625588,-2.017461102231843e-05,1.3352102800594277e-05,5.530019206634625e-06,1.3103638685156196e-05
1922.935,1922935.0,0.028999999999996362,-0.01894600170644751,0.0063110005684255364,0.0017320001559995293,0.9997990900509084,0.1847463980127292,-0.7268218540259752,-177.82994353217157,0.021662,0.002596,0.023312,0.008891506895608844,0.001433011254886858,-0.006178134405837138,0.014672662844748845,0.006037984556325371,-0.003491641093634468,0.36577989204607486,0,-0.0006325321026987844,0.0006959311360089677,0.00016261513227653008,0.0009543902180222674,-4.0497740637355836e-05,3.031222229534401e-05,1.0555421968180038e-05,3.983596269966705e-05
1922.954,1922954.0,0.019000000000005457,-0.018938004710090675,0.004318001073934498,0.00041700010371252565,0.9998112486640863,0.03840646501316277,-0.49562420728698253,-177.8298804657574,0.001353,0.000668,0.039875,0.003343672291001934,-1.3175159372607161e-05,0.00034488645152212956,0.009017180667683495,0.004537627706173417,0.0029956179209616597,0.45979665159508454,0,-0.00035175165842395585,0.0008084525462896187,9.575981805283556e-05,0.0008868453594396735,-4.9848436368024554e-05,4.4603867277184686e-05,1.3009983996309717e-05,5.796937684209534e-05
1922.983,1922983.0,0.028999999999996362,-0.018918994670642925,0.002348999338302248,0.001755999505346423,0.9998167183581689,0.19609591847188804,-0.2729341252162383,-177.8323712928838,-0.02803,0.018295,0.040948,-0.0168477762025805,0.008897299325904374,0.005321750206153332,-0.01097430245565579,0.013207446179291076,0.007829812797877075,0.7696645886332996,0,-8.85573880887312e-05,0.0009361456571074749,0.0001821710153681016,0.0009578086349300308,-5.6232917542457716e-05,6.990054122643936e-05,1.70399810809128e-05,8.368789226584265e-05
1923.011,1923011.0,0.02800000000002001,-0.018938003230170267,0.004116000702047777,0.00018500003155462558,0.9998121705334774,0.012263597854538176,-0.4719771588882815,-177.82976703298132,0.001848,-0.000231,0.007503,-0.009095295387947193,0.00252866621905155,-0.01098223535945402,-0.003166120342731448,0.006720578480537125,-0.008327664835976703,0.6814892567483253,0,-0.00039542555182953034,0.0013015956481425548,0.0004005576228616442,0.0014180828634236778,-6.300867870131821e-05,0.00010122891949996217,2.5198182016135073e-05,0.00011050653404390268
1923.036,1923036.0,0.02500000000009095,-0.01927700901063515,0.0041580019435711445,0.00036800017201399257,0.999805467338179,0.032977702044124216,-0.47719765866418146,-177.79099873251536,-0.010547,0.006454,0.025572,-0.012289852663390163,0.003321338917001703,-0.008452762653354812,-0.006262309490721281,0.007397058455969613,-0.005708522862439718,0.1644574939598016,0,-0.000472934381683195,0.001464198077853185,0.0001907004841046773,0.0015504546479032484,-7.386317787026677e-05,0.0001358013410750347,3.258890835324098e-05,0.0001459586056296236
1923.053,1923053.0,0.01700000000005275,-0.019290008834469206,0.006537002993827122,0.0004520002070077802,0.9997924578865544,0.03733799643175593,-0.7499504455309751,-177.78958760171844,0.032,0.001663,0.048327,0.0046696190333426445,0.0015800730401954659,0.0022664360219735082,0.010584108945721687,0.0055960191758734675,0.004957720344326654,1.177667480529839,0,-0.0005780555587921649,0.0015858053819661658,9.31160421327432e-05,0.0016904429998748393,-8.279659236433504e-05,0.00016172637048357964,3.5001348826266536e-05,0.00017231633464406059
1923.086,1923086.0,0.032999999999901775,-0.01927000899788229,0.004416002061995236,0.0014810006915341812,0.9998034668453404,0.15993201931496662,-0.5092141281683019,-177.792369684494,-0.01943,0.008773,0.036495,-0.012351152142144387,0.004410870661066296,0.0037491320326231603,-0.0063059122202310195,0.008255640131387647,0.006309590086677795,0.5197424226217305,0,-0.0002256093850943848,0.0017617760265623895,0.0002562100810649606,0.0017945467305288936,-9.605706393842365e-05,0.0002169614637241364,4.076522985901149e-05,0.00022810095363976423
1923.11,1923110.0,0.023999999999887223,-0.01927399277889395,0.006794997454217308,0.001022999616727639,0.9997906254230136,0.1022044380911972,-0.7807699211533696,-177.79187057475016,0.033797,-0.00629,0.032819,0.00895984456297438,-0.0023227028719248503,0.002386024564883113,0.01478217454431676,0.0014994553445021718,0.004872999517410838,0.9246031700703383,0,-0.00037605064330983005,0.0019528783610432575,0.00040661744977073277,0.0020298979604459902,-0.0001032769842792403,0.0002615373163751947,4.8719160229002435e-05,0.0002711700751722553
1923.134,1923134.0,0.024000000000114596,-0.019539005427047437,0.006807001890675669,0.0011360003155292434,0.9997852776948984,0.1149179756344785,-0.7824252986953935,-177.76158375388445,0.061049,0.013789,0.045583,-0.009095295387947193,0.004712466659062529,0.008277443139615632,-0.0032243434528251625,0.008407837670410841,0.010604505910399896,0.8383294009509866,0,-1.9777256069235e-05,0.001981069378084271,0.0005219462169967398,0.002048769111949425,-0.00010802691907181176,0.00030874468924495046,5.986192423026531e-05,0.00031988762622319166
1923.157,1923157.0,0.02299999999991087,-0.01954300674797665,0.004601001588673211,0.0004130001426042244,0.9997983452189305,0.03701458562232694,-0.5280620000475442,-177.76054048388426,0.018484,0.008273,0.02419,-0.007596188376218729,0.005290163781660059,0.00032600165863996486,-0.0017006596536752769,0.008857531712842053,0.0026152703051267813,0.3541589857139631,0,-9.386148779139646e-05,0.002166870081996601,0.0007638528890626235,0.0022994797601352543,-0.00010933376462620396,0.00035644599303569566,7.464861394989069e-05,0.00036700931579784584
1923.182,1923182.0,0.02500000000009095,-0.01957499262525994,0.002578999028380352,0.0016979993602907475,0.9998036233310544,0.18875607285337323,-0.2992836763505281,-177.75721008688672,-0.036897,0.022634,0.036222,-0.010553985171391417,0.013110228936593242,0.0025107496178873243,-0.004586413238170879,0.01641967718173207,0.00472578579469855,0.33458725253493166,0,-0.00013598770324037979,0.002379298533015597,0.0008260585477876895,0.0025222860442495163,-0.00011220687951411162,0.00041327310072355485,9.452250691059191e-05,0.00042449630980143636
1923.205,1923205.0,0.02299999999991087,-0.019595004726815385,0.0044160010652521935,0.00010800002605236344,0.9997982411768598,0.002457703760855298,-0.5061834396024323,-177.75442308553303,-0.011593,0.007153,0.025631,-0.013413962506841414,0.008901619429404787,-0.0018160760886477252,-0.007340313311498809,0.012037115393408702,0.00039327671802196005,0.29347487386833265,0,-0.00024095491937857765,0.002747847922736758,0.0009315911247868386,0.002911458312159571,-0.00011654171967421284,0.00047223528496447844,0.00011473547814512066,0.00048250888881895044
1923.232,1923232.0,0.027000000000043656,-0.019962998122370318,0.0044249995838044716,0.00020599998062456972,0.9997909059641709,0.013478862272501498,-0.5074394535841578,-177.71229419129355,0.008501,-0.008134,0.037439,-0.004040478438088045,-0.001655618631965658,0.002272085228232408,0.001999254208647952,0.001455190605020961,0.004406680462083418,0.5434635448287083,0,-0.0004380615176653297,0.003060512502981168,0.0009380268543394022,0.003230871253025286,-0.0001257084415743204,0.0005506481507117973,0.00013997532086336572,0.000561118263247386
1923.253,1923253.0,0.020999999999958163,-0.01995199991112382,0.003907999982591815,0.002570999988547481,0.9997899955464356,0.2856281803533689,-0.4536126607650745,-177.7146231576192,-0.009951,0.041515,0.033817,-0.009110221372164998,0.01791470818625823,0.0021859456831016207,-0.0030305021910645093,0.020751705124892137,0.004264275132154877,0.9496081078972427,0,-0.000394546643971199,0.003080378435714426,0.0010272897887701484,0.0032710430556008897,-0.00013445082727148655,0.0006151275055679725,0.00016061114561597488,0.0006289665595607818
