# source_file=20251214_145000_glider_ble.csv
# total_time_s=12.342000
# distance_path_m=2.901267
t_imu_s,t_imu_ms,dt_s,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg_unwrapped,ax_lin_mps2_raw,ay_lin_mps2_raw,az_lin_mps2_raw,ax_lin_mps2_f,ay_lin_mps2_f,az_lin_mps2_f,jerk_mag,jerk_isolated,stationary,vx_mps,vy_mps,vz_mps,speed_mps,x_m,y_m,z_m,dist_m
679.513,679513.0,0.025999999999953616,-0.6599299024237618,-0.7510078889571083,-0.02067299694332191,-0.007231998930687565,97.40590665881604,0.9410040839581565,2.3269553133010636,0.258331,-1.067591,-0.233619,0.15277069736842103,-0.6865223421052631,-0.041935065789473674,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679.532,679532.0,0.019000000000005457,-0.6611198277148398,-0.7499658045619366,-0.02039399468540725,-0.007479998050742681,97.22377113896619,0.9022316991742279,2.320251844819332,0.228763,-1.041263,-0.254272,0.13931022342133584,-0.6745368389234835,-0.051337093942515837,1.0699040508808835,0,0,0.0029026432500008333,-0.013043924500003745,-0.0007967662500002286,0.01338671508084462,5.515022175003167e-05,-0.0002478345655001423,-1.5138558750008692e-05,0.0
679.556,679556.0,0.02400000000000091,-0.6624889618479242,-0.7487609568796064,-0.02014999883958175,-0.007705999556219203,97.0140087479832,0.8685456325038287,2.314805327388156,0.234997,-1.005092,-0.238407,0.13423998862306846,-0.6485972416633637,-0.04896770675739432,1.1056860478401787,0,0,0.00624608861211302,-0.029232808634167964,-0.002028856504620655,0.02996142490451004,0.00020505634844074984,-0.0009494219727202001,-6.383111486090626e-05,0.00032128116194028304
679.588,679588.0,0.03199999999992542,-0.6636851412342041,-0.7477031591134923,-0.01996800424925166,-0.007956001693061208,96.83036310219548,0.8369767344019905,2.316821973042255,0.225032,-0.968722,-0.215031,0.12560615184063548,-0.6129682259162612,-0.03398937049870686,1.2375633103196817,0,0,0.010541768248041199,-0.04998792036734723,-0.003595823120853621,0.05121377748579109,0.000542392932377282,-0.002549035424471583,-0.00017889745472795396,0.0012800467588823699
679.608,679608.0,0.01999999999998181,-0.6628233228457429,-0.748493364573617,-0.01946200947948977,-0.006645003236625707,96.96467682135473,0.9083059779281426,2.1747861202670045,0.239934,-0.985032,-0.218124,0.12970923087119768,-0.6087540761498913,-0.030456409791560966,0.3430602248248741,0,0,0.013053891284851623,-0.0622472848856613,-0.00427561053082714,0.06374487743124715,0.000803470758074077,-0.003793981122183677,-0.000264409665344419,0.00230432230859726
679.627,679627.0,0.019000000000005457,-0.6635797659969316,-0.7478247362890011,-0.01927699320221051,-0.006960997545291662,96.84827765338964,0.869349730705407,2.1820276439827038,0.234262,-0.975571,-0.224428,0.12925056344475894,-0.6022661468070711,-0.03149783748230086,0.34668263485342526,0,0,0.015518366671405086,-0.07381361233251256,-0.004854282316866965,0.0755832860263066,0.0010983197248308583,-0.005196439756501818,-0.0003566410293649178,0.003515474979791304
679.66,679660.0,0.03300000000001546,-0.6646769959554404,-0.7468509954554117,-0.019113999883691307,-0.00726199995581073,96.67952661336554,0.8343711043607842,2.1897153410033536,0.233265,-0.985634,-0.25494,0.12833529870197696,-0.6036274370413394,-0.050301010090652,0.5719572511512923,0,0,0.01978363526508413,-0.09368839517715521,-0.00589371095378338,0.09593562135088002,0.0017511796885789402,-0.00828815679734939,-0.0005511334908398605,0.00600972341866059
679.677,679677.0,0.01700000000005275,-0.6659177449132645,-0.7457477143335622,-0.018902992759011528,-0.007521997118620574,96.48856751729392,0.7996832360247625,2.1901208635962854,0.219058,-0.944548,-0.231075,0.12198748931534688,-0.5864513148258045,-0.04563352743723892,1.111592349991413,0,0,0.021965335343024507,-0.10395006160688983,-0.006748828125327118,0.10645956014314975,0.0021245903894115156,-0.010055307844672,-0.0006658635689707774,0.007640628981630612
679.698,679698.0,0.020999999999958163,-0.6672537560367247,-0.7445567277729854,-0.0186409931844254,-0.007759997162767077,96.28269639090519,0.7632613291923119,2.184513151557283,0.207879,-0.907763,-0.230864,0.11254353787365075,-0.5577590621344155,-0.0425349040649037,1.4459538120690214,0,0,0.024527072618641687,-0.11626553921820719,-0.007707132201507226,0.1190741482762405,0.0026396589144019648,-0.012496884168249487,-0.0008277133452021068,0.009876279744632302
679.724,679724.0,0.026000000000067303,-0.6668829270876929,-0.7449139185563309,-0.018129998017793036,-0.006458999293818269,96.34198267572631,0.8341629318714877,2.041831751682394,0.219904,-0.911193,-0.236169,0.1135038904485813,-0.5430164381532733,-0.04357528012000473,0.5696329416766744,0,0,0.02745320460336418,-0.13076727483373954,-0.008813039707197585,0.1339082830870353,0.003353442234091281,-0.015896833313935516,-0.001056852377589837,0.01297220759982257
