t_imu_ms,pc_timestamp_iso,pc_timestamp_s,qw,qx,qy,qz,ax_lin_mps2,ay_lin_mps2,az_lin_mps2,gx_rads,gy_rads,gz_rads,vx_mps,vy_mps,vz_mps,px_m,py_m,pz_m,roll_deg,pitch_deg,yaw_deg
1031052.0,2025-12-16T03:31:00.817176,0.052444,0.082969,0.022709,-0.013432,0.996203,0.280624,-0.453853,0.061245,-0.124518,0.012947,-0.050634,8.437238,-11.567832,5.429615,120.104622,246.437698,1557.822266,-1.319082,-2.721141,170.509498
1031086.0,2025-12-16T03:31:01.838187,1.073456,0.084831,0.022452,-0.015032,0.996029,0.267965,-0.514650,0.015134,-0.084132,0.003974,-0.053428,8.404850,-11.522097,5.402874,120.395874,246.038406,1558.009644,-1.499289,-2.709736,170.299315
1031119.0,2025-12-16T03:31:01.839701,1.074970,0.085368,0.021223,-0.014373,0.996020,0.214326,-0.532992,0.012479,-0.071864,0.002213,-0.025006,8.367867,-11.473108,5.372669,120.714470,245.601608,1558.214355,-1.434477,-2.563702,170.234457
1031160.0,2025-12-16T03:31:01.839701,1.074970,0.085474,0.019936,-0.013520,0.996049,0.201260,-0.482430,0.008865,-0.061513,0.002549,-0.002499,8.328493,-11.421955,5.341647,121.040031,245.155182,1558.423218,-1.349211,-2.408627,170.218892
1031206.0,2025-12-16T03:31:01.839701,1.074970,0.086375,0.019738,-0.014850,0.995957,0.201235,-0.520338,-0.014452,-0.060482,0.002634,0.003972,8.289623,-11.371448,5.310896,121.357140,244.720245,1558.626465,-1.500891,-2.400372,170.118277
1031244.0,2025-12-16T03:31:01.839701,1.074970,0.086351,0.018538,-0.014023,0.995994,0.191191,-0.495271,0.029064,-0.062576,0.003442,0.004060,8.251283,-11.322013,5.281256,121.666367,244.296005,1558.824463,-1.418278,-2.255143,170.117799
1031278.0,2025-12-16T03:31:01.841768,1.077036,0.086337,0.017349,-0.013132,0.996028,0.181186,-0.473897,-0.006546,-0.059196,0.003653,0.003297,8.212621,-11.271693,5.251945,121.973312,243.874786,1559.020874,-1.328186,-2.110521,170.116236
1031311.0,2025-12-16T03:31:01.841768,1.077036,0.087430,0.017219,-0.014184,0.995921,0.186648,-0.477775,0.022603,-0.045723,0.001349,-0.007915,8.173685,-11.220723,5.222512,122.279961,243.453873,1559.216919,-1.447387,-2.107706,169.992616
1031350.0,2025-12-16T03:31:01.841768,1.077036,0.087534,0.016378,-0.012974,0.995942,0.107191,-0.507150,0.008889,-0.050869,0.003112,-0.002965,8.132787,-11.169505,5.193050,122.589516,243.028824,1559.414673,-1.317282,-1.999725,169.977267
1031388.0,2025-12-16T03:31:01.841768,1.077036,0.088388,0.016240,-0.014034,0.995855,0.122094,-0.503468,0.019452,-0.049046,0.002780,0.003046,8.090917,-11.118879,5.163781,122.895973,242.607803,1559.610352,-1.438088,-1.995791,169.880972
1031425.0,2025-12-16T03:31:01.841768,1.077036,0.088330,0.015310,-0.012845,0.995891,0.112809,-0.463566,0.024757,-0.050943,0.003484,0.005403,8.048750,-11.066764,5.134597,123.204124,242.184219,1559.807007,-1.311769,-1.877515,169.884442
1031462.0,2025-12-16T03:31:01.843781,1.079049,0.088375,0.011419,-0.003138,0.996017,0.058733,-0.267035,0.017695,-0.052219,0.002876,0.005220,8.005940,-11.010794,5.105804,123.507271,241.767349,1560.000366,-0.242538,-1.335193,169.861911
1031500.0,2025-12-16T03:31:01.843781,1.079049,0.092855,0.011773,-0.005699,0.995594,0.051895,-0.309504,0.013769,-0.045458,0.000355,0.003597,7.962182,-10.952141,5.076962,123.808250,241.353363,1560.192261,-0.525034,-1.403902,169.349751
1031537.0,2025-12-16T03:31:01.843781,1.079049,0.092892,0.008275,0.004123,0.995633,0.010554,-0.099264,0.028211,-0.057909,0.004435,0.004753,7.917301,-10.890040,5.048184,124.110031,240.938263,1560.384644,0.558562,-0.900254,169.335133
1031579.0,2025-12-16T03:31:01.845795,1.081063,0.092868,0.006276,0.014150,0.995558,-0.011809,0.077774,0.047896,-0.057184,0.003126,0.006624,7.872043,-10.821985,5.020533,124.405907,240.531403,1560.573364,1.681388,-0.565393,169.333128
1031617.0,2025-12-16T03:31:01.846270,1.081538,0.097754,0.006960,0.010638,0.995129,-0.011976,0.010477,0.027186,-0.056208,0.002784,0.011048,7.826552,-10.752346,4.992941,124.700150,240.127029,1560.761108,1.291241,-0.674510,168.771773
1031650.0,2025-12-16T03:31:01.846270,1.081538,0.097242,0.018606,0.009733,0.995039,0.212379,-0.038425,0.057362,-0.054355,0.003491,0.019392,7.783234,-10.681887,4.964212,125.007698,239.704727,1560.957275,1.318050,-2.013459,168.813639
1031694.0,2025-12-16T03:31:01.846270,1.081538,0.102039,0.018539,0.006633,0.994586,0.203299,-0.103505,0.047287,-0.045239,0.001306,0.008089,7.746021,-10.617352,4.937330,125.298813,239.305450,1561.142944,0.973400,-2.035729,168.267231
1031726.0,2025-12-16T03:31:01.846270,1.081538,0.102092,0.007802,0.009729,0.994697,0.005004,-0.015728,0.032694,-0.034954,-0.004004,0.005915,7.704491,-10.551949,4.909730,125.592094,238.903610,1561.329834,1.200444,-0.775529,168.271670
1031769.0,2025-12-16T03:31:01.846270,1.081538,0.102149,-0.002544,0.014840,0.994655,-0.179045,0.111735,0.038957,-0.039442,-0.000608,0.004549,7.654066,-10.480194,4.880958,125.895355,238.488327,1561.523193,1.661993,0.463672,168.279468
1031811.0,2025-12-16T03:31:01.846270,1.081538,0.106689,-0.001233,0.010702,0.994234,-0.170559,0.026004,0.030270,-0.062707,0.006566,0.004209,7.602293,-10.410443,4.853152,126.187065,238.088882,1561.709351,1.204293,0.271320,167.753149
1031841.0,2025-12-16T03:31:01.849846,1.085114,0.106474,0.009756,0.009008,0.994227,0.033523,-0.025431,0.029099,-0.053729,0.003687,0.004907,7.556047,-10.345413,4.825959,126.469673,237.701920,1561.889771,1.145576,-1.001613,167.764716
1031884.0,2025-12-16T03:31:01.851021,1.086289,0.110356,0.009932,0.006311,0.993823,0.051337,-0.071838,0.030723,-0.050580,0.003718,0.004303,7.513674,-10.281953,4.798610,126.753387,237.313568,1562.070923,0.844440,-1.051360,167.319708
1031919.0,2025-12-16T03:31:01.851021,1.086289,0.110413,0.001792,0.013410,0.993794,-0.090616,0.089637,0.026827,-0.051336,0.003726,0.004146,7.469057,-10.216574,4.771248,127.036270,236.926544,1562.251587,1.550003,-0.034430,167.320071
1031959.0,2025-12-16T03:31:01.851021,1.086289,0.110195,0.011395,0.006739,0.993822,0.067419,-0.073788,0.039736,-0.057051,0.006093,0.004105,7.424970,-10.151679,4.744168,127.317398,236.542099,1562.431152,0.911590,-1.212714,167.336176
1031995.0,2025-12-16T03:31:01.851021,1.086289,0.114477,0.011558,0.003779,0.993351,0.072575,-0.124550,0.008958,-0.055386,0.005133,0.004881,7.384370,-10.091556,4.717054,127.594978,236.162674,1562.608521,0.581928,-1.266152,166.845690
1032033.0,2025-12-16T03:31:01.852665,1.087933,0.114541,0.004414,0.012937,0.993325,-0.048579,0.062026,0.007234,-0.049305,0.003266,0.004284,7.337749,-10.023372,4.686847,127.897125,235.749847,1562.801514,1.530705,-0.332636,166.840044
1032075.0,2025-12-16T03:31:01.853454,1.088722,0.114287,0.012801,0.002428,0.993362,0.088542,-0.150893,0.026724,-0.046180,0.002806,0.004949,7.289802,-9.953441,4.655949,128.209518,235.323227,1563.001099,0.444124,-1.425474,166.868350
1032118.0,2025-12-16T03:31:01.880621,1.115890,0.118129,0.012874,-0.000188,0.992915,0.086620,-0.199505,0.035267,-0.048620,0.002700,0.004313,7.249815,-9.896410,4.629098,128.485886,234.945938,1563.177612,0.152893,-1.467502,166.428617
1032152.0,2025-12-16T03:31:01.910905,1.146173,0.118172,0.007060,0.008873,0.992928,-0.003274,-0.013244,0.047927,-0.038996,-0.000482,0.004937,7.208436,-9.837334,4.602868,128.759445,234.572556,1563.352295,1.105320,-0.683113,166.419278
1032196.0,2025-12-16T03:31:01.966690,1.201958,0.121577,0.007483,0.006642,0.992532,-0.009957,-0.053189,0.054536,-0.034117,-0.000520,0.004308,7.164966,-9.775187,4.576803,129.034439,234.197327,1563.527954,0.859767,-0.758547,166.027382
1032235.0,2025-12-16T03:31:02.001144,1.236412,0.121593,0.004045,0.018973,0.992391,-0.030790,0.198061,0.052516,-0.036930,-0.001354,0.004140,7.113169,-9.697467,4.546151,129.357941,233.756119,1563.734619,2.214584,-0.195655,166.025526
1032278.0,2025-12-16T03:31:02.099979,1.335248,0.121423,0.006608,0.007054,0.992554,-0.002268,-0.023346,0.030514,-0.038333,0.000048,0.004895,7.069744,-9.631703,4.519867,129.629852,233.385544,1563.908447,0.894397,-0.653450,166.045771
1032313.0,2025-12-16T03:31:02.099979,1.335248,0.125753,0.007364,0.004138,0.992026,-0.014133,-0.078761,0.048712,-0.034738,-0.001966,0.005089,7.026932,-9.571702,4.493660,129.899658,233.017990,1564.080933,0.576600,-0.777510,165.547119
1032350.0,2025-12-16T03:31:02.160084,1.395352,0.125758,0.004736,0.014573,0.991943,-0.019086,0.145435,0.028168,-0.042524,-0.000900,0.004347,6.983842,-9.508645,4.467404,130.168991,232.651199,1564.253174,1.725021,-0.328360,165.544319
1032389.0,2025-12-16T03:31:02.160084,1.395352,0.129259,0.005378,0.011390,0.991531,-0.022790,0.069462,0.036444,-0.043726,-0.000628,0.004947,6.941192,-9.443830,4.441254,130.434387,232.289978,1564.422974,1.373940,-0.442400,165.139999
1032425.0,2025-12-16T03:31:02.221780,1.457048,0.129049,0.009672,0.000011,0.991591,0.032977,-0.151925,0.034380,-0.044826,0.000233,0.005892,6.899800,-9.385120,4.415373,130.697784,231.931656,1564.591553,0.144281,-1.098935,165.168645
1032468.0,2025-12-16T03:31:02.280452,1.515720,0.129088,0.005486,0.009679,0.991571,-0.019979,0.040856,0.032952,-0.053797,0.002824,0.003767,6.858727,-9.327376,4.389580,130.959213,231.576096,1564.758911,1.181015,-0.480223,165.160329
1032504.0,2025-12-16T03:31:02.280452,1.515720,0.132703,0.006035,0.006161,0.991118,-0.009795,-0.031388,0.033131,-0.058475,0.003493,0.004794,6.817450,-9.268288,4.364115,131.216675,231.226028,1564.923706,0.791588,-0.591756,164.743707
1032540.0,2025-12-16T03:31:02.398151,1.633419,0.132638,0.010993,0.015602,0.990981,0.109639,0.153575,0.051461,-0.063701,0.004468,0.004267,6.776726,-9.204341,4.337786,131.486069,230.859955,1565.096191,1.939525,-1.011216,164.735983
1032579.0,2025-12-16T03:31:02.398151,1.633419,0.136290,0.011038,0.012280,0.990531,0.090164,0.069353,0.043594,-0.065776,0.004708,0.004137,6.740417,-9.142878,4.313338,131.737793,230.518280,1565.257324,1.566668,-1.061124,164.316944
1032614.0,2025-12-16T03:31:02.398151,1.633419,0.136256,0.002679,0.003347,0.990664,-0.091034,-0.082618,0.035944,-0.068676,0.006341,0.004103,6.700673,-9.086309,4.288768,131.987473,230.179657,1565.417114,0.421796,-0.251811,164.336454
1032656.0,2025-12-16T03:31:02.456567,1.691835,0.136156,0.009378,0.010836,0.990584,0.054245,0.037225,0.040385,-0.063948,0.005986,0.004878,6.660618,-9.030859,4.264326,132.234848,229.844238,1565.575439,1.376620,-0.895461,164.336742
1032691.0,2025-12-16T03:31:02.462101,1.697370,0.139512,0.009459,0.007827,0.990144,0.048124,-0.005707,0.041418,-0.066626,0.005107,0.005083,6.623088,-8.974057,4.239960,132.482086,229.509125,1565.733765,1.039478,-0.948175,163.950962
1032727.0,2025-12-16T03:31:02.522229,1.757497,0.139109,-0.001666,0.006194,0.990256,-0.128506,-0.008194,0.071631,-0.049277,-0.006112,0.027113,6.582513,-8.918600,4.216329,132.727203,229.177017,1565.890747,0.676308,0.287780,164.008751
1032765.0,2025-12-16T03:31:02.580486,1.815754,0.138780,0.008456,0.009069,0.990246,0.014339,-0.018560,0.076781,-0.072247,0.007456,0.013250,6.541119,-8.863111,4.193168,132.973511,228.843292,1566.048584,1.163784,-0.815360,164.035969
1032801.0,2025-12-16T03:31:02.582111,1.817379,0.141958,0.008567,0.006413,0.989815,0.007237,-0.084012,0.049281,-0.068033,0.007065,0.011998,6.503181,-8.810342,4.170108,133.213776,228.517761,1566.202637,0.866895,-0.867440,163.670209
1032841.0,2025-12-16T03:31:02.632134,1.867402,0.141973,0.003667,0.016723,0.989722,-0.050670,0.154563,0.056577,-0.049192,0.000524,0.005223,6.460011,-8.748700,4.144215,133.478729,228.158875,1566.372559,1.956682,-0.143871,163.671095
1032880.0,2025-12-16T03:31:02.699047,1.934316,0.145622,0.004350,0.013577,0.989237,-0.047801,0.086240,0.026563,-0.051765,-0.000258,0.004385,6.419279,-8.688930,4.119931,133.722412,227.828949,1566.528931,1.611885,-0.266504,163.247903
1032917.0,2025-12-16T03:31:02.699047,1.934316,0.145404,0.011416,0.003897,0.989299,0.059005,-0.121625,0.055436,-0.046127,-0.004402,0.004955,6.380931,-8.634875,4.095809,133.963898,227.502121,1566.683960,0.632150,-1.229364,163.270674
1032958.0,2025-12-16T03:31:02.757300,1.992568,0.145442,0.003088,0.011799,0.989292,-0.059749,0.063458,0.035440,-0.042239,0.000103,0.005106,6.340308,-8.578439,4.070558,134.218033,227.158249,1566.847046,1.389175,-0.153378,163.271152
1032997.0,2025-12-16T03:31:02.762785,1.998053,0.148619,0.003752,0.009107,0.988845,-0.061714,0.006118,0.040368,-0.039701,0.001212,0.002772,6.299512,-8.522537,4.046290,134.459045,226.832169,1567.001831,1.095867,-0.270066,162.902728
1033033.0,2025-12-16T03:31:02.816076,2.051344,0.148560,0.005612,0.007692,0.988858,-0.037520,-0.023869,0.057621,-0.079382,0.010990,0.002169,6.259297,-8.468502,4.022489,134.699142,226.507339,1567.156128,0.967213,-0.505028,162.907994
1033072.0,2025-12-16T03:31:02.879360,2.114628,0.148571,0.004689,0.008312,0.988856,-0.015569,-0.006183,0.042727,-0.087922,0.017389,0.000452,6.221859,-8.417306,3.999844,134.927597,226.198273,1567.302979,1.021838,-0.389863,162.907506
1033107.0,2025-12-16T03:31:02.881429,2.116697,0.149303,0.004449,0.006816,0.988758,-0.071702,-0.066737,0.022071,-0.069132,0.010508,-0.003123,6.184411,-8.367687,3.976898,135.152359,225.894180,1567.447510,0.848457,-0.387513,162.823456
1033143.0,2025-12-16T03:31:02.930382,2.165651,0.149362,0.005663,0.007241,0.988740,-0.058283,-0.057972,0.035316,-0.064853,0.008654,-0.003302,6.145645,-8.318245,3.953457,135.380417,225.585571,1567.594238,0.917420,-0.517669,162.815257
1033185.0,2025-12-16T03:31:02.997787,2.233056,0.150040,0.005519,0.005979,0.988646,-0.044643,-0.080514,0.058057,-0.055872,0.005024,-0.003349,6.107445,-8.269084,3.930679,135.608093,225.277359,1567.740723,0.772282,-0.522507,162.737369
1033217.0,2025-12-16T03:31:02.997787,2.233056,0.150168,0.006379,0.006954,0.988616,-0.043327,-0.065421,0.076277,-0.054291,0.004067,-0.006510,6.069376,-8.219817,3.908521,135.836639,224.967865,1567.887817,0.897713,-0.603035,162.721193
1033258.0,2025-12-16T03:31:03.063232,2.298500,0.150272,0.005877,0.008303,0.988592,-0.009256,-0.069527,0.035656,-0.053869,0.003009,-0.004140,6.029157,-8.166592,3.884205,136.082291,224.635162,1568.046021,1.041936,-0.522842,162.708937
1033297.0,2025-12-16T03:31:03.119276,2.354545,0.151451,0.005974,0.007220,0.988420,-0.028172,-0.098848,0.059800,-0.045103,-0.007486,-0.031924,5.992389,-8.118149,3.861473,136.308487,224.328751,1568.191772,0.921565,-0.551365,162.572755
1033333.0,2025-12-16T03:31:03.119276,2.354545,0.151228,0.006533,0.008659,0.988439,-0.020790,-0.084997,0.046879,-0.039671,-0.016518,0.012800,5.955686,-8.070320,3.839093,136.532883,224.024719,1568.336426,1.094136,-0.589902,162.597182
1033373.0,2025-12-16T03:31:03.179683,2.414951,0.150269,0.006700,0.010009,0.988572,-0.027821,-0.278686,0.017583,-0.046147,-0.019673,0.052153,5.918747,-8.025449,3.815756,136.758682,223.718643,1568.481934,1.249347,-0.586612,162.707351
1033409.0,2025-12-16T03:31:03.182271,2.417540,0.149893,0.005293,0.006683,0.988665,-0.068107,0.065191,3.454859,-0.168499,0.060239,0.059898,5.918747,-8.025449,3.815756,136.758682,223.718643,1568.481934,0.848056,-0.484830,162.754283
1033435.0,2025-12-16T03:31:03.231252,2.466520,0.148739,0.006217,0.003089,0.988852,-0.228120,-0.098105,3.828059,-0.310126,-0.001016,0.091291,5.891689,-7.999583,3.804339,136.911102,223.511826,1568.580322,0.456012,-0.651798,162.889255
1033459.0,2025-12-16T03:31:03.231252,2.466520,0.147390,0.006933,-0.002548,0.989051,-0.225732,-0.453575,4.969974,-0.478841,-0.110259,0.113578,5.863987,-7.981068,3.811744,137.056473,223.314224,1568.674438,-0.171680,-0.828829,163.049325
1033484.0,2025-12-16T03:31:03.297257,2.532525,0.145726,0.008928,-0.009500,0.989239,-0.240924,-0.718245,4.923261,-0.591555,-0.266381,0.166434,5.839089,-7.971074,3.830029,137.186554,223.136917,1568.759399,-0.928034,-1.170796,163.249401
1033503.0,2025-12-16T03:31:03.297257,2.532525,0.144058,0.011229,-0.015315,0.989387,-0.192252,-0.812725,5.364551,-0.526286,-0.278011,0.154165,5.814724,-7.964779,3.852080,137.315918,222.960022,1568.844727,-1.551741,-1.526105,163.452162
1033525.0,2025-12-16T03:31:03.297257,2.532525,0.143193,0.011076,-0.018244,0.989465,-0.002991,-1.149780,6.340105,-0.310948,-0.036462,0.085226,5.793893,-7.962976,3.887646,137.439957,222.789841,1568.927368,-1.887882,-1.555438,163.556548
1033546.0,2025-12-16T03:31:03.417812,2.653080,0.141602,0.008144,-0.017914,0.989728,0.028871,-1.358129,7.389310,-0.007232,0.297324,0.169088,5.776935,-7.966292,3.939271,137.553696,222.633270,1569.004272,-1.900362,-1.214427,163.735883
1033564.0,2025-12-16T03:31:03.417812,2.653080,0.138536,0.004221,-0.015121,0.990233,-0.158976,-0.876263,8.258493,0.247597,0.466693,0.348124,5.759943,-7.966581,4.003132,137.658203,222.488953,1569.076172,-1.649206,-0.719060,164.082094
1033583.0,2025-12-16T03:31:03.417812,2.653080,0.135163,0.001799,-0.012133,0.990748,-0.286666,-0.450912,8.419368,0.308363,0.322125,0.400426,5.741221,-7.958926,4.071382,137.756882,222.352310,1569.145508,-1.349761,-0.392156,164.467382
1033599.0,2025-12-16T03:31:03.417812,2.653080,0.133479,0.002257,-0.012322,0.990972,-0.391453,0.103571,6.202195,-0.009603,-0.017594,0.195434,5.741221,-7.958926,4.071382,137.756882,222.352310,1569.145508,-1.364954,-0.444753,164.662697
1033675.0,2025-12-16T03:31:03.480640,2.715908,0.136006,0.011254,-0.015181,0.990528,0.062534,-0.751136,5.013203,-0.272094,-0.260095,-0.019189,5.696155,-7.951779,4.349562,138.046158,221.949860,1569.358032,-1.548431,-1.514212,164.384035
1033692.0,2025-12-16T03:31:03.482885,2.718154,0.136362,0.013264,-0.010262,0.990517,0.085147,-0.569766,3.500577,-0.136414,-0.271181,-0.026751,5.677457,-7.942657,4.489707,138.178452,221.764984,1569.460815,-0.957921,-1.666128,164.336970
1033718.0,2025-12-16T03:31:03.483791,2.719059,0.136133,0.013615,-0.000215,0.990597,0.149290,-0.390168,4.243022,0.228025,-0.148396,0.020206,5.658026,-7.927789,4.630781,138.323334,221.562149,1569.577393,0.188059,-1.549010,164.347749
1033742.0,2025-12-16T03:31:03.597259,2.832527,0.136286,0.015907,0.003404,0.990536,0.335994,-0.327057,5.059345,0.298793,-0.177246,-0.016802,5.642893,-7.910926,4.777327,138.457626,221.373932,1569.689209,0.635160,-1.752712,164.322206
1033764.0,2025-12-16T03:31:03.597259,2.832527,0.136715,0.018558,0.007013,0.990412,0.673274,-0.265598,4.532736,0.344081,-0.231875,-0.043671,5.634484,-7.893795,4.913825,138.582016,221.199600,1569.796143,1.087366,-1.996777,164.262294
1033793.0,2025-12-16T03:31:03.597259,2.832527,0.136926,0.023131,0.011971,0.990239,0.993101,-0.189848,5.467099,0.493266,-0.337954,-0.005905,5.632986,-7.874218,5.058376,138.711975,221.017731,1569.911133,1.723171,-2.437608,164.217931
1033809.0,2025-12-16T03:31:03.604371,2.839640,0.135872,0.030060,0.015191,0.990154,1.324826,-0.250648,5.596747,0.366842,-0.608428,0.093621,5.638465,-7.854843,5.208658,138.839050,220.840408,1570.026855,2.195556,-3.175770,164.312128
1033855.0,2025-12-16T03:31:03.661665,2.896934,0.133644,0.035791,0.017322,0.990231,1.829109,0.104396,0.423075,0.361636,-0.840423,0.112650,5.638465,-7.854843,5.208658,138.839050,220.840408,1570.026855,2.520041,-3.798743,164.543718
1033873.0,2025-12-16T03:31:03.662982,2.898251,0.135362,0.040896,0.019003,0.989769,2.312517,-0.710596,1.446304,0.355131,-0.775220,0.094349,5.651780,-7.845677,5.359578,138.958939,220.673691,1570.139038,2.798875,-4.347787,164.318658
1033891.0,2025-12-16T03:31:03.662982,2.898251,0.134383,0.043415,0.021495,0.989745,2.383502,-0.960174,1.302353,0.200621,-0.808166,0.128247,5.669054,-7.847304,5.505469,139.070312,220.519302,1570.245972,3.117988,-4.597847,164.410598
1033916.0,2025-12-16T03:31:03.720532,2.955800,0.133242,0.045848,0.022069,0.989777,2.395897,-0.595525,-0.378309,0.106922,-0.825423,0.146535,5.669054,-7.847304,5.505469,139.070312,220.519302,1570.245972,3.216378,-4.868997,164.529334
1033934.0,2025-12-16T03:31:03.720532,2.955800,0.131689,0.046640,0.024253,0.989896,2.422252,-0.233536,-2.989765,0.314309,-0.627955,0.155415,5.669054,-7.847304,5.505469,139.070312,220.519302,1570.245972,3.469891,-4.930588,164.695027
1033955.0,2025-12-16T03:31:03.720532,2.955800,0.129938,0.045066,0.029484,0.990058,2.472842,-0.161783,-2.814833,0.572819,-0.375751,0.161338,5.688888,-7.850610,5.664314,139.193954,220.348419,1570.367554,4.032817,-4.679060,164.881309
1033979.0,2025-12-16T03:31:03.779236,3.014505,0.129530,0.043696,0.034359,0.990016,2.376060,-0.174319,-3.330758,0.668402,-0.172250,0.269249,5.707799,-7.852862,5.818063,139.319290,220.175735,1570.493774,4.565136,-4.451678,164.914443
1033998.0,2025-12-16T03:31:03.782368,3.017637,0.125350,0.037947,0.040610,0.990555,2.165622,-0.081365,-4.197876,0.652015,0.039205,0.384515,5.722421,-7.853797,5.950644,139.441925,220.007233,1570.619995,5.172679,-3.726602,165.407279
1034020.0,2025-12-16T03:31:03.957557,3.192826,0.120645,0.030425,0.044984,0.991209,2.114759,0.255810,-3.659342,0.545420,0.215452,0.438224,5.733664,-7.849846,6.076057,139.563660,219.840363,1570.747803,5.545474,-2.835066,165.983395
