t_imu_ms,pc_timestamp_iso,pc_timestamp_s,qw,qx,qy,qz,ax_lin_mps2,ay_lin_mps2,az_lin_mps2,gx_rads,gy_rads,gz_rads,roll_deg,pitch_deg,yaw_deg
123793.0,2025-12-16T02:39:41.096827,0.077363,0.205970,0.015669,0.009713,-0.978385,0.001361,0.034673,0.130329,-0.000151,-0.003466,0.000230,-0.719599,1.986341,-156.235758
123826.0,2025-12-16T02:39:41.606590,0.587126,0.205784,0.018571,0.021165,-0.978192,-0.009400,-0.195043,0.128646,-0.000138,-0.002284,0.000390,-1.936838,2.581609,-156.283306
123868.0,2025-12-16T02:39:41.639831,0.620367,0.205976,0.015579,0.009544,-0.978386,0.000935,0.030408,0.127914,-0.001735,-0.001985,-0.000370,-0.702686,1.972335,-156.234787
123909.0,2025-12-16T02:39:41.641772,0.622308,0.204240,0.015810,0.011450,-0.978726,0.001174,-0.002442,0.116709,-0.001332,-0.001911,0.000242,-0.914780,2.041580,-156.441704
123952.0,2025-12-16T02:39:41.642094,0.622630,0.204476,0.023680,0.001335,-0.978584,-0.189079,0.158780,0.115639,-0.000416,-0.002706,0.000396,0.405583,2.687674,-156.386111
123992.0,2025-12-16T02:39:41.642604,0.623140,0.203772,0.023056,0.002900,-0.978743,-0.176479,0.139020,0.116153,-0.001001,-0.002093,-0.000365,0.213344,2.654532,-156.473410
124030.0,2025-12-16T02:39:41.642604,0.623140,0.203557,0.015237,0.011756,-0.978874,0.008816,-0.008005,0.123419,-0.001149,-0.001939,-0.000557,-0.963836,1.983754,-156.522195
124069.0,2025-12-16T02:39:41.642604,0.623140,0.203718,0.026034,0.007204,-0.978657,-0.214290,0.041120,0.108596,-0.001186,-0.001900,0.000191,-0.200501,3.089229,-156.487819
124111.0,2025-12-16T02:39:41.643764,0.624300,0.204627,0.024698,0.006737,-0.978505,-0.189191,0.046832,0.105324,-0.000381,-0.001890,0.000384,-0.176496,2.928563,-156.381323
124152.0,2025-12-16T02:39:41.643764,0.624300,0.204461,0.014290,0.012434,-0.978691,0.042013,-0.013799,0.104532,-0.001789,-0.002684,0.000429,-1.060336,1.894334,-156.417320
124193.0,2025-12-16T02:39:41.644295,0.624830,0.203078,0.014597,0.013706,-0.978958,0.031008,-0.037646,0.113327,-0.001343,-0.002082,0.000440,-1.198648,1.956848,-156.581667
124234.0,2025-12-16T02:39:41.644295,0.624830,0.203318,0.021875,0.003837,-0.978861,-0.139480,0.123504,0.110981,-0.000429,-0.002739,0.000443,0.079342,2.543938,-156.530278
124273.0,2025-12-16T02:39:41.644295,0.624830,0.203117,0.014229,0.012825,-0.978967,0.028921,-0.022985,0.103145,0.000589,-0.002898,0.000444,-1.108223,1.895053,-156.575337
124315.0,2025-12-16T02:39:41.644295,0.624830,0.203368,0.014267,0.012550,-0.978918,0.032644,-0.012656,0.123049,-0.000748,-0.002141,0.000444,-1.075988,1.893242,-156.545514
124351.0,2025-12-16T02:39:41.648401,0.628937,0.203582,0.023667,0.004641,-0.978761,-0.177737,0.094362,0.132412,-0.000283,-0.001949,0.000444,0.031680,2.763786,-156.499353
124394.0,2025-12-16T02:39:41.694134,0.674670,0.203076,0.023055,0.005694,-0.978875,-0.152667,0.077673,0.117041,-0.000967,-0.002698,0.000444,-0.102337,2.719604,-156.561961
124431.0,2025-12-16T02:39:41.728343,0.708879,0.202886,0.013891,0.013171,-0.979015,0.047959,-0.026516,0.136050,-0.001140,-0.002091,0.000444,-1.155345,1.864965,-156.602948
124472.0,2025-12-16T02:39:41.768775,0.749311,0.203080,0.023223,0.005782,-0.978870,-0.161475,0.079812,0.120848,-0.000385,-0.002737,-0.000355,-0.108213,2.740526,-156.561528
124516.0,2025-12-16T02:39:41.814494,0.795030,0.202696,0.022620,0.006593,-0.978958,-0.144078,0.065446,0.129962,-0.001009,-0.002084,0.000258,-0.214389,2.691674,-156.609159
124557.0,2025-12-16T02:39:41.857170,0.837706,0.202513,0.012269,0.014017,-0.979102,0.081344,-0.037631,0.116939,-0.001964,-0.001934,0.001210,-1.288648,1.702100,-156.647174
124598.0,2025-12-16T02:39:41.895631,0.876167,0.201211,0.012788,0.015066,-0.979349,0.076122,-0.065541,0.099513,-0.000595,-0.001898,-0.000955,-1.396769,1.782819,-156.801566
124637.0,2025-12-16T02:39:41.933019,0.913555,0.201455,0.021336,0.006360,-0.979245,-0.110894,0.073277,0.112183,-0.000247,-0.001889,0.000904,-0.221328,2.541811,-156.754975
124683.0,2025-12-16T02:39:41.983199,0.963735,0.201418,0.020831,0.006818,-0.979260,-0.111080,0.070743,0.111010,-0.000162,-0.003480,0.000560,-0.284527,2.495748,-156.760762
124720.0,2025-12-16T02:39:42.024511,1.005047,0.201216,0.012205,0.014911,-0.979357,0.087992,-0.055471,0.117913,-0.000937,-0.002289,0.000473,-1.392785,1.713746,-156.800279
124756.0,2025-12-16T02:39:42.051600,1.032136,0.201441,0.022515,0.006715,-0.979219,-0.133193,0.066366,0.112186,-0.001138,-0.002798,-0.000368,-0.234051,2.682446,-156.756512
124803.0,2025-12-16T02:39:42.105910,1.086446,0.202282,0.021680,0.006372,-0.979067,-0.131977,0.072473,0.121058,-0.000387,-0.002117,0.000239,-0.212612,2.580911,-156.657916
