t_imu_ms,pc_timestamp_iso,pc_timestamp_s,qw,qx,qy,qz,ax_lin_mps2,ay_lin_mps2,az_lin_mps2,gx_rads,gy_rads,gz_rads,vx_mps,vy_mps,vz_mps,px_m,py_m,pz_m,roll_deg,pitch_deg,yaw_deg
243495.0,2025-12-16T03:17:52.199352,0.038621,-0.377178,-0.004704,0.000234,-0.926129,-0.011248,-0.034422,0.068181,-0.059494,-0.000289,0.004908,-3.068534,3.443310,0.707415,-48.474655,-80.769409,489.571686,0.178468,-0.509407,135.680747
243534.0,2025-12-16T03:17:53.222250,1.061519,-0.377117,-0.003365,-0.000722,-0.926159,-0.022474,-0.020861,0.042073,-0.075098,0.007494,0.004297,-3.050953,3.425815,0.710911,-48.594925,-80.634407,489.599548,0.222069,-0.325965,135.688659
243572.0,2025-12-16T03:17:53.223809,1.063078,-0.377063,-0.004645,-0.000976,-0.926175,-0.017348,-0.015099,0.091216,-0.062526,0.004726,0.003362,-3.034657,3.409782,0.714399,-48.706863,-80.508675,489.625763,0.304271,-0.450800,135.694474
243609.0,2025-12-16T03:17:53.223809,1.063078,-0.376857,-0.004177,-0.000128,-0.926262,-0.030301,-0.026719,0.055882,-0.057611,0.001633,0.003899,-3.018335,3.393418,0.717981,-48.819672,-80.381882,489.652466,0.193960,-0.437819,135.720581
243652.0,2025-12-16T03:17:53.223809,1.063078,-0.376809,-0.006204,-0.010214,-0.926214,0.088191,0.134884,0.044522,-0.052385,0.003181,0.004041,-3.000047,3.379684,0.720526,-48.932461,-80.254944,489.679413,1.352049,-0.217399,135.721799
243685.0,2025-12-16T03:17:53.224962,1.064231,-0.377727,-0.005822,-0.007863,-0.925865,0.061569,0.093767,0.070947,-0.060550,0.006771,0.004078,-2.979337,3.367553,0.723276,-49.049347,-80.123047,489.707642,1.086359,-0.277357,135.609247
243724.0,2025-12-16T03:17:53.224962,1.064231,-0.377616,-0.003881,0.004500,-0.925943,-0.073965,-0.116799,0.070444,-0.056276,0.005302,0.004087,-2.962215,3.350835,0.726263,-49.163170,-79.994339,489.735413,-0.309599,-0.606545,135.628604
243764.0,2025-12-16T03:17:53.225988,1.065257,-0.377590,-0.005387,-0.006079,-0.925937,0.031981,0.059858,0.073449,-0.032356,0.003352,0.004090,-2.946041,3.333833,0.729044,-49.274067,-79.868866,489.762726,0.878125,-0.308512,135.627156
243801.0,2025-12-16T03:17:53.225988,1.065257,-0.377252,-0.005057,-0.005456,-0.926081,0.028722,0.069800,0.087705,-0.027653,0.002840,0.004090,-2.927566,3.319885,0.732028,-49.387245,-79.740654,489.790894,0.797637,-0.300828,135.669437
243839.0,2025-12-16T03:17:53.226988,1.066257,-0.377136,-0.003227,0.006570,-0.926129,-0.080889,-0.135018,0.047475,-0.028035,-0.002847,0.004091,-2.911223,3.302115,0.734338,-49.500359,-79.612366,489.819305,-0.557884,-0.626386,135.689077
243873.0,2025-12-16T03:17:53.226988,1.066257,-0.377111,-0.004371,-0.004415,-0.926147,0.026649,0.053948,0.037797,-0.030513,-0.001123,0.004091,-2.894971,3.284082,0.735528,-49.612797,-79.484825,489.847778,0.657434,-0.273120,135.687893
243917.0,2025-12-16T03:17:53.226988,1.066257,-0.376552,-0.003866,-0.003802,-0.926380,0.036093,0.058984,0.068629,-0.033577,0.000938,0.003284,-2.875279,3.268722,0.737061,-49.732384,-79.349022,489.878296,0.570409,-0.246403,135.757556
243958.0,2025-12-16T03:17:53.227981,1.067250,-0.376473,-0.004135,0.008430,-0.926380,-0.058774,-0.150457,0.064988,-0.037476,-0.002533,0.001507,-2.858693,3.250560,0.738834,-49.842808,-79.223473,489.906708,-0.716532,-0.802665,135.772261
244000.0,2025-12-16T03:17:53.227981,1.067250,-0.377308,-0.003454,0.009614,-0.926031,-0.057023,-0.192493,0.045698,-0.073413,0.002239,-0.049301,-2.842376,3.225398,0.740127,-49.963989,-79.085823,489.938141,-0.870962,-0.782272,135.669395
244038.0,2025-12-16T03:17:53.228980,1.068249,-0.377487,-0.002838,0.008725,-0.925969,-0.081419,-0.166850,0.058675,-0.079312,0.004119,-0.009225,-2.828610,3.203419,0.740995,-50.068790,-78.967018,489.965515,-0.803091,-0.678605,135.646570
244073.0,2025-12-16T03:17:53.228980,1.068249,-0.377538,-0.002662,0.007748,-0.925958,-0.102657,-0.150348,0.057337,-0.072994,0.003041,-0.001734,-2.815374,3.181914,0.741964,-50.175419,-78.846382,489.993530,-0.707055,-0.617680,135.639768
244118.0,2025-12-16T03:17:53.228980,1.068249,-0.377568,-0.002177,0.008715,-0.925938,-0.099583,-0.174023,0.049113,-0.065096,0.003547,0.000983,-2.802766,3.160968,0.742606,-50.278961,-78.729485,490.020905,-0.830605,-0.608052,135.636247
244145.0,2025-12-16T03:17:53.230494,1.069764,-0.377543,-0.002130,0.007544,-0.925959,-0.115319,-0.161411,0.044787,-0.060645,0.004466,0.002488,-2.790241,3.139790,0.742904,-50.383003,-78.612274,490.048553,-0.708337,-0.552355,135.638816
244188.0,2025-12-16T03:17:53.230494,1.069764,-0.377495,-0.001728,0.008354,-0.925972,-0.120525,-0.157260,0.063220,-0.052244,0.002310,0.002892,-2.777083,3.117430,0.743373,-50.494869,-78.486542,490.078430,-0.811723,-0.544760,135.644951
244229.0,2025-12-16T03:17:53.231436,1.070705,-0.377431,-0.001731,0.006959,-0.926010,-0.099244,-0.138800,0.036996,-0.049404,0.005724,0.004567,-2.764396,3.097023,0.743546,-50.599380,-78.369339,490.106476,-0.663657,-0.484686,135.652293
244263.0,2025-12-16T03:17:53.231951,1.071220,-0.377372,-0.001759,0.005628,-0.926043,-0.087286,-0.115477,0.047418,-0.052608,0.005824,0.004214,-2.751041,3.077485,0.743316,-50.703640,-78.252625,490.134583,-0.521173,-0.429983,135.659175
244303.0,2025-12-16T03:17:53.232759,1.072029,-0.377194,-0.001303,0.006465,-0.926111,-0.113436,-0.114714,0.064189,-0.058955,0.002698,0.003335,-2.737983,3.058580,0.743483,-50.807041,-78.137039,490.162598,-0.629852,-0.417706,135.681286
244341.0,2025-12-16T03:17:53.232759,1.072029,-0.377126,-0.001494,0.005381,-0.926145,-0.099065,-0.113316,0.030310,-0.062178,0.003459,0.004680,-2.725200,3.039932,0.743227,-50.909359,-78.022820,490.190430,-0.506543,-0.391112,135.689409
244380.0,2025-12-16T03:17:53.233971,1.073240,-0.377074,-0.004286,-0.004210,-0.926163,0.023000,0.034313,0.033523,-0.065378,0.006015,0.005031,-2.709976,3.024162,0.742318,-51.010757,-77.909691,490.218140,0.632041,-0.272992,135.692493
244416.0,2025-12-16T03:17:53.233971,1.073240,-0.377177,-0.003873,-0.002885,-0.926128,-0.008700,0.018428,0.067767,-0.059874,0.003517,0.005124,-2.692502,3.010271,0.741993,-51.115578,-77.792610,490.246948,0.473598,-0.286287,135.680367
244454.0,2025-12-16T03:17:53.234971,1.074240,-0.377015,-0.010835,0.006419,-0.926122,0.050792,-0.199348,0.069111,-0.049836,0.002887,0.005148,-2.675265,2.992603,0.742228,-51.215935,-77.680382,490.274689,-0.213170,-1.427323,135.701188
244494.0,2025-12-16T03:17:53.234971,1.074240,-0.376939,-0.010001,0.006604,-0.926161,0.035144,-0.197369,0.065242,-0.047200,0.002721,0.005154,-2.657160,2.970874,0.742304,-51.316700,-77.567696,490.302734,-0.268977,-1.346788,135.711436
244530.0,2025-12-16T03:17:53.237180,1.076450,-0.376920,-0.003526,-0.002116,-0.926237,-0.018355,0.014649,0.049721,-0.050461,0.001100,0.005944,-2.640419,2.953224,0.741913,-51.417095,-77.455421,490.330872,0.376876,-0.282872,135.712572
244567.0,2025-12-16T03:17:53.272325,1.111594,-0.376775,-0.013911,0.002334,-0.926197,0.137136,-0.141067,0.060936,-0.045785,0.001469,0.004572,-2.621950,2.936734,0.741347,-51.516598,-77.344055,490.358917,0.353010,-1.577426,135.722388
244611.0,2025-12-16T03:17:53.317037,1.156307,-0.376309,-0.012757,0.002604,-0.926403,0.122358,-0.147790,0.037098,-0.048517,0.000775,0.005005,-2.600967,2.917233,0.740454,-51.615784,-77.232887,490.387054,0.273802,-1.466691,135.782039
244641.0,2025-12-16T03:17:53.347451,1.186721,-0.376308,-0.002161,-0.001545,-0.926491,-0.034165,0.012324,0.065844,-0.046068,0.002173,0.004328,-2.583428,2.900753,0.739571,-51.713955,-77.122719,490.415070,0.257188,-0.162852,135.789126
244684.0,2025-12-16T03:17:53.393867,1.233137,-0.375982,-0.001844,-0.000761,-0.926625,-0.053689,-0.001382,0.043944,-0.055722,0.000954,0.004152,-2.569070,2.886839,0.738720,-51.812843,-77.011642,490.443451,0.160288,-0.162965,135.829618
244714.0,2025-12-16T03:17:53.420804,1.260073,-0.375885,-0.011357,-0.005266,-0.926582,0.163055,0.007108,0.043350,-0.049528,0.003004,0.004107,-2.551469,2.873112,0.737395,-51.908985,-76.903496,490.471161,1.048529,-0.979124,135.829324
244759.0,2025-12-16T03:17:53.466120,1.305389,-0.375867,-0.000469,0.000345,-0.926674,-0.082555,-0.016449,0.042429,-0.058951,0.005907,0.003306,-2.534415,2.858994,0.735964,-52.005188,-76.795067,490.499023,-0.016439,-0.064680,135.844230
244798.0,2025-12-16T03:17:53.507210,1.346480,-0.375486,-0.000156,0.001037,-0.926827,-0.104450,-0.024216,0.034770,-0.062246,0.005871,0.004701,-2.521489,2.843182,0.734182,-52.108082,-76.679024,490.528931,-0.103428,-0.061250,135.891341
244840.0,2025-12-16T03:17:53.567001,1.406270,-0.375391,-0.008587,-0.004958,-0.926814,0.096434,0.018794,0.075691,-0.050464,0.004290,0.005037,-2.506386,2.829346,0.733092,-52.201862,-76.573219,490.556305,0.896111,-0.698756,135.895353
244873.0,2025-12-16T03:17:53.626857,1.466126,-0.375322,0.000809,0.002705,-0.926890,-0.130906,-0.043714,0.080932,-0.045787,0.004663,0.004336,-2.491663,2.814981,0.732761,-52.296242,-76.466637,490.583984,-0.322084,-0.030439,135.911443
244916.0,2025-12-16T03:17:53.627925,1.467195,-0.374543,0.001037,0.002811,-0.927205,-0.125514,-0.039251,0.063724,-0.052465,0.002391,0.004154,-2.481016,2.799474,0.732110,-52.390686,-76.360001,490.611816,-0.343159,-0.010414,136.007659
244948.0,2025-12-16T03:17:53.687929,1.527198,-0.374473,-0.007709,-0.003800,-0.927198,0.086781,0.018393,0.044262,-0.051818,0.004192,0.004107,-2.465662,2.784528,0.730630,-52.488766,-76.249283,490.640808,0.734595,-0.655979,136.010646
244995.0,2025-12-16T03:17:53.806903,1.646172,-0.373590,-0.006873,-0.003262,-0.927563,0.061080,0.002315,0.027026,-0.052446,0.003849,0.004095,-2.447716,2.771083,0.728485,-52.581429,-76.144508,490.668335,0.641021,-0.590877,136.121014
245027.0,2025-12-16T03:17:53.807899,1.647168,-0.373508,0.004897,0.002851,-0.927610,-0.212638,-0.023278,0.069993,-0.055031,0.003758,0.004898,-2.434270,2.755545,0.726604,-52.682072,-76.030571,490.698334,-0.512663,0.398451,136.133288
245070.0,2025-12-16T03:17:53.808930,1.648199,-0.373447,-0.004681,-0.001696,-0.927638,0.002165,-0.009705,0.082864,-0.045408,0.002949,0.003514,-2.423085,2.741173,0.725850,-52.773392,-75.927231,490.725647,0.380659,-0.425002,136.141272
245107.0,2025-12-16T03:17:53.810876,1.650145,-0.373617,-0.004324,-0.000696,-0.927573,-0.002137,-0.020588,0.058037,-0.046854,0.001938,0.004742,-2.407312,2.726186,0.724742,-52.868587,-75.819481,490.754242,0.259090,-0.429802,136.120854
245143.0,2025-12-16T03:17:53.867323,1.706593,-0.373571,-0.002158,-0.011112,-0.927532,0.032681,0.187149,0.036592,-0.048794,0.002476,0.004259,-2.391640,2.715393,0.722745,-52.959755,-75.716103,490.781738,1.273515,0.246357,136.127720
245188.0,2025-12-16T03:17:53.927053,1.766322,-0.373055,-0.001759,-0.009886,-0.927755,0.014912,0.161064,0.075160,-0.051662,0.003403,0.003346,-2.375823,2.707896,0.721023,-53.049988,-75.613457,490.809052,1.126340,0.235601,136.191689
245222.0,2025-12-16T03:17:53.929111,1.768380,-0.372914,-0.005471,0.003086,-0.927845,-0.019599,-0.096523,0.045452,-0.054047,0.002030,0.004722,-2.359420,2.693560,0.719222,-53.149754,-75.499657,490.839386,-0.094329,-0.713570,136.208812
245262.0,2025-12-16T03:17:53.987229,1.826498,-0.372877,-0.002410,-0.007023,-0.927851,0.003423,0.107521,0.068190,-0.052238,0.004861,0.005043,-2.345068,2.679765,0.717428,-53.238300,-75.398521,490.866425,0.849755,0.043812,136.212759
245304.0,2025-12-16T03:17:54.106827,1.946096,-0.372690,-0.002064,-0.005723,-0.927936,-0.009589,0.094781,0.061716,-0.056495,0.004023,0.005126,-2.330590,2.669466,0.715877,-53.326443,-75.297684,490.893433,0.696682,0.024909,136.236022
245338.0,2025-12-16T03:17:54.107836,1.947105,-0.372546,-0.008642,0.004436,-0.927963,0.024140,-0.154270,0.056536,-0.052852,0.003011,0.004355,-2.315452,2.653913,0.714007,-53.416218,-75.194817,490.921051,-0.102816,-1.108426,136.253356
245383.0,2025-12-16T03:17:54.108832,1.948101,-0.372206,-0.007803,0.004589,-0.928106,0.022004,-0.148064,0.050503,-0.049563,0.004329,0.003372,-2.300215,2.634373,0.711930,-53.503155,-75.095207,490.947906,-0.155240,-1.025660,136.296070
245417.0,2025-12-16T03:17:54.167140,2.006409,-0.372202,-0.000987,-0.005332,-0.928136,-0.031331,0.083775,0.047672,-0.057605,0.003061,0.003919,-2.284359,2.617514,0.709362,-53.600212,-74.984024,490.977997,0.609205,0.122412,136.297026
