t_imu_ms,pc_timestamp_iso,pc_timestamp_s,qw,qx,qy,qz,ax_lin_mps2,ay_lin_mps2,az_lin_mps2,gx_rads,gy_rads,gz_rads,roll_deg,pitch_deg,yaw_deg
630786.0,2025-12-17T00:30:59.937887,0.070688,0.823524,-0.001257,-0.008826,-0.567212,0.032638,0.017516,0.048822,-0.006081,-0.072702,0.041445,0.455109,-0.914639,-69.118862
630816.0,2025-12-17T00:31:00.957815,1.090616,0.823927,-0.000262,-0.010969,-0.566590,-0.005940,0.026842,0.051725,-0.011051,-0.072228,0.040814,0.687538,-1.052720,-69.036615
630856.0,2025-12-17T00:31:00.958765,1.091565,0.824379,-0.000191,-0.010042,-0.565948,0.004527,0.005982,0.052215,-0.005240,-0.076056,0.042229,0.633261,-0.961090,-68.945634
630893.0,2025-12-17T00:31:00.958765,1.091565,0.824387,-0.001660,-0.009132,-0.565950,0.040160,0.040085,0.045060,-0.006109,-0.075464,0.042594,0.435561,-0.970392,-68.943615
630930.0,2025-12-17T00:31:00.961281,1.094081,0.824784,-0.000415,-0.010689,-0.565347,-0.005182,0.027649,0.047538,-0.007113,-0.073751,0.041127,0.653320,-1.037177,-68.863235
630967.0,2025-12-17T00:31:00.961817,1.094617,0.824673,-0.001897,-0.009821,-0.565521,0.029821,0.040843,0.054260,-0.007386,-0.072492,0.042314,0.457280,-1.051130,-68.885066
631009.0,2025-12-17T00:31:00.963533,1.096334,0.825125,-0.000430,-0.010651,-0.564850,-0.007217,0.032691,0.064429,-0.003453,-0.074569,0.041820,0.648864,-1.034902,-68.794015
631045.0,2025-12-17T00:31:00.964707,1.097508,0.825548,0.000014,-0.009935,-0.564245,-0.001676,0.008012,0.065399,-0.003281,-0.073512,0.041700,0.643777,-0.939012,-68.708865
631086.0,2025-12-17T00:31:00.964707,1.097508,0.825535,-0.001371,-0.009050,-0.564276,0.029251,0.019397,0.055746,-0.004797,-0.071667,0.041668,0.455526,-0.944769,-68.711129
631117.0,2025-12-17T00:31:00.964707,1.097508,0.825926,-0.000236,-0.010968,-0.563672,-0.008996,0.025417,0.069107,-0.006764,-0.074299,0.040878,0.686225,-1.053379,-68.631198
631154.0,2025-12-17T00:31:00.967226,1.100026,0.826340,0.000463,-0.010500,-0.563073,-0.004189,0.008582,0.039560,-0.007288,-0.074220,0.041448,0.721535,-0.964450,-68.547524
631192.0,2025-12-17T00:31:00.967226,1.100026,0.826279,-0.001045,-0.009574,-0.563178,0.025017,0.030114,0.049032,-0.007431,-0.074199,0.041604,0.518941,-0.974006,-68.559767
631230.0,2025-12-17T00:31:00.967226,1.100026,0.826678,0.000239,-0.011073,-0.562566,-0.013055,0.019934,0.057171,-0.006685,-0.071851,0.041642,0.736594,-1.033667,-68.478372
631263.0,2025-12-17T00:31:00.967226,1.100026,0.827092,0.000536,-0.010266,-0.561973,-0.001442,0.010103,0.067775,-0.001800,-0.073567,0.040871,0.711974,-0.938541,-68.394633
631308.0,2025-12-17T00:31:00.967226,1.100026,0.826965,-0.000883,-0.009381,-0.562175,0.022389,0.029790,0.049002,-0.011431,-0.071681,0.040666,0.520754,-0.945863,-68.420457
631343.0,2025-12-17T00:31:00.967226,1.100026,0.827356,0.000107,-0.011554,-0.561559,-0.009335,0.024650,0.058990,-0.007752,-0.071960,0.041392,0.753740,-1.088579,-68.339716
631381.0,2025-12-17T00:31:00.967226,1.100026,0.827343,-0.001399,-0.010621,-0.561595,0.013510,0.043638,0.064257,-0.003538,-0.075242,0.041591,0.550990,-1.097053,-68.342031
631417.0,2025-12-17T00:31:00.967226,1.100026,0.827759,-0.000204,-0.010874,-0.560978,-0.006090,0.030912,0.055218,-0.008824,-0.073675,0.040850,0.679753,-1.044628,-68.257694
631456.0,2025-12-17T00:31:00.967226,1.100026,0.828194,0.000265,-0.010114,-0.560350,-0.002274,0.015843,0.055543,-0.011777,-0.072478,0.041448,0.674683,-0.942953,-68.169516
631494.0,2025-12-17T00:31:00.971167,1.103967,0.828171,-0.001227,-0.009220,-0.560399,0.032922,0.025075,0.067388,-0.009397,-0.074523,0.041601,0.475763,-0.953859,-68.174081
631529.0,2025-12-17T00:31:00.971716,1.104516,0.828562,-0.000196,-0.011220,-0.559785,-0.004280,0.027086,0.040657,-0.011905,-0.071928,0.040858,0.701302,-1.077909,-68.093351
631567.0,2025-12-17T00:31:00.971716,1.104516,0.828446,-0.001633,-0.010364,-0.559971,0.032516,0.048474,0.062520,-0.007044,-0.072026,0.040660,0.510097,-1.088695,-68.116682
631604.0,2025-12-17T00:31:00.971716,1.104516,0.828846,-0.000289,-0.011223,-0.559365,-0.003392,0.034287,0.054965,-0.005019,-0.073614,0.041391,0.692047,-1.084530,-68.035220
631638.0,2025-12-17T00:31:00.972758,1.105558,0.829260,0.000620,-0.010928,-0.558756,-0.006124,0.009866,0.050038,-0.009199,-0.072466,0.040800,0.758729,-0.998813,-67.950902
631684.0,2025-12-17T00:31:00.972758,1.105558,0.829215,-0.000803,-0.010051,-0.558838,0.031234,0.037840,0.056068,-0.007938,-0.072950,0.040647,0.567390,-1.006511,-67.959888
631715.0,2025-12-17T00:31:00.974780,1.107581,0.829604,0.000525,-0.011027,-0.558243,-0.012672,0.017169,0.060118,-0.007601,-0.072298,0.040606,0.755480,-1.014729,-67.880157
631756.0,2025-12-17T00:31:00.974780,1.107581,0.830028,-0.000169,-0.009873,-0.557635,0.012502,0.010357,0.061207,-0.007512,-0.072905,0.041376,0.614868,-0.949921,-67.793604
631792.0,2025-12-17T00:31:00.975919,1.108719,0.829994,-0.001538,-0.009004,-0.557697,0.043449,0.032915,0.061494,-0.005926,-0.074629,0.040801,0.429264,-0.954718,-67.800170
631823.0,2025-12-17T00:31:00.975919,1.108719,0.830379,-0.000285,-0.010758,-0.557095,0.002252,0.034863,0.063095,-0.003941,-0.075089,0.040647,0.659755,-1.041892,-67.720776
631868.0,2025-12-17T00:31:01.016647,1.149448,0.830339,-0.001898,-0.009737,-0.557170,0.040994,0.036418,0.053391,-0.005017,-0.072775,0.040604,0.441145,-1.047762,-67.728499
