beta,S_h [m^2],(x_h - x_CG) [m]
0.3,0.007068,0.9416713333333333
0.30351758793969846,0.007150874371859296,0.9307579238410597
0.307035175879397,0.007233748743718594,0.9200945761047463
0.31055276381909547,0.00731662311557789,0.9096727928802589
0.31407035175879394,0.007399497487437186,0.8994844576
0.31758793969849247,0.007482371859296483,0.8895218132911392
0.32110552763819095,0.007565246231155779,0.8797774428794992
0.3246231155778894,0.007648120603015075,0.8702442507739939
0.32814070351758795,0.007730994974874373,0.8609154456355284
0.3316582914572864,0.007813869346733669,0.8517845242424242
0.3351758793969849,0.007896743718592964,0.8428452563718142
0.3386934673366834,0.007979618090452261,0.8340916706231455
0.3422110552763819,0.008062492462311558,0.8255180411160058
0.3457286432160804,0.008145366834170853,0.8171188750000001
0.3492462311557789,0.008228241206030152,0.8088889007194244
0.3527638190954774,0.008311115577889447,0.8008230569800571
0.35628140703517586,0.008393989949748744,0.7929164823695345
0.35979899497487433,0.00847686432160804,0.7851645055865923
0.36331658291457286,0.008559738693467336,0.7775626362378977
0.36683417085427134,0.008642613065326633,0.7701065561643836
0.37035175879396987,0.00872548743718593,0.7627921112618724
0.37386934673366834,0.008808361809045227,0.7556153037634408
0.3773869346733668,0.008891236180904523,0.7485722849533955
0.3809045226130653,0.008974110552763818,0.7416593482849605
0.3844221105527638,0.009056984924623116,0.734872922875817
0.3879396984924623,0.009139859296482412,0.7282095673575131
0.39145728643216077,0.009222733668341709,0.7216659640564826
0.3949748743718593,0.009305608040201006,0.7152389134860051
0.39849246231155777,0.009388482412060301,0.7089253291298866
0.40201005025125625,0.009471356783919598,0.7027222325000001
0.4055276381909547,0.009554231155778893,0.6966267484510534
0.40904522613065325,0.009637105527638192,0.6906361007371007
0.4125628140703517,0.009719979899497487,0.6847476077953716
0.41608040201005025,0.009802854271356784,0.6789586787439614
0.41959798994974873,0.009885728643216081,0.6732668095808384
0.4231155778894472,0.009968603015075376,0.6676695795724465
0.4266331658291457,0.010051477386934673,0.6621646478209658
0.4301507537688442,0.01013435175879397,0.65674975
0.4336683417085427,0.010217226130653265,0.651422695249131
0.4371859296482412,0.010300100502512564,0.6461813632183907
0.4407035175879397,0.01038297487437186,0.641023701254276
0.44422110552763816,0.010465849246231156,0.635947721719457
0.44773869346733663,0.010548723618090452,0.6309514994388328
0.45125628140703516,0.010631597989949748,0.6260331692650334
0.45477386934673364,0.010714472361809045,0.6211909237569061
0.45829145728643217,0.010797346733668342,0.6164230109649123
0.46180904522613064,0.010880221105527638,0.6117277323177367
0.4653266331658291,0.010963095477386935,0.6071034406047516
0.4688442211055276,0.01104596984924623,0.6025485380493034
0.47236180904522607,0.011128844221105527,0.5980614744680852
0.4758793969849246,0.011211718592964824,0.5936407455121436
0.4793969849246231,0.01129459296482412,0.589284890985325
0.4829145728643216,0.011377467336683418,0.5849924932362123
0.4864321608040201,0.011460341708542713,0.5807621756198348
0.48994974874371855,0.01154321608040201,0.576592601025641
0.493467336683417,0.011626090452261305,0.5724824704684318
0.49698492462311555,0.011708964824120602,0.5684305217391306
0.5005025125628141,0.0117918391959799,0.5644355281124498
0.5040201005025126,0.011874713567839196,0.560496297108674
0.507537688442211,0.011957587939698493,0.5566116693069306
0.5110552763819095,0.012040462311557788,0.552780517207473
0.514572864321608,0.012123336683417085,0.549001744140625
0.5180904522613066,0.012206211055276384,0.5452742832201745
0.521608040201005,0.01228908542713568,0.5415970963391137
0.5251256281407035,0.012371959798994976,0.5379691732057416
0.528643216080402,0.012454834170854271,0.5343895304182509
0.5321608040201005,0.012537708542713568,0.5308572105760151
0.5356783919597989,0.012620582914572864,0.5273712814258913
0.5391959798994974,0.012703457286432159,0.5239308350419385
0.5427135678391959,0.012786331658291456,0.520534987037037
0.5462311557788945,0.012869206030150755,0.5171828758049678
0.549748743718593,0.01295208040201005,0.5138736617915906
0.5532663316582914,0.013034954773869347,0.5106065267938238
0.5567839195979899,0.013117829145728642,0.5073806732851986
0.5603015075376885,0.01320070351758794,0.5041953237668161
0.563819095477387,0.013283577889447238,0.5010497201426024
0.5673366834170854,0.013366452261306533,0.4979431231178034
0.5708542713567839,0.01344932663316583,0.49487481161971825
0.5743718592964824,0.013532201005025125,0.49184408223972004
0.5778894472361809,0.013615075376884422,0.4888502486956522
0.5814070351758793,0.013697949748743717,0.4858926413137425
0.5849246231155778,0.013780824120603014,0.48297060652920965
0.5884422110552763,0.01386369849246231,0.4800835064047823
0.5919597989949749,0.013946572864321608,0.47723071816638374
0.5954773869346733,0.014029447236180905,0.4744116337552743
0.5989949748743718,0.0141123216080402,0.4716256593959732
0.6025125628140704,0.014195195979899499,0.46887221517931604
0.6060301507537689,0.014278070351758796,0.4661507346600331
0.6095477386934673,0.014360944723618091,0.4634606644682605
0.6130653266331658,0.014443819095477387,0.4608014639344262
0.6165829145728643,0.014526693467336683,0.45817260472697635
0.6201005025125628,0.014609567839195979,0.4555735705024312
0.6236180904522612,0.014692442211055276,0.4530038565672845
0.6271356783919597,0.014775316582914571,0.4504629695512821
0.6306532663316582,0.014858190954773868,0.4479504270916335
0.6341708542713567,0.014941065326633163,0.4454657575277338
0.6376884422110553,0.015023939698492462,0.443008499605989
0.6412060301507537,0.015106814070351759,0.44057820219435734
0.6447236180904522,0.015189688442211054,0.43817442400623546
0.6482412060301508,0.015272562814070353,0.43579673333333335
0.6517587939698493,0.01535543718592965,0.43344470778720123
0.6552763819095477,0.015438311557788945,0.4311179340490797
0.6587939698492462,0.015521185929648242,0.42881600762776506
0.6623115577889447,0.015604060301507537,0.4265385326251897
0.6658291457286432,0.015686934673366834,0.4242851215094339
0.6693467336683416,0.01576980904522613,0.4220553948948949
0.6728643216080401,0.015852683417085425,0.4198489813293504
