mass_kg,c_upper_m,c_lower_m,span_m,total_chord_m,wing_area_m2,Vstall_m_s
0.1,0.005,0.015,0.5,0.02,0.007853981633974483,13.531093957348244
0.1,0.005,0.015,0.525,0.02,0.008246680715673207,13.204995580049607
0.1,0.005,0.015,0.55,0.02,0.008639379797371933,12.901391879898643
0.1,0.005,0.015,0.575,0.02,0.009032078879070654,12.617810175978693
0.1,0.005,0.015,0.6,0.02,0.00942477796076938,12.352142313602466
0.1,0.005,0.015,0.625,0.02,0.009817477042468103,12.102578359426925
0.1,0.005,0.015,0.65,0.02,0.010210176124166827,11.867554465289162
0.1,0.005,0.015,0.675,0.02,0.010602875205865551,11.64571145617279
0.1,0.005,0.015,0.7,0.02,0.010995574287564275,11.435861629184188
0.1,0.005,0.015,0.725,0.02,0.011388273369263,11.236961906340262
0.1,0.005,0.015,0.75,0.02,0.011780972450961725,11.048091952386654
0.1,0.005,0.015,0.775,0.02,0.01217367153266045,10.868436207737913
0.1,0.005,0.015,0.8,0.02,0.012566370614359173,10.697269034740424
0.1,0.005,0.015,0.825,0.02,0.012959069696057897,10.53394235914597
0.1,0.005,0.015,0.8500000000000001,0.02,0.013351768777756623,10.377875326090315
0.1,0.005,0.015,0.875,0.02,0.013744467859455345,10.228545593654935
0.1,0.005,0.015,0.9,0.02,0.01413716694115407,10.085481966189104
0.1,0.005,0.015,0.925,0.02,0.014529866022852793,9.948258130367595
0.1,0.005,0.015,0.95,0.02,0.014922565104551517,9.816487304063243
0.1,0.005,0.015,0.9750000000000001,0.02,0.015315264186250245,9.689817644882169
0.1,0.005,0.015,1.0,0.02,0.015707963267948967,9.56792829411326
0.1,0.005,0.015,1.025,0.02,0.016100662349647687,9.450525954716687
0.1,0.005,0.015,1.05,0.02,0.016493361431346415,9.337341920191465
0.1,0.005,0.015,1.0750000000000002,0.02,0.01688606051304514,9.22812948575463
0.1,0.005,0.015,1.1,0.02,0.017278759594743866,9.12266168502139
0.1,0.005,0.015,1.125,0.02,0.017671458676442587,9.020729304898829
0.1,0.005,0.015,1.15,0.02,0.018064157758141308,8.922139139159158
0.1,0.005,0.015,1.175,0.02,0.018456856839840035,8.826712447502056
0.1,0.005,0.015,1.2000000000000002,0.02,0.018849555921538762,8.734283592129593
0.1,0.005,0.015,1.225,0.02,0.019242255003237486,8.644698828162088
0.1,0.005,0.015,1.25,0.02,0.019634954084936207,8.55781522779234
0.1,0.005,0.015,1.275,0.02,0.02002765316663493,8.473499721046954
0.1,0.005,0.015,1.3,0.02,0.020420352248333655,8.391628238506659
0.1,0.005,0.015,1.3250000000000002,0.02,0.020813051330032382,8.312084943420409
0.1,0.005,0.015,1.35,0.02,0.021205750411731103,8.234761542401644
0.1,0.005,0.015,1.375,0.02,0.021598449493429827,8.159556665376243
0.1,0.005,0.015,1.4,0.02,0.02199114857512855,8.086375306707179
0.1,0.005,0.015,1.425,0.02,0.02238384765682728,8.015128320488067
0.1,0.005,0.015,1.4500000000000002,0.02,0.022776546738526006,7.945731963908113
0.1,0.005,0.015,1.475,0.02,0.023169245820224726,7.878107483369386
0.1,0.005,0.015,1.5,0.02,0.02356194490192345,7.812180738705127
0.1,0.0055,0.0165,0.5,0.022,0.00863937979737193,12.901391879898647
0.1,0.0055,0.0165,0.525,0.022,0.009071348787240528,12.5904692767307
0.1,0.0055,0.0165,0.55,0.022,0.009503317777109124,12.300994506680222
0.1,0.0055,0.0165,0.575,0.022,0.009935286766977719,12.030609960998028
0.1,0.0055,0.0165,0.6,0.022,0.010367255756846317,11.777305593057449
0.1,0.0055,0.0165,0.625,0.022,0.010799224746714913,11.539355699126869
0.1,0.0055,0.0165,0.65,0.022,0.01123119373658351,11.315269208487695
0.1,0.0055,0.0165,0.675,0.022,0.011663162726452106,11.103750198609566
0.1,0.0055,0.0165,0.7,0.022,0.012095131716320703,10.903666239216276
0.1,0.0055,0.0165,0.725,0.022,0.012527100706189299,10.714022794473273
0.1,0.0055,0.0165,0.75,0.022,0.012959069696057895,10.533942359145971
0.1,0.0055,0.0165,0.775,0.022,0.013391038685926492,10.362647327680339
0.1,0.0055,0.0165,0.8,0.022,0.013823007675795088,10.199445831720304
0.1,0.0055,0.0165,0.825,0.022,0.014254976665663685,10.043719956715142
0.1,0.0055,0.0165,0.8500000000000001,0.022,0.014686945655532285,9.894915879282019
0.1,0.0055,0.0165,0.875,0.022,0.01511891464540088,9.752535565942829
0.1,0.0055,0.0165,0.9,0.022,0.015550883635269476,9.61612974927239
0.1,0.0055,0.0165,0.925,0.022,0.015982852625138072,9.485291955463802
0.1,0.0055,0.0165,0.95,0.022,0.016414821615006667,9.359653402228624
0.1,0.0055,0.0165,0.9750000000000001,0.022,0.01684679060487527,9.238878621006979
0.1,0.0055,0.0165,1.0,0.022,0.01727875959474386,9.122661685021393
0.1,0.0055,0.0165,1.025,0.022,0.017710728584612454,9.010722946516847
0.1,0.0055,0.0165,1.05,0.022,0.018142697574481056,8.902806203897164
0.1,0.0055,0.0165,1.0750000000000002,0.022,0.018574666564349654,8.798676233381206
0.1,0.0055,0.0165,1.1,0.022,0.01900663555421825,8.698116631012054
0.1,0.0055,0.0165,1.125,0.022,0.019438604544086843,8.600927919932431
0.1,0.0055,0.0165,1.15,0.022,0.019870573533955438,8.506925885232132
0.1,0.0055,0.0165,1.175,0.022,0.020302542523824036,8.415940104721608
0.1,0.0055,0.0165,1.2000000000000002,0.022,0.020734511513692634,8.327812648957176
0.1,0.0055,0.0165,1.225,0.022,0.021166480503561232,8.242396927947764
0.1,0.0055,0.0165,1.25,0.022,0.021598449493429827,8.159556665376243
0.1,0.0055,0.0165,1.275,0.022,0.02203041848329842,8.079164984001233
0.1,0.0055,0.0165,1.3,0.022,0.02246238747316702,8.001103588272988
0.1,0.0055,0.0165,1.3250000000000002,0.022,0.022894356463035618,7.925262032182927
0.1,0.0055,0.0165,1.35,0.022,0.023326325452904213,7.8515370620382985
0.1,0.0055,0.0165,1.375,0.022,0.023758294442772807,7.779832025265764
0.1,0.0055,0.0165,1.4,0.022,0.024190263432641405,7.710056337544649
0.1,0.0055,0.0165,1.425,0.022,0.024622232422510004,7.642125001588229
0.1,0.0055,0.0165,1.4500000000000002,0.022,0.025054201412378605,7.575958171759294
0.1,0.0055,0.0165,1.475,0.022,0.025486170402247196,7.511480759448452
0.1,0.0055,0.0165,1.5,0.022,0.02591813939211579,7.448622074780334
0.1,0.006,0.018000000000000002,0.5,0.024,0.00942477796076938,12.352142313602466
0.1,0.006,0.018000000000000002,0.525,0.024,0.009896016858807848,12.05445658491531
0.1,0.006,0.018000000000000002,0.55,0.024,0.010367255756846319,11.777305593057445
0.1,0.006,0.018000000000000002,0.575,0.024,0.010838494654884786,11.518432099502933
0.1,0.006,0.018000000000000002,0.6,0.024,0.011309733552923255,11.275911631123536
0.1,0.006,0.018000000000000002,0.625,0.024,0.011780972450961725,11.048091952386654
0.1,0.006,0.018000000000000002,0.65,0.024,0.012252211349000194,10.833545471766723
0.1,0.006,0.018000000000000002,0.675,0.024,0.012723450247038663,10.631031437903621
0.1,0.006,0.018000000000000002,0.7,0.024,0.013194689145077132,10.439465631353267
0.1,0.006,0.018000000000000002,0.725,0.024,0.0136659280431156,10.257895856548025
0.1,0.006,0.018000000000000002,0.75,0.024,0.01413716694115407,10.085481966189104
0.1,0.006,0.018000000000000002,0.775,0.024,0.014608405839192538,9.921479459639931
0.1,0.006,0.018000000000000002,0.8,0.024,0.015079644737231007,9.76522592338141
0.1,0.006,0.018000000000000002,0.825,0.024,0.015550883635269476,9.61612974927239
0.1,0.006,0.018000000000000002,0.8500000000000001,0.024,0.016022122533307946,9.473660691793246
0.1,0.006,0.018000000000000002,0.875,0.024,0.016493361431346415,9.337341920191465
0.1,0.006,0.018000000000000002,0.9,0.024,0.016964600329384884,9.206743293655546
0.1,0.006,0.018000000000000002,0.925,0.024,0.017435839227423353,9.081475643144168
0.1,0.006,0.018000000000000002,0.95,0.024,0.01790707812546182,8.961185886497521
0.1,0.006,0.018000000000000002,0.9750000000000001,0.024,0.018378317023500294,8.845552837022577
0.1,0.006,0.018000000000000002,1.0,0.024,0.01884955592153876,8.734283592129593
0.1,0.006,0.018000000000000002,1.025,0.024,0.019320794819577224,8.627110409477291
0.1,0.006,0.018000000000000002,1.05,0.024,0.019792033717615697,8.523787994712446
0.1,0.006,0.018000000000000002,1.0750000000000002,0.024,0.02026327261565417,8.4240911382106
0.1,0.006,0.018000000000000002,1.1,0.024,0.020734511513692638,8.327812648957174
0.1,0.006,0.018000000000000002,1.125,0.024,0.021205750411731103,8.234761542401644
0.1,0.006,0.018000000000000002,1.15,0.024,0.021676989309769572,8.144761446195325
0.1,0.006,0.018000000000000002,1.175,0.024,0.02214822820780804,8.057649193514184
0.1,0.006,0.018000000000000002,1.2000000000000002,0.024,0.022619467105846513,7.973273578427716
0.1,0.006,0.018000000000000002,1.225,0.024,0.02309070600388498,7.891494251704753
0.1,0.006,0.018000000000000002,1.25,0.024,0.02356194490192345,7.812180738705127
0.1,0.006,0.018000000000000002,1.275,0.024,0.024033183799961916,7.7352115637185825
0.1,0.006,0.018000000000000002,1.3,0.024,0.024504422698000388,7.660473467379065
0.1,0.006,0.018000000000000002,1.3250000000000002,0.024,0.024975661596038857,7.587860705684018
0.1,0.006,0.018000000000000002,1.35,0.024,0.025446900494077326,7.517274420749024
0.1,0.006,0.018000000000000002,1.375,0.024,0.02591813939211579,7.448622074780334
0.1,0.006,0.018000000000000002,1.4,0.024,0.026389378290154263,7.381816939893797
0.1,0.006,0.018000000000000002,1.425,0.024,0.026860617188192736,7.3167776373830185
0.1,0.006,0.018000000000000002,1.4500000000000002,0.024,0.027331856086231204,7.253427720870496
0.1,0.006,0.018000000000000002,1.475,0.024,0.027803094984269673,7.191695298486113
0.1,0.006,0.018000000000000002,1.5,0.024,0.02827433388230814,7.131512689826949
0.1,0.006500000000000001,0.019500000000000003,0.5,0.026000000000000002,0.01021017612416683,11.867554465289162
0.1,0.006500000000000001,0.019500000000000003,0.525,0.026000000000000002,0.01072068493037517,11.581547268396383
0.1,0.006500000000000001,0.019500000000000003,0.55,0.026000000000000002,0.011231193736583513,11.315269208487694
0.1,0.006500000000000001,0.019500000000000003,0.575,0.026000000000000002,0.011741702542791851,11.06655160093595
0.1,0.006500000000000001,0.019500000000000003,0.6,0.026000000000000002,0.012252211349000194,10.833545471766723
0.1,0.006500000000000001,0.019500000000000003,0.625,0.026000000000000002,0.012762720155208535,10.614663404427095
0.1,0.006500000000000001,0.019500000000000003,0.65,0.026000000000000002,0.013273228961416876,10.408533813344803
0.1,0.006500000000000001,0.019500000000000003,0.675,0.026000000000000002,0.01378373776762522,10.213964623172085
0.1,0.006500000000000001,0.019500000000000003,0.7,0.026000000000000002,0.01429424657383356,10.02991414956154
0.1,0.006500000000000001,0.019500000000000003,0.725,0.026000000000000002,0.014804755380041902,9.85546755260333
0.1,0.006500000000000001,0.019500000000000003,0.75,0.026000000000000002,0.015315264186250243,9.689817644882169
0.1,0.006500000000000001,0.019500000000000003,0.775,0.026000000000000002,0.015825772992458586,9.532249133323413
0.1,0.006500000000000001,0.019500000000000003,0.8,0.026000000000000002,0.016336281798666925,9.382125591603852
0.1,0.006500000000000001,0.019500000000000003,0.825,0.026000000000000002,0.01684679060487527,9.238878621006979
0.1,0.006500000000000001,0.019500000000000003,0.8500000000000001,0.026000000000000002,0.01735729941108361,9.101998778116062
0.1,0.006500000000000001,0.019500000000000003,0.875,0.026000000000000002,0.01786780821729195,8.971027938762639
0.1,0.006500000000000001,0.019500000000000003,0.9,0.026000000000000002,0.01837831702350029,8.845552837022579
0.1,0.006500000000000001,0.019500000000000003,0.925,0.026000000000000002,0.018888825829708633,8.725199571375251
0.1,0.006500000000000001,0.019500000000000003,0.95,0.026000000000000002,0.019399334635916973,8.609628911454307
0.1,0.006500000000000001,0.019500000000000003,0.9750000000000001,0.026000000000000002,0.01990984344212532,8.498532271066656
0.1,0.006500000000000001,0.019500000000000003,1.0,0.026000000000000002,0.02042035224833366,8.391628238506659
0.1,0.006500000000000001,0.019500000000000003,1.025,0.026000000000000002,0.020930861054541994,8.288659575253488
0.1,0.006500000000000001,0.019500000000000003,1.05,0.026000000000000002,0.02144136986075034,8.189390610115618
0.1,0.006500000000000001,0.019500000000000003,1.0750000000000002,0.026000000000000002,0.021951878666958684,8.09360496868475
0.1,0.006500000000000001,0.019500000000000003,1.1,0.026000000000000002,0.022462387473167027,8.001103588272986
0.1,0.006500000000000001,0.019500000000000003,1.125,0.026000000000000002,0.022972896279375363,7.911702976859441
0.1,0.006500000000000001,0.019500000000000003,1.15,0.026000000000000002,0.023483405085583702,7.825233681372654
0.1,0.006500000000000001,0.019500000000000003,1.175,0.026000000000000002,0.02399391389179205,7.741538936198852
0.1,0.006500000000000001,0.019500000000000003,1.2000000000000002,0.026000000000000002,0.02450442269800039,7.660473467379064
0.1,0.006500000000000001,0.019500000000000003,1.225,0.026000000000000002,0.025014931504208734,7.581902431733638
