chord_m,span_m,wing_mass_kg,total_mass_kg,Vmin_m_s,sink_rate_m_s,glide_ratio,combined_obj,PLA_total_kg
0.038000000000000006,0.85,0.16020800000000002,0.520208,13.328832036472903,0.734393550091593,18.1494404938749,0.07602839800374415,0.9
0.038000000000000006,0.85,0.16020800000000002,0.520208,13.328832036472903,0.734393550091593,18.1494404938749,0.07602839800374415,1.0
0.026000000000000002,0.85,0.109616,0.469616,13.924435140195369,0.6346133750218421,21.941603641297537,0.07656115757461039,0.7
0.026000000000000002,0.85,0.109616,0.469616,13.924435140195369,0.6346133750218421,21.941603641297537,0.07671831957807941,0.8
0.026000000000000002,0.85,0.109616,0.469616,13.924435140195369,0.6346133750218421,21.941603641297537,0.07671831957807941,0.9
0.026000000000000002,0.85,0.109616,0.469616,13.924435140195369,0.6346133750218421,21.941603641297537,0.07671831957807941,1.0
0.04,0.85,0.16864000000000004,0.52864,13.265221124668008,0.7498759928233115,17.689886396714673,0.07727913885331314,0.7
0.04,0.85,0.16864000000000004,0.52864,13.265221124668008,0.7498759928233115,17.689886396714673,0.077448763941976,0.8
0.04,0.85,0.16864000000000004,0.52864,13.265221124668008,0.7498759928233115,17.689886396714673,0.077448763941976,0.9
0.04,0.85,0.16864000000000004,0.52864,13.265221124668008,0.7498759928233115,17.689886396714673,0.077448763941976,1.0
0.041999999999999996,0.85,0.17707199999999998,0.537072,13.208497369730187,0.7651084874409844,17.263561425005115,0.07898623465195495,0.7
0.024,0.85,0.10118400000000001,0.461184,14.077767438788912,0.6164308534207025,22.837545136925684,0.07906515057418836,0.7
0.041999999999999996,0.85,0.17707199999999998,0.537072,13.208497369730187,0.7651084874409844,17.263561425005115,0.07915693215863934,0.8
0.041999999999999996,0.85,0.17707199999999998,0.537072,13.208497369730187,0.7651084874409844,17.263561425005115,0.07915693215863934,0.9
0.041999999999999996,0.85,0.17707199999999998,0.537072,13.208497369730187,0.7651084874409844,17.263561425005115,0.07915693215863934,1.0
0.024,0.85,0.10118400000000001,0.461184,14.077767438788912,0.6164308534207025,22.837545136925684,0.07921941368070538,0.8
0.024,0.85,0.10118400000000001,0.461184,14.077767438788912,0.6164308534207025,22.837545136925684,0.07921941368070538,0.9
0.024,0.85,0.10118400000000001,0.461184,14.077767438788912,0.6164308534207025,22.837545136925684,0.07921941368070538,1.0
0.044,0.85,0.18550399999999997,0.545504,13.157860620104646,0.7801113207780843,16.866644887271953,0.08094510124264295,0.7
0.044,0.85,0.18550399999999997,0.545504,13.157860620104646,0.7801113207780843,16.866644887271953,0.08111675608656481,0.8
0.044,0.85,0.18550399999999997,0.545504,13.157860620104646,0.7801113207780843,16.866644887271953,0.08111675608656481,0.9
0.044,0.85,0.18550399999999997,0.545504,13.157860620104646,0.7801113207780843,16.866644887271953,0.08111675608656481,1.0
0.032,0.84,0.1333248,0.4933248,13.670461950415474,0.6953011694663719,19.661209488410968,0.08187825673990337,0.7
0.032,0.84,0.1333248,0.4933248,13.670461950415474,0.6953011694663719,19.661209488410968,0.08204022035472563,0.8
0.032,0.84,0.1333248,0.4933248,13.670461950415474,0.6953011694663719,19.661209488410968,0.08204022035472563,0.9
0.032,0.84,0.1333248,0.4933248,13.670461950415474,0.6953011694663719,19.661209488410968,0.08204022035472563,1.0
