t_imu_ms,pc_timestamp_iso,pc_timestamp_s,qw,qx,qy,qz,ax_lin_mps2,ay_lin_mps2,az_lin_mps2,gx_rads,gy_rads,gz_rads,roll_deg,pitch_deg,yaw_deg
15688.0,2025-12-15T01:01:58.996878,0.079982,0.978908,0.008356,0.009827,-0.203896,0.010402,-0.022401,0.048165,0.010653,0.014914,-0.003196,0.707884,1.297633,-23.523676
15711.0,2025-12-15T01:01:59.014388,0.097492,0.978930,0.006601,0.008156,-0.203928,-0.009887,0.017332,0.050486,-0.006392,0.000000,-0.002131,0.550009,1.069236,-23.529645
15737.0,2025-12-15T01:01:59.054298,0.137402,0.978688,0.007683,0.009767,-0.204976,0.012413,0.001518,0.030414,-0.012783,-0.007457,-0.001065,0.632426,1.275964,-23.651018
15759.0,2025-12-15T01:01:59.054298,0.137402,0.978696,0.009278,0.008136,-0.204946,-0.020691,-0.011558,0.025750,-0.013848,-0.006392,0.000000,0.849661,1.130470,-23.646135
15785.0,2025-12-15T01:01:59.072532,0.155636,0.978703,0.006925,0.008871,-0.204973,0.004814,0.010124,0.046909,-0.007457,-0.003196,0.000000,0.568433,1.157599,-23.651612
15806.0,2025-12-15T01:01:59.111985,0.195089,0.978704,0.008921,0.008168,-0.204920,-0.009985,-0.012830,0.044650,-0.023436,-0.011718,0.002131,0.808924,1.125611,-23.643432
15837.0,2025-12-15T01:01:59.136867,0.219971,0.978444,0.010119,0.009685,-0.206038,-0.002618,-0.014279,0.020322,-0.007457,-0.004261,0.001065,0.906174,1.324891,-23.772419
15862.0,2025-12-15T01:01:59.202320,0.285424,0.978461,0.007789,0.009315,-0.206074,0.001090,0.016947,0.028356,0.001065,0.002131,-0.001065,0.653515,1.228403,-23.779489
15882.0,2025-12-15T01:01:59.202320,0.285424,0.978434,0.010054,0.009668,-0.206086,-0.001090,-0.024070,0.017640,-0.007457,-0.001065,-0.003196,0.899196,1.321512,-23.778181
15910.0,2025-12-15T01:01:59.202320,0.285424,0.978451,0.007991,0.008476,-0.206148,-0.010792,0.033873,0.028607,-0.003196,0.003196,-0.004261,0.695847,1.139230,-23.788193
15936.0,2025-12-15T01:01:59.276476,0.359580,0.978197,0.009610,0.010210,-0.207206,0.003218,-0.000997,0.026546,0.020240,0.013848,-0.006392,0.835003,1.372809,-23.909725
15955.0,2025-12-15T01:01:59.308481,0.391585,0.978203,0.007683,0.009345,-0.207299,-0.001227,0.007401,0.038966,0.017044,0.014914,-0.006392,0.639451,1.230074,-23.923146
15983.0,2025-12-15T01:01:59.308481,0.391585,0.978220,0.005856,0.007490,-0.207355,-0.004301,0.008695,0.058245,-0.014914,-0.012783,-0.004261,0.478578,0.978818,-23.931818
16007.0,2025-12-15T01:01:59.316709,0.399813,0.978190,0.007885,0.008506,-0.207390,-0.009938,0.041636,0.011946,-0.008522,-0.004261,-0.004261,0.681908,1.140920,-23.933719
16024.0,2025-12-15T01:01:59.415516,0.498620,0.978148,0.009760,0.010166,-0.207431,0.004674,-0.008813,0.022785,0.007457,0.007457,-0.004261,0.852556,1.371650,-23.935873
16054.0,2025-12-15T01:01:59.784791,0.867895,0.977887,0.011113,0.011789,-0.208505,0.045205,-0.067662,0.027677,0.001065,0.003196,-0.003196,0.964087,1.586769,-24.059418
16070.0,2025-12-15T01:01:59.821957,0.905061,0.977912,0.009127,0.010418,-0.208556,0.017495,-0.036734,0.036201,-0.005326,0.001065,-0.003196,0.774021,1.385746,-24.068485
16098.0,2025-12-15T01:01:59.821957,0.905061,0.977915,0.010390,0.008503,-0.208574,-0.024506,-0.008424,0.025199,-0.012783,-0.003196,-0.004261,0.961387,1.201304,-24.069703
16126.0,2025-12-15T01:01:59.821957,0.905061,0.977923,0.008073,0.008990,-0.208614,0.010849,0.024209,0.022350,0.001065,0.001065,-0.001065,0.689951,1.200511,-24.076845
16148.0,2025-12-15T01:01:59.824926,0.908030,0.977550,0.009105,0.010194,-0.210261,0.010852,-0.016563,0.015105,-0.002131,0.004261,-0.002131,0.774548,1.361479,-24.268400
16177.0,2025-12-15T01:01:59.834269,0.917373,0.977573,0.006957,0.008794,-0.210296,-0.011347,0.032235,0.028343,-0.019175,-0.003196,-0.002131,0.567544,1.152874,-24.275282
16201.0,2025-12-15T01:01:59.836330,0.919434,0.977547,0.009353,0.009172,-0.210311,0.002220,0.015663,0.009674,0.002131,0.005326,-0.003196,0.826934,1.253003,-24.274182
16218.0,2025-12-15T01:01:59.836330,0.919434,0.977535,0.011428,0.007796,-0.210317,-0.029577,-0.029289,0.017691,0.011718,0.004261,-0.003196,1.092533,1.148831,-24.273237
16246.0,2025-12-15T01:01:59.848407,0.931510,0.977286,0.012922,0.009495,-0.211317,-0.016099,-0.085241,0.018339,0.012783,0.006392,-0.004261,1.217640,1.376396,-24.387670
16272.0,2025-12-15T01:01:59.850428,0.933532,0.977302,0.010796,0.009415,-0.211368,-0.001878,-0.028778,0.018905,0.018109,0.013848,-0.002131,0.981276,1.315939,-24.396323
16295.0,2025-12-15T01:01:59.850428,0.933532,0.977324,0.008615,0.009099,-0.211380,-0.000755,-0.011402,0.045979,0.013848,0.005326,0.001065,0.744582,1.227814,-24.400438
16318.0,2025-12-15T01:01:59.850428,0.933532,0.977291,0.009829,0.011160,-0.211380,0.022403,-0.020638,0.019026,0.000000,0.001065,0.000000,0.830700,1.488062,-24.398377
16344.0,2025-12-15T01:01:59.850428,0.933532,0.976958,0.011052,0.012617,-0.212771,0.047717,-0.060455,0.029301,-0.001065,0.006392,-0.004261,0.930148,1.682202,-24.559436
16366.0,2025-12-15T01:01:59.850428,0.933532,0.976985,0.010054,0.010591,-0.212807,0.028046,-0.025005,0.018696,0.007457,0.008522,-0.003196,0.867611,1.431016,-24.565604
16386.0,2025-12-15T01:01:59.850428,0.933532,0.977012,0.008452,0.008956,-0.212828,0.005747,-0.010849,0.017049,0.007457,0.004261,-0.001065,0.727991,1.208879,-24.570441
16413.0,2025-12-15T01:01:59.850428,0.933532,0.977022,0.006041,0.008729,-0.212875,0.004630,0.038102,0.029086,-0.003196,-0.001065,-0.002131,0.463547,1.124776,-24.578659
16446.0,2025-12-15T01:01:59.858721,0.941825,0.976755,0.007262,0.010337,-0.213984,0.037168,0.007601,0.033785,-0.007457,0.001065,-0.002131,0.559552,1.335152,-24.707328
16465.0,2025-12-15T01:01:59.871466,0.954570,0.976771,0.008214,0.008169,-0.213973,-0.010698,-0.000578,0.033898,-0.007457,-0.004261,-0.001065,0.719281,1.115887,-24.705191
16494.0,2025-12-15T01:01:59.871466,0.954570,0.976738,0.008632,0.010450,-0.214006,0.023243,-0.008873,0.011414,-0.007457,-0.005326,-0.002131,0.710083,1.381428,-24.708185
16521.0,2025-12-15T01:01:59.875601,0.958705,0.976759,0.007908,0.008169,-0.214037,-0.019756,0.011393,0.035343,0.000000,-0.001065,-0.003196,0.684914,1.108416,-24.713107
16540.0,2025-12-15T01:01:59.891622,0.974726,0.976455,0.009221,0.009611,-0.215311,0.011348,-0.023763,0.033934,0.001065,0.002131,-0.002131,0.794909,1.303057,-24.860797
16571.0,2025-12-15T01:01:59.915892,0.998996,0.976481,0.007662,0.007775,-0.215327,-0.015672,0.021452,0.011301,-0.005326,0.000000,-0.001065,0.665581,1.059126,-24.864752
16597.0,2025-12-15T01:01:59.915892,0.998996,0.976446,0.009219,0.009479,-0.215358,0.007317,-0.009218,0.031871,-0.006392,-0.003196,-0.003196,0.797841,1.288284,-24.866292
16625.0,2025-12-15T01:01:59.915892,0.998996,0.976462,0.007537,0.007825,-0.215414,-0.011016,0.017886,0.037507,0.000000,0.002131,-0.004261,0.650351,1.061726,-24.875088
16643.0,2025-12-15T01:01:59.924108,1.007212,0.976184,0.008895,0.009334,-0.216559,-0.004101,-0.003924,0.023602,-0.001065,0.001065,-0.003196,0.763648,1.264968,-25.007715
16669.0,2025-12-15T01:01:59.956804,1.039908,0.976201,0.006987,0.007957,-0.216608,-0.013120,0.030347,0.019651,0.002131,0.001065,-0.003196,0.584160,1.063547,-25.015768
16700.0,2025-12-15T01:01:59.984366,1.067470,0.976169,0.009196,0.009050,-0.216629,0.003156,-0.009724,0.024572,0.003196,0.007457,-0.003196,0.804216,1.240690,-25.015680
16722.0,2025-12-15T01:02:00.014526,1.097630,0.976164,0.006991,0.009694,-0.216707,0.019537,0.034979,0.030668,0.007457,0.009587,-0.004261,0.541413,1.258080,-25.027256
16749.0,2025-12-15T01:02:00.056132,1.139236,0.975897,0.008443,0.011347,-0.217775,0.048493,-0.018562,0.031384,0.009587,0.007457,-0.002131,0.661218,1.479785,-25.150793
16775.0,2025-12-15T01:02:00.072588,1.155692,0.975921,0.007956,0.009005,-0.217792,0.002589,-0.000571,0.044709,-0.002131,-0.001065,-0.002131,0.665156,1.205689,-25.153552
16802.0,2025-12-15T01:02:00.089040,1.172143,0.975931,0.008913,0.006853,-0.217791,-0.040893,-0.007886,0.035049,-0.012783,-0.007457,-0.002131,0.825865,0.988935,-25.153126
16828.0,2025-12-15T01:02:00.122097,1.205200,0.975902,0.008665,0.009173,-0.217845,0.004307,0.003097,0.030681,-0.014914,-0.008522,-0.003196,0.740165,1.242254,-25.158967
16853.0,2025-12-15T01:02:00.149096,1.232200,0.975660,0.009816,0.010841,-0.218799,0.023094,-0.012648,0.021477,-0.011718,-0.005326,-0.003196,0.825970,1.458326,-25.269249
16877.0,2025-12-15T01:02:00.163798,1.246902,0.975683,0.009208,0.008593,-0.218826,-0.003147,0.001722,0.036730,0.000000,0.004261,-0.003196,0.814229,1.191689,-25.273800
16899.0,2025-12-15T01:02:00.209901,1.293005,0.975647,0.009024,0.011007,-0.218883,0.030534,-0.005282,0.029676,0.008522,0.006392,-0.003196,0.733064,1.457042,-25.280151
16929.0,2025-12-15T01:02:00.272971,1.356075,0.975668,0.008544,0.008727,-0.218911,-0.000657,-0.000494,0.030478,0.003196,0.004261,-0.003196,0.736523,1.190147,-25.284461
16955.0,2025-12-15T01:02:00.272971,1.356075,0.975281,0.009557,0.009888,-0.220539,0.009804,-0.040912,0.027779,-0.003196,0.000000,-0.002131,0.818425,1.346726,-25.474174
16980.0,2025-12-15T01:02:00.272971,1.356075,0.975305,0.007490,0.008636,-0.220565,-0.008932,0.027189,0.025944,-0.003196,-0.001065,-0.001065,0.618996,1.154569,-25.479900
16997.0,2025-12-15T01:02:00.329545,1.412648,0.975278,0.009891,0.008911,-0.220579,-0.000852,-0.011753,0.024778,0.002131,0.003196,-0.003196,0.880422,1.245953,-25.478790
17028.0,2025-12-15T01:02:00.329545,1.412648,0.975293,0.007625,0.008168,-0.220634,-0.002382,0.026908,0.028130,-0.001065,0.001065,-0.003196,0.645776,1.105726,-25.487910
17055.0,2025-12-15T01:02:00.386939,1.470043,0.974988,0.008903,0.009673,-0.221869,0.017616,-0.016858,0.024329,-0.001065,0.002131,-0.003196,0.748983,1.307203,-25.631312
17079.0,2025-12-15T01:02:00.386939,1.470043,0.975011,0.007574,0.007688,-0.221894,-0.026503,0.028178,0.034248,-0.002131,0.000000,-0.002131,0.650880,1.051599,-25.636178
17105.0,2025-12-15T01:02:00.395239,1.478343,0.974977,0.009464,0.009045,-0.221920,0.008535,-0.019653,0.033953,-0.004261,-0.002131,-0.003196,0.827610,1.251376,-25.636909
17127.0,2025-12-15T01:02:00.453666,1.536770,0.974995,0.007312,0.007830,-0.221970,-0.011576,0.039378,0.024649,-0.008522,-0.002131,-0.003196,0.617868,1.060904,-25.645291
17152.0,2025-12-15T01:02:00.453666,1.536770,0.974723,0.008562,0.009411,-0.223056,0.008685,0.007035,0.021166,-0.005326,-0.001065,-0.002131,0.715941,1.270123,-25.771318
17174.0,2025-12-15T01:02:00.510949,1.594053,0.974711,0.010717,0.008492,-0.223049,-0.015947,-0.021882,0.009306,-0.003196,0.000000,-0.002131,0.980220,1.222571,-25.768383
