t_imu_ms,pc_timestamp_iso,pc_timestamp_s,qw,qx,qy,qz,ax_lin_mps2,ay_lin_mps2,az_lin_mps2,gx_rads,gy_rads,gz_rads,roll_deg,pitch_deg,yaw_deg
82568.0,2025-12-15T16:57:39.220840,0.055080,0.802630,0.184585,0.317643,-0.469912,0.029349,0.026488,-0.171445,-0.062781,0.106892,0.068632,-0.174353,43.108085,-60.763843
82607.0,2025-12-15T16:57:39.280578,0.114818,0.802663,0.184378,0.317509,-0.470026,0.092038,-0.283226,-0.055331,0.006589,0.084377,0.003609,-0.195159,43.080969,-60.782100
82645.0,2025-12-15T16:57:39.294791,0.129031,0.801296,0.185337,0.317474,-0.472002,-0.008541,-0.105859,-0.082898,0.035434,0.032388,-0.039137,-0.210238,43.136589,-61.083374
82682.0,2025-12-15T16:57:39.396505,0.230746,0.799926,0.184743,0.317682,-0.474412,-0.066161,-0.167671,-0.088135,0.090516,0.057257,-0.087439,-0.460281,43.120330,-61.523721
82715.0,2025-12-15T16:57:39.396505,0.230746,0.799435,0.184027,0.316963,-0.475997,-0.024261,-0.263785,-0.028847,0.060029,0.027480,-0.055213,-0.588472,42.998137,-61.772377
82756.0,2025-12-15T16:57:39.517931,0.352171,0.797864,0.184837,0.315921,-0.479002,0.050328,-0.008504,-0.131667,0.075142,-0.019281,-0.086539,-0.603004,42.937287,-62.194659
82790.0,2025-12-15T16:57:39.812314,0.646554,0.796897,0.186997,0.314701,-0.480574,0.142089,-0.008779,-0.236601,0.112916,0.080678,-0.097340,-0.347486,42.945371,-62.321379
82821.0,2025-12-15T16:57:39.822849,0.657090,0.796182,0.188752,0.316370,-0.479976,0.219793,-0.224627,-0.158792,0.008297,0.239781,0.000744,-0.246780,43.233202,-62.264894
82855.0,2025-12-15T16:57:39.822849,0.657090,0.793609,0.191152,0.317677,-0.482417,0.132837,-0.524847,0.041466,0.112694,0.185883,-0.111387,-0.245343,43.523595,-62.686841
82884.0,2025-12-15T16:57:39.829819,0.664060,0.791494,0.192246,0.317265,-0.485718,0.104293,-0.438103,-0.029275,0.171688,0.112694,-0.189966,-0.306707,43.549536,-63.195142
82915.0,2025-12-15T16:57:39.829819,0.664060,0.791074,0.192479,0.317040,-0.486456,0.189345,-0.426456,-0.065707,0.040089,0.093640,-0.044079,-0.310061,43.540663,-63.301168
82959.0,2025-12-15T16:57:39.836687,0.670927,0.791793,0.192037,0.316711,-0.485676,0.210656,-0.434995,0.039562,-0.080271,-0.007009,0.099451,-0.278791,43.477809,-63.160012
82994.0,2025-12-15T16:57:39.861763,0.696003,0.794062,0.188736,0.314043,-0.484997,-0.069286,-0.340403,-0.008414,-0.075879,-0.157737,0.099027,-0.382434,42.985350,-62.982059
83016.0,2025-12-15T16:57:39.874615,0.708855,0.796441,0.186966,0.310767,-0.483890,0.115681,0.032490,-0.186328,-0.083007,-0.161430,0.087573,-0.228523,42.528469,-62.651761
83058.0,2025-12-15T16:57:39.882370,0.716610,0.797041,0.186413,0.310026,-0.483590,0.158964,-0.028577,-0.188378,-0.067691,-0.053651,0.080468,-0.209028,42.415432,-62.574074
83090.0,2025-12-15T16:57:39.900048,0.734289,0.797877,0.185908,0.308423,-0.483432,0.095326,-0.065602,-0.124010,-0.012085,-0.003056,0.018793,-0.119171,42.215017,-62.469151
83123.0,2025-12-15T16:57:39.902089,0.736329,0.797199,0.184535,0.307550,-0.485626,-0.033346,-0.067071,-0.117083,0.070112,-0.011054,-0.063522,-0.346039,42.035208,-62.829610
83166.0,2025-12-15T16:57:39.904114,0.738354,0.796241,0.185009,0.306767,-0.487509,0.056434,-0.043881,-0.131777,0.034534,-0.009919,-0.034373,-0.345353,41.982912,-63.087714
83205.0,2025-12-15T16:57:39.904114,0.738354,0.796429,0.182948,0.304788,-0.489219,-0.023586,-0.058308,-0.081533,0.036841,-0.070443,-0.038262,-0.521777,41.643081,-63.320347
83241.0,2025-12-15T16:57:39.904114,0.738354,0.795922,0.182792,0.302809,-0.491326,0.037066,0.053095,-0.137657,0.038991,-0.095273,-0.033015,-0.502779,41.425531,-63.564523
83275.0,2025-12-15T16:57:39.929245,0.763486,0.795214,0.183706,0.302815,-0.492128,-0.017279,0.198931,-0.218205,0.051201,-0.070076,-0.050237,-0.449341,41.484612,-63.673761
83314.0,2025-12-15T16:57:39.974894,0.809134,0.794488,0.185564,0.303315,-0.492296,0.024671,0.120333,-0.162363,0.035505,-0.014509,-0.034347,-0.290307,41.656614,-63.678437
83357.0,2025-12-15T16:57:40.013998,0.848238,0.792974,0.186550,0.302511,-0.494853,0.016357,0.113694,-0.158702,0.080448,-0.004527,-0.078453,-0.271217,41.635993,-64.035329
83394.0,2025-12-15T16:57:40.045902,0.880142,0.790313,0.189027,0.303159,-0.497764,-0.001647,0.089479,-0.158407,0.146004,-0.000287,-0.153403,-0.232567,41.863840,-64.496974
83429.0,2025-12-15T16:57:40.094401,0.928642,0.788698,0.190190,0.304945,-0.498791,-0.014242,0.047649,-0.147016,0.068180,0.037043,-0.063916,-0.324665,42.124878,-64.745441
83464.0,2025-12-15T16:57:40.117359,0.951599,0.787785,0.190938,0.304765,-0.500055,0.028997,-0.004148,-0.108945,0.031860,0.023242,-0.022034,-0.306217,42.154900,-64.929602
